candidate,status,pcc,min_prefill_ms,all_prefill_ms,error
default_final,ok,0.9813573878479251,1.6141710802912712,1.920539;1.730321;1.614171,
mlp_post_norm_dram,ok,0.9813573878479251,1.5574716962873936,1.703441;1.603981;1.557472,
qkv_input_l1,ok,0.9813573878479251,1.6539213247597218,1.653921;1.731771;1.662151,
o_input_l1,ok,0.9813573878479251,1.4456119388341904,1.630751;1.486272;1.445612,
down_input_l1,ok,0.9813573878479251,1.7056511715054512,1.840870;1.770021;1.705651,
qkv_o_down_input_l1,ok,0.9813573878479251,1.5059509314596653,1.505951;1.519792;1.522932,
o_l1_post_l1,ok,0.9813573878479251,1.4359126798808575,1.639452;1.538341;1.435913,
o_l1_post_dram,ok,0.9813573878479251,1.388303004205227,1.519571;1.516411;1.388303,
