Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
53.62,MatmulDeviceOperation (in0:dram_interleaved),3026.44,15,Compute,3.33,4.43,3.99,0.49,4.00
7.85,LayerNormDeviceOperation (in0:dram_interleaved),442.89,10,Compute,,,,,
6.07,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),342.82,10,DM,,,,,
5.00,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),282.01,5,Other,,,,,
4.85,MatmulDeviceOperation (in0:width_sharded),273.56,5,Compute,12.24,12.95,12.48,0.31,12.48
4.47,SdpaDecodeDeviceOperation (in0:height_sharded),252.49,5,Other,,,,,
3.59,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),202.60,20,TM,,,,,
3.41,PermuteDeviceOperation (in0:dram_interleaved),192.28,30,TM,,,,,
2.59,BinaryNgDeviceOperation (in0:dram_interleaved),146.42,45,Compute,,,,,
2.19,ConcatDeviceOperation (in0:dram_interleaved),123.37,10,TM,,,,,
2.05,SliceDeviceOperation (in0:dram_interleaved),115.66,30,TM,,,,,
1.37,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),77.15,20,TM,,,,,
0.75,UnaryDeviceOperation (in0:dram_interleaved),42.31,15,Compute,,,,,
0.71,UntilizeDeviceOperation (in0:dram_interleaved),40.08,10,TM,,,,,
0.44,EmbeddingsDeviceOperation (in0:dram_interleaved),24.95,10,Compute,,,,,
0.41,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),23.18,5,TM,,,,,
0.30,InterleavedToShardedDeviceOperation (in0:dram_interleaved),16.84,15,DM,,,,,
0.26,ShardedToInterleavedDeviceOperation (in0:height_sharded),14.51,10,DM,,,,,
0.08,TypecastDeviceOperation (in0:dram_interleaved),4.34,5,TM,,,,,
