Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
49.87,MatmulDeviceOperation (in0:dram_interleaved),752.14,4,Compute,10.63,16.75,13.59,3.17,14.08
8.15,PermuteDeviceOperation (in0:dram_interleaved),122.92,6,TM,,,,,
7.94,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),119.81,1,TM,,,,,
6.17,BinaryNgDeviceOperation (in0:dram_interleaved),93.01,9,Compute,,,,,
5.89,LayerNormDeviceOperation (in0:dram_interleaved),88.75,2,Compute,,,,,
5.46,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),82.32,4,TM,,,,,
5.05,SliceDeviceOperation (in0:dram_interleaved),76.15,6,TM,,,,,
2.67,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),40.20,1,TM,,,,,
2.56,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),38.68,4,TM,,,,,
1.70,ConcatDeviceOperation (in0:dram_interleaved),25.71,2,TM,,,,,
1.23,SDPAOperation (in0:dram_interleaved),18.51,1,Compute,,,,,
1.21,UnaryDeviceOperation (in0:dram_interleaved),18.20,3,Compute,,,,,
0.84,UntilizeDeviceOperation (in0:dram_interleaved),12.63,2,TM,,,,,
0.70,TilizeDeviceOperation (in0:dram_interleaved),10.59,4,TM,,,,,
0.56,PagedFillCacheDeviceOperation (in0:dram_interleaved),8.50,2,Other,,,,,
