csv,activation,method,degree,segments,precision,bf16_maxulp,runtime_us,compiles,range
abs_p10_s1_uniform_any_ulp.csv,abs,poly,10,1,fp32,16777216.00,1.87,1,[-128.0,128.0]
abs_p11_s1_uniform_any_ulp.csv,abs,poly,11,1,fp32,16777216.00,1.85,1,[-128.0,128.0]
abs_p12_s1_uniform_any_ulp.csv,abs,poly,12,1,fp32,16777216.00,1.90,1,[-128.0,128.0]
abs_p14_s1_uniform_any_ulp.csv,abs,poly,14,1,fp32,16777216.00,1.88,1,[-128.0,128.0]
abs_p1_s1_uniform_any_ulp.csv,abs,poly,1,1,fp32,16777216.00,1.90,1,[-128.0,128.0]
abs_p1_s2_curvature_any_mae.csv,abs,poly,1,2,fp32,0.00,2.97,1,[-128.0,128.0]
abs_p1_s32_uniform_any_ulp.csv,abs,poly,1,32,fp32,0.00,12.79,1,[-128.0,128.0]
abs_p2_s16_uniform_any_ulp.csv,abs,poly,2,16,fp32,0.00,6.46,1,[-128.0,128.0]
abs_p2_s3_uniform_any_ulp.csv,abs,poly,2,3,fp32,0.00,2.98,1,[-128.0,128.0]
abs_p3_s1_uniform_any_ulp.csv,abs,poly,3,1,fp32,16777216.00,1.86,1,[-128.0,128.0]
abs_p3_s4_uniform_any_ulp.csv,abs,poly,3,4,fp32,0.00,3.26,1,[-128.0,128.0]
abs_p4_s2_uniform_any_ulp.csv,abs,poly,4,2,fp32,0.00,2.95,1,[-128.0,128.0]
abs_p4_s8_uniform_any_ulp.csv,abs,poly,4,8,fp32,0.00,4.35,1,[-128.0,128.0]
abs_p5_s32_uniform_any_ulp.csv,abs,poly,5,32,fp32,0.00,15.37,1,[-128.0,128.0]
abs_p6_s16_uniform_any_ulp.csv,abs,poly,6,16,fp32,0.00,8.34,1,[-128.0,128.0]
abs_p6_s4_uniform_any_ulp.csv,abs,poly,6,4,fp32,0.00,3.37,1,[-128.0,128.0]
abs_p7_s2_uniform_any_ulp.csv,abs,poly,7,2,fp32,0.00,3.03,1,[-128.0,128.0]
abs_p8_s1_uniform_any_ulp.csv,abs,poly,8,1,fp32,16777216.00,1.92,1,[-128.0,128.0]
abs_p8_s8_uniform_any_ulp.csv,abs,poly,8,8,fp32,0.00,5.27,1,[-128.0,128.0]
abs_p9_s4_uniform_any_ulp.csv,abs,poly,9,4,fp32,0.00,3.70,1,[-128.0,128.0]
acos_n10d2_s1_uniform_rational_ulp.csv,acos,rational,10d2,1,fp32,7644.00,4.26,1,[-0.99,0.99]
acos_n10d4_s1_uniform_rational_ulp.csv,acos,rational,10d4,1,fp32,671.00,4.59,1,[-0.99,0.99]
acos_n11d1_s1_uniform_rational_ulp.csv,acos,rational,11d1,1,fp32,24616.00,4.25,1,[-0.99,0.99]
acos_n11d3_s1_uniform_rational_ulp.csv,acos,rational,11d3,1,fp32,1244.00,4.59,1,[-0.99,0.99]
acos_n11d5_s2_uniform_rational_ulp.csv,acos,rational,11d5,2,fp32,21651083.50,7.93,1,[-0.99,0.99]
acos_n12d2_s2_uniform_rational_ulp.csv,acos,rational,12d2,2,fp32,76663.44,7.26,1,[-0.99,0.99]
acos_n13d1_s1_uniform_rational_ulp.csv,acos,rational,13d1,1,fp32,14765.00,4.59,1,[-0.99,0.99]
acos_n13d3_s1_uniform_rational_ulp.csv,acos,rational,13d3,1,fp32,605.00,4.90,1,[-0.99,0.99]
acos_n14d2_s1_uniform_rational_ulp.csv,acos,rational,14d2,1,fp32,2053.00,4.85,1,[-0.99,0.99]
acos_n1d1_s1_uniform_rational_ulp.csv,acos,rational,1d1,1,fp32,1959722.00,3.14,1,[-0.99,0.99]
acos_n2d2_s2_uniform_rational_ulp.csv,acos,rational,2d2,2,fp32,41921.00,4.01,1,[-0.99,0.99]
acos_n3d2_s2_uniform_rational_ulp.csv,acos,rational,3d2,2,fp32,3672.00,4.31,1,[-0.99,0.99]
acos_n4d1_s2_uniform_rational_ulp.csv,acos,rational,4d1,2,fp32,21693.50,4.31,1,[-0.99,0.99]
acos_n4d3_s1_uniform_rational_ulp.csv,acos,rational,4d3,1,fp32,37205.00,3.57,1,[-0.99,0.99]
acos_n4d4_s3_uniform_rational_mae.csv,acos,rational,4d4,3,fp32,5924.00,7.16,1,[-0.99,0.99]
acos_n5d2_s2_uniform_rational_ulp.csv,acos,rational,5d2,2,fp32,1084.00,4.95,1,[-0.99,0.99]
acos_n5d4_s2_uniform_rational_ulp.csv,acos,rational,5d4,2,fp32,1659.00,5.62,1,[-0.99,0.99]
acos_n6d2_s1_uniform_rational_ulp.csv,acos,rational,6d2,1,fp32,38199.00,3.67,1,[-0.99,0.99]
acos_n6d4_s2_uniform_rational_ulp.csv,acos,rational,6d4,2,fp32,9479.94,5.95,1,[-0.99,0.99]
acos_n6d6_s2_uniform_rational_ulp.csv,acos,rational,6d6,2,fp32,106065.88,6.67,1,[-0.99,0.99]
acos_n7d2_s2_uniform_rational_ulp.csv,acos,rational,7d2,2,fp32,708.69,5.61,1,[-0.99,0.99]
acos_n7d5_s1_uniform_rational_ulp.csv,acos,rational,7d5,1,fp32,1155.00,4.26,1,[-0.99,0.99]
acos_n7d6_s2_uniform_rational_ulp.csv,acos,rational,7d6,2,fp32,849352.91,6.99,1,[-0.99,0.99]
acos_n8d1_s1_uniform_rational_ulp.csv,acos,rational,8d1,1,fp32,56693.00,3.82,1,[-0.99,0.99]
acos_n8d3_s1_uniform_rational_ulp.csv,acos,rational,8d3,1,fp32,4139.00,4.11,1,[-0.99,0.99]
acos_n8d5_s2_uniform_rational_ulp.csv,acos,rational,8d5,2,fp32,95002.50,6.94,1,[-0.99,0.99]
acos_n8d8_s2_uniform_rational_ulp.csv,acos,rational,8d8,2,fp32,4759649.00,7.93,1,[-0.99,0.99]
acos_n9d2_s2_uniform_rational_ulp.csv,acos,rational,9d2,2,fp32,2044.56,6.22,1,[-0.99,0.99]
acos_n9d4_s2_uniform_rational_ulp.csv,acos,rational,9d4,2,fp32,586821.68,6.89,1,[-0.99,0.99]
acos_n9d6_s2_uniform_rational_ulp.csv,acos,rational,9d6,2,fp32,359336.25,7.65,1,[-0.99,0.99]
acos_p10_s1_uniform_any_ulp.csv,acos,poly,10,1,fp32,184587.00,3.21,1,[-0.99,0.99]
acos_p12_s1_uniform_any_ulp.csv,acos,poly,12,1,fp32,116068.00,3.35,1,[-0.99,0.99]
acos_p1_s16_uniform_any_ulp.csv,acos,poly,1,16,fp32,117434.00,9.08,1,[-0.99,0.99]
acos_p1_s3_uniform_any_ulp.csv,acos,poly,1,3,fp32,874206.00,3.21,1,[-0.99,0.99]
acos_p2_s1_uniform_any_ulp.csv,acos,poly,2,1,fp32,2407576.00,2.86,1,[-0.99,0.99]
acos_p2_s4_uniform_any_ulp.csv,acos,poly,2,4,fp32,396606.00,3.75,1,[-0.99,0.99]
acos_p3_s1_uniform_any_ulp.csv,acos,poly,3,1,fp32,1340734.00,2.90,1,[-0.99,0.99]
acos_p3_s4_uniform_any_ulp.csv,acos,poly,3,4,fp32,208297.50,4.07,1,[-0.99,0.99]
acos_p4_s2_uniform_any_ulp.csv,acos,poly,4,2,fp32,87160.00,3.26,1,[-0.99,0.99]
acos_p4_s8_uniform_any_ulp.csv,acos,poly,4,8,fp32,43481.25,6.88,1,[-0.99,0.99]
acos_p5_s3_uniform_any_ulp.csv,acos,poly,5,3,fp32,71182.00,4.03,1,[-0.99,0.99]
acos_p6_s2_uniform_any_ulp.csv,acos,poly,6,2,fp32,148855.50,3.54,1,[-0.99,0.99]
acos_p7_s16_uniform_any_mae.csv,acos,poly,7,16,fp32,16687.00,10.90,1,[-0.99,0.99]
acos_p7_s4_uniform_any_mae.csv,acos,poly,7,4,fp32,29473.62,4.34,1,[-0.99,0.99]
acos_p8_s3_uniform_any_ulp.csv,acos,poly,8,3,fp32,92422.00,4.34,1,[-0.99,0.99]
acos_p9_s3_uniform_any_ulp.csv,acos,poly,9,3,fp32,29473.62,4.67,1,[-0.99,0.99]
acosh_n10d2_s2_uniform_rational_ulp.csv,acosh,rational,10d2,2,fp32,20548.00,6.72,1,[1.01,100.0]
acosh_n10d4_s2_uniform_rational_ulp.csv,acosh,rational,10d4,2,fp32,2779.09,7.38,1,[1.01,100.0]
acosh_n10d6_s2_uniform_rational_ulp.csv,acosh,rational,10d6,2,fp32,666.62,8.03,1,[1.01,100.0]
acosh_n11d2_s1_uniform_rational_ulp.csv,acosh,rational,11d2,1,fp32,37805.00,4.42,1,[1.01,100.0]
acosh_n11d4_s1_uniform_rational_ulp.csv,acosh,rational,11d4,1,fp32,2399499.62,4.75,1,[1.01,100.0]
acosh_n12d1_s1_uniform_rational_ulp.csv,acosh,rational,12d1,1,fp32,851613.00,4.42,1,[1.01,100.0]
acosh_n12d3_s1_uniform_rational_ulp.csv,acosh,rational,12d3,1,fp32,8927.00,4.74,1,[1.01,100.0]
acosh_n13d1_s1_uniform_rational_ulp.csv,acosh,rational,13d1,1,fp32,3513151.50,4.58,1,[1.01,100.0]
acosh_n13d3_s1_uniform_rational_ulp.csv,acosh,rational,13d3,1,fp32,14255591.91,4.90,1,[1.01,100.0]
acosh_n14d2_s1_uniform_rational_ulp.csv,acosh,rational,14d2,1,fp32,454597.00,4.90,1,[1.01,100.0]
acosh_n1d1_s1_uniform_rational_ulp.csv,acosh,rational,1d1,1,fp32,2564594.00,3.11,1,[1.01,100.0]
acosh_n2d2_s1_uniform_rational_ulp.csv,acosh,rational,2d2,1,fp32,549100.00,3.29,1,[1.01,100.0]
acosh_n3d2_s1_uniform_rational_ulp.csv,acosh,rational,3d2,1,fp32,279053.00,3.36,1,[1.01,100.0]
acosh_n4d1_s1_uniform_rational_ulp.csv,acosh,rational,4d1,1,fp32,886012.00,3.37,1,[1.01,100.0]
acosh_n4d3_s1_uniform_rational_ulp.csv,acosh,rational,4d3,1,fp32,53435.00,3.56,1,[1.01,100.0]
acosh_n5d1_s1_uniform_rational_ulp.csv,acosh,rational,5d1,1,fp32,709463.00,3.48,1,[1.01,100.0]
acosh_n5d3_s1_uniform_rational_ulp.csv,acosh,rational,5d3,1,fp32,31827.00,3.71,1,[1.01,100.0]
acosh_n5d5_s1_uniform_rational_mae.csv,acosh,rational,5d5,1,fp32,3965.00,3.96,1,[1.01,100.0]
acosh_n6d1_s1_uniform_rational_ulp.csv,acosh,rational,6d1,1,fp32,580288.00,3.57,1,[1.01,100.0]
acosh_n6d3_s1_uniform_rational_ulp.csv,acosh,rational,6d3,1,fp32,20831.00,3.82,1,[1.01,100.0]
acosh_n6d5_s1_uniform_rational_ulp.csv,acosh,rational,6d5,1,fp32,1905.00,4.11,1,[1.01,100.0]
acosh_n6d6_s2_uniform_rational_ulp.csv,acosh,rational,6d6,2,fp32,854.47,6.72,1,[1.01,100.0]
acosh_n7d2_s2_uniform_rational_ulp.csv,acosh,rational,7d2,2,fp32,41996.00,5.72,1,[1.01,100.0]
acosh_n7d4_s2_uniform_rational_ulp.csv,acosh,rational,7d4,2,fp32,1751.00,6.39,1,[1.01,100.0]
acosh_n7d6_s2_uniform_rational_ulp.csv,acosh,rational,7d6,2,fp32,56949.69,7.11,1,[1.01,100.0]
acosh_n8d1_s2_uniform_rational_ulp.csv,acosh,rational,8d1,2,fp32,229276.00,5.72,1,[1.01,100.0]
acosh_n8d3_s2_uniform_rational_ulp.csv,acosh,rational,8d3,2,fp32,5330.00,6.38,1,[1.01,100.0]
acosh_n8d5_s2_uniform_rational_ulp.csv,acosh,rational,8d5,2,fp32,1586.06,7.04,1,[1.01,100.0]
acosh_n8d7_s2_uniform_rational_ulp.csv,acosh,rational,8d7,2,fp32,5596.25,7.78,1,[1.01,100.0]
acosh_n9d1_s2_uniform_rational_ulp.csv,acosh,rational,9d1,2,fp32,191451.00,6.05,1,[1.01,100.0]
acosh_n9d3_s2_uniform_rational_ulp.csv,acosh,rational,9d3,2,fp32,3932.00,6.71,1,[1.01,100.0]
acosh_n9d5_s2_uniform_rational_ulp.csv,acosh,rational,9d5,2,fp32,2100.91,7.38,1,[1.01,100.0]
acosh_n9d7_s2_uniform_rational_ulp.csv,acosh,rational,9d7,2,fp32,1565018.81,8.04,1,[1.01,100.0]
acosh_p10_s3_uniform_any_ulp.csv,acosh,poly,10,3,fp32,1140009.50,4.11,1,[1.01,100.0]
acosh_p12_s32_uniform_any_ulp.csv,acosh,poly,12,32,fp32,198292.50,26.31,1,[1.01,100.0]
acosh_p1_s1_uniform_any_ulp.csv,acosh,poly,1,1,fp32,5988541.00,2.83,1,[1.01,100.0]
acosh_p1_s4_uniform_any_ulp.csv,acosh,poly,1,4,fp32,5284524.50,3.40,1,[1.01,100.0]
acosh_p2_s2_uniform_any_ulp.csv,acosh,poly,2,2,fp32,5343807.50,3.10,1,[1.01,100.0]
acosh_p2_s8_uniform_any_ulp.csv,acosh,poly,2,8,fp32,2680510.50,5.75,1,[1.01,100.0]
acosh_p3_s32_uniform_any_ulp.csv,acosh,poly,3,32,fp32,691491.50,17.66,1,[1.01,100.0]
acosh_p4_s16_uniform_any_ulp.csv,acosh,poly,4,16,fp32,913634.50,10.62,1,[1.01,100.0]
acosh_p4_s3_uniform_any_ulp.csv,acosh,poly,4,3,fp32,2915532.00,3.58,1,[1.01,100.0]
acosh_p5_s1_uniform_any_ulp.csv,acosh,poly,5,1,fp32,4489400.00,2.99,1,[1.01,100.0]
acosh_p5_s8_uniform_any_ulp.csv,acosh,poly,5,8,fp32,1250461.00,6.41,1,[1.01,100.0]
acosh_p6_s4_uniform_any_ulp.csv,acosh,poly,6,4,fp32,1727626.50,4.36,1,[1.01,100.0]
acosh_p7_s3_uniform_any_ulp.csv,acosh,poly,7,3,fp32,1804980.00,3.84,1,[1.01,100.0]
acosh_p8_s2_uniform_any_ulp.csv,acosh,poly,8,2,fp32,1964273.00,3.48,1,[1.01,100.0]
acosh_p9_s2_uniform_any_ulp.csv,acosh,poly,9,2,fp32,1670720.00,3.57,1,[1.01,100.0]
asin_n10d2_s1_uniform_rational_ulp.csv,asin,rational,10d2,1,fp32,4440.00,3.41,1,[-0.99,0.99]
asin_n10d6_s1_uniform_rational_ulp.csv,asin,rational,10d6,1,fp32,715.00,3.65,1,[-0.99,0.99]
asin_n11d4_s1_uniform_rational_ulp.csv,asin,rational,11d4,1,fp32,303.00,3.67,1,[-0.99,0.99]
asin_n12d3_s1_uniform_rational_ulp.csv,asin,rational,12d3,1,fp32,2052.00,3.51,1,[-0.99,0.99]
asin_n13d3_s1_uniform_rational_ulp.csv,asin,rational,13d3,1,fp32,1019.00,3.66,1,[-0.99,0.99]
asin_n1d1_s1_uniform_rational_ulp.csv,asin,rational,1d1,1,fp32,2176797.00,3.05,1,[-0.99,0.99]
asin_n3d2_s1_uniform_rational_ulp.csv,asin,rational,3d2,1,fp32,98854.00,3.23,1,[-0.99,0.99]
asin_n4d3_s1_uniform_rational_ulp.csv,asin,rational,4d3,1,fp32,98854.00,3.16,1,[-0.99,0.99]
asin_n5d3_s1_uniform_rational_ulp.csv,asin,rational,5d3,1,fp32,29028.00,3.28,1,[-0.99,0.99]
asin_n6d2_s1_uniform_rational_ulp.csv,asin,rational,6d2,1,fp32,29028.00,3.25,1,[-0.99,0.99]
asin_n6d6_s1_uniform_rational_ulp.csv,asin,rational,6d6,1,fp32,1262.00,3.44,1,[-0.99,0.99]
asin_n7d4_s1_uniform_rational_ulp.csv,asin,rational,7d4,1,fp32,1430.00,3.41,1,[-0.99,0.99]
asin_n8d1_s1_uniform_rational_ulp.csv,asin,rational,8d1,1,fp32,137525.00,3.28,1,[-0.99,0.99]
asin_n8d5_s1_uniform_rational_ulp.csv,asin,rational,8d5,1,fp32,1430.00,3.44,1,[-0.99,0.99]
asin_n9d1_s1_uniform_rational_ulp.csv,asin,rational,9d1,1,fp32,75771.00,3.32,1,[-0.99,0.99]
asin_n9d5_s1_uniform_rational_ulp.csv,asin,rational,9d5,1,fp32,533.00,3.52,1,[-0.99,0.99]
asin_p10_s2_uniform_any_ulp.csv,asin,poly,10,2,fp32,75883.00,3.64,1,[-0.99,0.99]
asin_p13_s1_uniform_any_ulp.csv,asin,poly,13,1,fp32,39682.00,3.28,1,[-0.99,0.99]
asin_p1_s16_uniform_any_ulp.csv,asin,poly,1,16,fp32,251797.00,9.00,1,[-0.99,0.99]
asin_p1_s3_uniform_any_ulp.csv,asin,poly,1,3,fp32,2176891.00,3.11,1,[-0.99,0.99]
asin_p2_s1_uniform_any_ulp.csv,asin,poly,2,1,fp32,2248287.00,2.86,1,[-0.99,0.99]
asin_p2_s4_uniform_any_ulp.csv,asin,poly,2,4,fp32,356897.00,3.45,1,[-0.99,0.99]
asin_p3_s2_uniform_any_ulp.csv,asin,poly,3,2,fp32,639771.00,3.07,1,[-0.99,0.99]
asin_p3_s4_uniform_any_ulp.csv,asin,poly,3,4,fp32,170176.00,3.86,1,[-0.99,0.99]
asin_p4_s2_uniform_any_ulp.csv,asin,poly,4,2,fp32,639771.00,3.09,1,[-0.99,0.99]
asin_p4_s8_uniform_any_ulp.csv,asin,poly,4,8,fp32,34492.00,6.90,1,[-0.99,0.99]
asin_p5_s3_uniform_any_ulp.csv,asin,poly,5,3,fp32,273099.00,3.74,1,[-0.99,0.99]
asin_p6_s2_uniform_any_ulp.csv,asin,poly,6,2,fp32,273099.00,3.21,1,[-0.99,0.99]
asin_p7_s1_uniform_any_ulp.csv,asin,poly,7,1,fp32,142120.00,3.09,1,[-0.99,0.99]
asin_p7_s8_uniform_any_ulp.csv,asin,poly,7,8,fp32,16072.00,7.99,1,[-0.99,0.99]
asin_p8_s4_uniform_any_ulp.csv,asin,poly,8,4,fp32,26101.00,5.76,1,[-0.99,0.99]
asin_p9_s3_uniform_any_ulp.csv,asin,poly,9,3,fp32,75884.00,4.60,1,[-0.99,0.99]
asinh_n10d4_s1_uniform_rational_ulp.csv,asinh,rational,10d4,1,fp32,4970.00,3.55,1,[-10.0,10.0]
asinh_n11d2_s1_uniform_rational_ulp.csv,asinh,rational,11d2,1,fp32,27600.00,3.52,1,[-10.0,10.0]
asinh_n12d1_s1_uniform_rational_ulp.csv,asinh,rational,12d1,1,fp32,667267.00,3.42,1,[-10.0,10.0]
asinh_n13d12_s1_uniform_rational_ulp.csv,asinh,rational,13d12,1,fp32,5.00,4.36,1,[-10.0,10.0]
asinh_n14d1_s1_uniform_rational_ulp.csv,asinh,rational,14d1,1,fp32,473796.00,3.56,1,[-10.0,10.0]
asinh_n1d1_s1_uniform_rational_ulp.csv,asinh,rational,1d1,1,fp32,4795015.00,3.03,1,[-10.0,10.0]
asinh_n3d2_s1_uniform_rational_ulp.csv,asinh,rational,3d2,1,fp32,502194.00,3.16,1,[-10.0,10.0]
asinh_n4d3_s1_uniform_rational_ulp.csv,asinh,rational,4d3,1,fp32,502194.00,3.16,1,[-10.0,10.0]
asinh_n5d3_s1_uniform_rational_ulp.csv,asinh,rational,5d3,1,fp32,193635.00,3.21,1,[-10.0,10.0]
asinh_n6d2_s1_uniform_rational_ulp.csv,asinh,rational,6d2,1,fp32,193635.00,3.26,1,[-10.0,10.0]
asinh_n6d6_s1_uniform_rational_ulp.csv,asinh,rational,6d6,1,fp32,9473.00,3.43,1,[-10.0,10.0]
asinh_n7d4_s1_uniform_rational_ulp.csv,asinh,rational,7d4,1,fp32,12024.00,3.41,1,[-10.0,10.0]
asinh_n8d1_s1_uniform_rational_ulp.csv,asinh,rational,8d1,1,fp32,1417615.00,3.31,1,[-10.0,10.0]
asinh_n8d5_s1_uniform_rational_ulp.csv,asinh,rational,8d5,1,fp32,12024.00,3.42,1,[-10.0,10.0]
asinh_n8d8_s1_uniform_rational_max.csv,asinh,rational,8d8,1,fp32,651.00,3.65,1,[-10.0,10.0]
asinh_n9d3_s1_uniform_rational_ulp.csv,asinh,rational,9d3,1,fp32,48558.00,3.43,1,[-10.0,10.0]
asinh_n9d7_s1_uniform_rational_ulp.csv,asinh,rational,9d7,1,fp32,784.00,3.65,1,[-10.0,10.0]
asinh_p11_s1_uniform_any_ulp.csv,asinh,poly,11,1,fp32,667680.00,3.18,1,[-10.0,10.0]
asinh_p13_s1_uniform_any_ulp.csv,asinh,poly,13,1,fp32,473699.00,3.27,1,[-10.0,10.0]
asinh_p1_s16_uniform_any_ulp.csv,asinh,poly,1,16,fp32,387084.00,8.58,1,[-10.0,10.0]
asinh_p1_s3_uniform_any_ulp.csv,asinh,poly,1,3,fp32,4796564.00,3.13,1,[-10.0,10.0]
asinh_p2_s1_uniform_any_ulp.csv,asinh,poly,2,1,fp32,4796540.00,2.85,1,[-10.0,10.0]
asinh_p2_s4_uniform_any_ulp.csv,asinh,poly,2,4,fp32,3564729.00,3.42,1,[-10.0,10.0]
asinh_p3_s2_uniform_any_ulp.csv,asinh,poly,3,2,fp32,3605079.00,3.09,1,[-10.0,10.0]
asinh_p3_s4_uniform_any_ulp.csv,asinh,poly,3,4,fp32,1375566.50,3.81,1,[-10.0,10.0]
asinh_p4_s2_uniform_any_ulp.csv,asinh,poly,4,2,fp32,3605079.00,3.11,1,[-10.0,10.0]
asinh_p4_s4_uniform_any_ulp.csv,asinh,poly,4,4,fp32,1375566.50,3.81,1,[-10.0,10.0]
asinh_p5_s2_uniform_any_ulp.csv,asinh,poly,5,2,fp32,2185335.00,3.20,1,[-10.0,10.0]
asinh_p6_s16_uniform_any_mae.csv,asinh,poly,6,16,fp32,35320.00,11.12,1,[-10.0,10.0]
asinh_p6_s4_uniform_any_ulp.csv,asinh,poly,6,4,fp32,637566.00,4.11,1,[-10.0,10.0]
asinh_p7_s3_uniform_any_ulp.csv,asinh,poly,7,3,fp32,1418619.00,3.82,1,[-10.0,10.0]
asinh_p8_s1_uniform_any_ulp.csv,asinh,poly,8,1,fp32,1418344.00,3.10,1,[-10.0,10.0]
asinh_p8_s4_uniform_any_ulp.csv,asinh,poly,8,4,fp32,323071.00,4.42,1,[-10.0,10.0]
asinh_p9_s4_uniform_any_ulp.csv,asinh,poly,9,4,fp32,172539.00,4.74,1,[-10.0,10.0]
atan_p11_s1_uniform_any_ulp.csv,atan,poly,11,1,fp32,1482.00,3.19,1,[-1.5707963267948966,1.5707963267948966]
atan_p14_s1_uniform_any_ulp.csv,atan,poly,14,1,fp32,377.00,3.28,1,[-1.5707963267948966,1.5707963267948966]
atan_p1_s2_uniform_any_ulp.csv,atan,poly,1,2,fp32,1854239.00,2.98,1,[-1.5707963267948966,1.5707963267948966]
atan_p1_s8_uniform_any_ulp.csv,atan,poly,1,8,fp32,75732.25,4.99,1,[-1.5707963267948966,1.5707963267948966]
atan_p2_s32_uniform_any_ulp.csv,atan,poly,2,32,fp32,4197.94,19.67,1,[-1.5707963267948966,1.5707963267948966]
atan_p3_s16_uniform_any_ulp.csv,atan,poly,3,16,fp32,5001.50,11.32,1,[-1.5707963267948966,1.5707963267948966]
atan_p3_s3_uniform_any_max.csv,atan,poly,3,3,fp32,26779.00,3.52,1,[-1.5707963267948966,1.5707963267948966]
atan_p4_s16_uniform_any_ulp.csv,atan,poly,4,16,fp32,5001.50,11.32,1,[-1.5707963267948966,1.5707963267948966]
atan_p4_s3_uniform_any_ulp.csv,atan,poly,4,3,fp32,353154.50,3.45,1,[-1.5707963267948966,1.5707963267948966]
atan_p5_s1_uniform_any_ulp.csv,atan,poly,5,1,fp32,78093.00,2.98,1,[-1.5707963267948966,1.5707963267948966]
atan_p5_s8_uniform_any_ulp.csv,atan,poly,5,8,fp32,1099.00,7.05,1,[-1.5707963267948966,1.5707963267948966]
atan_p6_s4_uniform_any_ulp.csv,atan,poly,6,4,fp32,2891.50,4.78,1,[-1.5707963267948966,1.5707963267948966]
