device_config,op_type,use_case,M,K,N,core_grid,M_block,K_block,N_block,subblock_h,subblock_w,device_kernel_duration_ns,status
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,12,4,2,2,288680,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,12,6,2,2,251502,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,12,8,2,2,237292,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,12,10,2,2,231960,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,12,12,2,2,238162,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,12,14,2,2,232428,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,12,16,2,2,230449,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,24,2,2,2,365970,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,24,4,2,2,327173,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,24,6,2,2,297720,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,24,8,2,2,276572,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,2,24,10,2,2,280218,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,2,2,3,1,355000,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,2,4,1,4,278039,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,2,6,1,3,277005,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,2,8,1,4,222502,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,2,10,3,1,217829,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,2,12,1,4,218880,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,2,14,3,1,220716,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,2,16,1,4,219871,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,3,2,3,1,289278,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,3,4,1,4,229872,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,3,6,1,3,215546,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,3,8,1,4,179788,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,3,10,3,1,181340,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,3,12,1,4,181649,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,3,14,3,1,181742,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,3,16,1,4,181456,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,4,2,3,1,257356,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,4,4,1,4,204802,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,4,6,1,3,191794,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,4,8,1,4,169540,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,4,10,3,1,169099,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,4,12,1,4,170998,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,4,14,3,1,168866,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,4,16,1,4,172317,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,6,2,3,1,237377,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,6,4,1,4,188676,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,6,6,1,3,169276,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,6,8,1,4,156792,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,6,10,3,1,157648,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,6,12,1,4,156185,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,6,14,3,1,157546,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,6,16,1,4,155776,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,8,2,3,1,228954,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,8,4,1,4,181584,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,8,6,1,3,170442,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,8,8,1,4,156813,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,8,10,3,1,149542,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,8,12,1,4,154023,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,8,14,3,1,154751,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,8,16,1,4,149473,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,12,2,3,1,235548,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,12,4,1,4,193666,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,12,6,1,3,172869,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,12,8,1,4,157249,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,12,10,3,1,160032,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,12,12,1,4,160682,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,12,14,3,1,157074,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,12,16,1,4,158640,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,24,2,3,1,272199,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,24,4,1,4,251548,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,24,6,1,3,211864,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,3,24,8,1,4,186961,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,2,2,2,2,351962,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,2,4,2,2,282892,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,2,6,2,2,280192,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,2,8,2,2,222511,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,2,10,2,2,219483,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,2,12,2,2,222788,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,2,14,2,2,221436,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,2,16,2,2,221032,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,3,2,2,2,291613,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,3,4,2,2,230964,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,3,6,2,2,217320,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,3,8,2,2,182878,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,3,10,2,2,182044,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,3,12,2,2,181665,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,3,14,2,2,184266,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,3,16,2,2,182396,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,4,2,2,2,254798,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,4,4,2,2,203855,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,4,6,2,2,195078,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,4,8,2,2,170606,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,4,10,2,2,175066,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,4,12,2,2,176241,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,4,14,2,2,175054,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,4,16,2,2,175934,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,6,2,2,2,237919,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,6,4,2,2,190061,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,6,6,2,2,171282,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,6,8,2,2,161083,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,6,10,2,2,160316,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,6,12,2,2,161948,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,6,14,2,2,160054,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,6,16,2,2,161349,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,8,2,2,2,231724,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,8,4,2,2,185228,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,8,6,2,2,173115,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,8,8,2,2,160382,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,8,10,2,2,159644,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,8,12,2,2,162542,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,8,14,2,2,161663,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,8,16,2,2,154570,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,12,2,2,2,237659,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,12,4,2,2,197802,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,12,6,2,2,175074,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,12,8,2,2,161146,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,12,10,2,2,162306,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,12,12,2,2,162440,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,12,14,2,2,163899,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,24,2,2,2,275174,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,24,4,2,2,264451,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,4,24,6,2,2,234305,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,2,2,2,2,352506,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,2,4,2,2,283314,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,2,6,2,2,280998,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,2,8,2,2,221306,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,2,10,2,2,222373,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,2,12,2,2,221438,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,2,14,2,2,220923,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,2,16,2,2,221214,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,3,2,2,2,291043,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,3,4,2,2,232201,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,3,6,2,2,216778,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,3,8,2,2,182376,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,3,10,2,2,180642,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,3,12,2,2,182702,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,3,14,2,2,180610,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,3,16,2,2,182371,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,4,2,2,2,254493,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,4,4,2,2,204167,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,4,6,2,2,195748,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,4,8,2,2,175697,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,4,10,2,2,175471,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,4,12,2,2,173377,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,4,14,2,2,175613,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,4,16,2,2,175792,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,6,2,2,2,238081,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,6,4,2,2,189970,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,6,6,2,2,172904,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,6,8,2,2,160632,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,6,10,2,2,161174,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,6,12,2,2,160860,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,6,14,2,2,162967,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,6,16,2,2,161958,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,8,2,2,2,229625,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,8,4,2,2,189787,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,8,6,2,2,173750,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,8,8,2,2,156599,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,8,10,2,2,162356,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,8,12,2,2,162712,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,8,14,2,2,161968,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,12,2,2,2,239449,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,12,4,2,2,197145,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,12,6,2,2,174602,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,12,8,2,2,162947,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,12,10,2,2,165138,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,24,2,2,2,278256,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,6,24,4,2,2,264796,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,2,2,2,2,349808,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,2,4,2,2,280706,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,2,6,2,2,283125,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,2,8,2,2,220230,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,2,10,2,2,220938,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,2,12,2,2,221810,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,2,14,2,2,220004,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,2,16,2,2,223004,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,3,2,2,2,290020,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,3,4,2,2,233433,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,3,6,2,2,216760,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,3,8,2,2,182317,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,3,10,2,2,182863,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,3,12,2,2,181441,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,3,14,2,2,183034,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,3,16,2,2,183474,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,4,2,2,2,254111,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,4,4,2,2,203905,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,4,6,2,2,196418,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,4,8,2,2,175456,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,4,10,2,2,176562,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,4,12,2,2,173628,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,4,14,2,2,176464,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,6,2,2,2,235259,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,6,4,2,2,188739,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,6,6,2,2,171925,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,6,8,2,2,161316,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,6,10,2,2,161945,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,6,12,2,2,160047,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,8,2,2,2,231890,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,8,4,2,2,188040,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,8,6,2,2,172928,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,8,8,2,2,160229,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,8,10,2,2,157324,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,12,2,2,2,237767,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,12,4,2,2,195892,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,12,6,2,2,178495,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,12,8,2,2,163088,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,8,24,2,2,2,276061,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,2,2,2,2,352808,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,2,4,2,2,284004,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,2,6,2,2,279439,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,2,8,2,2,220903,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,2,10,2,2,220278,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,2,12,2,2,221468,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,2,14,2,2,221663,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,3,2,2,2,288390,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,3,4,2,2,232067,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,3,6,2,2,217299,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,3,8,2,2,181775,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,3,10,2,2,181069,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,3,12,2,2,182918,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,4,2,2,2,253873,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,4,4,2,2,205428,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,4,6,2,2,196884,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,4,8,2,2,175070,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,4,10,2,2,175444,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,4,12,2,2,174889,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,6,2,2,2,235266,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,6,4,2,2,190671,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,6,6,2,2,173182,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,6,8,2,2,163820,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,6,10,2,2,159426,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,8,2,2,2,230018,OK
bh_4x8_sp1_tp0,agmm,qkv,1024,3072,2304,12x9,10,8,4,2,2,185183,OK
