OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,CORE COUNT,DEVICE KERNEL DURATION [ns]
EmbeddingsDeviceOperation,tt_dnn_device,3717120,0,0,1,1,9786
EmbeddingsDeviceOperation,tt_dnn_device,3717120,0,0,2,1,9756
EmbeddingsDeviceOperation,tt_dnn_device,3717120,0,0,3,1,9659
EmbeddingsDeviceOperation,tt_dnn_device,3717120,0,0,4,1,9657
EmbeddingsDeviceOperation,tt_dnn_device,3717120,0,0,5,1,9644
EmbeddingsDeviceOperation,tt_dnn_device,3717120,0,0,6,1,9668
EmbeddingsDeviceOperation,tt_dnn_device,3717120,0,0,7,1,9716
SliceDeviceOperation,tt_dnn_device,3718144,0,0,1,48,1670
SliceDeviceOperation,tt_dnn_device,3718144,0,0,2,48,1696
SliceDeviceOperation,tt_dnn_device,3718144,0,0,3,48,1701
SliceDeviceOperation,tt_dnn_device,3718144,0,0,4,48,1676
SliceDeviceOperation,tt_dnn_device,3718144,0,0,5,48,1696
SliceDeviceOperation,tt_dnn_device,3718144,0,0,6,48,1676
SliceDeviceOperation,tt_dnn_device,3718144,0,0,7,48,1699
InterleavedToShardedDeviceOperation,tt_dnn_device,3719168,0,0,1,12,1516
InterleavedToShardedDeviceOperation,tt_dnn_device,3719168,0,0,2,12,1517
InterleavedToShardedDeviceOperation,tt_dnn_device,3719168,0,0,3,12,1507
InterleavedToShardedDeviceOperation,tt_dnn_device,3719168,0,0,4,12,1499
InterleavedToShardedDeviceOperation,tt_dnn_device,3719168,0,0,5,12,1510
InterleavedToShardedDeviceOperation,tt_dnn_device,3719168,0,0,6,12,1522
InterleavedToShardedDeviceOperation,tt_dnn_device,3719168,0,0,7,12,1507
LayerNormDeviceOperation,tt_dnn_device,3720192,0,0,1,12,5816
LayerNormDeviceOperation,tt_dnn_device,3720192,0,0,2,12,5931
LayerNormDeviceOperation,tt_dnn_device,3720192,0,0,3,12,5944
LayerNormDeviceOperation,tt_dnn_device,3720192,0,0,4,12,5827
LayerNormDeviceOperation,tt_dnn_device,3720192,0,0,5,12,5927
LayerNormDeviceOperation,tt_dnn_device,3720192,0,0,6,12,5913
LayerNormDeviceOperation,tt_dnn_device,3720192,0,0,7,12,5930
ReshardDeviceOperation,tt_dnn_device,3721216,0,0,1,8,759
ReshardDeviceOperation,tt_dnn_device,3721216,0,0,2,8,783
ReshardDeviceOperation,tt_dnn_device,3721216,0,0,3,8,776
ReshardDeviceOperation,tt_dnn_device,3721216,0,0,4,8,775
ReshardDeviceOperation,tt_dnn_device,3721216,0,0,5,8,807
ReshardDeviceOperation,tt_dnn_device,3721216,0,0,6,8,782
ReshardDeviceOperation,tt_dnn_device,3721216,0,0,7,8,806
MatmulDeviceOperation,tt_dnn_device,3722240,0,0,1,80,8673
MatmulDeviceOperation,tt_dnn_device,3722240,0,0,2,80,8641
MatmulDeviceOperation,tt_dnn_device,3722240,0,0,3,80,8502
MatmulDeviceOperation,tt_dnn_device,3722240,0,0,4,80,8724
MatmulDeviceOperation,tt_dnn_device,3722240,0,0,5,80,8558
MatmulDeviceOperation,tt_dnn_device,3722240,0,0,6,80,8655
MatmulDeviceOperation,tt_dnn_device,3722240,0,0,7,80,8594
BinaryNgDeviceOperation,tt_dnn_device,3723264,0,0,1,110,2481
BinaryNgDeviceOperation,tt_dnn_device,3723264,0,0,2,110,2472
BinaryNgDeviceOperation,tt_dnn_device,3723264,0,0,3,110,2505
BinaryNgDeviceOperation,tt_dnn_device,3723264,0,0,4,110,2479
BinaryNgDeviceOperation,tt_dnn_device,3723264,0,0,5,110,2516
BinaryNgDeviceOperation,tt_dnn_device,3723264,0,0,6,110,2526
BinaryNgDeviceOperation,tt_dnn_device,3723264,0,0,7,110,2490
MatmulDeviceOperation,tt_dnn_device,3724288,0,0,1,80,8744
MatmulDeviceOperation,tt_dnn_device,3724288,0,0,2,80,8714
MatmulDeviceOperation,tt_dnn_device,3724288,0,0,3,80,8760
MatmulDeviceOperation,tt_dnn_device,3724288,0,0,4,80,8744
MatmulDeviceOperation,tt_dnn_device,3724288,0,0,5,80,8785
MatmulDeviceOperation,tt_dnn_device,3724288,0,0,6,80,8739
MatmulDeviceOperation,tt_dnn_device,3724288,0,0,7,80,8756
BinaryNgDeviceOperation,tt_dnn_device,3725312,0,0,1,110,2036
BinaryNgDeviceOperation,tt_dnn_device,3725312,0,0,2,110,2058
BinaryNgDeviceOperation,tt_dnn_device,3725312,0,0,3,110,2015
BinaryNgDeviceOperation,tt_dnn_device,3725312,0,0,4,110,2049
BinaryNgDeviceOperation,tt_dnn_device,3725312,0,0,5,110,2070
BinaryNgDeviceOperation,tt_dnn_device,3725312,0,0,6,110,1984
BinaryNgDeviceOperation,tt_dnn_device,3725312,0,0,7,110,2082
BinaryNgDeviceOperation,tt_dnn_device,3726336,0,0,1,110,2235
BinaryNgDeviceOperation,tt_dnn_device,3726336,0,0,2,110,2213
BinaryNgDeviceOperation,tt_dnn_device,3726336,0,0,3,110,2193
BinaryNgDeviceOperation,tt_dnn_device,3726336,0,0,4,110,2222
BinaryNgDeviceOperation,tt_dnn_device,3726336,0,0,5,110,2204
BinaryNgDeviceOperation,tt_dnn_device,3726336,0,0,6,110,2204
BinaryNgDeviceOperation,tt_dnn_device,3726336,0,0,7,110,2187
BinaryNgDeviceOperation,tt_dnn_device,3727360,0,0,1,110,2695
BinaryNgDeviceOperation,tt_dnn_device,3727360,0,0,2,110,2699
BinaryNgDeviceOperation,tt_dnn_device,3727360,0,0,3,110,2745
BinaryNgDeviceOperation,tt_dnn_device,3727360,0,0,4,110,2673
BinaryNgDeviceOperation,tt_dnn_device,3727360,0,0,5,110,2705
BinaryNgDeviceOperation,tt_dnn_device,3727360,0,0,6,110,2721
BinaryNgDeviceOperation,tt_dnn_device,3727360,0,0,7,110,2724
ShardedToInterleavedDeviceOperation,tt_dnn_device,3728384,0,0,1,8,946
ShardedToInterleavedDeviceOperation,tt_dnn_device,3728384,0,0,2,8,907
ShardedToInterleavedDeviceOperation,tt_dnn_device,3728384,0,0,3,8,953
ShardedToInterleavedDeviceOperation,tt_dnn_device,3728384,0,0,4,8,1007
ShardedToInterleavedDeviceOperation,tt_dnn_device,3728384,0,0,5,8,1075
ShardedToInterleavedDeviceOperation,tt_dnn_device,3728384,0,0,6,8,930
ShardedToInterleavedDeviceOperation,tt_dnn_device,3728384,0,0,7,8,946
SliceDeviceOperation,tt_dnn_device,3729408,0,0,1,20,1548
SliceDeviceOperation,tt_dnn_device,3729408,0,0,2,20,1553
SliceDeviceOperation,tt_dnn_device,3729408,0,0,3,20,1449
SliceDeviceOperation,tt_dnn_device,3729408,0,0,4,20,1466
SliceDeviceOperation,tt_dnn_device,3729408,0,0,5,20,1516
SliceDeviceOperation,tt_dnn_device,3729408,0,0,6,20,1499
SliceDeviceOperation,tt_dnn_device,3729408,0,0,7,20,1417
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,3730432,0,0,1,1,1930
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,3730432,0,0,2,1,1939
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,3730432,0,0,3,1,1936
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,3730432,0,0,4,1,1939
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,3730432,0,0,5,1,1950
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,3730432,0,0,6,1,1946
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,3730432,0,0,7,1,1944
PagedUpdateCacheDeviceOperation,tt_dnn_device,3731456,0,0,1,1,2705
PagedUpdateCacheDeviceOperation,tt_dnn_device,3731456,0,0,2,1,2734
PagedUpdateCacheDeviceOperation,tt_dnn_device,3731456,0,0,3,1,2728
PagedUpdateCacheDeviceOperation,tt_dnn_device,3731456,0,0,4,1,2719
PagedUpdateCacheDeviceOperation,tt_dnn_device,3731456,0,0,5,1,2721
PagedUpdateCacheDeviceOperation,tt_dnn_device,3731456,0,0,6,1,2756
PagedUpdateCacheDeviceOperation,tt_dnn_device,3731456,0,0,7,1,2739
PagedUpdateCacheDeviceOperation,tt_dnn_device,3732480,0,0,1,1,2821
PagedUpdateCacheDeviceOperation,tt_dnn_device,3732480,0,0,2,1,2716
PagedUpdateCacheDeviceOperation,tt_dnn_device,3732480,0,0,3,1,2796
PagedUpdateCacheDeviceOperation,tt_dnn_device,3732480,0,0,4,1,2722
PagedUpdateCacheDeviceOperation,tt_dnn_device,3732480,0,0,5,1,2709
PagedUpdateCacheDeviceOperation,tt_dnn_device,3732480,0,0,6,1,2716
PagedUpdateCacheDeviceOperation,tt_dnn_device,3732480,0,0,7,1,2720
SdpaDecodeDeviceOperation,tt_dnn_device,3733504,0,0,1,64,5887
SdpaDecodeDeviceOperation,tt_dnn_device,3733504,0,0,2,64,6050
SdpaDecodeDeviceOperation,tt_dnn_device,3733504,0,0,3,64,5821
