OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,CORE COUNT,DEVICE KERNEL DURATION [ns]
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,1,1,3738
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,2,1,3791
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,3,1,3829
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,4,1,3816
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,5,1,3779
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,6,1,3776
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,7,1,3785
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,8,1,3773
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,9,1,3773
EmbeddingsDeviceOperation,tt_dnn_device,3924992,0,0,10,1,3747
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,1,5,14817
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,2,5,15503
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,3,5,15560
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,4,5,15877
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,5,5,15109
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,6,5,15312
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,7,5,15082
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,8,5,15383
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,9,5,16170
AllGatherDeviceOperation,tt_dnn_device,3926016,0,0,10,5,15437
SliceDeviceOperation,tt_dnn_device,3927040,0,0,1,48,1723
SliceDeviceOperation,tt_dnn_device,3927040,0,0,2,48,1688
SliceDeviceOperation,tt_dnn_device,3927040,0,0,3,48,1686
SliceDeviceOperation,tt_dnn_device,3927040,0,0,4,48,1688
SliceDeviceOperation,tt_dnn_device,3927040,0,0,5,48,1684
SliceDeviceOperation,tt_dnn_device,3927040,0,0,6,48,1719
SliceDeviceOperation,tt_dnn_device,3927040,0,0,7,48,1685
SliceDeviceOperation,tt_dnn_device,3927040,0,0,8,48,1676
SliceDeviceOperation,tt_dnn_device,3927040,0,0,9,48,1672
SliceDeviceOperation,tt_dnn_device,3927040,0,0,10,48,1692
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,1,1,18896
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,2,1,18808
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,3,1,18947
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,4,1,18726
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,5,1,18771
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,6,1,18827
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,7,1,18986
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,8,1,18863
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,9,1,18782
LayerNormDeviceOperation,tt_dnn_device,3928064,0,0,10,1,18975
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,1,20,22479
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,2,20,22473
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,3,20,22662
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,4,20,22422
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,5,20,22666
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,6,20,22552
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,7,20,22528
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,8,20,22454
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,9,20,22481
MatmulDeviceOperation,tt_dnn_device,3929088,0,0,10,20,22676
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,1,20,9709
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,2,20,9860
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,3,20,9827
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,4,20,9904
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,5,20,9776
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,6,20,9788
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,7,20,9785
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,8,20,9800
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,9,20,9915
MatmulDeviceOperation,tt_dnn_device,3930112,0,0,10,20,9759
BinaryNgDeviceOperation,tt_dnn_device,3931136,0,0,1,110,2943
BinaryNgDeviceOperation,tt_dnn_device,3931136,0,0,2,110,2933
BinaryNgDeviceOperation,tt_dnn_device,3931136,0,0,3,110,2890
