OP CODE,OP TYPE,DEVICE ID,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,CORE COUNT,DEVICE KERNEL DURATION [ns]
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,85212
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2580592
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,49475
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,260317
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1186847
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1322947
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,225645
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,170620
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469327
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471609
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,187044
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,428613
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1187787
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1293482
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,231717
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,175579
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,513666
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,141129
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,86416
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,85181
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2568984
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,49944
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,258398
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1242155
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1295021
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,225049
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,173176
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470448
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,468740
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186886
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,427798
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1186249
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1298174
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,227130
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,169961
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,512313
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,132610
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,81793
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,81915
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2581384
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,48347
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,259211
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1187979
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1289374
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,226923
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,173013
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470313
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469213
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,187377
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,430371
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1187893
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1293365
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,230659
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,172504
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,513883
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,142596
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,85523
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,85753
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2565241
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,46275
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,257827
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1186561
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1310076
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,233019
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,172647
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470163
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470017
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186913
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,429919
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1188948
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1308075
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,232421
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,175950
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,513156
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,139714
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,86550
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,87479
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2582393
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,49469
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,259779
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1237405
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1311122
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,229879
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,176890
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470633
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469947
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186829
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,428579
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1186469
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1295541
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,228042
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,167722
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,513458
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,133116
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,82421
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,83633
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2567282
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,48385
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,259827
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1187312
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1326890
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,232215
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,171716
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471511
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469913
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186823
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,428293
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1187449
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1289855
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,228987
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,171839
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,511827
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,138824
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,86353
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,86329
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2585840
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,49309
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,258490
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1237270
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1304289
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,229104
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,176490
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469590
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,472951
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,187036
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,431381
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1188293
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1332770
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,219927
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,167642
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,512590
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,132866
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,82447
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,82070
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2568853
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,45671
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,257412
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1186184
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1299701
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,218048
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,167028
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,468804
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469508
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186858
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,430852
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1193367
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1283619
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,210647
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,165879
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,512073
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,134846
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,82357
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,83855
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2585014
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,47844
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,259036
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1222107
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1295759
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,220082
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,176990
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469075
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470089
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186861
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,429874
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1216198
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1316462
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,223547
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,168459
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,511413
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,141247
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,86503
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,85715
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2568614
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,48563
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,258251
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1186391
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1322687
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,233450
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,172843
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469927
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469490
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,187056
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,427929
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1187471
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1287347
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,232393
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,175639
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,512176
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,138583
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,85644
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,86043
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2582032
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,47909
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,256989
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1201960
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1280739
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,208518
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,165431
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470054
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471053
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186982
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,429004
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1215028
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1309061
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,221881
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,167147
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,511023
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,136112
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,83373
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,82773
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2566847
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,48599
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,257491
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1217119
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1326588
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,229249
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,172795
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471326
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471136
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186749
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,432449
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1188275
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1355956
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,227553
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,170976
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,512557
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,136824
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,86802
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,85693
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2585609
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,48466
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,258449
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1265026
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1315292
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,229285
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,175791
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471179
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470616
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,187096
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,430986
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1194467
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1329880
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,233642
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,180156
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,512866
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,134446
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,83101
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,82556
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2567356
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,48508
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,259857
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1186916
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1296403
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,225519
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,169185
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470635
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469307
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,187352
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,427153
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1187124
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1315803
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,230134
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,173419
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,513436
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,140527
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,85709
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,85610
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2583653
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,47932
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,258167
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1258156
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1300724
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,221842
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,170333
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471055
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469296
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186961
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,427894
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1187545
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1335131
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,230879
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,172044
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,513696
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,134574
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,81847
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,82443
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2566861
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,46955
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,257295
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1186748
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1310663
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,232344
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,169813
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,472576
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,469404
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,187004
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,430191
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1187059
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1286307
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,231087
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,173688
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,512536
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,142054
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,86144
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,86199
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2585159
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,46598
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,258603
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1241151
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1273936
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,198996
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,161033
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,468626
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470224
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186950
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,427864
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1228633
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1342036
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,215557
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,161959
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,511221
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,131950
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,81289
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,80861
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2567693
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,48609
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,259335
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1315475
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1350354
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,229860
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,174610
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471287
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,472491
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186798
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,428480
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1223333
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1300127
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,217243
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,165269
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,512585
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,131783
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,81222
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,78913
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2582898
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,44518
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,256192
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1213442
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1326062
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,207659
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,166265
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,468336
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471791
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,187038
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,427364
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1229024
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1299389
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,211670
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,164884
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,511153
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,135802
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,81907
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,79707
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2566556
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,44960
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,256108
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1227274
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1302541
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,214184
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,164205
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471564
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470370
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186937
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,428479
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1193468
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1299464
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,214830
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,168090
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,511953
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,136058
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,80740
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,79656
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,2579764
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,48028
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,258053
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1221478
AllGatherDeviceOperation,tt_dnn_device,0,0,1,9,1315257
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,223307
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,174191
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,470458
MatmulDeviceOperation,tt_dnn_device,0,0,1,88,471050
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,186867
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,427999
ReduceScatterDeviceOperation,tt_dnn_device,0,0,1,17,1188053
