OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,CORE COUNT,DEVICE KERNEL DURATION [ns]
SliceDeviceOperation,tt_dnn_device,4332544,0,0,1,12,1664
AllGatherDeviceOperation,tt_dnn_device,4333568,0,0,1,10,17164
MatmulDeviceOperation,tt_dnn_device,4334592,0,0,1,48,26605
BinaryNgDeviceOperation,tt_dnn_device,4335616,0,0,1,110,2675
LayerNormDeviceOperation,tt_dnn_device,4336640,0,0,1,1,19006
MatmulDeviceOperation,tt_dnn_device,4337664,0,0,1,70,33204
MatmulDeviceOperation,tt_dnn_device,4338688,0,0,1,70,32775
UnaryDeviceOperation,tt_dnn_device,4339712,0,0,1,110,4040
BinaryNgDeviceOperation,tt_dnn_device,4340736,0,0,1,110,3479
MatmulDeviceOperation,tt_dnn_device,4341760,0,0,1,48,40783
ReduceScatterDeviceOperation,tt_dnn_device,4342784,0,0,1,10,18936
AllGatherDeviceOperation,tt_dnn_device,4343808,0,0,1,10,16208
BinaryNgDeviceOperation,tt_dnn_device,4344832,0,0,1,110,2478
LayerNormDeviceOperation,tt_dnn_device,4345856,0,0,1,1,20916
MatmulDeviceOperation,tt_dnn_device,4346880,0,0,1,20,25178
MatmulDeviceOperation,tt_dnn_device,4347904,0,0,1,20,11150
BinaryNgDeviceOperation,tt_dnn_device,4348928,0,0,1,110,2651
BinaryNgDeviceOperation,tt_dnn_device,4349952,0,0,1,110,2758
BinaryNgDeviceOperation,tt_dnn_device,4350976,0,0,1,110,2793
TypecastDeviceOperation,tt_dnn_device,4352000,0,0,1,20,1999
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,4353024,0,0,1,1,1976
PagedUpdateCacheDeviceOperation,tt_dnn_device,4354048,0,0,1,1,2904
PagedUpdateCacheDeviceOperation,tt_dnn_device,4355072,0,0,1,1,2719
SdpaDecodeDeviceOperation,tt_dnn_device,4356096,0,0,1,64,5837
NLPConcatHeadsDecodeDeviceOperation,tt_dnn_device,4357120,0,0,1,3,1243
ShardedToInterleavedDeviceOperation,tt_dnn_device,4358144,0,0,1,3,1428
SliceDeviceOperation,tt_dnn_device,4359168,0,0,1,12,1644
AllGatherDeviceOperation,tt_dnn_device,4360192,0,0,1,10,16841
MatmulDeviceOperation,tt_dnn_device,4361216,0,0,1,48,26614
BinaryNgDeviceOperation,tt_dnn_device,4362240,0,0,1,110,2698
LayerNormDeviceOperation,tt_dnn_device,4363264,0,0,1,1,18871
MatmulDeviceOperation,tt_dnn_device,4364288,0,0,1,70,33191
MatmulDeviceOperation,tt_dnn_device,4365312,0,0,1,70,32773
UnaryDeviceOperation,tt_dnn_device,4366336,0,0,1,110,4015
BinaryNgDeviceOperation,tt_dnn_device,4367360,0,0,1,110,3441
MatmulDeviceOperation,tt_dnn_device,4368384,0,0,1,48,40821
ReduceScatterDeviceOperation,tt_dnn_device,4369408,0,0,1,10,18179
AllGatherDeviceOperation,tt_dnn_device,4370432,0,0,1,10,16470
BinaryNgDeviceOperation,tt_dnn_device,4371456,0,0,1,110,2534
LayerNormDeviceOperation,tt_dnn_device,4372480,0,0,1,1,21001
MatmulDeviceOperation,tt_dnn_device,4373504,0,0,1,20,24866
MatmulDeviceOperation,tt_dnn_device,4374528,0,0,1,20,11207
BinaryNgDeviceOperation,tt_dnn_device,4375552,0,0,1,110,2636
BinaryNgDeviceOperation,tt_dnn_device,4376576,0,0,1,110,2652
BinaryNgDeviceOperation,tt_dnn_device,4377600,0,0,1,110,2705
TypecastDeviceOperation,tt_dnn_device,4378624,0,0,1,20,1901
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,4379648,0,0,1,1,1956
PagedUpdateCacheDeviceOperation,tt_dnn_device,4380672,0,0,1,1,2913
PagedUpdateCacheDeviceOperation,tt_dnn_device,4381696,0,0,1,1,2697
SdpaDecodeDeviceOperation,tt_dnn_device,4382720,0,0,1,64,5889
NLPConcatHeadsDecodeDeviceOperation,tt_dnn_device,4383744,0,0,1,3,1240
ShardedToInterleavedDeviceOperation,tt_dnn_device,4384768,0,0,1,3,1427
SliceDeviceOperation,tt_dnn_device,4385792,0,0,1,12,1652
AllGatherDeviceOperation,tt_dnn_device,4386816,0,0,1,10,17121
MatmulDeviceOperation,tt_dnn_device,4387840,0,0,1,48,26630
BinaryNgDeviceOperation,tt_dnn_device,4388864,0,0,1,110,2887
LayerNormDeviceOperation,tt_dnn_device,4389888,0,0,1,1,19827
MatmulDeviceOperation,tt_dnn_device,4390912,0,0,1,70,33219
MatmulDeviceOperation,tt_dnn_device,4391936,0,0,1,70,32759
UnaryDeviceOperation,tt_dnn_device,4392960,0,0,1,110,4124
BinaryNgDeviceOperation,tt_dnn_device,4393984,0,0,1,110,3342
MatmulDeviceOperation,tt_dnn_device,4395008,0,0,1,48,40815
ReduceScatterDeviceOperation,tt_dnn_device,4396032,0,0,1,10,18529
AllGatherDeviceOperation,tt_dnn_device,4397056,0,0,1,10,15808
BinaryNgDeviceOperation,tt_dnn_device,4398080,0,0,1,110,2470
LayerNormDeviceOperation,tt_dnn_device,4399104,0,0,1,1,20941
MatmulDeviceOperation,tt_dnn_device,4400128,0,0,1,20,25084
MatmulDeviceOperation,tt_dnn_device,4401152,0,0,1,20,11151
BinaryNgDeviceOperation,tt_dnn_device,4402176,0,0,1,110,2625
BinaryNgDeviceOperation,tt_dnn_device,4403200,0,0,1,110,2663
BinaryNgDeviceOperation,tt_dnn_device,4404224,0,0,1,110,2753
TypecastDeviceOperation,tt_dnn_device,4405248,0,0,1,20,2042
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,4406272,0,0,1,1,1972
PagedUpdateCacheDeviceOperation,tt_dnn_device,4407296,0,0,1,1,2805
PagedUpdateCacheDeviceOperation,tt_dnn_device,4408320,0,0,1,1,2750
SdpaDecodeDeviceOperation,tt_dnn_device,4409344,0,0,1,64,5802
NLPConcatHeadsDecodeDeviceOperation,tt_dnn_device,4410368,0,0,1,3,1245
ShardedToInterleavedDeviceOperation,tt_dnn_device,4411392,0,0,1,3,1433
SliceDeviceOperation,tt_dnn_device,4412416,0,0,1,12,1665
AllGatherDeviceOperation,tt_dnn_device,4413440,0,0,1,10,17464
MatmulDeviceOperation,tt_dnn_device,4414464,0,0,1,48,26604
BinaryNgDeviceOperation,tt_dnn_device,4415488,0,0,1,110,2687
LayerNormDeviceOperation,tt_dnn_device,4416512,0,0,1,1,18865
MatmulDeviceOperation,tt_dnn_device,4417536,0,0,1,70,33139
MatmulDeviceOperation,tt_dnn_device,4418560,0,0,1,70,32779
UnaryDeviceOperation,tt_dnn_device,4419584,0,0,1,110,4033
BinaryNgDeviceOperation,tt_dnn_device,4420608,0,0,1,110,3485
MatmulDeviceOperation,tt_dnn_device,4421632,0,0,1,48,40739
ReduceScatterDeviceOperation,tt_dnn_device,4422656,0,0,1,10,17828
AllGatherDeviceOperation,tt_dnn_device,4423680,0,0,1,10,16293
BinaryNgDeviceOperation,tt_dnn_device,4424704,0,0,1,110,2484
LayerNormDeviceOperation,tt_dnn_device,4425728,0,0,1,1,20965
MatmulDeviceOperation,tt_dnn_device,4426752,0,0,1,20,24951
MatmulDeviceOperation,tt_dnn_device,4427776,0,0,1,20,11100
BinaryNgDeviceOperation,tt_dnn_device,4428800,0,0,1,110,2670
BinaryNgDeviceOperation,tt_dnn_device,4429824,0,0,1,110,2611
BinaryNgDeviceOperation,tt_dnn_device,4430848,0,0,1,110,2690
TypecastDeviceOperation,tt_dnn_device,4431872,0,0,1,20,1936
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,4432896,0,0,1,1,1941
PagedUpdateCacheDeviceOperation,tt_dnn_device,4433920,0,0,1,1,2790
PagedUpdateCacheDeviceOperation,tt_dnn_device,4434944,0,0,1,1,2697
SdpaDecodeDeviceOperation,tt_dnn_device,4435968,0,0,1,64,5846
NLPConcatHeadsDecodeDeviceOperation,tt_dnn_device,4436992,0,0,1,3,1261
ShardedToInterleavedDeviceOperation,tt_dnn_device,4438016,0,0,1,3,1456
SliceDeviceOperation,tt_dnn_device,4439040,0,0,1,12,1664
AllGatherDeviceOperation,tt_dnn_device,4440064,0,0,1,10,15800
MatmulDeviceOperation,tt_dnn_device,4441088,0,0,1,48,26622
BinaryNgDeviceOperation,tt_dnn_device,4442112,0,0,1,110,2836
LayerNormDeviceOperation,tt_dnn_device,4443136,0,0,1,1,18991
MatmulDeviceOperation,tt_dnn_device,4444160,0,0,1,70,33139
MatmulDeviceOperation,tt_dnn_device,4445184,0,0,1,70,32821
UnaryDeviceOperation,tt_dnn_device,4446208,0,0,1,110,4081
BinaryNgDeviceOperation,tt_dnn_device,4447232,0,0,1,110,3494
MatmulDeviceOperation,tt_dnn_device,4448256,0,0,1,48,40794
ReduceScatterDeviceOperation,tt_dnn_device,4449280,0,0,1,10,17844
AllGatherDeviceOperation,tt_dnn_device,4450304,0,0,1,10,15601
BinaryNgDeviceOperation,tt_dnn_device,4451328,0,0,1,110,2470
LayerNormDeviceOperation,tt_dnn_device,4452352,0,0,1,1,20999
MatmulDeviceOperation,tt_dnn_device,4453376,0,0,1,20,25095
MatmulDeviceOperation,tt_dnn_device,4454400,0,0,1,20,11290
BinaryNgDeviceOperation,tt_dnn_device,4455424,0,0,1,110,2659
BinaryNgDeviceOperation,tt_dnn_device,4456448,0,0,1,110,2676
BinaryNgDeviceOperation,tt_dnn_device,4457472,0,0,1,110,2756
TypecastDeviceOperation,tt_dnn_device,4458496,0,0,1,20,2070
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,4459520,0,0,1,1,1973
PagedUpdateCacheDeviceOperation,tt_dnn_device,4460544,0,0,1,1,2793
PagedUpdateCacheDeviceOperation,tt_dnn_device,4461568,0,0,1,1,2698
SdpaDecodeDeviceOperation,tt_dnn_device,4462592,0,0,1,64,6097
NLPConcatHeadsDecodeDeviceOperation,tt_dnn_device,4463616,0,0,1,3,1253
ShardedToInterleavedDeviceOperation,tt_dnn_device,4464640,0,0,1,3,1427
SliceDeviceOperation,tt_dnn_device,4465664,0,0,1,12,1663
AllGatherDeviceOperation,tt_dnn_device,4466688,0,0,1,10,18500
MatmulDeviceOperation,tt_dnn_device,4467712,0,0,1,48,26571
BinaryNgDeviceOperation,tt_dnn_device,4468736,0,0,1,110,2780
LayerNormDeviceOperation,tt_dnn_device,4469760,0,0,1,1,18725
MatmulDeviceOperation,tt_dnn_device,4470784,0,0,1,70,33255
MatmulDeviceOperation,tt_dnn_device,4471808,0,0,1,70,32824
UnaryDeviceOperation,tt_dnn_device,4472832,0,0,1,110,4087
BinaryNgDeviceOperation,tt_dnn_device,4473856,0,0,1,110,3430
MatmulDeviceOperation,tt_dnn_device,4474880,0,0,1,48,40736
ReduceScatterDeviceOperation,tt_dnn_device,4475904,0,0,1,10,17819
AllGatherDeviceOperation,tt_dnn_device,4476928,0,0,1,10,16889
BinaryNgDeviceOperation,tt_dnn_device,4477952,0,0,1,110,2499
LayerNormDeviceOperation,tt_dnn_device,4478976,0,0,1,1,21056
MatmulDeviceOperation,tt_dnn_device,4480000,0,0,1,20,24999
MatmulDeviceOperation,tt_dnn_device,4481024,0,0,1,20,11249
BinaryNgDeviceOperation,tt_dnn_device,4482048,0,0,1,110,2681
BinaryNgDeviceOperation,tt_dnn_device,4483072,0,0,1,110,2664
BinaryNgDeviceOperation,tt_dnn_device,4484096,0,0,1,110,2736
TypecastDeviceOperation,tt_dnn_device,4485120,0,0,1,20,1827
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,4486144,0,0,1,1,1949
PagedUpdateCacheDeviceOperation,tt_dnn_device,4487168,0,0,1,1,2807
PagedUpdateCacheDeviceOperation,tt_dnn_device,4488192,0,0,1,1,2707
SdpaDecodeDeviceOperation,tt_dnn_device,4489216,0,0,1,64,5883
NLPConcatHeadsDecodeDeviceOperation,tt_dnn_device,4490240,0,0,1,3,1234
ShardedToInterleavedDeviceOperation,tt_dnn_device,4491264,0,0,1,3,1441
SliceDeviceOperation,tt_dnn_device,4492288,0,0,1,12,1633
AllGatherDeviceOperation,tt_dnn_device,4493312,0,0,1,10,17431
MatmulDeviceOperation,tt_dnn_device,4494336,0,0,1,48,26621
BinaryNgDeviceOperation,tt_dnn_device,4495360,0,0,1,110,2730
LayerNormDeviceOperation,tt_dnn_device,4496384,0,0,1,1,18823
MatmulDeviceOperation,tt_dnn_device,4497408,0,0,1,70,33107
MatmulDeviceOperation,tt_dnn_device,4498432,0,0,1,70,32771
UnaryDeviceOperation,tt_dnn_device,4499456,0,0,1,110,4041
BinaryNgDeviceOperation,tt_dnn_device,4500480,0,0,1,110,3350
MatmulDeviceOperation,tt_dnn_device,4501504,0,0,1,48,40896
ReduceScatterDeviceOperation,tt_dnn_device,4502528,0,0,1,10,18064
AllGatherDeviceOperation,tt_dnn_device,4503552,0,0,1,10,16833
BinaryNgDeviceOperation,tt_dnn_device,4504576,0,0,1,110,2454
LayerNormDeviceOperation,tt_dnn_device,4505600,0,0,1,1,21001
MatmulDeviceOperation,tt_dnn_device,4506624,0,0,1,20,25054
MatmulDeviceOperation,tt_dnn_device,4507648,0,0,1,20,11160
BinaryNgDeviceOperation,tt_dnn_device,4508672,0,0,1,110,2681
BinaryNgDeviceOperation,tt_dnn_device,4509696,0,0,1,110,2664
BinaryNgDeviceOperation,tt_dnn_device,4510720,0,0,1,110,2679
TypecastDeviceOperation,tt_dnn_device,4511744,0,0,1,20,1780
NLPCreateQKVHeadsDecodeDeviceOperation,tt_dnn_device,4512768,0,0,1,1,1944
PagedUpdateCacheDeviceOperation,tt_dnn_device,4513792,0,0,1,1,2793
PagedUpdateCacheDeviceOperation,tt_dnn_device,4514816,0,0,1,1,2740
SdpaDecodeDeviceOperation,tt_dnn_device,4515840,0,0,1,64,5832
NLPConcatHeadsDecodeDeviceOperation,tt_dnn_device,4516864,0,0,1,3,1240
ShardedToInterleavedDeviceOperation,tt_dnn_device,4517888,0,0,1,3,1447
SliceDeviceOperation,tt_dnn_device,4518912,0,0,1,12,1634
AllGatherDeviceOperation,tt_dnn_device,4519936,0,0,1,10,17348
MatmulDeviceOperation,tt_dnn_device,4520960,0,0,1,48,26567
BinaryNgDeviceOperation,tt_dnn_device,4521984,0,0,1,110,2741
