GLOBAL CALL COUNT,METAL TRACE ID,REPLAY SESSION,DEVICE ID,OP NAME,DEVICE KERNEL DURATION [ns],# bf16 attn + bf8 gate/up config; dev0 rows of replay sessions 1-8 of 29; names joined by dispatch order vs tick-49 artifact
4584448,0,1,0,EmbeddingsDeviceOperation,3759
4585472,0,1,0,AllGatherDeviceOperation,14833
4586496,0,1,0,SliceDeviceOperation,1677
4587520,0,1,0,TypecastDeviceOperation,1920
4588544,0,1,0,LayerNormDeviceOperation,20996
4589568,0,1,0,MatmulDeviceOperation,27141
4590592,0,1,0,NlpCreateHeadsDeviceOperation,16164
4591616,0,1,0,SliceDeviceOperation,1739
4592640,0,1,0,SliceDeviceOperation,1671
4593664,0,1,0,UnaryDeviceOperation,2175
4594688,0,1,0,ConcatDeviceOperation,1797
4595712,0,1,0,BinaryNgDeviceOperation,2661
4596736,0,1,0,BinaryNgDeviceOperation,2586
4597760,0,1,0,BinaryNgDeviceOperation,2592
4598784,0,1,0,SliceDeviceOperation,1605
4599808,0,1,0,SliceDeviceOperation,1539
4600832,0,1,0,UnaryDeviceOperation,2153
4601856,0,1,0,ConcatDeviceOperation,1761
4602880,0,1,0,BinaryNgDeviceOperation,2581
4603904,0,1,0,BinaryNgDeviceOperation,2600
4604928,0,1,0,BinaryNgDeviceOperation,2565
4605952,0,1,0,TransposeDeviceOperation,2599
4606976,0,1,0,InterleavedToShardedDeviceOperation,616
4608000,0,1,0,PagedUpdateCacheDeviceOperation,4872
4609024,0,1,0,TransposeDeviceOperation,2470
4610048,0,1,0,InterleavedToShardedDeviceOperation,629
4611072,0,1,0,PagedUpdateCacheDeviceOperation,4905
4612096,0,1,0,TransposeDeviceOperation,25191
4613120,0,1,0,MatmulDeviceOperation,17179
4614144,0,1,0,BinaryNgDeviceOperation,7630
4615168,0,1,0,BinaryNgDeviceOperation,10619
4616192,0,1,0,SoftmaxDeviceOperation,51122
4617216,0,1,0,MatmulDeviceOperation,126164
4618240,0,1,0,NLPConcatHeadsDeviceOperation,5591
4619264,0,1,0,MatmulDeviceOperation,9727
4620288,0,1,0,ReduceScatterDeviceOperation,16726
4621312,0,1,0,AllGatherDeviceOperation,16759
4622336,0,1,0,BinaryNgDeviceOperation,2601
4623360,0,1,0,LayerNormDeviceOperation,18926
4624384,0,1,0,MatmulDeviceOperation,33212
4625408,0,1,0,MatmulDeviceOperation,32781
4626432,0,1,0,UnaryDeviceOperation,4107
4627456,0,1,0,BinaryNgDeviceOperation,3448
4628480,0,1,0,MatmulDeviceOperation,40955
4629504,0,1,0,ReduceScatterDeviceOperation,17612
4630528,0,1,0,AllGatherDeviceOperation,16104
4631552,0,1,0,BinaryNgDeviceOperation,2647
4632576,0,1,0,LayerNormDeviceOperation,20996
4633600,0,1,0,MatmulDeviceOperation,27151
4634624,0,1,0,NlpCreateHeadsDeviceOperation,16751
4635648,0,1,0,SliceDeviceOperation,1725
4636672,0,1,0,SliceDeviceOperation,1701
4637696,0,1,0,UnaryDeviceOperation,2181
4638720,0,1,0,ConcatDeviceOperation,1785
4639744,0,1,0,BinaryNgDeviceOperation,2593
4640768,0,1,0,BinaryNgDeviceOperation,2541
4641792,0,1,0,BinaryNgDeviceOperation,2617
4642816,0,1,0,SliceDeviceOperation,1619
4643840,0,1,0,SliceDeviceOperation,1535
4644864,0,1,0,UnaryDeviceOperation,2114
4645888,0,1,0,ConcatDeviceOperation,1724
4646912,0,1,0,BinaryNgDeviceOperation,2581
4647936,0,1,0,BinaryNgDeviceOperation,2504
4648960,0,1,0,BinaryNgDeviceOperation,2556
4649984,0,1,0,TransposeDeviceOperation,2505
4651008,0,1,0,InterleavedToShardedDeviceOperation,643
4652032,0,1,0,PagedUpdateCacheDeviceOperation,4981
4653056,0,1,0,TransposeDeviceOperation,2598
4654080,0,1,0,InterleavedToShardedDeviceOperation,602
4655104,0,1,0,PagedUpdateCacheDeviceOperation,4827
4656128,0,1,0,TransposeDeviceOperation,24122
4657152,0,1,0,MatmulDeviceOperation,17074
4658176,0,1,0,BinaryNgDeviceOperation,7785
4659200,0,1,0,BinaryNgDeviceOperation,10118
4660224,0,1,0,SoftmaxDeviceOperation,50848
4661248,0,1,0,MatmulDeviceOperation,126132
4662272,0,1,0,NLPConcatHeadsDeviceOperation,5556
4663296,0,1,0,MatmulDeviceOperation,9577
4664320,0,1,0,ReduceScatterDeviceOperation,19453
4665344,0,1,0,AllGatherDeviceOperation,16633
