requested_isl	actual_prompt_tokens	actual_total_tokens	osl	concurrency	ttft_ms	tpot_ms	e2el_ms	decode_tokens_per_second_user	aggregate_output_tokens_per_second	completed	failed
128	82	594	512	1	215.0749900010851	50.06987063991956	25800.90967399883	19.972090744782612	19.8442615577998	1	0
1024	1066	1578	512	1	2213.2483660006983	50.45353928375629	27995.115452999016	19.82021507700162	18.288904750530374	1	0
2048	1939	2451	512	1	2563.049286000023	50.49412569471507	28365.669445000094	19.804283889297327	18.04998824345562	1	0
4096	4138	4650	512	1	8983.831798999745	50.5639838082207	34822.13935400068	19.776922716232257	14.703289616844772	1	0
8192	8234	8746	512	1	19679.64379500154	50.70841161643771	45591.75504199993	19.72059404195257	11.230100695363372	1	0
16384	16426	16938	512	1	33930.836720001025	51.003029551857665	59993.49111800075	19.606678442174566	8.534259141428377	1	0
32768	32810	33322	512	1	67811.63213699983	51.596682407043225	94177.65004699868	19.38109105758115	5.436534036944966	1	0
65536	65578	66090	512	1	156630.15620299848	52.768490532291494	183594.97632000057	18.950703154717935	2.788747329924754	1	0
130048	130090	130602	512	1	380812.1586969992	55.09638842465736	408966.54189999937	18.150009984183804	1.251936155024619	1	0
