Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
52.60,SparseMatmulDeviceOperation (in0:l1_interleaved),6171.58,96,Compute,5.73,19.37,14.81,6.19,17.89
13.33,TransposeDeviceOperation (in0:l1_interleaved),1563.69,128,TM,,,,,
12.54,UnaryDeviceOperation (in0:l1_interleaved),1471.56,128,Compute,,,,,
3.94,UntilizeDeviceOperation (in0:dram_interleaved),462.04,63,TM,,,,,
2.95,LayerNormDeviceOperation (in0:dram_interleaved),345.90,8,Compute,,,,,
2.64,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),310.11,63,TM,,,,,
2.09,BinaryNgDeviceOperation (in0:l1_interleaved),245.13,64,Compute,,,,,
1.83,MatmulDeviceOperation (in0:dram_interleaved),214.51,5,Compute,0.82,10.92,3.50,4.19,3.36
1.09,ReshapeViewDeviceOperation (in0:dram_interleaved),128.25,32,Other,,,,,
1.05,ReduceScatterDeviceOperation (in0:dram_interleaved),123.52,3,DM,,,,,
0.85,ReduceDeviceOperation (in0:l1_interleaved),100.19,32,Compute,,,,,
0.83,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),97.17,34,TM,,,,,
0.56,SliceDeviceOperation (in0:dram_interleaved),65.32,68,TM,,,,,
0.47,RotaryEmbeddingHfDeviceOperation (in0:dram_interleaved),54.65,2,Other,,,,,
0.45,CopyDeviceOperation (in0:dram_interleaved),53.33,32,DM,,,,,
0.39,AllGatherDeviceOperation (in0:dram_interleaved),45.42,3,Other,,,,,
0.38,BinaryNgDeviceOperation (in0:dram_interleaved),45.14,8,Compute,,,,,
0.36,UntilizeWithUnpaddingDeviceOperation (in0:l1_interleaved),41.81,32,TM,,,,,
0.28,LayerNormDeviceOperation (in0:l1_interleaved),32.99,3,Compute,,,,,
0.21,TopKDeviceOperation (in0:dram_interleaved),24.70,1,Other,,,,,
0.20,TransposeDeviceOperation (in0:dram_interleaved),22.94,4,TM,,,,,
0.17,SdpaDecodeDeviceOperation (in0:height_sharded),19.64,1,Other,,,,,
0.14,InterleavedToShardedDeviceOperation (in0:dram_interleaved),16.92,4,DM,,,,,
0.14,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),16.63,2,DM,,,,,
0.12,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),13.62,1,TM,,,,,
0.08,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),9.34,1,Other,,,,,
0.07,ShardedToInterleavedDeviceOperation (in0:height_sharded),7.89,3,DM,,,,,
0.05,SoftmaxDeviceOperation (in0:dram_interleaved),6.39,1,Compute,,,,,
0.05,TypecastDeviceOperation (in0:dram_interleaved),6.31,3,TM,,,,,
0.04,UnaryDeviceOperation (in0:dram_interleaved),4.23,2,Compute,,,,,
0.04,ScatterDeviceOperation (in0:dram_interleaved),4.12,1,Other,,,,,
0.03,ConcatDeviceOperation (in0:l1_interleaved),3.65,1,TM,,,,,
0.02,TilizeDeviceOperation (in0:dram_interleaved),2.07,1,TM,,,,,
0.01,ShardedToInterleavedDeviceOperation (in0:width_sharded),1.36,1,DM,,,,,
