# mb-coverage attempt 3 (relaunch 08:16Z) queue, re-prioritised for the finish
# condition: breadth over both models across areas 1-4 first, because those area
# cases have never run at all; the gate-line re-runs come last, because attempt 3
# proved git diff 718997518ab..HEAD -- models/ touches only the two step-7 test
# files, so the existing gate logs already are measurements at this tree.
# format: deadline|pytimeout|logname|nodeid|extra
# ---- inserted 08:33Z: the cross-process paged-pool recorders (area 1's headline claim) ----
1800|1500|a3_q_pool_default|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_paged_pool_logits_are_recorded_for_cross_process_comparison[wormhole_b0-default2048-8x4-device_params0]|
1800|1500|a3_q_pool_explicit|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_paged_pool_logits_are_recorded_for_cross_process_comparison[wormhole_b0-explicit4096-8x4-device_params0]|
#
# ---- PASS A: Qwen areas 1-3, never run (cheapest distinct claims per hour) ----
1800|1500|a3_q_late_capacity|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_paged_capacity_resolved_after_construction_serves_a_request[wormhole_b0-8x4-device_params0]|
1800|1500|a3_q_cross_slot|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_a_write_for_one_user_never_appears_in_another_users_blocks[wormhole_b0-8x4-device_params0]|
1800|1500|a3_q_concat_len128|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_concat32_matches_sequential_prefill_at_each_length[wormhole_b0-len128-8x4-device_params0]|
1800|1500|a3_q_concat_active32|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_concat32_padded_rows_change_no_active_rows_logits[wormhole_b0-active32-8x4-device_params0]|
1800|1500|a3_q_concat_active16|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_concat32_padded_rows_change_no_active_rows_logits[wormhole_b0-active16-8x4-device_params0]|
1800|1500|a3_q_concat_active31|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_concat32_padded_rows_change_no_active_rows_logits[wormhole_b0-active31-8x4-device_params0]|
1800|1500|a3_q_chunked|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_chunked_prefill_matches_a_single_uncached_prefill[wormhole_b0-8x4-device_params0]|
1800|1500|a3_q_prefix_then_plain|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_a_prefix_cached_request_then_a_normal_one[wormhole_b0-8x4-device_params0]|
1800|1500|a3_q_mixed_slots|models/common/tests/models/qwen3_32b_galaxy/test_step7_coverage_wh_galaxy.py::test_qwen_prefix_cached_and_plain_requests_mixed_across_slots[wormhole_b0-8x4-device_params0]|
# ---- PASS B: Llama areas 1-3, never run ----
2400|2100|a3_l_two_pools|models/common/tests/models/llama33_70b_galaxy/test_step7_coverage_wh_galaxy.py::test_llama_two_paged_pools_agree_and_a_contiguous_cache_is_unreachable[wormhole_b0-8x4-device_params0]|
# ---- inserted 08:33Z: the Llama half of the cross-process recorders ----
