Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
58.06,SparseMatmulDeviceOperation (in0:l1_interleaved),443.98,3,Compute,1.38,4.34,3.36,1.71,3.25
10.74,UnaryDeviceOperation (in0:l1_interleaved),82.16,6,Compute,,,,,
8.87,BinaryNgDeviceOperation (in0:l1_interleaved),67.81,2,Compute,,,,,
6.44,MatmulDeviceOperation (in0:width_sharded),49.28,2,Compute,36.87,37.00,36.93,0.09,36.94
3.15,TopKDeviceOperation (in0:l1_interleaved),24.13,1,Other,,,,,
2.49,FastReduceNCDeviceOperation (in0:l1_interleaved),19.01,1,Compute,,,,,
1.85,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),14.18,1,Other,,,,,
1.06,SdpaDecodeDeviceOperation (in0:height_sharded),8.07,1,Compute,,,,,
0.90,MatmulDeviceOperation (in0:l1_interleaved),6.88,1,Compute,22.06,22.06,22.06,,22.06
0.74,TilizeWithValPaddingDeviceOperation (in0:l1_interleaved),5.68,1,TM,,,,,
0.72,UntilizeWithUnpaddingDeviceOperation (in0:l1_interleaved),5.50,4,TM,,,,,
0.70,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),5.33,1,Other,,,,,
0.63,LayerNormDeviceOperation (in0:width_sharded),4.80,1,Compute,,,,,
0.56,FillPadDeviceOperation (in0:l1_interleaved),4.25,1,TM,,,,,
0.46,ReshapeViewDeviceOperation (in0:l1_interleaved),3.52,1,TM,,,,,
0.44,ReshardDeviceOperation (in0:width_sharded),3.40,2,DM,,,,,
0.37,BinaryNgDeviceOperation (in0:width_sharded),2.85,2,Compute,,,,,
0.36,ShardedToInterleavedDeviceOperation (in0:width_sharded),2.76,2,DM,,,,,
0.31,SliceDeviceOperation (in0:l1_interleaved),2.39,3,TM,,,,,
0.31,ScatterDeviceOperation (in0:l1_interleaved),2.34,1,Other,,,,,
0.23,SliceDeviceOperation (in0:width_sharded),1.78,1,TM,,,,,
0.22,InterleavedToShardedDeviceOperation (in0:dram_interleaved),1.67,2,DM,,,,,
0.18,InterleavedToShardedDeviceOperation (in0:l1_interleaved),1.38,1,DM,,,,,
0.17,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.33,1,TM,,,,,
0.04,ReshardDeviceOperation (in0:height_sharded),0.28,1,DM,,,,,
