Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
78.00,MatmulDeviceOperation (in0:width_sharded),858.14,7,Compute,30.84,53.95,44.13,10.18,51.90
4.76,LayerNormDeviceOperation (in0:width_sharded),52.36,6,Compute,,,,,
2.67,ReduceScatterDeviceOperation (in0:width_sharded),29.35,2,DM,,,,,
2.23,AllGatherDeviceOperation (in0:dram_interleaved),24.52,2,DM,,,,,
2.20,BinaryNgDeviceOperation (in0:width_sharded),24.25,5,Compute,,,,,
1.44,AllGatherAsyncDeviceOperation (in0:dram_interleaved),15.85,1,Other,,,,,
1.37,SdpaDecodeDeviceOperation (in0:height_sharded),15.12,1,Compute,,,,,
1.24,ShardedToInterleavedDeviceOperation (in0:width_sharded),13.65,3,DM,,,,,
1.02,UnaryDeviceOperation (in0:width_sharded),11.25,1,Compute,,,,,
0.85,LayerNormDeviceOperation (in0:l1_interleaved),9.36,2,Compute,,,,,
0.84,EmbeddingsDeviceOperation (in0:dram_interleaved),9.20,1,Compute,,,,,
0.75,ReshardDeviceOperation (in0:width_sharded),8.26,4,DM,,,,,
0.68,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),7.54,2,DM,,,,,
0.48,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),5.26,1,TM,,,,,
0.42,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),4.63,1,Other,,,,,
0.34,InterleavedToShardedDeviceOperation (in0:dram_interleaved),3.79,2,DM,,,,,
0.27,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.97,2,DM,,,,,
0.26,InterleavedToShardedDeviceOperation (in0:l1_interleaved),2.88,2,DM,,,,,
0.17,PlusOneDeviceOperation (in0:dram_interleaved),1.83,2,Other,,,,,
