csv,activation,method,degree,segments,precision,bf16_maxulp,runtime_us,compiles,range
abs_p7_s1_uniform_any_ulp.csv,abs,poly,7,1,fp32,16777216.00,1.85,1,[-128.0,128.0]
abs_p7_s8_uniform_any_ulp.csv,abs,poly,7,8,fp32,0.00,5.26,1,[-128.0,128.0]
abs_p8_s4_uniform_any_ulp.csv,abs,poly,8,4,fp32,0.00,3.49,1,[-128.0,128.0]
abs_p9_s3_uniform_any_ulp.csv,abs,poly,9,3,fp32,0.00,3.33,1,[-128.0,128.0]
acos_n10d1_s2_uniform_rational_ulp.csv,acos,rational,10d1,2,fp32,7958.69,6.27,1,[-0.99,0.99]
acos_n10d3_s2_uniform_rational_ulp.csv,acos,rational,10d3,2,fp32,25637.00,6.93,1,[-0.99,0.99]
acos_n10d6_s2_uniform_rational_ulp.csv,acos,rational,10d6,2,fp32,2989642.00,7.93,1,[-0.99,0.99]
acos_n11d2_s2_uniform_rational_ulp.csv,acos,rational,11d2,2,fp32,20582.75,6.94,1,[-0.99,0.99]
acos_n11d5_s1_uniform_rational_ulp.csv,acos,rational,11d5,1,fp32,1030.12,4.91,1,[-0.99,0.99]
acos_n12d2_s1_uniform_rational_ulp.csv,acos,rational,12d2,1,fp32,3868.00,4.58,1,[-0.99,0.99]
acos_n12d4_s2_uniform_rational_ulp.csv,acos,rational,12d4,2,fp32,882030.00,7.93,1,[-0.99,0.99]
acos_n13d2_s2_uniform_rational_ulp.csv,acos,rational,13d2,2,fp32,281955.88,7.59,1,[-0.99,0.99]
acos_n14d1_s2_uniform_rational_ulp.csv,acos,rational,14d1,2,fp32,1546465.50,7.59,1,[-0.99,0.99]
acos_n15d1_s2_uniform_rational_ulp.csv,acos,rational,15d1,2,fp32,6185465.25,7.93,1,[-0.99,0.99]
acos_n2d2_s1_uniform_rational_ulp.csv,acos,rational,2d2,1,fp32,394300.00,3.28,1,[-0.99,0.99]
acos_n3d2_s1_uniform_rational_ulp.csv,acos,rational,3d2,1,fp32,198954.00,3.37,1,[-0.99,0.99]
acos_n4d1_s1_uniform_rational_ulp.csv,acos,rational,4d1,1,fp32,245795.00,3.33,1,[-0.99,0.99]
acos_n4d4_s2_uniform_rational_ulp.csv,acos,rational,4d4,2,fp32,1252.00,5.29,1,[-0.99,0.99]
acos_n5d2_s1_uniform_rational_ulp.csv,acos,rational,5d2,1,fp32,61974.00,3.58,1,[-0.99,0.99]
acos_n5d4_s1_uniform_rational_ulp.csv,acos,rational,5d4,1,fp32,10503.00,3.82,1,[-0.99,0.99]
acos_n6d1_s2_uniform_rational_ulp.csv,acos,rational,6d1,2,fp32,6493.50,4.97,1,[-0.99,0.99]
acos_n6d4_s1_uniform_rational_ulp.csv,acos,rational,6d4,1,fp32,5238.00,3.97,1,[-0.99,0.99]
acos_n6d6_s1_uniform_rational_ulp.csv,acos,rational,6d6,1,fp32,1080.00,4.26,1,[-0.99,0.99]
acos_n7d2_s1_uniform_rational_ulp.csv,acos,rational,7d2,1,fp32,24303.00,3.84,1,[-0.99,0.99]
acos_n7d4_s1_uniform_rational_ulp.csv,acos,rational,7d4,1,fp32,3184.00,4.11,1,[-0.99,0.99]
acos_n7d6_s1_uniform_rational_ulp.csv,acos,rational,7d6,1,fp32,2405.00,4.42,1,[-0.99,0.99]
acos_n7d7_s2_uniform_rational_ulp.csv,acos,rational,7d7,2,fp32,3911319.00,7.34,1,[-0.99,0.99]
acos_n8d2_s2_uniform_rational_ulp.csv,acos,rational,8d2,2,fp32,1078.62,5.94,1,[-0.99,0.99]
acos_n8d4_s2_uniform_rational_ulp.csv,acos,rational,8d4,2,fp32,119465.72,6.61,1,[-0.99,0.99]
acos_n8d8_s1_uniform_rational_ulp.csv,acos,rational,8d8,1,fp32,2569.44,4.90,1,[-0.99,0.99]
acos_n9d2_s1_uniform_rational_ulp.csv,acos,rational,9d2,1,fp32,10927.00,4.10,1,[-0.99,0.99]
acos_n9d4_s1_uniform_rational_ulp.csv,acos,rational,9d4,1,fp32,1411.00,4.42,1,[-0.99,0.99]
acos_n9d6_s1_uniform_rational_ulp.csv,acos,rational,9d6,1,fp32,3952.00,4.74,1,[-0.99,0.99]
acos_n9d8_s1_uniform_rational_ulp.csv,acos,rational,9d8,1,fp32,22060.00,5.06,1,[-0.99,0.99]
acos_p11_s2_uniform_any_ulp.csv,acos,poly,11,2,fp32,38546.50,4.25,1,[-0.99,0.99]
acos_p14_s1_uniform_any_ulp.csv,acos,poly,14,1,fp32,72963.00,3.49,1,[-0.99,0.99]
acos_p1_s32_uniform_any_ulp.csv,acos,poly,1,32,fp32,58540.00,17.02,1,[-0.99,0.99]
acos_p2_s16_uniform_any_ulp.csv,acos,poly,2,16,fp32,70597.00,10.33,1,[-0.99,0.99]
acos_p2_s3_uniform_any_ulp.csv,acos,poly,2,3,fp32,396606.00,3.34,1,[-0.99,0.99]
acos_p3_s16_uniform_any_ulp.csv,acos,poly,3,16,fp32,25583.75,10.80,1,[-0.99,0.99]
acos_p3_s3_uniform_any_ulp.csv,acos,poly,3,3,fp32,208297.50,3.54,1,[-0.99,0.99]
acos_p4_s1_uniform_any_ulp.csv,acos,poly,4,1,fp32,1031072.00,2.97,1,[-0.99,0.99]
acos_p4_s4_uniform_any_ulp.csv,acos,poly,4,4,fp32,119652.00,4.42,1,[-0.99,0.99]
acos_p5_s2_uniform_any_ulp.csv,acos,poly,5,2,fp32,216039.50,3.41,1,[-0.99,0.99]
acos_p6_s1_uniform_any_ulp.csv,acos,poly,6,1,fp32,538389.00,3.08,1,[-0.99,0.99]
acos_p6_s8_uniform_any_ulp.csv,acos,poly,6,8,fp32,13199.00,7.07,1,[-0.99,0.99]
acos_p7_s3_uniform_any_ulp.csv,acos,poly,7,3,fp32,92422.00,4.36,1,[-0.99,0.99]
acos_p8_s2_uniform_any_ulp.csv,acos,poly,8,2,fp32,92422.00,3.67,1,[-0.99,0.99]
acos_p9_s2_uniform_any_ulp.csv,acos,poly,9,2,fp32,52885.50,4.03,1,[-0.99,0.99]
acosh_n10d2_s1_uniform_rational_ulp.csv,acosh,rational,10d2,1,fp32,41089.00,4.26,1,[1.01,100.0]
acosh_n10d4_s1_uniform_rational_ulp.csv,acosh,rational,10d4,1,fp32,4371.50,4.58,1,[1.01,100.0]
acosh_n10d6_s1_uniform_rational_ulp.csv,acosh,rational,10d6,1,fp32,972.94,4.90,1,[1.01,100.0]
acosh_n11d1_s2_uniform_rational_ulp.csv,acosh,rational,11d1,2,fp32,188525.00,6.71,1,[1.01,100.0]
acosh_n11d3_s2_uniform_rational_ulp.csv,acosh,rational,11d3,2,fp32,2417.00,7.38,1,[1.01,100.0]
acosh_n11d5_s2_uniform_rational_ulp.csv,acosh,rational,11d5,2,fp32,910.88,8.04,1,[1.01,100.0]
acosh_n12d2_s2_uniform_rational_ulp.csv,acosh,rational,12d2,2,fp32,23889.00,7.43,1,[1.01,100.0]
acosh_n12d4_s2_uniform_rational_ulp.csv,acosh,rational,12d4,2,fp32,985668.38,8.04,1,[1.01,100.0]
acosh_n13d2_s2_uniform_rational_ulp.csv,acosh,rational,13d2,2,fp32,65172.00,7.71,1,[1.01,100.0]
acosh_n14d1_s2_uniform_rational_ulp.csv,acosh,rational,14d1,2,fp32,10775185.75,7.71,1,[1.01,100.0]
acosh_n15d1_s2_uniform_rational_ulp.csv,acosh,rational,15d1,2,fp32,26420372.00,8.04,1,[1.01,100.0]
acosh_n2d1_s2_uniform_rational_ulp.csv,acosh,rational,2d1,2,fp32,1164635.00,3.85,1,[1.01,100.0]
acosh_n3d1_s2_uniform_rational_ulp.csv,acosh,rational,3d1,2,fp32,801987.00,4.11,1,[1.01,100.0]
acosh_n3d3_s2_uniform_rational_ulp.csv,acosh,rational,3d3,2,fp32,66958.00,4.75,1,[1.01,100.0]
acosh_n4d2_s2_uniform_rational_ulp.csv,acosh,rational,4d2,2,fp32,112133.00,4.74,1,[1.01,100.0]
acosh_n4d4_s2_uniform_rational_ulp.csv,acosh,rational,4d4,2,fp32,11581.00,5.39,1,[1.01,100.0]
acosh_n5d2_s2_uniform_rational_ulp.csv,acosh,rational,5d2,2,fp32,76743.00,5.06,1,[1.01,100.0]
acosh_n5d4_s2_uniform_rational_ulp.csv,acosh,rational,5d4,2,fp32,5359.00,5.79,1,[1.01,100.0]
acosh_n5d5_s3_uniform_rational_ulp.csv,acosh,rational,5d5,3,fp32,1338.00,8.26,1,[1.01,100.0]
acosh_n6d2_s2_uniform_rational_ulp.csv,acosh,rational,6d2,2,fp32,55770.00,5.39,1,[1.01,100.0]
acosh_n6d4_s2_uniform_rational_ulp.csv,acosh,rational,6d4,2,fp32,2923.00,6.05,1,[1.01,100.0]
acosh_n6d6_s1_uniform_rational_ulp.csv,acosh,rational,6d6,1,fp32,2684.56,4.25,1,[1.01,100.0]
acosh_n7d2_s1_uniform_rational_ulp.csv,acosh,rational,7d2,1,fp32,74737.00,3.83,1,[1.01,100.0]
acosh_n7d4_s1_uniform_rational_ulp.csv,acosh,rational,7d4,1,fp32,3563.00,4.11,1,[1.01,100.0]
acosh_n7d6_s1_uniform_rational_ulp.csv,acosh,rational,7d6,1,fp32,2600.97,4.42,1,[1.01,100.0]
acosh_n8d1_s1_uniform_rational_ulp.csv,acosh,rational,8d1,1,fp32,405771.00,3.85,1,[1.01,100.0]
acosh_n8d3_s1_uniform_rational_ulp.csv,acosh,rational,8d3,1,fp32,10685.00,4.10,1,[1.01,100.0]
acosh_n8d5_s1_uniform_rational_ulp.csv,acosh,rational,8d5,1,fp32,3197.28,4.42,1,[1.01,100.0]
acosh_n8d7_s1_uniform_rational_ulp.csv,acosh,rational,8d7,1,fp32,808.44,4.74,1,[1.01,100.0]
acosh_n9d1_s1_uniform_rational_ulp.csv,acosh,rational,9d1,1,fp32,347437.00,3.96,1,[1.01,100.0]
acosh_n9d3_s1_uniform_rational_ulp.csv,acosh,rational,9d3,1,fp32,8125.00,4.27,1,[1.01,100.0]
acosh_n9d5_s1_uniform_rational_ulp.csv,acosh,rational,9d5,1,fp32,139258.12,4.58,1,[1.01,100.0]
acosh_n9d7_s1_uniform_rational_ulp.csv,acosh,rational,9d7,1,fp32,1254.28,4.90,1,[1.01,100.0]
acosh_p10_s2_uniform_any_ulp.csv,acosh,poly,10,2,fp32,2185704.00,3.64,1,[1.01,100.0]
acosh_p12_s1_uniform_any_ulp.csv,acosh,poly,12,1,fp32,3430718.00,3.25,1,[1.01,100.0]
acosh_p1_s16_uniform_any_ulp.csv,acosh,poly,1,16,fp32,2731140.00,9.11,1,[1.01,100.0]
acosh_p1_s3_uniform_any_ulp.csv,acosh,poly,1,3,fp32,5900513.00,3.22,1,[1.01,100.0]
acosh_p2_s1_uniform_any_ulp.csv,acosh,poly,2,1,fp32,6967901.50,2.94,1,[1.01,100.0]
acosh_p2_s4_uniform_any_ulp.csv,acosh,poly,2,4,fp32,3895102.50,3.76,1,[1.01,100.0]
acosh_p3_s2_uniform_any_ulp.csv,acosh,poly,3,2,fp32,4354668.00,3.20,1,[1.01,100.0]
acosh_p3_s8_uniform_any_ulp.csv,acosh,poly,3,8,fp32,1987836.50,6.05,1,[1.01,100.0]
acosh_p4_s32_uniform_any_ulp.csv,acosh,poly,4,32,fp32,491019.75,17.87,1,[1.01,100.0]
acosh_p5_s16_uniform_any_ulp.csv,acosh,poly,5,16,fp32,710096.00,10.73,1,[1.01,100.0]
acosh_p5_s4_uniform_any_ulp.csv,acosh,poly,5,4,fp32,2038814.50,4.30,1,[1.01,100.0]
acosh_p6_s3_uniform_any_ulp.csv,acosh,poly,6,3,fp32,2090617.00,3.72,1,[1.01,100.0]
acosh_p7_s2_uniform_any_ulp.csv,acosh,poly,7,2,fp32,2387117.00,3.44,1,[1.01,100.0]
acosh_p8_s1_uniform_any_ulp.csv,acosh,poly,8,1,fp32,3069557.00,3.19,1,[1.01,100.0]
acosh_p9_s1_uniform_any_ulp.csv,acosh,poly,9,1,fp32,3129351.00,3.21,1,[1.01,100.0]
asin_n10d1_s1_uniform_rational_ulp.csv,asin,rational,10d1,1,fp32,75771.00,3.32,1,[-0.99,0.99]
asin_n10d5_s1_uniform_rational_ulp.csv,asin,rational,10d5,1,fp32,533.00,3.55,1,[-0.99,0.99]
asin_n11d3_s1_uniform_rational_ulp.csv,asin,rational,11d3,1,fp32,2052.00,3.54,1,[-0.99,0.99]
asin_n12d2_s1_uniform_rational_ulp.csv,asin,rational,12d2,1,fp32,2052.00,3.55,1,[-0.99,0.99]
asin_n13d2_s1_uniform_rational_ulp.csv,asin,rational,13d2,1,fp32,1019.00,3.66,1,[-0.99,0.99]
asin_n15d1_s1_uniform_rational_ulp.csv,asin,rational,15d1,1,fp32,16815.00,3.65,1,[-0.99,0.99]
asin_n3d1_s1_uniform_rational_ulp.csv,asin,rational,3d1,1,fp32,639730.00,3.12,1,[-0.99,0.99]
asin_n4d2_s1_uniform_rational_ulp.csv,asin,rational,4d2,1,fp32,98854.00,3.20,1,[-0.99,0.99]
asin_n5d2_s1_uniform_rational_ulp.csv,asin,rational,5d2,1,fp32,29028.00,3.24,1,[-0.99,0.99]
asin_n6d1_s1_uniform_rational_ulp.csv,asin,rational,6d1,1,fp32,273037.00,3.22,1,[-0.99,0.99]
asin_n6d5_s1_uniform_rational_ulp.csv,asin,rational,6d5,1,fp32,5173.00,3.34,1,[-0.99,0.99]
asin_n7d3_s1_uniform_rational_ulp.csv,asin,rational,7d3,1,fp32,10594.00,3.32,1,[-0.99,0.99]
asin_n7d7_s1_uniform_rational_ulp.csv,asin,rational,7d7,1,fp32,531.00,3.53,1,[-0.99,0.99]
asin_n8d4_s1_uniform_rational_ulp.csv,asin,rational,8d4,1,fp32,1430.00,3.43,1,[-0.99,0.99]
asin_n8d8_s1_uniform_rational_ulp.csv,asin,rational,8d8,1,fp32,854.00,3.66,1,[-0.99,0.99]
asin_n9d4_s1_uniform_rational_ulp.csv,asin,rational,9d4,1,fp32,533.00,3.55,1,[-0.99,0.99]
asin_p10_s1_uniform_any_ulp.csv,asin,poly,10,1,fp32,75883.00,3.16,1,[-0.99,0.99]
asin_p12_s1_uniform_any_ulp.csv,asin,poly,12,1,fp32,44314.00,3.15,1,[-0.99,0.99]
asin_p15_s3_uniform_any_ulp.csv,asin,poly,15,3,fp32,16797.00,5.66,1,[-0.99,0.99]
asin_p1_s32_uniform_any_ulp.csv,asin,poly,1,32,fp32,122185.00,16.95,1,[-0.99,0.99]
asin_p2_s16_uniform_any_ulp.csv,asin,poly,2,16,fp32,73527.00,10.23,1,[-0.99,0.99]
asin_p2_s3_uniform_any_ulp.csv,asin,poly,2,3,fp32,2176891.00,3.23,1,[-0.99,0.99]
asin_p3_s1_uniform_any_ulp.csv,asin,poly,3,1,fp32,639771.00,2.92,1,[-0.99,0.99]
asin_p3_s3_uniform_any_ulp.csv,asin,poly,3,3,fp32,639772.00,3.42,1,[-0.99,0.99]
asin_p4_s1_uniform_any_ulp.csv,asin,poly,4,1,fp32,639771.00,2.90,1,[-0.99,0.99]
asin_p4_s4_uniform_any_ulp.csv,asin,poly,4,4,fp32,91322.00,4.02,1,[-0.99,0.99]
asin_p5_s2_uniform_any_ulp.csv,asin,poly,5,2,fp32,273099.00,3.22,1,[-0.99,0.99]
asin_p6_s1_uniform_any_ulp.csv,asin,poly,6,1,fp32,273098.00,3.01,1,[-0.99,0.99]
asin_p6_s8_uniform_any_ulp.csv,asin,poly,6,8,fp32,31418.00,7.57,1,[-0.99,0.99]
asin_p7_s4_uniform_any_ulp.csv,asin,poly,7,4,fp32,35768.00,5.32,1,[-0.99,0.99]
asin_p8_s3_uniform_any_ulp.csv,asin,poly,8,3,fp32,137565.00,4.33,1,[-0.99,0.99]
asin_p9_s32_uniform_any_ulp.csv,asin,poly,9,32,fp32,23011.00,19.15,1,[-0.99,0.99]
asinh_n10d3_s1_uniform_rational_ulp.csv,asinh,rational,10d3,1,fp32,48558.00,3.40,1,[-10.0,10.0]
asinh_n11d1_s1_uniform_rational_ulp.csv,asinh,rational,11d1,1,fp32,667267.00,3.44,1,[-10.0,10.0]
asinh_n11d5_s1_uniform_rational_ulp.csv,asinh,rational,11d5,1,fp32,2311.00,3.66,1,[-10.0,10.0]
asinh_n12d4_s1_uniform_rational_ulp.csv,asinh,rational,12d4,1,fp32,2311.00,3.66,1,[-10.0,10.0]
asinh_n13d3_s1_uniform_rational_ulp.csv,asinh,rational,13d3,1,fp32,16479.00,3.66,1,[-10.0,10.0]
asinh_n16d16_s1_uniform_rational_ulp.csv,asinh,rational,16d16,1,fp32,5.00,4.84,1,[-10.0,10.0]
asinh_n3d1_s1_uniform_rational_ulp.csv,asinh,rational,3d1,1,fp32,3601515.00,3.09,1,[-10.0,10.0]
asinh_n4d2_s1_uniform_rational_ulp.csv,asinh,rational,4d2,1,fp32,502194.00,3.21,1,[-10.0,10.0]
asinh_n5d2_s1_uniform_rational_ulp.csv,asinh,rational,5d2,1,fp32,193635.00,3.25,1,[-10.0,10.0]
asinh_n6d1_s1_uniform_rational_ulp.csv,asinh,rational,6d1,1,fp32,2183530.00,3.24,1,[-10.0,10.0]
asinh_n6d5_s1_uniform_rational_ulp.csv,asinh,rational,6d5,1,fp32,35019.00,3.34,1,[-10.0,10.0]
asinh_n7d3_s1_uniform_rational_ulp.csv,asinh,rational,7d3,1,fp32,91672.00,3.34,1,[-10.0,10.0]
asinh_n7d7_s1_uniform_rational_ulp.csv,asinh,rational,7d7,1,fp32,2429.00,3.55,1,[-10.0,10.0]
asinh_n8d4_s1_uniform_rational_ulp.csv,asinh,rational,8d4,1,fp32,12024.00,3.43,1,[-10.0,10.0]
asinh_n9d2_s1_uniform_rational_ulp.csv,asinh,rational,9d2,1,fp32,48558.00,3.43,1,[-10.0,10.0]
asinh_n9d6_s1_uniform_rational_ulp.csv,asinh,rational,9d6,1,fp32,784.00,3.65,1,[-10.0,10.0]
asinh_p10_s3_uniform_any_ulp.csv,asinh,poly,10,3,fp32,959789.00,4.10,1,[-10.0,10.0]
asinh_p12_s2_uniform_any_ulp.csv,asinh,poly,12,2,fp32,667680.00,3.88,1,[-10.0,10.0]
asinh_p15_s8_uniform_any_ulp.csv,asinh,poly,15,8,fp32,2900.00,9.56,1,[-10.0,10.0]
asinh_p1_s32_uniform_any_ulp.csv,asinh,poly,1,32,fp32,71002.00,16.08,1,[-10.0,10.0]
asinh_p2_s16_uniform_any_ulp.csv,asinh,poly,2,16,fp32,387084.00,9.97,1,[-10.0,10.0]
asinh_p2_s3_uniform_any_ulp.csv,asinh,poly,2,3,fp32,4796564.00,3.17,1,[-10.0,10.0]
asinh_p3_s1_uniform_any_ulp.csv,asinh,poly,3,1,fp32,3604759.00,2.92,1,[-10.0,10.0]
asinh_p3_s3_uniform_any_ulp.csv,asinh,poly,3,3,fp32,3605080.00,3.38,1,[-10.0,10.0]
asinh_p4_s1_uniform_any_ulp.csv,asinh,poly,4,1,fp32,3604759.00,2.95,1,[-10.0,10.0]
asinh_p4_s3_uniform_any_ulp.csv,asinh,poly,4,3,fp32,3605080.00,3.37,1,[-10.0,10.0]
asinh_p5_s1_uniform_any_ulp.csv,asinh,poly,5,1,fp32,2185329.00,2.97,1,[-10.0,10.0]
asinh_p5_s8_uniform_any_ulp.csv,asinh,poly,5,8,fp32,99428.00,6.69,1,[-10.0,10.0]
asinh_p6_s3_uniform_any_ulp.csv,asinh,poly,6,3,fp32,2185336.00,3.56,1,[-10.0,10.0]
asinh_p7_s2_uniform_any_ulp.csv,asinh,poly,7,2,fp32,1418615.00,3.39,1,[-10.0,10.0]
asinh_p7_s8_uniform_any_ulp.csv,asinh,poly,7,8,fp32,32808.50,7.01,1,[-10.0,10.0]
asinh_p8_s3_uniform_any_ulp.csv,asinh,poly,8,3,fp32,1418619.00,3.80,1,[-10.0,10.0]
asinh_p9_s3_uniform_any_ulp.csv,asinh,poly,9,3,fp32,959789.00,4.08,1,[-10.0,10.0]
atan_p10_s3_uniform_any_ulp.csv,atan,poly,10,3,fp32,4651.00,4.43,1,[-1.5707963267948966,1.5707963267948966]
atan_p13_s1_uniform_any_ulp.csv,atan,poly,13,1,fp32,377.00,3.26,1,[-1.5707963267948966,1.5707963267948966]
atan_p1_s1_uniform_any_ulp.csv,atan,poly,1,1,fp32,1854239.00,2.90,1,[-1.5707963267948966,1.5707963267948966]
atan_p1_s4_uniform_any_ulp.csv,atan,poly,1,4,fp32,460381.00,3.35,1,[-1.5707963267948966,1.5707963267948966]
atan_p2_s2_uniform_any_ulp.csv,atan,poly,2,2,fp32,1854239.00,2.98,1,[-1.5707963267948966,1.5707963267948966]
atan_p2_s8_uniform_any_ulp.csv,atan,poly,2,8,fp32,75732.25,5.70,1,[-1.5707963267948966,1.5707963267948966]
atan_p3_s32_uniform_any_ulp.csv,atan,poly,3,32,fp32,4230.62,19.82,1,[-1.5707963267948966,1.5707963267948966]
atan_p3_s8_uniform_any_ulp.csv,atan,poly,3,8,fp32,1635.50,6.22,1,[-1.5707963267948966,1.5707963267948966]
atan_p4_s32_uniform_any_ulp.csv,atan,poly,4,32,fp32,4230.62,19.82,1,[-1.5707963267948966,1.5707963267948966]
atan_p5_s16_uniform_any_ulp.csv,atan,poly,5,16,fp32,5001.50,11.32,1,[-1.5707963267948966,1.5707963267948966]
atan_p5_s4_uniform_any_ulp.csv,atan,poly,5,4,fp32,2891.50,4.35,1,[-1.5707963267948966,1.5707963267948966]
atan_p6_s3_uniform_any_ulp.csv,atan,poly,6,3,fp32,78093.00,3.84,1,[-1.5707963267948966,1.5707963267948966]
atan_p7_s2_uniform_any_ulp.csv,atan,poly,7,2,fp32,18628.00,3.39,1,[-1.5707963267948966,1.5707963267948966]
atan_p8_s2_uniform_any_ulp.csv,atan,poly,8,2,fp32,18628.00,3.41,1,[-1.5707963267948966,1.5707963267948966]
