csv,activation,method,degree,segments,precision,bf16_maxulp,runtime_us,compiles,range
abs_n10d2_s2_uniform_rational_ulp.csv,abs,rational,10d2,2,fp32,0.00,3.59,1,[-128.0,128.0]
abs_n10d4_s2_uniform_rational_ulp.csv,abs,rational,10d4,2,fp32,0.00,3.61,1,[-128.0,128.0]
abs_n10d6_s2_uniform_rational_ulp.csv,abs,rational,10d6,2,fp32,0.00,3.66,1,[-128.0,128.0]
abs_n11d2_s2_uniform_rational_ulp.csv,abs,rational,11d2,2,fp32,0.00,3.77,1,[-128.0,128.0]
abs_n11d4_s2_uniform_rational_ulp.csv,abs,rational,11d4,2,fp32,0.00,3.78,1,[-128.0,128.0]
abs_n12d1_s2_uniform_rational_ulp.csv,abs,rational,12d1,2,fp32,0.00,3.71,1,[-128.0,128.0]
abs_n12d3_s2_uniform_rational_ulp.csv,abs,rational,12d3,2,fp32,0.00,3.79,1,[-128.0,128.0]
abs_n13d1_s2_uniform_rational_ulp.csv,abs,rational,13d1,2,fp32,0.00,3.90,1,[-128.0,128.0]
abs_n13d3_s2_uniform_rational_ulp.csv,abs,rational,13d3,2,fp32,0.00,3.94,1,[-128.0,128.0]
abs_n14d2_s2_uniform_rational_ulp.csv,abs,rational,14d2,2,fp32,0.00,3.96,1,[-128.0,128.0]
abs_n1d1_s2_uniform_rational_mae.csv,abs,rational,1d1,2,fp32,0.00,3.12,1,[-128.0,128.0]
abs_n2d1_s2_uniform_rational_ulp.csv,abs,rational,2d1,2,fp32,0.00,3.10,1,[-128.0,128.0]
abs_n3d1_s2_uniform_rational_ulp.csv,abs,rational,3d1,2,fp32,0.00,3.20,1,[-128.0,128.0]
abs_n3d3_s2_uniform_rational_ulp.csv,abs,rational,3d3,2,fp32,0.00,3.22,1,[-128.0,128.0]
abs_n4d2_s2_uniform_rational_ulp.csv,abs,rational,4d2,2,fp32,0.00,3.18,1,[-128.0,128.0]
abs_n4d4_s2_uniform_rational_ulp.csv,abs,rational,4d4,2,fp32,0.00,3.26,1,[-128.0,128.0]
abs_n5d2_s2_uniform_rational_ulp.csv,abs,rational,5d2,2,fp32,0.00,3.34,1,[-128.0,128.0]
abs_n5d4_s2_uniform_rational_ulp.csv,abs,rational,5d4,2,fp32,0.00,3.39,1,[-128.0,128.0]
abs_n6d1_s2_uniform_rational_ulp.csv,abs,rational,6d1,2,fp32,0.00,3.36,1,[-128.0,128.0]
abs_n6d3_s2_uniform_rational_ulp.csv,abs,rational,6d3,2,fp32,0.00,3.32,1,[-128.0,128.0]
abs_n6d5_s2_uniform_rational_ulp.csv,abs,rational,6d5,2,fp32,0.00,3.37,1,[-128.0,128.0]
abs_n7d1_s2_uniform_rational_ulp.csv,abs,rational,7d1,2,fp32,0.00,3.43,1,[-128.0,128.0]
abs_n7d3_s2_uniform_rational_ulp.csv,abs,rational,7d3,2,fp32,0.00,3.47,1,[-128.0,128.0]
abs_n7d5_s2_uniform_rational_ulp.csv,abs,rational,7d5,2,fp32,0.00,3.46,1,[-128.0,128.0]
abs_n7d7_s2_uniform_rational_ulp.csv,abs,rational,7d7,2,fp32,0.00,3.49,1,[-128.0,128.0]
abs_n8d2_s2_uniform_rational_ulp.csv,abs,rational,8d2,2,fp32,0.00,3.46,1,[-128.0,128.0]
abs_n8d4_s2_uniform_rational_ulp.csv,abs,rational,8d4,2,fp32,0.00,3.47,1,[-128.0,128.0]
abs_n8d6_s2_uniform_rational_ulp.csv,abs,rational,8d6,2,fp32,0.00,3.49,1,[-128.0,128.0]
abs_n8d8_s2_uniform_rational_ulp.csv,abs,rational,8d8,2,fp32,0.00,3.57,1,[-128.0,128.0]
abs_n9d2_s2_uniform_rational_ulp.csv,abs,rational,9d2,2,fp32,0.00,3.62,1,[-128.0,128.0]
abs_n9d4_s2_uniform_rational_ulp.csv,abs,rational,9d4,2,fp32,0.00,3.59,1,[-128.0,128.0]
abs_n9d6_s2_uniform_rational_ulp.csv,abs,rational,9d6,2,fp32,0.00,3.65,1,[-128.0,128.0]
abs_p10_s2_uniform_any_ulp.csv,abs,poly,10,2,fp32,0.00,3.08,1,[-128.0,128.0]
abs_p11_s2_uniform_any_ulp.csv,abs,poly,11,2,fp32,0.00,3.08,1,[-128.0,128.0]
abs_p12_s2_uniform_any_ulp.csv,abs,poly,12,2,fp32,0.00,3.12,1,[-128.0,128.0]
abs_p15_s1_uniform_any_ulp.csv,abs,poly,15,1,fp32,16777216.00,1.87,1,[-128.0,128.0]
abs_p1_s2_chebyshev_any_mae.csv,abs,poly,1,2,fp32,0.00,2.93,1,[-128.0,128.0]
abs_p1_s2_curvature_any_max.csv,abs,poly,1,2,fp32,0.00,2.97,1,[-128.0,128.0]
abs_p1_s3_uniform_any_ulp.csv,abs,poly,1,3,fp32,0.00,3.04,1,[-128.0,128.0]
abs_p2_s1_uniform_any_ulp.csv,abs,poly,2,1,fp32,16777216.00,1.88,1,[-128.0,128.0]
abs_p2_s4_uniform_any_ulp.csv,abs,poly,2,4,fp32,0.00,3.09,1,[-128.0,128.0]
abs_p3_s2_uniform_any_ulp.csv,abs,poly,3,2,fp32,0.00,2.98,1,[-128.0,128.0]
abs_p3_s8_uniform_any_ulp.csv,abs,poly,3,8,fp32,0.00,4.36,1,[-128.0,128.0]
abs_p4_s32_uniform_any_ulp.csv,abs,poly,4,32,fp32,0.00,13.61,1,[-128.0,128.0]
abs_p5_s16_uniform_any_ulp.csv,abs,poly,5,16,fp32,0.00,8.34,1,[-128.0,128.0]
abs_p5_s3_uniform_any_ulp.csv,abs,poly,5,3,fp32,0.00,3.17,1,[-128.0,128.0]
abs_p6_s1_uniform_any_ulp.csv,abs,poly,6,1,fp32,16777216.00,1.88,1,[-128.0,128.0]
abs_p6_s8_uniform_any_ulp.csv,abs,poly,6,8,fp32,0.00,4.79,1,[-128.0,128.0]
abs_p7_s3_uniform_any_ulp.csv,abs,poly,7,3,fp32,0.00,3.25,1,[-128.0,128.0]
abs_p8_s2_uniform_any_ulp.csv,abs,poly,8,2,fp32,0.00,3.07,1,[-128.0,128.0]
abs_p9_s1_uniform_any_ulp.csv,abs,poly,9,1,fp32,16777216.00,1.91,1,[-128.0,128.0]
abs_p9_s8_uniform_any_ulp.csv,abs,poly,9,8,fp32,0.00,5.72,1,[-128.0,128.0]
acos_n10d2_s2_uniform_rational_ulp.csv,acos,rational,10d2,2,fp32,4751.19,6.61,1,[-0.99,0.99]
acos_n10d4_s2_uniform_rational_ulp.csv,acos,rational,10d4,2,fp32,451938.78,7.29,1,[-0.99,0.99]
acos_n11d1_s2_uniform_rational_ulp.csv,acos,rational,11d1,2,fp32,30639.38,6.61,1,[-0.99,0.99]
acos_n11d3_s2_uniform_rational_ulp.csv,acos,rational,11d3,2,fp32,43481.50,7.27,1,[-0.99,0.99]
acos_n12d1_s1_uniform_rational_ulp.csv,acos,rational,12d1,1,fp32,18795.00,4.42,1,[-0.99,0.99]
acos_n12d3_s2_uniform_rational_ulp.csv,acos,rational,12d3,2,fp32,62637.75,7.60,1,[-0.99,0.99]
acos_n13d1_s2_uniform_rational_ulp.csv,acos,rational,13d1,2,fp32,423475.19,7.27,1,[-0.99,0.99]
acos_n13d3_s2_uniform_rational_ulp.csv,acos,rational,13d3,2,fp32,175756.25,7.94,1,[-0.99,0.99]
acos_n14d2_s2_uniform_rational_ulp.csv,acos,rational,14d2,2,fp32,1177906.94,7.93,1,[-0.99,0.99]
acos_n1d1_s2_uniform_rational_ulp.csv,acos,rational,1d1,2,fp32,535342.50,3.51,1,[-0.99,0.99]
acos_n3d1_s1_uniform_rational_ulp.csv,acos,rational,3d1,1,fp32,455397.00,3.28,1,[-0.99,0.99]
acos_n3d3_s1_uniform_rational_ulp.csv,acos,rational,3d3,1,fp32,89852.00,3.47,1,[-0.99,0.99]
acos_n4d2_s1_uniform_rational_ulp.csv,acos,rational,4d2,1,fp32,105964.00,3.46,1,[-0.99,0.99]
acos_n4d3_s2_uniform_rational_ulp.csv,acos,rational,4d3,2,fp32,1661525.31,4.96,1,[-0.99,0.99]
acos_n5d1_s1_uniform_rational_ulp.csv,acos,rational,5d1,1,fp32,169752.00,3.47,1,[-0.99,0.99]
acos_n5d3_s1_uniform_rational_ulp.csv,acos,rational,5d3,1,fp32,22016.00,3.69,1,[-0.99,0.99]
acos_n5d5_s1_uniform_rational_ulp.csv,acos,rational,5d5,1,fp32,4650.00,3.95,1,[-0.99,0.99]
acos_n6d2_s2_uniform_rational_ulp.csv,acos,rational,6d2,2,fp32,562.00,5.28,1,[-0.99,0.99]
acos_n6d5_s1_uniform_rational_ulp.csv,acos,rational,6d5,1,fp32,1962.00,4.12,1,[-0.99,0.99]
acos_n7d1_s1_uniform_rational_ulp.csv,acos,rational,7d1,1,fp32,80424.00,3.69,1,[-0.99,0.99]
acos_n7d3_s1_uniform_rational_ulp.csv,acos,rational,7d3,1,fp32,7160.00,3.96,1,[-0.99,0.99]
acos_n7d5_s2_uniform_rational_ulp.csv,acos,rational,7d5,2,fp32,91131.00,6.61,1,[-0.99,0.99]
acos_n7d7_s1_uniform_rational_max.csv,acos,rational,7d7,1,fp32,621.81,4.59,1,[-0.99,0.99]
acos_n8d1_s2_uniform_rational_ulp.csv,acos,rational,8d1,2,fp32,2352.00,5.61,1,[-0.99,0.99]
acos_n8d3_s2_uniform_rational_ulp.csv,acos,rational,8d3,2,fp32,15935.00,6.28,1,[-0.99,0.99]
acos_n8d6_s1_uniform_rational_ulp.csv,acos,rational,8d6,1,fp32,521.56,4.58,1,[-0.99,0.99]
acos_n9d1_s1_uniform_rational_ulp.csv,acos,rational,9d1,1,fp32,42959.00,3.96,1,[-0.99,0.99]
acos_n9d3_s1_uniform_rational_ulp.csv,acos,rational,9d3,1,fp32,2804.00,4.26,1,[-0.99,0.99]
acos_n9d5_s1_uniform_rational_ulp.csv,acos,rational,9d5,1,fp32,619.12,4.57,1,[-0.99,0.99]
acos_n9d7_s1_uniform_rational_ulp.csv,acos,rational,9d7,1,fp32,2197.38,4.90,1,[-0.99,0.99]
acos_p10_s2_uniform_any_ulp.csv,acos,poly,10,2,fp32,38546.50,4.23,1,[-0.99,0.99]
acos_p13_s1_uniform_any_ulp.csv,acos,poly,13,1,fp32,89831.00,3.41,1,[-0.99,0.99]
acos_p1_s1_uniform_any_ulp.csv,acos,poly,1,1,fp32,2708134.00,2.84,1,[-0.99,0.99]
acos_p1_s4_uniform_any_ulp.csv,acos,poly,1,4,fp32,874206.00,3.37,1,[-0.99,0.99]
acos_p2_s2_uniform_any_ulp.csv,acos,poly,2,2,fp32,872999.00,3.06,1,[-0.99,0.99]
acos_p2_s8_uniform_any_ulp.csv,acos,poly,2,8,fp32,75652.00,6.02,1,[-0.99,0.99]
acos_p3_s2_uniform_any_ulp.csv,acos,poly,3,2,fp32,512191.50,3.15,1,[-0.99,0.99]
acos_p3_s8_uniform_any_ulp.csv,acos,poly,3,8,fp32,77552.75,6.65,1,[-0.99,0.99]
acos_p4_s32_uniform_any_ulp.csv,acos,poly,4,32,fp32,11113.00,17.94,1,[-0.99,0.99]
acos_p5_s16_uniform_any_ulp.csv,acos,poly,5,16,fp32,68876.00,11.13,1,[-0.99,0.99]
acos_p5_s4_uniform_any_ulp.csv,acos,poly,5,4,fp32,71182.00,4.85,1,[-0.99,0.99]
acos_p6_s3_uniform_any_ulp.csv,acos,poly,6,3,fp32,92422.00,4.24,1,[-0.99,0.99]
acos_p7_s1_uniform_any_ulp.csv,acos,poly,7,1,fp32,392312.00,3.09,1,[-0.99,0.99]
acos_p7_s4_uniform_any_ulp.csv,acos,poly,7,4,fp32,29473.62,5.29,1,[-0.99,0.99]
acos_p8_s4_uniform_any_ulp.csv,acos,poly,8,4,fp32,144265.00,5.40,1,[-0.99,0.99]
acosh_n10d1_s1_uniform_rational_ulp.csv,acosh,rational,10d1,1,fp32,318720.00,4.10,1,[1.01,100.0]
acosh_n10d3_s1_uniform_rational_ulp.csv,acosh,rational,10d3,1,fp32,6365.00,4.42,1,[1.01,100.0]
acosh_n10d5_s1_uniform_rational_ulp.csv,acosh,rational,10d5,1,fp32,5543.75,4.75,1,[1.01,100.0]
acosh_n11d10_s1_uniform_rational_mae.csv,acosh,rational,11d10,1,fp32,670.69,5.72,1,[1.01,100.0]
acosh_n11d2_s2_uniform_rational_ulp.csv,acosh,rational,11d2,2,fp32,18348.00,7.04,1,[1.01,100.0]
acosh_n11d4_s2_uniform_rational_ulp.csv,acosh,rational,11d4,2,fp32,6735850.94,7.71,1,[1.01,100.0]
acosh_n12d1_s2_uniform_rational_ulp.csv,acosh,rational,12d1,2,fp32,480845.00,7.04,1,[1.01,100.0]
acosh_n12d3_s2_uniform_rational_ulp.csv,acosh,rational,12d3,2,fp32,2323.00,7.70,1,[1.01,100.0]
acosh_n13d1_s2_uniform_rational_ulp.csv,acosh,rational,13d1,2,fp32,1642380.00,7.39,1,[1.01,100.0]
acosh_n13d3_s2_uniform_rational_ulp.csv,acosh,rational,13d3,2,fp32,5763.22,8.04,1,[1.01,100.0]
acosh_n14d2_s2_uniform_rational_ulp.csv,acosh,rational,14d2,2,fp32,271285.00,8.03,1,[1.01,100.0]
acosh_n1d1_s2_uniform_rational_ulp.csv,acosh,rational,1d1,2,fp32,2009159.50,3.57,1,[1.01,100.0]
acosh_n2d2_s2_uniform_rational_ulp.csv,acosh,rational,2d2,2,fp32,380414.00,4.11,1,[1.01,100.0]
acosh_n3d2_s2_uniform_rational_ulp.csv,acosh,rational,3d2,2,fp32,183625.00,4.42,1,[1.01,100.0]
acosh_n4d1_s2_uniform_rational_ulp.csv,acosh,rational,4d1,2,fp32,589232.00,4.42,1,[1.01,100.0]
acosh_n4d3_s2_uniform_rational_ulp.csv,acosh,rational,4d3,2,fp32,32059.00,5.07,1,[1.01,100.0]
acosh_n5d1_s2_uniform_rational_ulp.csv,acosh,rational,5d1,2,fp32,449312.00,4.74,1,[1.01,100.0]
acosh_n5d3_s2_uniform_rational_ulp.csv,acosh,rational,5d3,2,fp32,17925.00,5.39,1,[1.01,100.0]
acosh_n5d5_s1_uniform_rational_ulp.csv,acosh,rational,5d5,1,fp32,3965.00,3.97,1,[1.01,100.0]
acosh_n6d1_s2_uniform_rational_ulp.csv,acosh,rational,6d1,2,fp32,351811.00,5.07,1,[1.01,100.0]
acosh_n6d3_s2_uniform_rational_ulp.csv,acosh,rational,6d3,2,fp32,11160.00,5.72,1,[1.01,100.0]
acosh_n6d5_s2_uniform_rational_ulp.csv,acosh,rational,6d5,2,fp32,928.00,6.44,1,[1.01,100.0]
acosh_n7d1_s1_uniform_rational_ulp.csv,acosh,rational,7d1,1,fp32,482111.00,3.71,1,[1.01,100.0]
acosh_n7d3_s1_uniform_rational_ulp.csv,acosh,rational,7d3,1,fp32,14559.00,3.95,1,[1.01,100.0]
acosh_n7d5_s1_uniform_rational_ulp.csv,acosh,rational,7d5,1,fp32,1201.62,4.27,1,[1.01,100.0]
acosh_n7d7_s1_uniform_rational_ulp.csv,acosh,rational,7d7,1,fp32,9540.50,4.58,1,[1.01,100.0]
acosh_n8d2_s1_uniform_rational_ulp.csv,acosh,rational,8d2,1,fp32,60066.00,3.97,1,[1.01,100.0]
acosh_n8d4_s1_uniform_rational_ulp.csv,acosh,rational,8d4,1,fp32,2402.00,4.26,1,[1.01,100.0]
acosh_n8d6_s1_uniform_rational_ulp.csv,acosh,rational,8d6,1,fp32,1568.25,4.58,1,[1.01,100.0]
acosh_n8d8_s1_uniform_rational_ulp.csv,acosh,rational,8d8,1,fp32,608.25,4.91,1,[1.01,100.0]
acosh_n9d2_s1_uniform_rational_ulp.csv,acosh,rational,9d2,1,fp32,49206.00,4.11,1,[1.01,100.0]
acosh_n9d4_s1_uniform_rational_ulp.csv,acosh,rational,9d4,1,fp32,440989.16,4.42,1,[1.01,100.0]
acosh_n9d6_s1_uniform_rational_ulp.csv,acosh,rational,9d6,1,fp32,1750.31,4.74,1,[1.01,100.0]
acosh_n9d9_s1_uniform_rational_max.csv,acosh,rational,9d9,1,fp32,421.25,5.23,1,[1.01,100.0]
acosh_p11_s1_uniform_any_ulp.csv,acosh,poly,11,1,fp32,3430718.00,3.24,1,[1.01,100.0]
acosh_p13_s1_uniform_any_ulp.csv,acosh,poly,13,1,fp32,3430718.00,3.27,1,[1.01,100.0]
acosh_p1_s2_uniform_any_ulp.csv,acosh,poly,1,2,fp32,6801491.00,3.01,1,[1.01,100.0]
acosh_p1_s8_uniform_any_ulp.csv,acosh,poly,1,8,fp32,3908558.50,5.13,1,[1.01,100.0]
acosh_p2_s32_uniform_any_ulp.csv,acosh,poly,2,32,fp32,1043488.50,17.43,1,[1.01,100.0]
acosh_p3_s16_uniform_any_ulp.csv,acosh,poly,3,16,fp32,1219684.00,10.51,1,[1.01,100.0]
acosh_p3_s3_uniform_any_ulp.csv,acosh,poly,3,3,fp32,3549641.00,3.50,1,[1.01,100.0]
acosh_p4_s1_uniform_any_ulp.csv,acosh,poly,4,1,fp32,5109725.50,2.97,1,[1.01,100.0]
acosh_p4_s4_uniform_any_ulp.csv,acosh,poly,4,4,fp32,2451807.50,4.19,1,[1.01,100.0]
acosh_p5_s2_uniform_any_ulp.csv,acosh,poly,5,2,fp32,3109577.00,3.28,1,[1.01,100.0]
acosh_p6_s1_uniform_any_ulp.csv,acosh,poly,6,1,fp32,3949068.50,3.10,1,[1.01,100.0]
acosh_p6_s8_uniform_any_ulp.csv,acosh,poly,6,8,fp32,1250461.00,6.41,1,[1.01,100.0]
acosh_p7_s4_uniform_any_ulp.csv,acosh,poly,7,4,fp32,1463643.50,4.47,1,[1.01,100.0]
acosh_p8_s3_uniform_any_ulp.csv,acosh,poly,8,3,fp32,1503126.00,3.92,1,[1.01,100.0]
acosh_p9_s3_uniform_any_ulp.csv,acosh,poly,9,3,fp32,1232923.50,4.00,1,[1.01,100.0]
asin_n10d3_s1_uniform_rational_ulp.csv,asin,rational,10d3,1,fp32,4440.00,3.41,1,[-0.99,0.99]
asin_n11d1_s1_uniform_rational_ulp.csv,asin,rational,11d1,1,fp32,44300.00,3.42,1,[-0.99,0.99]
asin_n11d5_s1_uniform_rational_ulp.csv,asin,rational,11d5,1,fp32,303.00,3.66,1,[-0.99,0.99]
asin_n12d4_s1_uniform_rational_ulp.csv,asin,rational,12d4,1,fp32,303.00,3.65,1,[-0.99,0.99]
asin_n14d1_s1_uniform_rational_ulp.csv,asin,rational,14d1,1,fp32,26877.00,3.62,1,[-0.99,0.99]
asin_n2d1_s1_uniform_rational_ulp.csv,asin,rational,2d1,1,fp32,2176797.00,3.00,1,[-0.99,0.99]
asin_n3d3_s1_uniform_rational_ulp.csv,asin,rational,3d3,1,fp32,98854.00,3.16,1,[-0.99,0.99]
asin_n4d4_s1_uniform_rational_ulp.csv,asin,rational,4d4,1,fp32,23603.00,3.21,1,[-0.99,0.99]
asin_n5d4_s1_uniform_rational_ulp.csv,asin,rational,5d4,1,fp32,5173.00,3.33,1,[-0.99,0.99]
asin_n6d3_s1_uniform_rational_ulp.csv,asin,rational,6d3,1,fp32,29028.00,3.24,1,[-0.99,0.99]
asin_n7d1_s1_uniform_rational_ulp.csv,asin,rational,7d1,1,fp32,137525.00,3.29,1,[-0.99,0.99]
asin_n7d5_s1_uniform_rational_ulp.csv,asin,rational,7d5,1,fp32,1430.00,3.41,1,[-0.99,0.99]
asin_n8d2_s1_uniform_rational_ulp.csv,asin,rational,8d2,1,fp32,10594.00,3.33,1,[-0.99,0.99]
asin_n8d6_s1_uniform_rational_ulp.csv,asin,rational,8d6,1,fp32,531.00,3.52,1,[-0.99,0.99]
asin_n9d2_s1_uniform_rational_ulp.csv,asin,rational,9d2,1,fp32,4440.00,3.44,1,[-0.99,0.99]
asin_n9d6_s1_uniform_rational_ulp.csv,asin,rational,9d6,1,fp32,715.00,3.67,1,[-0.99,0.99]
asin_p11_s1_uniform_any_ulp.csv,asin,poly,11,1,fp32,44314.00,3.18,1,[-0.99,0.99]
asin_p15_s3_uniform_any_mae.csv,asin,poly,15,3,fp32,26909.00,5.50,1,[-0.99,0.99]
asin_p1_s1_uniform_any_ulp.csv,asin,poly,1,1,fp32,2248287.00,2.86,1,[-0.99,0.99]
