csv,activation,method,degree,segments,precision,bf16_maxulp,runtime_us,compiles,range
asin_p1_s4_uniform_any_ulp.csv,asin,poly,1,4,fp32,915853.00,3.35,1,[-0.99,0.99]
asin_p2_s2_uniform_any_ulp.csv,asin,poly,2,2,fp32,2176891.00,2.98,1,[-0.99,0.99]
asin_p2_s8_uniform_any_ulp.csv,asin,poly,2,8,fp32,167387.00,5.74,1,[-0.99,0.99]
asin_p3_s32_uniform_any_max.csv,asin,poly,3,32,fp32,105888.00,18.99,1,[-0.99,0.99]
asin_p3_s8_uniform_any_ulp.csv,asin,poly,3,8,fp32,71630.00,6.63,1,[-0.99,0.99]
asin_p4_s32_uniform_any_ulp.csv,asin,poly,4,32,fp32,23011.00,18.32,1,[-0.99,0.99]
asin_p5_s16_uniform_any_ulp.csv,asin,poly,5,16,fp32,117061.00,11.13,1,[-0.99,0.99]
asin_p5_s4_uniform_any_ulp.csv,asin,poly,5,4,fp32,52130.00,4.56,1,[-0.99,0.99]
asin_p6_s3_uniform_any_ulp.csv,asin,poly,6,3,fp32,273099.00,3.82,1,[-0.99,0.99]
asin_p7_s2_uniform_any_ulp.csv,asin,poly,7,2,fp32,137564.00,3.40,1,[-0.99,0.99]
asin_p8_s1_uniform_any_ulp.csv,asin,poly,8,1,fp32,142120.00,3.12,1,[-0.99,0.99]
asin_p9_s1_uniform_any_ulp.csv,asin,poly,9,1,fp32,75883.00,3.10,1,[-0.99,0.99]
asinh_n10d1_s1_uniform_rational_ulp.csv,asinh,rational,10d1,1,fp32,959127.00,3.36,1,[-10.0,10.0]
asinh_n10d5_s1_uniform_rational_ulp.csv,asinh,rational,10d5,1,fp32,4970.00,3.51,1,[-10.0,10.0]
asinh_n11d3_s1_uniform_rational_ulp.csv,asinh,rational,11d3,1,fp32,27600.00,3.55,1,[-10.0,10.0]
asinh_n12d2_s1_uniform_rational_ulp.csv,asinh,rational,12d2,1,fp32,27600.00,3.55,1,[-10.0,10.0]
asinh_n13d1_s1_uniform_rational_ulp.csv,asinh,rational,13d1,1,fp32,473796.00,3.56,1,[-10.0,10.0]
asinh_n14d2_s1_uniform_rational_ulp.csv,asinh,rational,14d2,1,fp32,16479.00,3.65,1,[-10.0,10.0]
asinh_n2d1_s1_uniform_rational_ulp.csv,asinh,rational,2d1,1,fp32,4795015.00,2.97,1,[-10.0,10.0]
asinh_n3d3_s1_uniform_rational_ulp.csv,asinh,rational,3d3,1,fp32,502194.00,3.15,1,[-10.0,10.0]
asinh_n4d4_s1_uniform_rational_ulp.csv,asinh,rational,4d4,1,fp32,138382.00,3.28,1,[-10.0,10.0]
asinh_n5d4_s1_uniform_rational_ulp.csv,asinh,rational,5d4,1,fp32,35019.00,3.30,1,[-10.0,10.0]
asinh_n6d3_s1_uniform_rational_ulp.csv,asinh,rational,6d3,1,fp32,193635.00,3.22,1,[-10.0,10.0]
asinh_n7d1_s1_uniform_rational_ulp.csv,asinh,rational,7d1,1,fp32,1417615.00,3.31,1,[-10.0,10.0]
asinh_n7d5_s1_uniform_rational_ulp.csv,asinh,rational,7d5,1,fp32,12024.00,3.42,1,[-10.0,10.0]
asinh_n8d2_s1_uniform_rational_ulp.csv,asinh,rational,8d2,1,fp32,91672.00,3.35,1,[-10.0,10.0]
asinh_n8d6_s1_uniform_rational_ulp.csv,asinh,rational,8d6,1,fp32,2429.00,3.56,1,[-10.0,10.0]
asinh_n8d8_s1_uniform_rational_ulp.csv,asinh,rational,8d8,1,fp32,651.00,3.65,1,[-10.0,10.0]
asinh_n9d4_s1_uniform_rational_ulp.csv,asinh,rational,9d4,1,fp32,4970.00,3.54,1,[-10.0,10.0]
asinh_p10_s1_uniform_any_ulp.csv,asinh,poly,10,1,fp32,1418344.00,3.09,1,[-10.0,10.0]
asinh_p11_s2_uniform_any_ulp.csv,asinh,poly,11,2,fp32,667680.00,3.88,1,[-10.0,10.0]
asinh_p14_s1_uniform_any_ulp.csv,asinh,poly,14,1,fp32,473699.00,3.26,1,[-10.0,10.0]
asinh_p1_s1_uniform_any_ulp.csv,asinh,poly,1,1,fp32,4796540.00,2.87,1,[-10.0,10.0]
asinh_p1_s4_uniform_any_ulp.csv,asinh,poly,1,4,fp32,3564729.00,3.28,1,[-10.0,10.0]
asinh_p2_s2_uniform_any_ulp.csv,asinh,poly,2,2,fp32,4796564.00,2.95,1,[-10.0,10.0]
asinh_p2_s8_uniform_any_ulp.csv,asinh,poly,2,8,fp32,1420652.00,5.57,1,[-10.0,10.0]
asinh_p3_s32_uniform_any_max.csv,asinh,poly,3,32,fp32,26281.00,17.62,1,[-10.0,10.0]
asinh_p3_s8_uniform_any_ulp.csv,asinh,poly,3,8,fp32,335492.00,6.08,1,[-10.0,10.0]
asinh_p4_s32_uniform_any_mae.csv,asinh,poly,4,32,fp32,26281.00,17.61,1,[-10.0,10.0]
asinh_p4_s8_uniform_any_ulp.csv,asinh,poly,4,8,fp32,335492.00,6.28,1,[-10.0,10.0]
asinh_p5_s3_uniform_any_ulp.csv,asinh,poly,5,3,fp32,2185336.00,3.57,1,[-10.0,10.0]
asinh_p6_s1_uniform_any_ulp.csv,asinh,poly,6,1,fp32,2185329.00,3.00,1,[-10.0,10.0]
asinh_p6_s8_uniform_any_ulp.csv,asinh,poly,6,8,fp32,99428.00,6.68,1,[-10.0,10.0]
asinh_p7_s4_uniform_any_ulp.csv,asinh,poly,7,4,fp32,323071.00,4.42,1,[-10.0,10.0]
asinh_p8_s2_uniform_any_ulp.csv,asinh,poly,8,2,fp32,1418615.00,3.39,1,[-10.0,10.0]
asinh_p9_s1_uniform_any_ulp.csv,asinh,poly,9,1,fp32,1418344.00,3.09,1,[-10.0,10.0]
atan_p10_s1_uniform_any_ulp.csv,atan,poly,10,1,fp32,4651.00,3.14,1,[-1.5707963267948966,1.5707963267948966]
atan_p11_s2_uniform_any_ulp.csv,atan,poly,11,2,fp32,1197.00,3.88,1,[-1.5707963267948966,1.5707963267948966]
atan_p16_s2_chebyshev_any_max.csv,atan,poly,16,2,fp32,85.00,4.56,1,[-1.5707963267948966,1.5707963267948966]
atan_p1_s32_uniform_any_ulp.csv,atan,poly,1,32,fp32,3521.50,16.89,1,[-1.5707963267948966,1.5707963267948966]
atan_p2_s16_uniform_any_ulp.csv,atan,poly,2,16,fp32,10279.75,10.65,1,[-1.5707963267948966,1.5707963267948966]
atan_p2_s3_uniform_any_ulp.csv,atan,poly,2,3,fp32,1854239.00,3.16,1,[-1.5707963267948966,1.5707963267948966]
atan_p3_s1_uniform_any_ulp.csv,atan,poly,3,1,fp32,353154.50,2.92,1,[-1.5707963267948966,1.5707963267948966]
atan_p3_s3_uniform_any_ulp.csv,atan,poly,3,3,fp32,353154.50,3.37,1,[-1.5707963267948966,1.5707963267948966]
atan_p4_s1_uniform_any_ulp.csv,atan,poly,4,1,fp32,353154.50,2.91,1,[-1.5707963267948966,1.5707963267948966]
atan_p4_s4_uniform_any_ulp.csv,atan,poly,4,4,fp32,33561.50,4.03,1,[-1.5707963267948966,1.5707963267948966]
atan_p5_s2_uniform_any_ulp.csv,atan,poly,5,2,fp32,78093.00,3.24,1,[-1.5707963267948966,1.5707963267948966]
atan_p6_s1_uniform_any_ulp.csv,atan,poly,6,1,fp32,78093.00,3.02,1,[-1.5707963267948966,1.5707963267948966]
atan_p6_s8_uniform_any_ulp.csv,atan,poly,6,8,fp32,6596.25,7.05,1,[-1.5707963267948966,1.5707963267948966]
atan_p7_s4_uniform_any_ulp.csv,atan,poly,7,4,fp32,270.00,5.13,1,[-1.5707963267948966,1.5707963267948966]
