Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
57.69,MatmulDeviceOperation (in0:dram_interleaved),483.44,6,Compute,39.33,50.68,45.26,3.90,43.85
9.01,LayerNormDeviceOperation (in0:width_sharded),75.50,4,Compute,,,,,
7.06,BinaryNgDeviceOperation (in0:dram_interleaved),59.16,4,Compute,,,,,
6.06,AllGatherAsyncDeviceOperation (in0:dram_interleaved),50.78,2,Other,,,,,
4.80,ReduceScatterMinimalAsyncDeviceOperation (in0:dram_interleaved),40.25,2,Other,,,,,
3.55,SDPAOperation (in0:dram_interleaved),29.72,1,Compute,,,,,
2.36,ShardedToInterleavedDeviceOperation (in0:width_sharded),19.75,4,DM,,,,,
2.09,InterleavedToShardedDeviceOperation (in0:dram_interleaved),17.47,4,DM,,,,,
2.06,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),17.23,1,TM,,,,,
2.03,RotaryEmbeddingHfDeviceOperation (in0:dram_interleaved),16.98,2,Other,,,,,
1.65,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),13.82,1,TM,,,,,
1.04,LayerNormDeviceOperation (in0:dram_interleaved),8.75,2,Compute,,,,,
0.26,TypecastDeviceOperation (in0:dram_interleaved),2.19,2,TM,,,,,
0.24,PagedFillCacheDeviceOperation (in0:dram_interleaved),2.00,2,Other,,,,,
0.11,SliceDeviceOperation (in0:dram_interleaved),0.88,1,TM,,,,,
