Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
35.48,SparseMatmulDeviceOperation (in0:dram_interleaved),634.83,2,Compute,28.90,28.93,28.92,0.02,28.92
19.90,MatmulDeviceOperation (in0:dram_interleaved),355.98,5,Compute,3.40,11.04,5.93,3.15,5.38
16.75,LayerNormDeviceOperation (in0:dram_interleaved),299.72,7,Compute,,,,,
5.95,SparseMatmulDeviceOperation (in0:l1_interleaved),106.43,1,Compute,21.56,21.56,21.56,,21.56
3.78,TransposeDeviceOperation (in0:l1_interleaved),67.65,4,TM,,,,,
3.23,UnaryDeviceOperation (in0:l1_interleaved),57.76,4,Compute,,,,,
3.21,LayerNormDeviceOperation (in0:l1_interleaved),57.48,4,Compute,,,,,
2.47,SdpaDecodeDeviceOperation (in0:height_sharded),44.22,1,Other,,,,,
1.55,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),27.65,1,Other,,,,,
1.37,TopKDeviceOperation (in0:dram_interleaved),24.58,1,Other,,,,,
1.13,BinaryNgDeviceOperation (in0:dram_interleaved),20.30,7,Compute,,,,,
1.10,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),19.59,2,DM,,,,,
0.40,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),7.16,4,TM,,,,,
0.40,BinaryNgDeviceOperation (in0:l1_interleaved),7.15,2,Compute,,,,,
0.36,SliceDeviceOperation (in0:dram_interleaved),6.51,5,TM,,,,,
0.36,SoftmaxDeviceOperation (in0:dram_interleaved),6.39,1,Compute,,,,,
0.34,TypecastDeviceOperation (in0:dram_interleaved),6.13,3,TM,,,,,
0.32,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),5.67,1,TM,,,,,
0.31,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),5.55,2,Other,,,,,
0.27,FillPadDeviceOperation (in0:dram_interleaved),4.74,1,TM,,,,,
0.23,InterleavedToShardedDeviceOperation (in0:dram_interleaved),4.19,6,DM,,,,,
0.23,UnaryDeviceOperation (in0:dram_interleaved),4.14,2,Compute,,,,,
0.23,ReshapeViewDeviceOperation (in0:dram_interleaved),4.06,1,Other,,,,,
0.18,ReduceDeviceOperation (in0:l1_interleaved),3.15,1,Compute,,,,,
0.17,ScatterDeviceOperation (in0:dram_interleaved),3.04,1,Other,,,,,
0.11,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.04,3,DM,,,,,
0.09,ShardedToInterleavedDeviceOperation (in0:width_sharded),1.65,1,DM,,,,,
0.08,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.37,1,TM,,,,,
