Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
34.50,MatmulDeviceOperation (in0:dram_interleaved),503.19,6,Compute,3.52,10.91,6.96,2.71,5.55
22.65,SparseMatmulDeviceOperation (in0:dram_interleaved),330.40,1,Compute,27.78,27.78,27.78,,27.78
7.32,SparseMatmulDeviceOperation (in0:l1_interleaved),106.70,1,Compute,21.50,21.50,21.50,,21.50
5.42,LayerNormDeviceOperation (in0:dram_interleaved),79.02,2,Compute,,,,,
4.59,TransposeDeviceOperation (in0:l1_interleaved),66.89,3,TM,,,,,
4.03,RotaryEmbeddingHfDeviceOperation (in0:dram_interleaved),58.72,2,Other,,,,,
3.76,UnaryDeviceOperation (in0:l1_interleaved),54.85,2,Compute,,,,,
3.21,LayerNormDeviceOperation (in0:width_sharded),46.75,6,Compute,,,,,
1.85,LayerNormDeviceOperation (in0:l1_interleaved),27.05,3,Compute,,,,,
1.79,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),26.07,1,Other,,,,,
1.69,TopKDeviceOperation (in0:dram_interleaved),24.59,1,Other,,,,,
1.19,SdpaDecodeDeviceOperation (in0:height_sharded),17.39,1,Compute,,,,,
0.79,BinaryNgDeviceOperation (in0:dram_interleaved),11.58,4,Compute,,,,,
0.76,TransposeDeviceOperation (in0:dram_interleaved),11.09,4,TM,,,,,
0.75,BinaryNgDeviceOperation (in0:width_sharded),10.93,4,Compute,,,,,
0.55,BinaryNgDeviceOperation (in0:l1_interleaved),8.02,2,Compute,,,,,
0.49,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),7.08,4,TM,,,,,
0.47,InterleavedToShardedDeviceOperation (in0:dram_interleaved),6.91,7,DM,,,,,
0.45,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),6.60,1,Other,,,,,
0.44,SoftmaxDeviceOperation (in0:dram_interleaved),6.40,1,Compute,,,,,
0.42,TypecastDeviceOperation (in0:dram_interleaved),6.13,3,TM,,,,,
0.41,ShardedToInterleavedDeviceOperation (in0:width_sharded),5.91,4,DM,,,,,
0.39,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),5.68,1,TM,,,,,
0.33,FillPadDeviceOperation (in0:dram_interleaved),4.83,1,TM,,,,,
0.28,UnaryDeviceOperation (in0:dram_interleaved),4.15,2,Compute,,,,,
0.23,ReshapeViewDeviceOperation (in0:dram_interleaved),3.38,1,TM,,,,,
0.22,SliceDeviceOperation (in0:dram_interleaved),3.22,3,TM,,,,,
0.21,ScatterDeviceOperation (in0:dram_interleaved),3.05,1,Other,,,,,
0.21,ReduceDeviceOperation (in0:l1_interleaved),2.99,1,Compute,,,,,
0.19,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.83,3,DM,,,,,
0.18,SliceDeviceOperation (in0:l1_interleaved),2.67,2,TM,,,,,
0.16,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),2.30,1,TM,,,,,
0.09,InterleavedToShardedDeviceOperation (in0:l1_interleaved),1.31,1,DM,,,,,
