GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,96,110,,,391,15234,14656484557848,14656484578414,14318,14656484558933,14656484578262,14318,14656484558933,14656484578262,14318,13928,13956,259,13993,,0,0
2051,,,3,blackhole,,8,110,,,99,1476,14656703953157,14656703955149,966,14656703953666,14656703954970,966,14656703953666,14656703954970,919,959,,,,,162512761,162512761
3075,,,3,blackhole,,8,110,,,395,6670,14656715348489,14656715357494,5695,14656715349625,14656715357313,5623,14656715349722,14656715357313,4159,5105,5611,5387,5559,,8440760,8440613
4099,,,3,blackhole,,80,110,,,188,54887,14656722580611,14656722654709,54291,14656722581269,14656722654562,54277,14656722581288,14656722654562,54231,41537,52796,52751,53025,,5351068,5351089
5123,,,3,blackhole,,32,110,,,216,21341,14656726127557,14656726156367,20400,14656726128657,14656726156197,20400,14656726128657,14656726156197,19336,20399,,,,,2573404,2573404
6147,,,3,blackhole,,1,110,,,19,1427,14656731823410,14656731825337,868,14656731824013,14656731825185,867,14656731824015,14656731825185,850,415,513,142,207,,4197666,4199998
7171,,,3,blackhole,,1,110,,,94,2949,14656737249103,14656737253084,2441,14656737249640,14656737252936,2441,14656737249640,14656737252936,2347,1724,1768,110,1801,,4017322,4017322
8195,,,3,blackhole,,1,110,,,53,2962,14656737417415,14656737421414,2436,14656737417978,14656737421267,2433,14656737417983,14656737421267,2384,1718,1796,110,1840,,122238,122278
9219,,,3,blackhole,,110,110,,,271,3820,14656740214254,14656740219411,3223,14656740214908,14656740219259,3223,14656740214908,14656740219259,3202,935,,,,,2069387,2069387
10243,,,3,blackhole,,110,110,,,169,3812,14656740391601,14656740396747,3210,14656740392258,14656740396592,3210,14656740392258,14656740396592,3198,927,,,,,128133,128133
11267,,,3,blackhole,,32,110,,,172,1939,14656742749708,14656742752325,1011,14656742750812,14656742752177,1011,14656742750812,14656742752177,1011,199,,,,,1743675,1743675
