OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,SUB DEVICE ID,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PROGRAM HASH,PROGRAM CACHE HIT,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),DRAM BW UTIL PER CTRL (%),ETH BW UTIL (%),NPE CONG IMPACT (%),TT_DNN_DEVICE_OP_TT_HOST_FUNC [ns]
TransposeDeviceOperation,tt_dnn_device,41987,3,blackhole,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'pad_value': '0'},,110,110,,,3256610711,3256611081,370,8935952247971,8935952253240,16133,16133,3903,3301,3301,,,,163,3292,994,,,,,,,,,1[1],1[1],32[32],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'],['writer_unary_transpose_hc_interleaved_tiled_padding_aware/3403485737563375483/'; 'reader_unary_transpose_hc_interleaved_tiled_padding_aware/3278640446294112578/'],14763886275959663257,False,1216,1040,0,0,0,0,0,0,0,1244,1244,476,[6.585208892822266],[210.7266845703125],37.686,,,,,,,370
InterleavedToShardedDeviceOperation,tt_dnn_device,43011,3,blackhole,"{'keep_l1_aligned': 'false'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":0;""y"":0}; {""start"":{""x"":0;""y"":1};""end"":{""x"":0;""y"":1}; {""start"":{""x"":0;""y"":2};""end"":{""x"":0;""y"":2}; {""start"":{""x"":1;""y"":0};""end"":{""x"":1;""y"":0}; {""start"":{""x"":1;""y"":1};""end"":{""x"":1;""y"":1}; {""start"":{""x"":1;""y"":2};""end"":{""x"":1;""y"":2}; {""start"":{""x"":2;""y"":0};""end"":{""x"":2;""y"":0}; {""start"":{""x"":2;""y"":1};""end"":{""x"":2;""y"":1}; {""start"":{""x"":2;""y"":2};""end"":{""x"":2;""y"":2}; {""start"":{""x"":3;""y"":0};""end"":{""x"":3;""y"":0}; {""start"":{""x"":3;""y"":1};""end"":{""x"":3;""y"":1}; {""start"":{""x"":3;""y"":2};""end"":{""x"":3;""y"":2}; {""start"":{""x"":4;""y"":0};""end"":{""x"":4;""y"":0}; {""start"":{""x"":4;""y"":1};""end"":{""x"":4;""y"":1}; {""start"":{""x"":4;""y"":2};""end"":{""x"":4;""y"":2}; {""start"":{""x"":5;""y"":0};""end"":{""x"":5;""y"":0}; {""start"":{""x"":5;""y"":1};""end"":{""x"":5;""y"":1}; {""start"":{""x"":5;""y"":2};""end"":{""x"":5;""y"":2}; {""start"":{""x"":6;""y"":0};""end"":{""x"":6;""y"":0}; {""start"":{""x"":6;""y"":1};""end"":{""x"":6;""y"":1}; {""start"":{""x"":6;""y"":2};""end"":{""x"":6;""y"":2}; {""start"":{""x"":7;""y"":0};""end"":{""x"":7;""y"":0}; {""start"":{""x"":7;""y"":1};""end"":{""x"":7;""y"":1}; {""start"":{""x"":7;""y"":2};""end"":{""x"":7;""y"":2}; {""start"":{""x"":8;""y"":0};""end"":{""x"":8;""y"":0}; {""start"":{""x"":8;""y"":1};""end"":{""x"":8;""y"":1}; {""start"":{""x"":8;""y"":2};""end"":{""x"":8;""y"":2}; {""start"":{""x"":9;""y"":0};""end"":{""x"":9;""y"":0}; {""start"":{""x"":9;""y"":1};""end"":{""x"":9;""y"":1}; {""start"":{""x"":9;""y"":2};""end"":{""x"":9;""y"":2}; {""start"":{""x"":10;""y"":0};""end"":{""x"":10;""y"":0}; {""start"":{""x"":10;""y"":1};""end"":{""x"":10;""y"":1}]; shape=[32; 128]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'}",,32,110,,,3256623485,3256623966,481,8935952262329,8935952265097,7656,7656,2050,1127,1127,,,,162,1119,1094,,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'],['writer_unary_sharded/2816079715866797849/'; 'reader_unary_sharded_blocks_interleaved_start_id/13575281725531493021/'],3818893462322974683,False,444,876,0,0,0,0,0,0,0,1,1,1,[],[],0.089,,,,,,,481
EmbeddingsDeviceOperation,tt_dnn_device,44035,3,blackhole,{'embeddings_type': 'EmbeddingsType::GENERIC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'pad_token': 'std::nullopt'; 'tilized': 'true'},HiFi4,1,110,,,3256634857,3256635258,401,8935952275461,8935952279577,8209,8214,3049,2520,2513,,,,56,2464,1733,1777,116,1852,,,,,,1[1],1[1],1[1],32[32],ROW_MAJOR,UINT32,DEV_0_DRAM_INTERLEAVED,1[1],1[1],131072[131072],128[128],ROW_MAJOR,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/tilize/device/kernels/compute/tilize.cpp'],['tilize/4075551047992850222/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/embedding/device/kernels/dataflow/embeddings_tilize.cpp'],['writer_unary_interleaved_start_id/17379425957123616916/'; 'embeddings_tilize/14134729056215501798/'],295500034972764725,False,1000,948,1180,784,2020,0,0,0,0,1,1,1,[],[],0.04,,,,,,,401
TransposeDeviceOperation,tt_dnn_device,45059,3,blackhole,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'pad_value': '0'},,110,110,,,3256646038,3256646379,341,8935952295707,8935952300939,12535,12535,3876,3287,3287,,,,164,3284,986,,,,,,,,,1[1],1[1],32[32],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'],['writer_unary_transpose_hc_interleaved_tiled_padding_aware/3403485737563375483/'; 'reader_unary_transpose_hc_interleaved_tiled_padding_aware/3278640446294112578/'],14763886275959663257,False,1216,1040,0,0,0,0,0,0,0,1244,1244,476,[6.585208892822266],[210.7266845703125],37.846,,,,,,,341
InterleavedToShardedDeviceOperation,tt_dnn_device,46083,3,blackhole,"{'keep_l1_aligned': 'false'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":0;""y"":0}; {""start"":{""x"":0;""y"":1};""end"":{""x"":0;""y"":1}; {""start"":{""x"":0;""y"":2};""end"":{""x"":0;""y"":2}; {""start"":{""x"":1;""y"":0};""end"":{""x"":1;""y"":0}; {""start"":{""x"":1;""y"":1};""end"":{""x"":1;""y"":1}; {""start"":{""x"":1;""y"":2};""end"":{""x"":1;""y"":2}; {""start"":{""x"":2;""y"":0};""end"":{""x"":2;""y"":0}; {""start"":{""x"":2;""y"":1};""end"":{""x"":2;""y"":1}; {""start"":{""x"":2;""y"":2};""end"":{""x"":2;""y"":2}; {""start"":{""x"":3;""y"":0};""end"":{""x"":3;""y"":0}; {""start"":{""x"":3;""y"":1};""end"":{""x"":3;""y"":1}; {""start"":{""x"":3;""y"":2};""end"":{""x"":3;""y"":2}; {""start"":{""x"":4;""y"":0};""end"":{""x"":4;""y"":0}; {""start"":{""x"":4;""y"":1};""end"":{""x"":4;""y"":1}; {""start"":{""x"":4;""y"":2};""end"":{""x"":4;""y"":2}; {""start"":{""x"":5;""y"":0};""end"":{""x"":5;""y"":0}; {""start"":{""x"":5;""y"":1};""end"":{""x"":5;""y"":1}; {""start"":{""x"":5;""y"":2};""end"":{""x"":5;""y"":2}; {""start"":{""x"":6;""y"":0};""end"":{""x"":6;""y"":0}; {""start"":{""x"":6;""y"":1};""end"":{""x"":6;""y"":1}; {""start"":{""x"":6;""y"":2};""end"":{""x"":6;""y"":2}; {""start"":{""x"":7;""y"":0};""end"":{""x"":7;""y"":0}; {""start"":{""x"":7;""y"":1};""end"":{""x"":7;""y"":1}; {""start"":{""x"":7;""y"":2};""end"":{""x"":7;""y"":2}; {""start"":{""x"":8;""y"":0};""end"":{""x"":8;""y"":0}; {""start"":{""x"":8;""y"":1};""end"":{""x"":8;""y"":1}; {""start"":{""x"":8;""y"":2};""end"":{""x"":8;""y"":2}; {""start"":{""x"":9;""y"":0};""end"":{""x"":9;""y"":0}; {""start"":{""x"":9;""y"":1};""end"":{""x"":9;""y"":1}; {""start"":{""x"":9;""y"":2};""end"":{""x"":9;""y"":2}; {""start"":{""x"":10;""y"":0};""end"":{""x"":10;""y"":0}; {""start"":{""x"":10;""y"":1};""end"":{""x"":10;""y"":1}]; shape=[32; 128]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'}",,32,110,,,3256658231,3256659524,1293,8935952309260,8935952312027,7079,7079,2050,1138,1138,,,,167,1138,1101,,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'],['writer_unary_sharded/2816079715866797849/'; 'reader_unary_sharded_blocks_interleaved_start_id/13575281725531493021/'],3818893462322974683,False,444,876,0,0,0,0,0,0,0,1,1,1,[],[],0.088,,,,,,,1293
EmbeddingsDeviceOperation,tt_dnn_device,47107,3,blackhole,{'embeddings_type': 'EmbeddingsType::GENERIC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'pad_token': 'std::nullopt'; 'tilized': 'true'},HiFi4,1,110,,,3256668060,3256668561,501,8935952320322,8935952324442,6665,6665,3052,2534,2533,,,,55,2479,1741,1767,116,1840,,,,,,1[1],1[1],1[1],32[32],ROW_MAJOR,UINT32,DEV_0_DRAM_INTERLEAVED,1[1],1[1],131072[131072],128[128],ROW_MAJOR,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/tilize/device/kernels/compute/tilize.cpp'],['tilize/4075551047992850222/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/embedding/device/kernels/dataflow/embeddings_tilize.cpp'],['writer_unary_interleaved_start_id/17379425957123616916/'; 'embeddings_tilize/14134729056215501798/'],295500034972764725,False,1000,948,1180,784,2020,0,0,0,0,1,1,1,[],[],0.039,,,,,,,501
TransposeDeviceOperation,tt_dnn_device,48131,3,blackhole,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'pad_value': '0'},,110,110,,,3256679582,3256679923,341,8935952341035,8935952346293,12875,12875,3895,3304,3304,,,,162,3304,1011,,,,,,,,,1[1],1[1],32[32],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'],['writer_unary_transpose_hc_interleaved_tiled_padding_aware/3403485737563375483/'; 'reader_unary_transpose_hc_interleaved_tiled_padding_aware/3278640446294112578/'],14763886275959663257,False,1216,1040,0,0,0,0,0,0,0,1244,1244,476,[6.585208892822266],[210.7266845703125],37.651,,,,,,,341
InterleavedToShardedDeviceOperation,tt_dnn_device,49155,3,blackhole,"{'keep_l1_aligned': 'false'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":0;""y"":0}; {""start"":{""x"":0;""y"":1};""end"":{""x"":0;""y"":1}; {""start"":{""x"":0;""y"":2};""end"":{""x"":0;""y"":2}; {""start"":{""x"":1;""y"":0};""end"":{""x"":1;""y"":0}; {""start"":{""x"":1;""y"":1};""end"":{""x"":1;""y"":1}; {""start"":{""x"":1;""y"":2};""end"":{""x"":1;""y"":2}; {""start"":{""x"":2;""y"":0};""end"":{""x"":2;""y"":0}; {""start"":{""x"":2;""y"":1};""end"":{""x"":2;""y"":1}; {""start"":{""x"":2;""y"":2};""end"":{""x"":2;""y"":2}; {""start"":{""x"":3;""y"":0};""end"":{""x"":3;""y"":0}; {""start"":{""x"":3;""y"":1};""end"":{""x"":3;""y"":1}; {""start"":{""x"":3;""y"":2};""end"":{""x"":3;""y"":2}; {""start"":{""x"":4;""y"":0};""end"":{""x"":4;""y"":0}; {""start"":{""x"":4;""y"":1};""end"":{""x"":4;""y"":1}; {""start"":{""x"":4;""y"":2};""end"":{""x"":4;""y"":2}; {""start"":{""x"":5;""y"":0};""end"":{""x"":5;""y"":0}; {""start"":{""x"":5;""y"":1};""end"":{""x"":5;""y"":1}; {""start"":{""x"":5;""y"":2};""end"":{""x"":5;""y"":2}; {""start"":{""x"":6;""y"":0};""end"":{""x"":6;""y"":0}; {""start"":{""x"":6;""y"":1};""end"":{""x"":6;""y"":1}; {""start"":{""x"":6;""y"":2};""end"":{""x"":6;""y"":2}; {""start"":{""x"":7;""y"":0};""end"":{""x"":7;""y"":0}; {""start"":{""x"":7;""y"":1};""end"":{""x"":7;""y"":1}; {""start"":{""x"":7;""y"":2};""end"":{""x"":7;""y"":2}; {""start"":{""x"":8;""y"":0};""end"":{""x"":8;""y"":0}; {""start"":{""x"":8;""y"":1};""end"":{""x"":8;""y"":1}; {""start"":{""x"":8;""y"":2};""end"":{""x"":8;""y"":2}; {""start"":{""x"":9;""y"":0};""end"":{""x"":9;""y"":0}; {""start"":{""x"":9;""y"":1};""end"":{""x"":9;""y"":1}; {""start"":{""x"":9;""y"":2};""end"":{""x"":9;""y"":2}; {""start"":{""x"":10;""y"":0};""end"":{""x"":10;""y"":0}; {""start"":{""x"":10;""y"":1};""end"":{""x"":10;""y"":1}]; shape=[32; 128]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'}",,32,110,,,3256691906,3256692296,390,8935952354694,8935952357464,7157,7157,2052,1116,1116,,,,163,1116,1088,,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'],['writer_unary_sharded/2816079715866797849/'; 'reader_unary_sharded_blocks_interleaved_start_id/13575281725531493021/'],3818893462322974683,False,444,876,0,0,0,0,0,0,0,1,1,1,[],[],0.09,,,,,,,390
EmbeddingsDeviceOperation,tt_dnn_device,50179,3,blackhole,{'embeddings_type': 'EmbeddingsType::GENERIC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'pad_token': 'std::nullopt'; 'tilized': 'true'},HiFi4,1,110,,,3256703177,3256704389,1212,8935952367715,8935952371907,8142,8142,3105,2556,2556,,,,44,2512,1760,1804,114,1893,,,,,,1[1],1[1],1[1],32[32],ROW_MAJOR,UINT32,DEV_0_DRAM_INTERLEAVED,1[1],1[1],131072[131072],128[128],ROW_MAJOR,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/tilize/device/kernels/compute/tilize.cpp'],['tilize/4075551047992850222/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/embedding/device/kernels/dataflow/embeddings_tilize.cpp'],['writer_unary_interleaved_start_id/17379425957123616916/'; 'embeddings_tilize/14134729056215501798/'],295500034972764725,False,1000,948,1180,784,2020,0,0,0,0,1,1,1,[],[],0.039,,,,,,,1212
TransposeDeviceOperation,tt_dnn_device,51203,3,blackhole,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'pad_value': '0'},,110,110,,,3256715060,3256715911,851,8935952388839,8935952394095,13148,13148,3893,3285,3285,,,,162,3276,968,,,,,,,,,1[1],1[1],32[32],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'],['writer_unary_transpose_hc_interleaved_tiled_padding_aware/3403485737563375483/'; 'reader_unary_transpose_hc_interleaved_tiled_padding_aware/3278640446294112578/'],14763886275959663257,False,1216,1040,0,0,0,0,0,0,0,1244,1244,476,[6.585208892822266],[210.7266845703125],37.869,,,,,,,851
InterleavedToShardedDeviceOperation,tt_dnn_device,52227,3,blackhole,"{'keep_l1_aligned': 'false'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":0;""y"":0}; {""start"":{""x"":0;""y"":1};""end"":{""x"":0;""y"":1}; {""start"":{""x"":0;""y"":2};""end"":{""x"":0;""y"":2}; {""start"":{""x"":1;""y"":0};""end"":{""x"":1;""y"":0}; {""start"":{""x"":1;""y"":1};""end"":{""x"":1;""y"":1}; {""start"":{""x"":1;""y"":2};""end"":{""x"":1;""y"":2}; {""start"":{""x"":2;""y"":0};""end"":{""x"":2;""y"":0}; {""start"":{""x"":2;""y"":1};""end"":{""x"":2;""y"":1}; {""start"":{""x"":2;""y"":2};""end"":{""x"":2;""y"":2}; {""start"":{""x"":3;""y"":0};""end"":{""x"":3;""y"":0}; {""start"":{""x"":3;""y"":1};""end"":{""x"":3;""y"":1}; {""start"":{""x"":3;""y"":2};""end"":{""x"":3;""y"":2}; {""start"":{""x"":4;""y"":0};""end"":{""x"":4;""y"":0}; {""start"":{""x"":4;""y"":1};""end"":{""x"":4;""y"":1}; {""start"":{""x"":4;""y"":2};""end"":{""x"":4;""y"":2}; {""start"":{""x"":5;""y"":0};""end"":{""x"":5;""y"":0}; {""start"":{""x"":5;""y"":1};""end"":{""x"":5;""y"":1}; {""start"":{""x"":5;""y"":2};""end"":{""x"":5;""y"":2}; {""start"":{""x"":6;""y"":0};""end"":{""x"":6;""y"":0}; {""start"":{""x"":6;""y"":1};""end"":{""x"":6;""y"":1}; {""start"":{""x"":6;""y"":2};""end"":{""x"":6;""y"":2}; {""start"":{""x"":7;""y"":0};""end"":{""x"":7;""y"":0}; {""start"":{""x"":7;""y"":1};""end"":{""x"":7;""y"":1}; {""start"":{""x"":7;""y"":2};""end"":{""x"":7;""y"":2}; {""start"":{""x"":8;""y"":0};""end"":{""x"":8;""y"":0}; {""start"":{""x"":8;""y"":1};""end"":{""x"":8;""y"":1}; {""start"":{""x"":8;""y"":2};""end"":{""x"":8;""y"":2}; {""start"":{""x"":9;""y"":0};""end"":{""x"":9;""y"":0}; {""start"":{""x"":9;""y"":1};""end"":{""x"":9;""y"":1}; {""start"":{""x"":9;""y"":2};""end"":{""x"":9;""y"":2}; {""start"":{""x"":10;""y"":0};""end"":{""x"":10;""y"":0}; {""start"":{""x"":10;""y"":1};""end"":{""x"":10;""y"":1}]; shape=[32; 128]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'}",,32,110,,,3256727644,3256727995,351,8935952402921,8935952405712,7478,7478,2067,1128,1128,,,,166,1119,1096,,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],32[32],32[1],128[128],TILE,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'],['writer_unary_sharded/2816079715866797849/'; 'reader_unary_sharded_blocks_interleaved_start_id/13575281725531493021/'],3818893462322974683,False,444,876,0,0,0,0,0,0,0,1,1,1,[],[],0.089,,,,,,,351
