Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
62.49,MatmulDeviceOperation (in0:dram_interleaved),23317.39,4,Compute,10.97,17.37,14.04,3.39,14.54
10.34,PermuteDeviceOperation (in0:dram_interleaved),3859.72,6,TM,,,,,
6.56,SliceDeviceOperation (in0:dram_interleaved),2446.52,70,TM,,,,,
5.24,BinaryNgDeviceOperation (in0:dram_interleaved),1956.19,9,Compute,,,,,
3.63,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),1353.35,4,TM,,,,,
3.02,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),1128.45,4,TM,,,,,
1.97,ConcatDeviceOperation (in0:dram_interleaved),736.30,2,TM,,,,,
1.58,UnaryDeviceOperation (in0:dram_interleaved),589.42,3,Compute,,,,,
1.26,SDPAOperation (in0:dram_interleaved),470.33,1,Compute,,,,,
0.96,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),357.61,1,TM,,,,,
0.91,UntilizeDeviceOperation (in0:dram_interleaved),337.85,2,TM,,,,,
0.83,PagedFillCacheDeviceOperation (in0:dram_interleaved),309.49,64,Other,,,,,
0.81,LayerNormDeviceOperation (in0:dram_interleaved),303.90,2,Compute,,,,,
0.37,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),138.54,1,TM,,,,,
0.03,TilizeDeviceOperation (in0:dram_interleaved),9.48,4,TM,,,,,
