Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_FUNCTIONAL_PREFILL_B32'.
Using operations until 'PERF_FUNCTIONAL_PREFILL_B32_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID   Total %  Bound  OP Code                                            Device   Device Time  Op-to-Op Gap  Cores  DRAM     DRAM %  FLOPs        FLOPs %  Math Fidelity
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
765    0.4 %         LayerNormDeviceOperation                                 2       152 μs                  110                                                BF16, BF16 => BF16
766   13.4 %   SLOW  MatmulDeviceOperation b={32} x 128 x 3072 x 9216         2     5,031 μs          1 μs     96  31 GB/s   6.1 %  46.1 TFLOPs   17.4 %  HiFi2 BF16 x BF16 => BF16
767    1.0 %         NlpCreateHeadsDeviceOperation                            2       358 μs          1 μs    110                                                      BF16 => BF16
768    0.2 %         SliceDeviceOperation                                     2        91 μs          0 μs    110                                                      BF16 => BF16
769    0.5 %         UntilizeDeviceOperation                                  2       170 μs          1 μs    108                                                      BF16 => BF16
770    1.7 %         SliceDeviceOperation                                     2       625 μs          1 μs    110                                                      BF16 => BF16
771    0.8 %         TilizeWithValPaddingDeviceOperation                      2       283 μs          0 μs    108                                                      BF16 => BF16
772    0.2 %         UnaryDeviceOperation                                     2        87 μs          0 μs    110                                                      BF16 => BF16
773    0.9 %         UntilizeWithUnpaddingDeviceOperation                     2       338 μs          1 μs    108                                                      BF16 => BF16
774    0.9 %         UntilizeWithUnpaddingDeviceOperation                     2       339 μs          0 μs    108                                                      BF16 => BF16
775    1.4 %         PermuteDeviceOperation                                   2       531 μs          0 μs    110                                                      BF16 => BF16
776    1.4 %         PermuteDeviceOperation                                   2       536 μs          1 μs    110                                                      BF16 => BF16
777    1.0 %         ConcatDeviceOperation                                    2       368 μs          1 μs    110                                                BF16, BF16 => BF16
778    2.3 %         PermuteDeviceOperation                                   2       866 μs          0 μs    110                                                      BF16 => BF16
779    0.8 %         TilizeWithValPaddingDeviceOperation                      2       283 μs          1 μs    108                                                      BF16 => BF16
780    0.0 %         TilizeDeviceOperation                                    2         3 μs          1 μs      4                                                      BF16 => BF16
781    0.5 %         BinaryNgDeviceOperation                                  2       198 μs          0 μs    110                                                BF16, BF16 => BF16
782    0.0 %         TilizeDeviceOperation                                    2         2 μs          1 μs      4                                                      BF16 => BF16
783    0.5 %         BinaryNgDeviceOperation                                  2       197 μs          0 μs    110                                                BF16, BF16 => BF16
784    0.5 %         BinaryNgDeviceOperation                                  2       180 μs          0 μs    110                                                BF16, BF16 => BF16
785    0.2 %         SliceDeviceOperation                                     2        92 μs          0 μs    110                                                      BF16 => BF16
786    0.4 %         UntilizeDeviceOperation                                  2       167 μs          1 μs    108                                                      BF16 => BF16
787    1.7 %         SliceDeviceOperation                                     2       623 μs          1 μs    110                                                      BF16 => BF16
788    0.8 %         TilizeWithValPaddingDeviceOperation                      2       281 μs          0 μs    108                                                      BF16 => BF16
789    0.2 %         UnaryDeviceOperation                                     2        86 μs          0 μs    110                                                      BF16 => BF16
790    0.9 %         UntilizeWithUnpaddingDeviceOperation                     2       338 μs          1 μs    108                                                      BF16 => BF16
791    0.9 %         UntilizeWithUnpaddingDeviceOperation                     2       338 μs          0 μs    108                                                      BF16 => BF16
792    1.4 %         PermuteDeviceOperation                                   2       533 μs          0 μs    110                                                      BF16 => BF16
