Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
51.21,MatmulDeviceOperation (in0:dram_interleaved),12898.57,265,Compute,7.82,221.46,15.11,20.64,14.95
21.65,SparseMatmulDeviceOperation (in0:dram_interleaved),5453.93,57,Compute,,,,,
4.26,LayerNormDeviceOperation (in0:dram_interleaved),1073.88,48,Compute,,,,,
4.08,BinaryNgDeviceOperation (in0:dram_interleaved),1026.84,320,Compute,,,,,
3.66,SdpaDecodeDeviceOperation (in0:dram_interleaved),920.58,32,Compute,,,,,
2.40,FillPadDeviceOperation (in0:dram_interleaved),605.66,96,TM,,,,,
2.11,SliceDeviceOperation (in0:dram_interleaved),530.85,304,TM,,,,,
1.87,UntilizeCodegenDeviceOperation (in0:dram_interleaved),470.76,76,Other,,,,,
1.70,UnaryDeviceOperation (in0:dram_interleaved),428.89,128,Compute,,,,,
1.54,TransposeDeviceOperation (in0:dram_interleaved),388.70,128,TM,,,,,
1.41,GatherDeviceOperation (in0:dram_interleaved),355.77,12,Other,,,,,
0.66,TopKDeviceOperation (in0:dram_interleaved),165.29,12,Other,,,,,
0.58,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),147.00,36,TM,,,,,
0.35,ReshapeViewDeviceOperation (in0:dram_interleaved),87.80,32,TM,,,,,
0.33,FastReduceNCDeviceOperation (in0:dram_interleaved),83.86,32,Compute,,,,,
0.33,ConcatDeviceOperation (in0:dram_interleaved),81.91,64,TM,,,,,
0.29,PermuteDeviceOperation (in0:dram_interleaved),74.00,24,TM,,,,,
0.21,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),53.30,12,DM,,,,,
0.20,TypecastDeviceOperation (in0:dram_interleaved),51.42,32,TM,,,,,
0.20,InterleavedToShardedDeviceOperation (in0:dram_interleaved),50.55,84,DM,,,,,
0.19,ShardedToInterleavedDeviceOperation (in0:width_sharded),48.27,29,DM,,,,,
0.18,ReduceDeviceOperation (in0:dram_interleaved),46.46,24,Compute,,,,,
0.18,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),45.81,29,TM,,,,,
0.18,RotaryEmbeddingLlamaDeviceOperation (in0:height_sharded),44.84,24,Compute,,,,,
0.10,EmbeddingsDeviceOperation (in0:dram_interleaved),26.30,24,Compute,,,,,
0.05,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),13.11,11,TM,,,,,
0.05,ShardedToInterleavedDeviceOperation (in0:height_sharded),12.36,24,DM,,,,,
