Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
81.96,SparseMatmulDeviceOperation (in0:dram_interleaved),55152.16,64,Compute,25.49,41.98,33.74,8.28,36.74
7.81,SparseMatmulDeviceOperation (in0:l1_interleaved),5254.46,32,Compute,20.66,21.41,21.24,0.15,21.23
3.20,TransposeDeviceOperation (in0:l1_interleaved),2155.22,128,TM,,,,,
2.66,UnaryDeviceOperation (in0:l1_interleaved),1787.13,96,Compute,,,,,
0.75,MatmulDeviceOperation (in0:dram_interleaved),503.17,6,Compute,4.59,14.78,6.80,3.94,5.94
0.68,UntilizeDeviceOperation (in0:dram_interleaved),455.40,63,TM,,,,,
0.57,SdpaDecodeDeviceOperation (in0:height_sharded),382.23,1,Compute,,,,,
0.51,LayerNormDeviceOperation (in0:dram_interleaved),345.15,8,Compute,,,,,
0.45,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),305.59,63,TM,,,,,
0.37,BinaryNgDeviceOperation (in0:l1_interleaved),249.08,64,Compute,,,,,
0.17,ReshapeViewDeviceOperation (in0:dram_interleaved),113.38,32,TM,,,,,
0.14,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),96.28,34,TM,,,,,
0.14,ReduceDeviceOperation (in0:l1_interleaved),92.46,32,Compute,,,,,
0.09,SliceDeviceOperation (in0:dram_interleaved),58.68,66,TM,,,,,
0.09,RotaryEmbeddingHfDeviceOperation (in0:dram_interleaved),58.25,2,Other,,,,,
0.06,UntilizeWithUnpaddingDeviceOperation (in0:l1_interleaved),43.34,32,TM,,,,,
0.05,TransposeDeviceOperation (in0:dram_interleaved),33.76,4,TM,,,,,
0.05,LayerNormDeviceOperation (in0:l1_interleaved),32.21,3,Compute,,,,,
0.04,BinaryNgDeviceOperation (in0:dram_interleaved),29.57,6,Compute,,,,,
0.04,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),27.22,1,Other,,,,,
0.04,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),25.95,2,DM,,,,,
0.04,TopKDeviceOperation (in0:dram_interleaved),24.57,1,Other,,,,,
0.02,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),15.68,1,TM,,,,,
0.02,InterleavedToShardedDeviceOperation (in0:dram_interleaved),14.47,4,DM,,,,,
0.01,ShardedToInterleavedDeviceOperation (in0:height_sharded),6.49,3,DM,,,,,
0.01,SoftmaxDeviceOperation (in0:dram_interleaved),6.38,1,Compute,,,,,
0.01,TypecastDeviceOperation (in0:dram_interleaved),6.30,3,TM,,,,,
0.01,ScatterDeviceOperation (in0:dram_interleaved),4.11,1,Other,,,,,
0.01,ConcatDeviceOperation (in0:l1_interleaved),3.64,1,TM,,,,,
0.00,ShardedToInterleavedDeviceOperation (in0:width_sharded),2.20,1,DM,,,,,
0.00,TilizeDeviceOperation (in0:dram_interleaved),2.12,1,TM,,,,,
0.00,UnaryDeviceOperation (in0:dram_interleaved),2.02,1,Compute,,,,,
