Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
58.89,SparseMatmulDeviceOperation (in0:dram_interleaved),1749.77,2,Compute,25.50,41.05,33.28,10.99,36.19
13.03,MatmulDeviceOperation (in0:dram_interleaved),387.17,6,Compute,4.61,14.76,7.05,3.91,6.65
10.12,LayerNormDeviceOperation (in0:dram_interleaved),300.57,7,Compute,,,,,
5.50,SparseMatmulDeviceOperation (in0:l1_interleaved),163.56,1,Compute,21.32,21.32,21.32,,21.32
2.28,TransposeDeviceOperation (in0:l1_interleaved),67.81,4,TM,,,,,
1.93,UnaryDeviceOperation (in0:l1_interleaved),57.38,4,Compute,,,,,
1.93,LayerNormDeviceOperation (in0:l1_interleaved),57.20,4,Compute,,,,,
1.45,SdpaDecodeDeviceOperation (in0:height_sharded),43.09,1,Compute,,,,,
0.93,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),27.67,1,Other,,,,,
0.83,TopKDeviceOperation (in0:dram_interleaved),24.59,1,Other,,,,,
0.54,BinaryNgDeviceOperation (in0:dram_interleaved),16.10,6,Compute,,,,,
0.33,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),9.82,1,Other,,,,,
0.26,BinaryNgDeviceOperation (in0:l1_interleaved),7.70,2,Compute,,,,,
0.23,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),6.86,4,TM,,,,,
0.19,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),5.62,1,TM,,,,,
0.18,TypecastDeviceOperation (in0:dram_interleaved),5.37,3,TM,,,,,
0.18,SoftmaxDeviceOperation (in0:dram_interleaved),5.34,1,Compute,,,,,
0.18,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),5.33,2,Other,,,,,
0.16,FillPadDeviceOperation (in0:dram_interleaved),4.74,1,TM,,,,,
0.14,InterleavedToShardedDeviceOperation (in0:dram_interleaved),4.26,6,DM,,,,,
0.11,ReshapeViewDeviceOperation (in0:dram_interleaved),3.40,1,TM,,,,,
0.11,SliceDeviceOperation (in0:dram_interleaved),3.21,3,TM,,,,,
0.11,UnaryDeviceOperation (in0:dram_interleaved),3.19,2,Compute,,,,,
0.10,ReduceDeviceOperation (in0:l1_interleaved),3.06,1,Compute,,,,,
0.10,ScatterDeviceOperation (in0:dram_interleaved),3.05,1,Other,,,,,
0.06,ShardedToInterleavedDeviceOperation (in0:height_sharded),1.93,3,DM,,,,,
0.05,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.37,1,TM,,,,,
0.05,ShardedToInterleavedDeviceOperation (in0:width_sharded),1.37,1,DM,,,,,
0.03,CopyDeviceOperation (in0:height_sharded),0.77,1,DM,,,,,
