formats.input_A,formats.input_B,formats.register_A,formats.register_B,formats.output,formats.sfpu_math,unpack_to_dest,dest_acc,speed_of_light,math_fidelity,dest_sync,throttle_level,unpack_transpose_faces,num_faces,num_faces_A,num_faces_B,loop_factor,tile_cnt,c_dimm,r_dimm,k_dimm,marker,mean(L1_TO_L1),TEXT_SIZE(L1_TO_L1),test,dst_index,unpack_transpose_within_face,partial_a,partial_face_pack,partial_b,partial_face_math,in0_r_dim,in0_c_dim,in1_r_dim,in1_c_dim,cfg,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,32,2,4,4,TILE_LOOP,86863.0,12316,perf_matmul,,,,,,,,,,,8af4a32aa47c,86863,86828,86859,86836,86865,86863,86791,86870,86892,86909
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,4,1,2,2,TILE_LOOP,19013.0,12316,perf_matmul,,,,,,,,,,,90437cc3ce89,19013,19048,19086,19013,19013,19013,19048,19177,19198,19091
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,6,1,2,3,TILE_LOOP,25220.0,12316,perf_matmul,,,,,,,,,,,b003828e440b,25220,25220,25194,25222,25196,25207,25192,25192,25192,25194
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,8,4,1,2,TILE_LOOP,28214.0,12316,perf_matmul,,,,,,,,,,,49fd0acb6408,28214,28244,28250,28260,28236,28205,28240,28263,28260,28260
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,16,2,4,2,TILE_LOOP,56034.0,12316,perf_matmul,,,,,,,,,,,858227d61381,56034,55756,55906,55743,55856,55843,55801,55959,55580,55851
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,4,1,2,2,TILE_LOOP,19374.0,12316,perf_matmul,,,,,,,,,,,a4ed90a8e158,19374,19447,19445,19375,19369,19374,19378,19380,19384,19374
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,6,1,2,3,TILE_LOOP,26923.0,12316,perf_matmul,,,,,,,,,,,5be3a6fa8607,26923,26923,26896,26923,26923,26923,26923,26923,26940,26923
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,4,1,2,2,TILE_LOOP,20174.0,12304,perf_matmul,,,,,,,,,,,dd1dfaaf6cdd,20174,20152,20171,20189,20189,20145,20169,20202,20175,20188
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,6,1,2,3,TILE_LOOP,24816.0,12304,perf_matmul,,,,,,,,,,,edf14d39b319,24816,24858,24816,24831,24808,24816,24816,24816,24816,24816
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,8,4,1,2,TILE_LOOP,28145.0,12304,perf_matmul,,,,,,,,,,,301d65b53599,28145,28209,28094,28095,28208,28158,28210,28208,28210,28208
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,12,4,1,3,TILE_LOOP,37813.0,12304,perf_matmul,,,,,,,,,,,b8ec2d7fe67d,37813,38033,37826,37849,37831,37820,37821,37803,37801,37852
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,24,2,4,3,TILE_LOOP,66752.0,12304,perf_matmul,,,,,,,,,,,80c45a68b8e9,66752,66706,66676,66721,66575,66591,66877,66646,66573,66815
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,32,2,4,4,TILE_LOOP,75122.0,12304,perf_matmul,,,,,,,,,,,773eed44c2e3,75122,75113,75151,75061,75025,75049,75044,75090,75057,75089
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,4,2,1,2,TILE_LOOP,15661.0,12364,perf_matmul,,,,,,,,,,,bceeda1a57c4,15661,15612,15573,15566,15573,15573,15573,15573,15582,15573
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,6,2,1,3,TILE_LOOP,21922.0,12364,perf_matmul,,,,,,,,,,,b34381c2f471,21922,21914,21927,21902,21924,21914,21902,21914,21914,21936
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,2,2,1,1,TILE_LOOP,14289.0,12364,perf_matmul,,,,,,,,,,,bb6534b0c724,14289,14285,14285,14285,14330,14285,14285,14283,14267,14285
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,4,2,1,2,TILE_LOOP,15647.0,12364,perf_matmul,,,,,,,,,,,b745affc58f2,15647,15604,15604,15604,15604,15604,15596,15604,15692,15604
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,6,2,1,3,TILE_LOOP,22301.0,12364,perf_matmul,,,,,,,,,,,79aa40cf9b10,22301,22308,22300,22301,22338,22301,22310,22316,22313,22316
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,12,1,4,3,TILE_LOOP,49310.0,12364,perf_matmul,,,,,,,,,,,9c5144931a9d,49310,49282,49338,49319,49313,49291,49308,49313,49282,49310
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,2,2,1,1,TILE_LOOP,13116.0,12364,perf_matmul,,,,,,,,,,,285a59d05fc4,13116,13193,13193,13193,13193,13137,13193,13193,13193,13193
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,12,1,4,3,TILE_LOOP,53141.0,12364,perf_matmul,,,,,,,,,,,7b34fa48b121,53141,53105,53146,53156,53157,53125,53141,53167,53165,53136
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,4,2,1,2,TILE_LOOP,16646.0,12352,perf_matmul,,,,,,,,,,,7324b7baa1e4,16646,16646,16679,16646,16646,16668,16646,16619,16646,16711
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,6,2,1,3,TILE_LOOP,21815.0,12352,perf_matmul,,,,,,,,,,,7cc31626da07,21815,21829,21815,21804,21815,21815,21831,21815,21815,21804
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,12,1,4,3,TILE_LOOP,47644.0,12352,perf_matmul,,,,,,,,,,,cde04cb9fdaf,47644,47649,47647,47645,47655,47634,47641,47641,47695,47677
Float16,Float16,Float16,Float16,Float32,Float16,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,16,1,4,4,TILE_LOOP,59394.0,12352,perf_matmul,,,,,,,,,,,35d179574ca0,59394,59396,59388,59395,59386,59386,59439,59414,59451,59432
Float16_b,Float16_b,Float16_b,Float16_b,Bfp8_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,8,4,2,1,TILE_LOOP,21846.0,12316,perf_matmul,,,,,,,,,,,ab1fca648558,21846,21731,21846,21846,21846,21735,21859,21846,21846,21846
Float16_b,Float16_b,Float16_b,Float16_b,Bfp8_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,8,4,2,1,TILE_LOOP,22390.0,12304,perf_matmul,,,,,,,,,,,69addb7a21ba,22390,22390,22390,22434,22390,22390,22390,22390,22390,22390
Float16_b,Float16_b,Float16_b,Float16_b,Bfp8_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,16,4,2,2,TILE_LOOP,31151.0,12304,perf_matmul,,,,,,,,,,,0db75338d223,31151,31151,31151,31148,31121,31148,31116,31137,31151,31151
Float16_b,Float16_b,Float16_b,Float16_b,Bfp8_b,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,4,2,2,1,TILE_LOOP,11161.0,12352,perf_matmul,,,,,,,,,,,9403a3a9b3c5,11161,11161,11148,11148,11145,11161,11161,11161,11145,11161
Float16_b,Float16_b,Float16_b,Float16_b,Float16,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,8,2,1,4,TILE_LOOP,27531.0,12364,perf_matmul,,,,,,,,,,,e95c7720e54a,27531,27531,27531,27531,27554,27524,27531,27531,27513,27532
Float16_b,Float16_b,Float16_b,Float16_b,Float16,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,8,2,1,4,TILE_LOOP,28146.0,12364,perf_matmul,,,,,,,,,,,7dd788d08c33,28146,28101,28101,28101,28101,28106,28101,28101,28101,28130
Float16_b,Float16_b,Float16_b,Float16_b,Float16,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,8,2,1,4,TILE_LOOP,27508.0,12352,perf_matmul,,,,,,,,,,,91d23ecb406e,27508,27553,27553,27492,27553,27508,27553,27508,27555,27553
Float16_b,Float16_b,Float16_b,Float16_b,Float16,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,16,2,1,8,TILE_LOOP,53663.0,12352,perf_matmul,,,,,,,,,,,5113e8b613b8,53663,53663,53572,53572,53572,53572,53572,53580,53572,53572
Float16_b,Float16_b,Float16_b,Float16_b,Float16,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,64,2,1,32,TILE_LOOP,210490.0,12352,perf_matmul,,,,,,,,,,,f25f58191530,210490,210490,210490,210494,210030,210490,210490,210490,210083,210490
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,12,1,6,2,TILE_LOOP,42960.0,12316,perf_matmul,,,,,,,,,,,4cfa3f91d6f7,42960,43045,42875,43026,42820,43016,42991,43094,43030,43034
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,6,1,6,1,TILE_LOOP,28458.0,12316,perf_matmul,,,,,,,,,,,7429647f7512,28458,28361,28469,28458,28483,28458,28377,28458,28432,28483
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,6,1,6,1,TILE_LOOP,28499.0,12316,perf_matmul,,,,,,,,,,,5798ad762d58,28499,28382,28405,28407,28313,28229,28370,28500,28482,28485
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,12,1,6,2,TILE_LOOP,43677.0,12304,perf_matmul,,,,,,,,,,,0e971e07a69b,43677,43685,43708,43855,43639,43695,43755,43767,43689,43786
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,18,1,6,3,TILE_LOOP,61962.0,12304,perf_matmul,,,,,,,,,,,ae727f789a74,61962,62003,61998,62054,61975,61953,61938,62044,61966,61948
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,24,3,2,4,TILE_LOOP,51147.0,12304,perf_matmul,,,,,,,,,,,8c221dba283a,51147,51177,51209,51152,51151,51158,51144,51147,51154,51162
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,48,3,2,8,TILE_LOOP,98789.0,12304,perf_matmul,,,,,,,,,,,38e34aa87942,98789,98786,98766,98810,98870,98797,98814,98791,98823,98802
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,2,1,2,1,TILE_LOOP,10766.0,12364,perf_matmul,,,,,,,,,,,8923bfb444c3,10766,10766,10766,10766,10769,10770,10766,10766,10766,10753
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,2,1,2,1,TILE_LOOP,10178.0,12364,perf_matmul,,,,,,,,,,,fce9b9bcad83,10178,10198,10240,10178,10240,10240,10240,10178,10240,10234
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,2,1,2,1,TILE_LOOP,10259.0,12364,perf_matmul,,,,,,,,,,,510f884c1f9c,10259,10270,10290,10290,10290,10290,10290,10279,10290,10290
Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,2,1,2,1,TILE_LOOP,10875.0,12352,perf_matmul,,,,,,,,,,,e4a08852b735,10875,10861,10875,10875,10875,10875,10875,10875,10875,10875
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,1,1,1,1,TILE_LOOP,8646.0,12316,perf_matmul,,,,,,,,,,,5bfbd0999634,8646,8646,8646,8646,8660,8644,8646,8646,8646,8646
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,2,1,2,1,TILE_LOOP,16486.0,12316,perf_matmul,,,,,,,,,,,10325501892e,16486,16478,16478,16481,16480,16478,16492,16485,16467,16466
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,4,1,4,1,TILE_LOOP,29256.0,12316,perf_matmul,,,,,,,,,,,bbbeb7cfadc8,29256,29267,29239,29239,29287,29251,29263,29239,29239,29304
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,4,2,TILE_LOOP,38075.0,12316,perf_matmul,,,,,,,,,,,a1838892c83b,38075,38047,38063,38047,38018,38016,38049,38041,38091,38035
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,64,8,1,8,TILE_LOOP,179000.0,12316,perf_matmul,,,,,,,,,,,978f4fc67e50,179000,178754,178923,179535,179300,179317,179011,178474,178893,178243
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,1,1,1,1,TILE_LOOP,8608.0,12316,perf_matmul,,,,,,,,,,,3e6b5efadad2,8608,8608,8608,8608,8650,8608,8608,8608,8608,8650
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,4,1,4,1,TILE_LOOP,30127.0,12316,perf_matmul,,,,,,,,,,,e4c4788d88d2,30127,30127,30112,30127,30126,30133,30116,30126,30170,30133
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,4,2,TILE_LOOP,37880.0,12316,perf_matmul,,,,,,,,,,,829e1e9ac655,37880,37880,37937,37821,37892,37816,37850,37844,37794,37817
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,64,8,1,8,TILE_LOOP,211717.0,12316,perf_matmul,,,,,,,,,,,77d3851fadf0,211717,211735,211888,211733,211896,211924,211717,211738,211734,211704
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,1,1,1,1,TILE_LOOP,8713.0,12316,perf_matmul,,,,,,,,,,,cd177bdeeb16,8713,8713,8713,8713,8729,8733,8713,8713,8713,8713
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,4,1,4,1,TILE_LOOP,29817.0,12316,perf_matmul,,,,,,,,,,,a2d55bb96467,29817,29870,29837,29829,29817,29840,29821,29817,29827,29825
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,4,2,TILE_LOOP,37541.0,12316,perf_matmul,,,,,,,,,,,e7e2fe70d2f0,37541,37567,37517,37502,37502,37525,37471,37473,37588,37618
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,1,1,1,1,TILE_LOOP,8137.0,12304,perf_matmul,,,,,,,,,,,88d2d1e4faf1,8137,8137,8137,8137,8137,8137,8137,8137,8137,8181
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,2,1,2,1,TILE_LOOP,16185.0,12304,perf_matmul,,,,,,,,,,,99e9906cf417,16185,16205,16184,16198,16181,16184,16206,16186,16216,16199
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,4,1,4,1,TILE_LOOP,30016.0,12304,perf_matmul,,,,,,,,,,,0cf26a5ed201,30016,30014,30014,29981,30009,30014,30014,30015,30012,30016
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,4,2,TILE_LOOP,37842.0,12304,perf_matmul,,,,,,,,,,,6865312cc2c1,37842,37843,37808,37811,37850,37826,37860,37813,37831,37817
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,64,8,1,8,TILE_LOOP,171624.0,12304,perf_matmul,,,,,,,,,,,666fc3e90ab4,171624,171591,171565,171711,171735,171954,171733,171783,171869,171666
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,1,8,TILE_LOOP,53584.0,12364,perf_matmul,,,,,,,,,,,0795b83f4983,53584,53584,53584,53495,53584,53584,53584,53584,53584,53584
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,4,2,TILE_LOOP,37127.0,12364,perf_matmul,,,,,,,,,,,48355004d265,37127,37061,37078,37087,37182,37051,37164,37101,37031,37131
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,4,1,1,4,TILE_LOOP,27428.0,12364,perf_matmul,,,,,,,,,,,0648db734874,27428,27375,27428,27428,27428,27428,27428,27458,27428,27428
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,1,8,TILE_LOOP,53570.0,12364,perf_matmul,,,,,,,,,,,4f2af836e0e6,53570,53537,53570,53610,53610,53610,53610,53610,53610,53570
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,4,2,TILE_LOOP,37824.0,12364,perf_matmul,,,,,,,,,,,875cd904c814,37824,37774,37768,37760,37769,37808,37808,37770,37773,37739
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,1,8,TILE_LOOP,53450.0,12352,perf_matmul,,,,,,,,,,,7ccd5dc98928,53450,53450,53450,53450,53601,53494,53450,53450,53450,53450
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,12,1,4,3,TILE_LOOP,47687.0,12352,perf_matmul,,,,,,,,,,,3b7ca1778bd0,47687,47612,47633,47655,47649,47635,47632,47632,47699,47630
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,16,1,4,4,TILE_LOOP,59374.0,12352,perf_matmul,,,,,,,,,,,15f040bbd984,59374,59378,59400,59399,59399,59419,59422,59459,59406,59416
Float16_b,Float16_b,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.Yes,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,32,1,1,32,TILE_LOOP,210109.0,12352,perf_matmul,,,,,,,,,,,874db2919a99,210109,210109,210109,210576,210148,210109,210109,210109,210109,210109
Float32,Float32,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,16,1,4,4,TILE_LOOP,134139.0,12316,perf_matmul,,,,,,,,,,,116fdb2d093e,134139,134145,134148,133899,134149,134128,134136,134136,134136,134148
Float32,Float32,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,8,1,4,2,TILE_LOOP,67882.0,12316,perf_matmul,,,,,,,,,,,515203ae82e2,67882,68124,67458,67458,67458,68184,67754,67684,68082,67917
Float32,Float32,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi4,DestSync.Half,0,Transpose.No,4,4,4,64,16,1,4,4,TILE_LOOP,133885.0,12316,perf_matmul,,,,,,,,,,,402e486a1564,133885,133622,133887,133878,133885,133885,133881,133878,133885,133885
Float32,Float32,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,6,3,1,2,TILE_LOOP,51035.0,12304,perf_matmul,,,,,,,,,,,2e03f7b1f4ef,51035,50792,50794,50797,50788,50789,50789,50794,50786,50787
Float32,Float32,Float16_b,Float16_b,Float16_b,Float16_b,False,DestAccumulation.No,False,MathFidelity.LoFi,DestSync.Half,0,Transpose.No,4,4,4,64,9,3,1,3,TILE_LOOP,75554.0,12304,perf_matmul,,,,,,,,,,,615f8f373697,75554,75576,75620,75630,75630,75632,75632,75630,75626,75630
Float32,Float32,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,4,4,1,1,TILE_LOOP,35064.0,12316,perf_matmul,,,,,,,,,,,7a212c60d66c,35064,35111,35125,35125,35111,35110,35111,35111,35065,35121
Float32,Float32,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,8,2,2,2,TILE_LOOP,46368.0,12316,perf_matmul,,,,,,,,,,,bf9ada291db7,46368,46426,46432,46400,46432,46429,46434,46439,46402,46403
Float32,Float32,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,10,1,5,2,TILE_LOOP,87685.0,12316,perf_matmul,,,,,,,,,,,f14fc43edb72,87685,87793,87824,87848,87866,87853,87794,87881,87785,87752
Float32,Float32,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi2,DestSync.Half,0,Transpose.No,4,4,4,64,12,2,2,3,TILE_LOOP,67076.0,12316,perf_matmul,,,,,,,,,,,661951229da6,67076,67011,67014,67015,67009,67008,67023,67020,67021,67012
Float32,Float32,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,4,2,2,1,TILE_LOOP,29517.0,12316,perf_matmul,,,,,,,,,,,334a399106a6,29517,29376,29396,29389,29471,29398,29407,29396,29398,29396
Float32,Float32,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,4,4,1,1,TILE_LOOP,35270.0,12316,perf_matmul,,,,,,,,,,,6a914a29cb2f,35270,35228,35232,35270,35270,35270,35248,35270,35270,35271
Float32,Float32,Float16_b,Float16_b,Float32,Float16_b,False,DestAccumulation.No,False,MathFidelity.HiFi3,DestSync.Half,0,Transpose.No,4,4,4,64,8,2,2,2,TILE_LOOP,51008.0,12316,perf_matmul,,,,,,,,,,,fa5ee9059464,51008,50936,50989,51029,51063,51017,50876,50996,50992,50996
