cfg,test,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
4e46e2cff9ec,perf_math_matmul,348672,348664,348654,348623,348660,348653,348659,348651,348660,348654
0688d802eb78,perf_math_matmul,298351,298212,298386,298223,298344,298280,298246,298301,298217,298203
3bce81f51c74,perf_math_matmul,250489,250498,250508,250491,250494,250470,250517,250465,250475,250472
3a47748d6394,perf_math_matmul,206124,206112,206131,206120,206117,206117,206125,206125,206124,206122
006f8f93fe60,perf_math_matmul,162082,162082,162076,162071,162082,162069,162074,162073,162081,162081
74bdb373b2b2,perf_math_matmul,124738,124742,124742,124751,124742,124738,124725,124740,124743,124740
6530351fe556,perf_math_matmul,118128,118292,118128,118128,118292,118292,118128,118128,118128,118128
3abf83db29f0,perf_math_matmul,118162,118329,118162,118205,118162,118205,118162,118205,118205,118205
599e05a3811f,perf_math_matmul,145653,145643,145648,145649,145649,145644,145648,145644,145648,145648
ce84bb5d851f,perf_math_matmul,192763,192767,192763,192768,192764,192763,192775,192764,192763,192764
6facb7b6a7da,perf_math_matmul,243980,243969,243979,243972,243983,243980,243980,243978,243973,243990
ec9fea335b25,perf_math_matmul,243975,243976,243983,243981,243971,243971,243972,243974,243976,243970
2aa53eea4e00,perf_math_matmul,192763,192763,192764,192763,192764,192764,192765,192766,192764,192766
7d0c9db37452,perf_math_matmul,145643,145643,145649,145644,145648,145644,145643,145643,145643,145648
442ab54fad7a,perf_math_matmul,118162,118205,118205,118162,118162,118205,118162,118162,118162,118205
f0271dd74498,perf_math_matmul,118128,118128,118128,118128,118128,118292,118128,118292,118128,118128
7599522b42b2,perf_math_matmul,151581,151530,151532,151525,151530,151584,151528,151585,151576,151515
a833dad997bd,perf_math_matmul,165955,165955,165950,165949,165955,165955,165957,165954,165954,165954
e1303d7a1814,perf_math_matmul,181808,181720,181749,181627,181828,181703,181925,181630,181684,181810
1a218a58f6d0,perf_math_matmul,235024,235009,234993,235036,235038,235011,235031,234998,235026,234992
3fec246ed5a9,perf_math_matmul,277880,277874,277895,277882,277890,277848,277881,277868,277879,277878
00d9bfab7fa8,perf_math_matmul,317867,317840,317822,317823,317839,317847,317852,317842,317857,317850
ee2ac0d76d19,perf_math_matmul,277882,277880,277870,277866,277888,277875,277876,277878,277878,277874
ba6755990afa,perf_math_matmul,234998,235012,235004,234977,235009,234976,235013,234994,235017,235018
930c6c0ef6ed,perf_math_matmul,165955,165949,165950,165954,165955,165958,165955,165955,165955,165950
6ddd230d7709,perf_math_matmul,151539,151528,151582,151528,151530,151556,151532,151532,151586,151530
babe5d019d11,perf_math_matmul,543080,543073,543070,543069,543073,543064,543059,543064,543073,543078
384f7513fc37,perf_math_matmul,595268,595294,595293,595287,595282,595295,595290,595299,595284,595286
3e792dc6cec4,perf_math_matmul,647556,647537,647510,647523,647530,647544,647531,647531,647532,647533
97a8ddd58e26,perf_math_matmul,699777,699778,699770,699768,699778,699762,699772,699762,699749,699775
a76c43670eba,perf_math_matmul,751999,751986,751989,751982,751973,751979,751986,751991,751973,751977
3bd8fb2dab42,perf_math_matmul,751993,751974,751982,751977,751993,751996,751992,751993,751989,751970
1d94a064fbad,perf_math_matmul,699767,699772,699758,699774,699782,699770,699773,699775,699759,699761
6ca7829288b6,perf_math_matmul,647536,647527,647518,647523,647538,647523,647525,647542,647545,647538
c20a68dac88f,perf_math_matmul,595287,595284,595291,595284,595280,595289,595311,595276,595287,595289
1744bd5fc691,perf_math_matmul,543078,543091,543060,543069,543078,543058,543085,543083,543055,543074
028c45ed2ff7,perf_math_matmul,194955,196701,196672,196299,196659,196678,196681,194978,196682,195866
486dd771c730,perf_math_matmul,212090,212100,212090,212090,212090,212100,212100,212081,212091,212101
600e9acfcc78,perf_math_matmul,235272,235230,235247,235247,235240,235253,235280,235248,235276,235232
6d980df89a94,perf_math_matmul,274749,274755,274760,274738,274759,274756,274760,274762,274755,274756
84c01b1c9ce7,perf_math_matmul,311722,311716,311718,311715,311716,311710,311721,311709,311705,311718
bd2ed529efc2,perf_math_matmul,274764,274755,274740,274761,274754,274765,274751,274770,274772,274769
5aabe5d1147a,perf_math_matmul,235245,235306,235289,235258,235237,235271,235250,235207,235275,235305
793db03619b2,perf_math_matmul,212099,212099,212101,212101,212102,212100,212100,212102,212099,212101
32d72c159279,perf_math_matmul,196680,196673,196693,196677,194954,196677,196677,196674,196675,196678
4ce2c6cdc08c,perf_math_matmul,181283,181272,181278,181312,181278,181283,181283,181271,181271,181283
98540933e12d,perf_math_matmul,157925,157932,157924,157930,157921,157924,157927,157921,157932,157932
726e283e327c,perf_math_matmul,274680,274680,274679,274680,274678,274682,274678,274686,274679,274677
b5f47f078ab6,perf_math_matmul,391421,391421,391426,391416,391425,391422,391425,391420,391423,391419
b67b746b2c29,perf_math_matmul,1265920,1265927,1265916,1265915,1265926,1265920,1265925,1265917,1265927,1265916
154e526054d1,perf_math_matmul,1347839,1347838,1347843,1347847,1347850,1347843,1347841,1347839,1347845,1347846
61df6ac599c8,perf_math_matmul,1265939,1265928,1265912,1265921,1265926,1265925,1265925,1265919,1265929,1265929
84c9038b6ff7,perf_math_matmul,1184006,1184006,1184008,1184008,1184006,1184007,1184010,1184006,1184012,1184006
a4c6a9f78316,perf_math_matmul,391417,391424,391420,391419,391421,391422,391417,391423,391421,391425
4983b2913ba0,perf_math_matmul,274682,274675,274683,274678,274678,274680,274682,274681,274678,274683
1383fbe9003d,perf_math_matmul,157933,157930,157925,157928,157929,157928,157932,157932,157931,157920
246fdeef40a3,perf_math_matmul,263504,263500,263510,263503,263502,263513,263515,263504,263498,263504
2c6ad1a28b19,perf_math_matmul,315671,315659,315663,315660,315657,315662,315668,315652,315656,315660
bf9677232e0f,perf_math_matmul,361779,361785,361774,361786,361783,361785,361784,361791,361772,361788
364598e56d0c,perf_math_matmul,408869,408887,408899,408869,408890,408885,408873,408913,408888,408893
89a20c24ae7b,perf_math_matmul,455012,455022,455011,455025,455011,455010,455024,455042,455023,455023
8a26f548b082,perf_math_matmul,408884,408881,408885,408914,408891,408881,408903,408908,408875,408892
009571c080b1,perf_math_matmul,361795,361787,361784,361774,361788,361780,361789,361785,361797,361775
fca4ac4f8bdb,perf_math_matmul,315680,315645,315659,315662,315670,315666,315662,315645,315675,315680
d041354b5eb9,perf_math_matmul,263503,263523,263509,263506,263509,263503,263499,263501,263490,263519
95e0ba4d9867,perf_math_matmul,216371,216361,216369,216365,216370,216369,216363,216369,216371,216371
b7258d9eefd6,perf_math_matmul,136184,136156,136156,136203,136193,136184,136156,136156,136156,136173
b18d409f32b7,perf_math_matmul,153603,153600,153600,153603,153600,153603,153603,153603,153603,153603
8849c974cb9b,perf_math_matmul,168981,168996,168996,168997,168981,168958,168996,168996,168996,168958
7f4bb9c6e9ae,perf_math_matmul,184335,184335,184335,184335,184335,184335,184335,184335,184335,184335
4f8ea6f9ca62,perf_math_matmul,199723,199723,199723,199723,199724,199723,199723,199723,199723,199731
9590176b6c8b,perf_math_matmul,199723,199724,199732,199723,199731,199723,199723,199732,199723,199723
5ac1d512ba74,perf_math_matmul,184335,184342,184335,184335,184335,184335,184335,184335,184335,184335
e7ff512e6872,perf_math_matmul,168996,168981,168959,168996,168996,168996,168996,168996,168996,168996
4502d9567a26,perf_math_matmul,153586,153603,153603,153603,153603,153603,153603,153586,153603,153600
f5604a8c18c2,perf_math_matmul,136156,136156,136156,136156,136184,136156,136156,136156,136143,136156
bce1a2a63409,perf_math_matmul,118207,118207,118207,118207,118207,118096,118207,118207,118207,118207
7942f13f7840,perf_math_matmul,118241,118241,118262,118241,118241,118241,118262,118262,118262,118262
04ea973b6c2d,perf_math_matmul,152834,152834,152835,152833,152829,152834,152827,152835,152840,152828
5766b473f7fe,perf_math_matmul,206076,206071,206078,206074,206069,206073,206066,206074,206077,206077
3cc93559d285,perf_math_matmul,255220,255222,255219,255226,255218,255219,255219,255221,255221,255211
2019321abf99,perf_math_matmul,255220,255227,255228,255214,255218,255222,255217,255223,255219,255221
9e26934faceb,perf_math_matmul,206070,206079,206069,206074,206075,206075,206064,206075,206073,206078
4066769cdaf3,perf_math_matmul,152836,152830,152837,152832,152839,152831,152830,152842,152833,152836
9f701920370b,perf_math_matmul,118241,118250,118241,118241,118241,118241,118241,118241,118262,118241
9051f75264cd,perf_math_matmul,118207,118207,118207,118291,118296,118207,118096,118207,118207,118296
74c57b268fed,perf_math_matmul,144648,144649,144636,144646,144650,144649,144648,144638,144648,144650
66ead98db5bf,perf_math_matmul,250125,250126,250130,250125,250123,250125,250124,250121,250122,250127
c1b29ec8ec20,perf_math_matmul,356270,356272,356272,356272,356280,356269,356272,356266,356269,356276
94db54e320f5,perf_math_matmul,468293,468290,468289,468289,468298,468284,468307,468291,468296,468306
6157dd623263,perf_math_matmul,549125,549132,548970,549079,548811,548879,548906,549047,548866,549076
49fb27956ab5,perf_math_matmul,619870,619869,619858,619857,619857,619852,619858,619855,619858,619869
eec0288d038a,perf_math_matmul,548752,549014,549241,549074,548997,549027,548861,549157,549027,549050
d22f333b7e6a,perf_math_matmul,468292,468312,468305,468302,468302,468300,468306,468294,468288,468306
9bf0a5261004,perf_math_matmul,250121,250128,250133,250128,250124,250124,250123,250134,250120,250122
f329366e48e1,perf_math_matmul,144648,144647,144652,144647,144650,144643,144637,144650,144648,144648
7f338204971a,perf_math_matmul,118242,118147,118189,118147,118147,118147,118147,118189,118147,118189
f69163d2e05d,perf_math_matmul,128280,128269,128279,128286,128285,128283,128280,128281,128281,128280
75cde8b9a21c,perf_math_matmul,198955,198967,198969,198965,198964,198966,198957,198959,198961,198965
f40190ccd03f,perf_math_matmul,270656,270664,270677,270677,270670,270660,270669,270656,270662,270659
4303f0e54a97,perf_math_matmul,343389,343387,343371,343381,343380,343380,343378,343380,343382,343387
fcec8a5bea76,perf_math_matmul,343379,343373,343381,343382,343383,343382,343374,343381,343375,343387
58c94b8c170a,perf_math_matmul,270651,270678,270671,270675,270677,270686,270651,270674,270657,270669
bc50adee630f,perf_math_matmul,198959,198960,198966,198963,198960,198963,198967,198959,198966,198974
a153d0e3c8ac,perf_math_matmul,128279,128280,128282,128278,128282,128280,128287,128280,128283,128280
6205bb4b2e5b,perf_math_matmul,118018,118147,118189,118189,118189,118147,118189,118147,118189,118147
84890cd42277,perf_math_matmul,1321326,1321325,1321325,1321325,1321326,1321326,1321325,1321326,1321326,1321325
d576655d730e,perf_math_matmul,1453432,1453432,1453432,1453432,1453437,1453437,1453437,1453432,1453432,1453437
1bf2a9cf91fe,perf_math_matmul,1585544,1585544,1585544,1585544,1585544,1585539,1585544,1585544,1585539,1585539
550ecdedb9b8,perf_math_matmul,1717646,1717647,1717651,1717646,1717646,1717646,1717646,1717646,1717651,1717646
1bef6c759319,perf_math_matmul,1849753,1849758,1849758,1849753,1849753,1849753,1849753,1849753,1849753,1849753
3330a6a99826,perf_math_matmul,1849753,1849753,1849753,1849758,1849753,1849753,1849753,1849753,1849753,1849753
ebcf21692354,perf_math_matmul,1717651,1717651,1717651,1717646,1717651,1717651,1717651,1717646,1717651,1717646
065ddacf7e64,perf_math_matmul,1585544,1585544,1585544,1585544,1585544,1585544,1585539,1585544,1585539,1585539
d316f3b74f90,perf_math_matmul,1453432,1453437,1453437,1453432,1453432,1453432,1453432,1453432,1453432,1453437
873933c7c5a5,perf_math_matmul,1321326,1321325,1321326,1321325,1321325,1321325,1321325,1321326,1321326,1321325
9c0f3d883d4d,perf_math_matmul,528728,528727,528728,528728,528727,528727,528727,528728,528727,528728
6087a9236e60,perf_math_matmul,660843,660843,660842,660843,660842,660843,660843,660843,660843,660843
3e2d32925b6e,perf_math_matmul,792958,792958,792958,792958,792958,792958,792958,792958,792958,792958
0ca8d4d6e126,perf_math_matmul,925074,925074,925074,925073,925074,925074,925074,925074,925074,925073
1df933795bfb,perf_math_matmul,1057189,1057189,1057189,1057189,1057189,1057189,1057189,1057189,1057189,1057189
2159c19bc898,perf_math_matmul,925075,925074,925074,925074,925074,925074,925074,925074,925074,925074
2359cd7f6b58,perf_math_matmul,792958,792958,792958,792958,792958,792958,792958,792958,792958,792958
995ea56af84e,perf_math_matmul,660843,660842,660843,660842,660842,660843,660843,660843,660842,660842
713f4ed97473,perf_math_matmul,528728,528727,528728,528728,528728,528728,528728,528727,528728,528728
8eea02e2841a,perf_math_matmul,396608,396607,396608,396607,396607,396607,396607,396608,396607,396607
c5ddeedafe85,perf_math_matmul,143619,143631,143615,143633,143630,143629,143621,143621,143619,143619
2614d6192640,perf_math_matmul,264545,264543,264543,264543,264543,264543,264543,264546,264545,264543
b38331a7107b,perf_math_matmul,396680,396678,396678,396680,396680,396678,396678,396683,396678,396678
73c0bd157530,perf_math_matmul,2140590,2140581,2140589,2140586,2140581,2140583,2140584,2140591,2140586,2140580
ba9f08cdb7d4,perf_math_matmul,2292156,2292154,2292156,2292146,2292156,2292153,2292149,2292150,2292147,2292150
73114fdd0498,perf_math_matmul,2140589,2140585,2140587,2140586,2140586,2140584,2140582,2140593,2140584,2140586
6605355c404d,perf_math_matmul,1989036,1989041,1989042,1989048,1989041,1989041,1989043,1989045,1989046,1989036
becca437c5ec,perf_math_matmul,396678,396678,396678,396678,396681,396678,396678,396678,396681,396678
10dc7f91f8b5,perf_math_matmul,264543,264543,264543,264553,264543,264546,264543,264543,264543,264543
ab55d30debb5,perf_math_matmul,143619,143620,143612,143619,143615,143619,143628,143632,143620,143630
841defd4e483,perf_math_matmul,1311193,1311257,1311253,1311254,1311219,1311255,1311260,1311258,1311203,1311251
59b798678f0f,perf_math_matmul,1479124,1479130,1479129,1479122,1479118,1479123,1479127,1479122,1479119,1479125
e07485b97e3d,perf_math_matmul,1647059,1647060,1647060,1647062,1647059,1647059,1647060,1647057,1647062,1647058
b6757bd43844,perf_math_matmul,1814998,1815000,1815006,1815001,1814999,1815002,1815006,1815005,1814998,1814999
107dac8b8689,perf_math_matmul,1982941,1982952,1982946,1982941,1982943,1982941,1982948,1982948,1982945,1982944
ad7287d6dd92,perf_math_matmul,1982942,1982949,1982944,1982947,1982950,1982943,1982939,1982944,1982939,1982942
1e369d6ba4e8,perf_math_matmul,1815004,1815000,1814996,1815003,1815004,1815002,1815001,1815000,1815000,1814998
a5f6e7272f1b,perf_math_matmul,1647063,1647062,1647066,1647063,1647061,1647056,1647065,1647062,1647060,1647066
4ed428a61d04,perf_math_matmul,1479124,1479120,1479121,1479119,1479119,1479124,1479126,1479137,1479121,1479122
2ab1bca5f956,perf_math_matmul,1311251,1311253,1311255,1311250,1311254,1311249,1311252,1311237,1311193,1311256
7920ea897778,perf_math_matmul,136163,136181,136163,136194,136181,136163,136181,136163,136163,136163
4a831ee22861,perf_math_matmul,264453,264452,264452,264452,264452,264452,264452,264453,264452,264452
ee78f8efa2c0,perf_math_matmul,396554,396554,396554,396555,396554,396554,396554,396555,396555,396554
7f4f0ce2c363,perf_math_matmul,528658,528658,528658,528658,528658,528658,528658,528658,528658,528658
6202022179e9,perf_math_matmul,660762,660763,660762,660762,660763,660762,660762,660762,660762,660762
060345cd6f3a,perf_math_matmul,660762,660763,660762,660762,660762,660762,660762,660762,660762,660762
951a06e220b0,perf_math_matmul,528658,528658,528658,528658,528658,528658,528658,528658,528659,528658
2b6f1c96f427,perf_math_matmul,396555,396555,396555,396554,396554,396554,396555,396554,396554,396554
3c208a47442d,perf_math_matmul,264453,264453,264452,264452,264452,264453,264452,264452,264452,264452
e59773ac8742,perf_math_matmul,136179,136179,136179,136163,136179,136179,136179,136179,136179,136154
1a2af166ffb5,perf_math_matmul,1321326,1321326,1321326,1321326,1321326,1321326,1321326,1321326,1321326,1321326
9133ac20bddb,perf_math_matmul,1453433,1453433,1453433,1453433,1453433,1453433,1453433,1453433,1453433,1453439
2ae76e1e634a,perf_math_matmul,1585540,1585544,1585546,1585540,1585540,1585540,1585540,1585540,1585540,1585540
d6bc95937cdd,perf_math_matmul,1717647,1717647,1717647,1717647,1717647,1717647,1717647,1717647,1717647,1717647
a23126a33617,perf_math_matmul,1849760,1849758,1849754,1849760,1849754,1849754,1849758,1849754,1849754,1849754
0708dfead0f5,perf_math_matmul,1849754,1849754,1849754,1849754,1849754,1849754,1849754,1849754,1849754,1849754
53094c42cc6e,perf_math_matmul,1717647,1717647,1717647,1717647,1717651,1717647,1717647,1717647,1717647,1717647
748404b305fd,perf_math_matmul,1585540,1585540,1585540,1585540,1585540,1585540,1585540,1585540,1585540,1585540
3e45afb20964,perf_math_matmul,1453433,1453433,1453433,1453433,1453437,1453433,1453433,1453433,1453433,1453433
8fa9e8c4f6e3,perf_math_matmul,1321326,1321326,1321326,1321330,1321326,1321326,1321326,1321326,1321326,1321326
012c7a552d99,perf_math_matmul,132381,132381,132381,132381,132381,132381,132381,132381,132381,132381
2bfb6b1dafaf,perf_math_matmul,264482,264486,264484,264484,264482,264482,264484,264488,264482,264484
655093961fcb,perf_math_matmul,396589,396589,396589,396589,396589,396593,396589,396589,396589,396589
a8a088f462d6,perf_math_matmul,528696,528696,528696,528696,528696,528696,528696,528696,528696,528696
ce9c9be108ed,perf_math_matmul,2134443,2134443,2134442,2134443,2134442,2134443,2134442,2134442,2134442,2134442
e598631aa230,perf_math_matmul,1986986,1986987,1986986,1986986,1986986,1986987,1986986,1986986,1986987,1986990
c3a26f434f69,perf_math_matmul,528696,528696,528696,528696,528696,528696,528696,528696,528700,528696
104a6ebbc34f,perf_math_matmul,396589,396589,396589,396589,396589,396589,396589,396589,396594,396589
1c4603852de2,perf_math_matmul,264484,264484,264482,264482,264484,264482,264482,264484,264486,264482
67c74eb8aa99,perf_math_matmul,132381,132381,132381,132381,132381,132381,132381,132381,132381,132381
6de1794d6c3d,perf_math_matmul,528737,528737,528737,528741,528737,528740,528737,528741,528737,528737
3c2945c8fa42,perf_math_matmul,660849,660851,660851,660849,660851,660849,660849,660851,660849,660851
427f3c0dfdff,perf_math_matmul,792964,792964,792964,792965,792964,792964,792965,792964,792965,792964
8d47acb07754,perf_math_matmul,925080,925080,925080,925080,925080,925080,925080,925079,925080,925080
9e709e385d70,perf_math_matmul,1057194,1057194,1057194,1057194,1057195,1057194,1057194,1057199,1057194,1057195
08014edf95f9,perf_math_matmul,925080,925080,925080,925080,925080,925080,925080,925080,925080,925080
9d8ccaa8e944,perf_math_matmul,792964,792965,792965,792969,792964,792964,792965,792964,792965,792965
a3fccfe19e66,perf_math_matmul,660849,660851,660849,660851,660849,660849,660851,660849,660849,660851
937ef91c45dd,perf_math_matmul,528739,528740,528740,528741,528737,528737,528737,528737,528737,528737
35e9c2862663,perf_math_matmul,396619,396620,396619,396619,396620,396619,396619,396620,396620,396619
5ac62619be9e,perf_math_matmul,1378718,1378718,1378718,1378718,1378718,1378718,1378718,1378718,1378718,1378718
0249dfcca707,perf_math_matmul,1530270,1530270,1530270,1530270,1530270,1530270,1530270,1530270,1530270,1530270
184a53861728,perf_math_matmul,1681822,1681822,1681822,1681822,1681822,1681822,1681822,1681822,1681822,1681822
b2284d41cd81,perf_math_matmul,1833374,1833374,1833374,1833374,1833374,1833374,1833374,1833374,1833374,1833374
44dcf5855dff,perf_math_matmul,1984926,1984926,1984926,1984926,1984926,1984926,1984926,1984926,1984926,1984926
e53a5c52e57d,perf_math_matmul,1833374,1833374,1833374,1833374,1833374,1833374,1833374,1833374,1833374,1833374
0c4a72687446,perf_math_matmul,1681822,1681822,1681822,1681822,1681822,1681822,1681822,1681822,1681822,1681822
a49eeeaf8ed6,perf_math_matmul,1530270,1530270,1530270,1530270,1530270,1530274,1530270,1530270,1530270,1530270
83bd7ed88322,perf_math_matmul,1378718,1378718,1378718,1378718,1378718,1378718,1378718,1378718,1378718,1378718
726b814a60ac,perf_math_matmul,1227166,1227166,1227166,1227166,1227166,1227166,1227166,1227166,1227166,1227166
14a54dde6008,perf_math_matmul,528703,528704,528703,528704,528704,528704,528704,528702,528704,528704
18ec9f8369ca,perf_math_matmul,660806,660812,660812,660806,660812,660812,660812,660812,660812,660806
bef609303cb3,perf_math_matmul,792915,792915,792915,792909,792915,792909,792915,792909,792914,792915
d8426a60c395,perf_math_matmul,925013,925013,925019,925019,925013,925018,925019,925013,925019,925013
45cf36054f43,perf_math_matmul,1057123,1057117,1057122,1057123,1057117,1057123,1057117,1057117,1057123,1057122
9c185034b10f,perf_math_matmul,925019,925019,925013,925013,925013,925014,925019,925013,925019,925019
b6b82e8c023e,perf_math_matmul,792915,792909,792909,792909,792909,792915,792910,792915,792915,792915
9a35cf283e8e,perf_math_matmul,660806,660806,660805,660812,660812,660812,660812,660806,660812,660812
b23d8fdb4c2a,perf_math_matmul,528704,528704,528704,528703,528704,528703,528704,528704,528703,528704
41a086431b95,perf_math_matmul,396604,396604,396605,396599,396605,396599,396605,396599,396599,396605
d7cf1848e4e0,perf_math_matmul,132359,132360,132360,132360,132359,132360,132360,132360,132359,132360
5dd115bf99b8,perf_math_matmul,264458,264458,264458,264458,264458,264458,264458,264458,264458,264458
def53973540a,perf_math_matmul,396563,396563,396563,396563,396563,396563,396563,396564,396563,396563
ff35e08d2b45,perf_math_matmul,528667,528665,528667,528666,528666,528666,528666,528666,528667,528666
59455b8d74d6,perf_math_matmul,660770,660770,660770,660770,660770,660770,660770,660770,660770,660770
0fb90c1fdf0b,perf_math_matmul,2178571,2178527,2178570,2178559,2178541,2178497,2178597,2178552,2178582,2178530
3cf0fc62983e,perf_math_matmul,2346485,2346449,2346484,2346505,2346459,2346545,2346474,2346496,2346489,2346569
e8017a24fc64,perf_math_matmul,2514375,2514426,2514456,2514512,2514429,2514402,2514402,2514506,2514482,2514405
dbab27480f74,perf_math_matmul,2346514,2346513,2346493,2346491,2346455,2346459,2346501,2346498,2346526,2346513
4e8d65727b74,perf_math_matmul,2178538,2178572,2178546,2178535,2178606,2178561,2178552,2178557,2178572,2178536
b0ece952e879,perf_math_matmul,660770,660770,660770,660770,660770,660770,660770,660770,660770,660770
f9e27b8f3571,perf_math_matmul,528667,528666,528667,528666,528667,528666,528667,528666,528667,528666
4d00323658a8,perf_math_matmul,396563,396563,396563,396563,396561,396563,396563,396563,396563,396563
972131e9ef3b,perf_math_matmul,264458,264458,264458,264458,264458,264458,264458,264458,264458,264458
121dc98c43e6,perf_math_matmul,132360,132360,132359,132360,132360,132360,132360,132360,132360,132360
02d8be358539,perf_math_matmul,151521,151492,151492,151492,151510,151518,151492,151492,151517,151518
433e4692b5d8,perf_math_matmul,264473,264473,264473,264473,264472,264473,264473,264473,264473,264472
e16df40e3a72,perf_math_matmul,396580,396579,396579,396580,396579,396579,396579,396579,396579,396579
0f9609e29c3f,perf_math_matmul,528686,528686,528686,528688,528688,528686,528688,528688,528688,528686
6f8668aa276a,perf_math_matmul,660795,660795,660795,660794,660794,660795,660795,660793,660795,660795
b65855774d10,perf_math_matmul,660795,660795,660795,660794,660795,660795,660795,660795,660795,660795
bdc9ffc49ba2,perf_math_matmul,528686,528686,528686,528688,528686,528686,528688,528686,528686,528686
5e8bfd9745bf,perf_math_matmul,396579,396579,396579,396579,396580,396580,396580,396580,396579,396579
0173119d0b87,perf_math_matmul,264473,264473,264473,264473,264473,264473,264473,264473,264473,264473
e8a9f10ca389,perf_math_matmul,151492,151492,151518,151492,151520,151518,151492,151518,151492,151492
7cd8455b9bbb,perf_math_matmul,132385,132385,132385,132386,132385,132385,132385,132385,132385,132385
df6f1d066b45,perf_math_matmul,264495,264495,264495,264495,264495,264495,264495,264495,264495,264495
6895c3c2bda4,perf_math_matmul,396612,396612,396612,396612,396612,396612,396612,396612,396612,396612
d39aead9e70f,perf_math_matmul,528739,528729,528729,528741,528729,528729,528729,528729,528731,528729
0fa891c67a53,perf_math_matmul,1986986,1986986,1986987,1986987,1986987,1986987,1986987,1986987,1986987,1986986
79d7752f8c4d,perf_math_matmul,2134442,2134442,2134442,2134442,2134442,2134442,2134442,2134443,2134442,2134443
500a6f9fe473,perf_math_matmul,1986986,1986986,1986988,1986988,1986988,1986987,1986987,1986987,1986987,1986986
ed3fd1d386ce,perf_math_matmul,396612,396612,396612,396612,396612,396612,396612,396612,396612,396612
b4b2dd0529ef,perf_math_matmul,264495,264495,264495,264495,264495,264495,264495,264495,264495,264495
cd4218638c09,perf_math_matmul,132385,132385,132385,132385,132385,132385,132385,132385,132385,132385
8aafb0a73f98,perf_math_matmul,132389,132389,132389,132389,132389,132389,132389,132389,132389,132389
4a23dac43e7d,perf_math_matmul,264491,264491,264492,264492,264491,264492,264492,264492,264492,264492
d57873af9cad,perf_math_matmul,396598,396598,396598,396598,396598,396598,396598,396599,396598,396598
535edcfc0ca3,perf_math_matmul,528705,528705,528705,528705,528705,528705,528705,528705,528705,528705
5bd2e53b5207,perf_math_matmul,2154911,2154911,2154911,2154911,2154911,2154911,2154910,2154911,2154911,2154911
8fc478c2a9d6,perf_math_matmul,2007455,2007455,2007455,2007455,2007455,2007455,2007455,2007455,2007455,2007455
c68583e56c3a,perf_math_matmul,528705,528705,528705,528705,528705,528705,528705,528705,528705,528705
9b33e34526d2,perf_math_matmul,396598,396598,396598,396598,396598,396598,396598,396598,396598,396598
2033ad78fef9,perf_math_matmul,264491,264491,264491,264491,264492,264492,264491,264492,264491,264492
c1d4159468cc,perf_math_matmul,132389,132390,132389,132390,132389,132389,132389,132389,132389,132389
6544f5b143a1,perf_math_matmul,150511,150519,150519,150520,150519,150520,150519,150519,150511,150518
4304666d16fb,perf_math_matmul,264515,264515,264516,264515,264515,264515,264515,264515,264516,264515
9362f777274e,perf_math_matmul,396630,396630,396630,396630,396630,396630,396630,396631,396630,396631
a93724fa4ad2,perf_math_matmul,792939,792939,792938,792938,792938,792938,792938,792931,792938,792938
990dde1d717b,perf_math_matmul,925039,925041,925039,925040,925039,925039,925039,925040,925039,925039
53b41c3262ee,perf_math_matmul,1057141,1057145,1057145,1057146,1057145,1057145,1057146,1057145,1057145,1057145
40566434c270,perf_math_matmul,925039,925039,925039,925040,925040,925039,925039,925040,925040,925040
23e27caa99e6,perf_math_matmul,792938,792938,792938,792938,792938,792938,792938,792938,792938,792938
231b9764661c,perf_math_matmul,264515,264515,264515,264516,264515,264515,264515,264515,264515,264516
e44ced9f2cbf,perf_math_matmul,150519,150517,150512,150519,150511,150519,150519,150511,150511,150520
9b263d5bbcf3,perf_math_matmul,792860,792860,792860,792860,792861,792861,792861,792860,792860,792860
1d888f3c0c6b,perf_math_matmul,924964,924964,924966,924966,924964,924964,924964,924964,924966,924966
8759859b3001,perf_math_matmul,1057068,1057068,1057069,1057069,1057068,1057068,1057068,1057069,1057069,1057068
53850afd66ae,perf_math_matmul,1189174,1189175,1189174,1189174,1189174,1189174,1189174,1189174,1189175,1189174
b44187f9b0df,perf_math_matmul,1321289,1321288,1321288,1321288,1321288,1321288,1321288,1321288,1321288,1321288
aa602d5326e9,perf_math_matmul,1321288,1321289,1321288,1321288,1321288,1321289,1321293,1321288,1321288,1321288
6075f9fd5865,perf_math_matmul,1189174,1189175,1189174,1189175,1189175,1189175,1189174,1189174,1189174,1189175
4985bb22b2fc,perf_math_matmul,1057068,1057068,1057068,1057068,1057068,1057069,1057068,1057069,1057069,1057069
1812608ae757,perf_math_matmul,924964,924964,924964,924964,924966,924964,924966,924964,924964,924964
6933459eb8f8,perf_math_matmul,792860,792861,792861,792860,792860,792860,792861,792860,792860,792860
6bd6b518f114,perf_math_matmul,792877,792877,792877,792877,792877,792877,792877,792877,792877,792877
01d97ced21c1,perf_math_matmul,924983,924983,924983,924983,924983,924983,924983,924983,924983,924983
1936a51c4cdb,perf_math_matmul,1057085,1057085,1057085,1057085,1057085,1057085,1057085,1057085,1057085,1057085
3ac6fc835eff,perf_math_matmul,1189191,1189191,1189191,1189191,1189191,1189191,1189191,1189191,1189191,1189191
