test,marker,run_type,cfg_broadcast_type,cfg_ct_dim,cfg_dest_acc,cfg_formats.input_A,cfg_formats.input_B,cfg_formats.output,cfg_formats.register_A,cfg_formats.register_B,cfg_formats.sfpu_math,cfg_loop_factor,cfg_math_fidelity,cfg_mathop,cfg_speed_of_light,cfg_tile_cnt,cfg_unpack_to_dest,n,median,mean,std,cv,min,max,spread,abs_spread,gate_delta_max_k1,gate_delta_max_k2,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,cfg_approx_mode,cfg_iterations,cfg_num_faces,cfg_num_faces_A,cfg_num_faces_B,cfg_unpack_transpose_faces,cfg_unpack_transpose_within_face,cfg_fast_mode,cfg_input_format,cfg_output_format,cfg_stable_sort,cfg_clamp_negative,cfg_block_ct_dim,cfg_block_rt_dim,cfg_full_ct_dim,cfg_full_rt_dim,cfg_c_dimm,cfg_dest_sync,cfg_dst_index,cfg_in0_c_dim,cfg_in0_r_dim,cfg_in1_c_dim,cfg_in1_r_dim,cfg_k_dimm,cfg_partial_a,cfg_partial_b,cfg_partial_face_math,cfg_partial_face_pack,cfg_r_dimm,cfg_throttle_level,cfg_math_transpose_faces,cfg_reduce_pool_type,cfg_binop_mathop,cfg_value_bits,cfg_ternary_mathop,cfg_ternary_scalar_bits,cfg_srca_reuse_count
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Float16_b,Float16_b,Float32,Float16_b,Float16_b,Float16_b,64.0,MathFidelity.HiFi2,,False,64,False,10,527.0,529.5,7.905694150420948,0.0149304894247798,527.0,552.0,0.0474383301707779,25.0,0.0474383301707779,0.0237191650853889,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,552.0,527.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,8.0,DestSync.Half,,,,,,8.0,,,,,1.0,0.0,,,,,,,
perf_eltwise_binary_sfpu,INIT,L1_TO_L1,,,DestAccumulation.No,Float16_b,Float16_b,Bfp8_b,Float16_b,Float16_b,Float16_b,16.0,,MathOperation.SfpuElwsub,False,8,False,10,401.0,399.1,6.008327554319921,0.0150546919426708,382.0,401.0,0.0473815461346633,19.0,0.0497382198952879,0.0242656449553001,401.0,401.0,401.0,401.0,382.0,401.0,401.0,401.0,401.0,401.0,ApproximationMode.Yes,32.0,4.0,4.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perf_pack_untilize,INIT,L1_TO_L1,,,DestAccumulation.No,Float16,Float16,Float16,Float16,Float16,Float16,32.0,,,False,16,False,10,488.0,492.6,8.783823515733655,0.017831554031128,488.0,511.0,0.0471311475409836,23.0,0.0471311475409836,0.0430327868852459,488.0,488.0,488.0,488.0,488.0,511.0,488.0,488.0,492.0,507.0,,,,,,,,,,,,,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,
perf_pack_untilize,INIT,L1_TO_L1,,,DestAccumulation.No,Float16,Float16,Float16,Float16,Float16,Float16,32.0,,,False,32,False,10,488.0,492.4,8.82169044017201,0.0179156995129407,488.0,511.0,0.0471311475409836,23.0,0.0471311475409836,0.0430327868852459,488.0,488.0,488.0,488.0,488.0,488.0,490.0,511.0,507.0,488.0,,,,,,,,,,,,,4.0,8.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Bfp8_b,Bfp8_b,Float32,Bfp8_b,Bfp8_b,Bfp8_b,64.0,MathFidelity.LoFi,,False,2,False,10,510.0,512.4,7.58946638440411,0.0148116049656598,510.0,534.0,0.0470588235294117,24.0,0.0470588235294117,0.0235294117647058,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,534.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,1.0,DestSync.Half,,,,,,1.0,,,,,2.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Bfp8_b,Bfp8_b,Float32,Bfp8_b,Bfp8_b,Bfp8_b,64.0,MathFidelity.LoFi,,False,6,False,10,510.0,512.4,7.58946638440411,0.0148116049656598,510.0,534.0,0.0470588235294117,24.0,0.0470588235294117,0.0235294117647058,510.0,510.0,534.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,1.0,DestSync.Half,,,,,,1.0,,,,,6.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Bfp8_b,Bfp8_b,Float32,Bfp8_b,Bfp8_b,Bfp8_b,64.0,MathFidelity.LoFi,,False,8,False,10,510.0,512.4,7.58946638440411,0.0148116049656598,510.0,534.0,0.0470588235294117,24.0,0.0470588235294117,0.0235294117647058,510.0,510.0,510.0,510.0,510.0,534.0,510.0,510.0,510.0,510.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,1.0,DestSync.Half,,,,,,2.0,,,,,4.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Bfp8_b,Bfp8_b,Float32,Bfp8_b,Bfp8_b,Bfp8_b,64.0,MathFidelity.LoFi,,False,10,False,10,510.0,512.4,7.58946638440411,0.0148116049656598,510.0,534.0,0.0470588235294117,24.0,0.0470588235294117,0.0235294117647058,534.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,1.0,DestSync.Half,,,,,,2.0,,,,,5.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Bfp8_b,Bfp8_b,Float32,Bfp8_b,Bfp8_b,Bfp8_b,64.0,MathFidelity.LoFi,,False,9,False,10,510.0,512.4,7.58946638440411,0.0148116049656598,510.0,534.0,0.0470588235294117,24.0,0.0470588235294117,0.0235294117647058,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,534.0,510.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,1.0,DestSync.Half,,,,,,3.0,,,,,3.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Bfp8_b,Bfp8_b,Float32,Bfp8_b,Bfp8_b,Bfp8_b,64.0,MathFidelity.LoFi,,False,96,False,10,510.0,514.8,10.119288512538814,0.0196567375923442,510.0,534.0,0.0470588235294117,24.0,0.0470588235294117,0.0470588235294117,510.0,510.0,510.0,534.0,534.0,510.0,510.0,510.0,510.0,510.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,1.0,DestSync.Half,,,,,,32.0,,,,,3.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Bfp8_b,Bfp8_b,Float32,Bfp8_b,Bfp8_b,Bfp8_b,64.0,MathFidelity.LoFi,,False,160,False,10,510.0,512.4,7.58946638440411,0.0148116049656598,510.0,534.0,0.0470588235294117,24.0,0.0470588235294117,0.0235294117647058,510.0,510.0,510.0,510.0,510.0,510.0,510.0,534.0,510.0,510.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,1.0,DestSync.Half,,,,,,32.0,,,,,5.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Bfp8_b,Bfp8_b,Float32,Bfp8_b,Bfp8_b,Bfp8_b,64.0,MathFidelity.LoFi,,False,12,False,10,510.0,514.8,10.119288512538814,0.0196567375923442,510.0,534.0,0.0470588235294117,24.0,0.0470588235294117,0.0470588235294117,534.0,510.0,510.0,510.0,534.0,510.0,510.0,510.0,510.0,510.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,1.0,DestSync.Half,,,,,,4.0,,,,,3.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Bfp8_b,Bfp8_b,Float32,Bfp8_b,Bfp8_b,Bfp8_b,64.0,MathFidelity.LoFi,,False,32,False,10,510.0,512.4,7.58946638440411,0.0148116049656598,510.0,534.0,0.0470588235294117,24.0,0.0470588235294117,0.0235294117647058,510.0,534.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,1.0,DestSync.Half,,,,,,4.0,,,,,8.0,0.0,,,,,,,
perf_math_matmul,TILE_LOOP,L1_TO_L1,,,DestAccumulation.Yes,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,1024.0,MathFidelity.LoFi,,False,4,False,10,193916.0,193022.4,2827.919620105525,0.0146507328688562,184974.0,193918.0,0.046123063594546,8944.0,0.0483527414663682,0.0236110744543271,184974.0,193917.0,193916.0,193918.0,193916.0,193916.0,193918.0,193916.0,193917.0,193916.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,4.0,DestSync.Half,0.0,32.0,16.0,32.0,32.0,1.0,True,False,False,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.Yes,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,1024.0,MathFidelity.LoFi,,False,4,False,10,194677.0,193783.2,2828.552075611203,0.0145964772777578,185733.0,194679.0,0.0459530401639639,8946.0,0.048165915588506,0.0235219894324544,185733.0,194678.0,194677.0,194679.0,194677.0,194677.0,194679.0,194677.0,194678.0,194677.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,4.0,DestSync.Half,0.0,32.0,16.0,32.0,32.0,1.0,True,False,False,True,1.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Float32,Float32,Float32,Float16_b,Float16_b,Float16_b,64.0,MathFidelity.HiFi4,,False,2,False,10,526.0,528.4,7.58946638440411,0.0143631082218094,526.0,550.0,0.0456273764258555,24.0,0.0456273764258555,0.0228136882129277,526.0,550.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,2.0,DestSync.Half,,,,,,1.0,,,,,1.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Float32,Float32,Float32,Float16_b,Float16_b,Float16_b,64.0,MathFidelity.HiFi2,,False,64,False,10,526.0,528.4,7.58946638440411,0.0143631082218094,526.0,550.0,0.0456273764258555,24.0,0.0456273764258555,0.0228136882129277,526.0,526.0,526.0,526.0,526.0,526.0,550.0,526.0,526.0,526.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,2.0,DestSync.Half,,,,,,32.0,,,,,1.0,0.0,,,,,,,
perf_matmul,INIT,L1_TO_L1,,,DestAccumulation.No,Float32,Float32,Float32,Float16_b,Float16_b,Float16_b,64.0,MathFidelity.HiFi4,,False,8,False,10,526.0,528.4,7.58946638440411,0.0143631082218094,526.0,550.0,0.0456273764258555,24.0,0.0456273764258555,0.0228136882129277,526.0,526.0,526.0,526.0,526.0,550.0,526.0,526.0,526.0,526.0,,,4.0,4.0,4.0,Transpose.No,,,,,,,,,,,2.0,DestSync.Half,,,,,,4.0,,,,,1.0,0.0,,,,,,,
