Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
71.28,MatmulDeviceOperation (in0:dram_interleaved),151837.69,12,Compute,30.83,70.40,44.31,18.16,34.34
14.23,SDPAOperation (in0:dram_interleaved),30315.04,2,Compute,,,,,
4.91,BinaryNgDeviceOperation (in0:dram_interleaved),10453.08,20,Compute,,,,,
3.87,LayerNormDeviceOperation (in0:dram_interleaved),8240.74,12,Compute,,,,,
2.68,UnaryDeviceOperation (in0:dram_interleaved),5712.46,8,Compute,,,,,
1.14,SliceDeviceOperation (in0:dram_interleaved),2431.43,19,TM,,,,,
1.07,ConcatDeviceOperation (in0:dram_interleaved),2285.25,8,TM,,,,,
0.40,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),847.73,2,TM,,,,,
0.34,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),727.53,2,TM,,,,,
0.04,PagedFillCacheDeviceOperation (in0:dram_interleaved),83.33,4,Other,,,,,
0.03,TilizeDeviceOperation (in0:dram_interleaved),74.54,4,TM,,,,,
0.01,CloneOperation (in0:dram_interleaved),12.50,2,DM,,,,,
