Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
93.26,MatmulDeviceOperation (in0:dram_interleaved),20207.20,48,Compute,4.12,7.05,5.03,1.16,4.53
1.91,LayerNormDeviceOperation (in0:width_sharded),414.07,32,Compute,,,,,
1.29,SdpaDecodeDeviceOperation (in0:height_sharded),279.16,8,Compute,,,,,
0.74,BinaryNgDeviceOperation (in0:dram_interleaved),159.98,16,Compute,,,,,
0.47,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),102.31,8,Other,,,,,
0.42,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),90.05,16,TM,,,,,
0.32,InterleavedToShardedDeviceOperation (in0:dram_interleaved),69.88,48,DM,,,,,
0.32,ShardedToInterleavedDeviceOperation (in0:width_sharded),68.47,32,DM,,,,,
0.28,LayerNormDeviceOperation (in0:l1_interleaved),60.00,16,Compute,,,,,
0.27,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),59.43,16,DM,,,,,
0.15,TransposeDeviceOperation (in0:dram_interleaved),33.35,16,TM,,,,,
0.15,BinaryNgDeviceOperation (in0:width_sharded),32.34,16,Compute,,,,,
0.14,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),30.83,16,Other,,,,,
0.08,EmbeddingsDeviceOperation (in0:dram_interleaved),17.55,16,Compute,,,,,
0.07,SliceDeviceOperation (in0:dram_interleaved),15.30,8,TM,,,,,
0.05,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),10.60,8,TM,,,,,
0.04,ShardedToInterleavedDeviceOperation (in0:height_sharded),9.08,16,DM,,,,,
0.04,InterleavedToShardedDeviceOperation (in0:l1_interleaved),7.89,16,DM,,,,,
