Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
93.21,MatmulDeviceOperation (in0:dram_interleaved),20209.41,48,Compute,4.14,7.10,5.04,1.16,4.53
1.91,LayerNormDeviceOperation (in0:width_sharded),414.59,32,Compute,,,,,
1.35,SdpaDecodeDeviceOperation (in0:height_sharded),293.57,8,Compute,,,,,
0.74,BinaryNgDeviceOperation (in0:dram_interleaved),159.68,16,Compute,,,,,
0.47,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),102.44,8,Other,,,,,
0.41,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),89.95,16,TM,,,,,
0.32,InterleavedToShardedDeviceOperation (in0:dram_interleaved),69.02,48,DM,,,,,
0.32,ShardedToInterleavedDeviceOperation (in0:width_sharded),68.46,32,DM,,,,,
0.28,LayerNormDeviceOperation (in0:l1_interleaved),60.21,16,Compute,,,,,
0.27,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),57.73,16,DM,,,,,
0.15,TransposeDeviceOperation (in0:dram_interleaved),33.23,16,TM,,,,,
0.15,BinaryNgDeviceOperation (in0:width_sharded),32.17,16,Compute,,,,,
0.14,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),30.77,16,Other,,,,,
0.08,EmbeddingsDeviceOperation (in0:dram_interleaved),17.48,16,Compute,,,,,
0.07,SliceDeviceOperation (in0:dram_interleaved),15.70,8,TM,,,,,
0.05,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),10.78,8,TM,,,,,
0.04,ShardedToInterleavedDeviceOperation (in0:height_sharded),9.15,16,DM,,,,,
0.04,InterleavedToShardedDeviceOperation (in0:l1_interleaved),7.89,16,DM,,,,,
