GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,64,110,,,327,4261,12113724542852,12113724548605,3385,12113724543882,12113724548452,3383,12113724543885,12113724548452,3383,2967,3006,224,3040,,0,0
2051,,,3,blackhole,,64,110,,,139,6441,12113927557525,12113927566221,5450,12113927558714,12113927566071,5448,12113927558716,12113927566071,5448,4592,4673,233,4774,,150388192,150373884
3075,,,3,blackhole,,110,110,,,435,1749653,12114096003588,12114098365619,1748111,12114096005520,12114098365470,1748111,12114096005520,12114098365470,1748101,1743648,1745313,1745190,1745579,,124769954,124769954
4099,,,3,blackhole,,110,110,,,263,1778440,12114286017499,12114288418393,1776891,12114286019442,12114288418245,1776890,12114286019444,12114288418245,1776887,1772409,1774090,1773967,1774361,,139002934,139002973
5123,,,3,blackhole,,110,110,,,250,1893365,12114447965020,12114450521063,1891812,12114447966969,12114450520915,1891812,12114447966969,12114450520915,1891812,1879650,1885221,1885097,1885485,,118184249,118184249
6147,,,3,blackhole,,64,110,,,139,4256,12124875142023,12124875147769,3253,12124875143230,12124875147622,3253,12124875143230,12124875147622,3253,2824,2841,225,2895,,7721151273,7721151273
7171,,,3,blackhole,,1,110,,,140,6145,12124880438988,12124880447284,5584,12124880439543,12124880447081,5576,12124880439554,12124880447081,5444,4763,4773,107,4810,,3920149,3920262
8195,,,3,blackhole,,1,110,,,99,6105,12124880699518,12124880707760,5578,12124880700084,12124880707614,5568,12124880700097,12124880707614,5479,4765,4762,119,4833,,187417,187414
9219,,,3,blackhole,,32,110,,,152,1421,12124980734898,12124980736817,857,12124980735499,12124980736656,857,12124980735499,12124980736656,824,850,,,,,74091528,74091528
10243,,,3,blackhole,,32,110,,,400,7082,12124992114720,12124992124281,5827,12124992116238,12124992124104,5752,12124992116339,12124992124104,5439,1690,5738,5534,5555,,8429802,8429612
