Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
81.13,MatmulDeviceOperation (in0:dram_interleaved),8151.61,5,Compute,3.42,14.10,9.22,4.30,13.27
5.64,BinaryNgDeviceOperation (in0:dram_interleaved),566.87,4,Compute,,,,,
4.06,RepeatDeviceOperation (in0:dram_interleaved),407.72,1,Other,,,,,
2.73,SliceDeviceOperation (in0:dram_interleaved),274.04,4,TM,,,,,
1.99,FastReduceNCDeviceOperation (in0:dram_interleaved),200.22,1,Other,,,,,
1.96,UnaryDeviceOperation (in0:dram_interleaved),196.55,3,Compute,,,,,
0.66,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),66.33,1,TM,,,,,
0.53,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),53.76,1,TM,,,,,
0.26,LayerNormDeviceOperation (in0:dram_interleaved),26.11,1,Compute,,,,,
0.25,TopKDeviceOperation (in0:dram_interleaved),24.89,1,Other,,,,,
0.22,SDPAOperation (in0:dram_interleaved),22.13,1,Compute,,,,,
0.19,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),19.03,2,TM,,,,,
0.18,ReshapeViewDeviceOperation (in0:dram_interleaved),18.20,1,Other,,,,,
0.06,ScatterDeviceOperation (in0:dram_interleaved),5.86,1,Other,,,,,
0.04,UntilizeDeviceOperation (in0:dram_interleaved),3.91,1,TM,,,,,
0.04,TypecastDeviceOperation (in0:dram_interleaved),3.82,2,TM,,,,,
0.03,PagedFillCacheDeviceOperation (in0:dram_interleaved),3.09,2,Other,,,,,
0.02,TilizeDeviceOperation (in0:dram_interleaved),2.06,1,TM,,,,,
0.02,TransposeDeviceOperation (in0:dram_interleaved),1.98,1,TM,,,,,
