Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
49.30,MinimalMatmulDeviceOperation (in0:dram_interleaved),40363.36,12,Other,57.67,72.32,62.90,4.72,64.59
23.07,SDPAOperation (in0:dram_interleaved),18891.56,2,Compute,,,,,
10.53,BinaryNgDeviceOperation (in0:dram_interleaved),8617.99,8,Compute,,,,,
9.72,LayerNormDeviceOperation (in0:dram_interleaved),7962.15,12,Compute,,,,,
1.92,RotaryEmbeddingHfDeviceOperation (in0:dram_interleaved),1575.35,4,Other,,,,,
1.81,ConcatDeviceOperation (in0:dram_interleaved),1477.87,4,TM,,,,,
1.70,SliceDeviceOperation (in0:dram_interleaved),1393.03,9,TM,,,,,
0.95,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),780.32,2,TM,,,,,
0.86,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),701.80,2,TM,,,,,
0.07,TypecastDeviceOperation (in0:dram_interleaved),55.84,4,TM,,,,,
0.05,PagedFillCacheDeviceOperation (in0:dram_interleaved),43.02,4,Other,,,,,
0.01,CloneOperation (in0:dram_interleaved),11.96,2,DM,,,,,
