OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,SUB DEVICE ID,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,INPUT_3_W_PAD[LOGICAL],INPUT_3_Z_PAD[LOGICAL],INPUT_3_Y_PAD[LOGICAL],INPUT_3_X_PAD[LOGICAL],INPUT_3_LAYOUT,INPUT_3_DATATYPE,INPUT_3_MEMORY,INPUT_4_W_PAD[LOGICAL],INPUT_4_Z_PAD[LOGICAL],INPUT_4_Y_PAD[LOGICAL],INPUT_4_X_PAD[LOGICAL],INPUT_4_LAYOUT,INPUT_4_DATATYPE,INPUT_4_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PROGRAM HASH,PROGRAM CACHE HIT,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),DRAM BW UTIL PER CTRL (%),ETH BW UTIL (%),NPE CONG IMPACT (%),SFPU Util Min (%),SFPU Util Median (%),SFPU Util Max (%),Avg SFPU util on full grid (%),FPU Util Min (%),FPU Util Median (%),FPU Util Max (%),Avg FPU util on full grid (%),MATH Util Min (%),MATH Util Median (%),MATH Util Max (%),Avg Math util on full grid (%),Unpacker0 Write Efficiency Min (%),Unpacker0 Write Efficiency Median (%),Unpacker0 Write Efficiency Max (%),Unpacker0 Write Efficiency Avg (%),Unpacker1 Write Efficiency Min (%),Unpacker1 Write Efficiency Median (%),Unpacker1 Write Efficiency Max (%),Unpacker1 Write Efficiency Avg (%),Unpacker Write Efficiency Min (%),Unpacker Write Efficiency Median (%),Unpacker Write Efficiency Max (%),Unpacker Write Efficiency Avg (%),Packer Efficiency Min (%),Packer Efficiency Median (%),Packer Efficiency Max (%),Packer Efficiency Avg (%),FPU Execution Efficiency Min (%),FPU Execution Efficiency Median (%),FPU Execution Efficiency Max (%),FPU Execution Efficiency Avg (%),Math Pipeline Utilization Min (%),Math Pipeline Utilization Median (%),Math Pipeline Utilization Max (%),Math Pipeline Utilization Avg (%),Math-to-Pack Handoff Efficiency Min (%),Math-to-Pack Handoff Efficiency Median (%),Math-to-Pack Handoff Efficiency Max (%),Math-to-Pack Handoff Efficiency Avg (%),Unpacker-to-Math Data Flow Min (%),Unpacker-to-Math Data Flow Median (%),Unpacker-to-Math Data Flow Max (%),Unpacker-to-Math Data Flow Avg (%),TT_DNN_DEVICE_OP_TT_HOST_FUNC [ns]
GenericOpDeviceOperation,tt_dnn_device,1024,0,,{'num_mesh_programs': '1'},HiFi4,1,,,,9439507175,9439609967,102792,422508699016,422996832400,0,0,361580284,361579321,361579321,361579321,361579321,361579321,281,361579233,361474928,361578625,361578680,361578738,,,,,,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],512[512],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],512[512],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['experiments/sdpa-l2/compute-sprint-v1/fp32/resident.cpp'],['resident/6421286041653836013/'],['experiments/sdpa-l2/hybrid-mixed-v1/writer.cpp'; 'experiments/sdpa-l2/hybrid-mixed-v1/reader.cpp'],['writer/14865454192280052110/'; 'reader/17278976160020614871/'],6188307693377000938,False,760,1648,20668,14720,13664,0,0,0,0,1,1,1,[],[],0.0,,,,,,,25.642772643777395,25.642772643777395,25.642772643777395,0.19725176711360395,59.0360805549463,59.0360805549463,59.0360805549463,0.4541229364972767,64.76814749914391,64.76814749914391,64.76814749914391,0.49821568534558935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102792
GenericOpDeviceOperation,tt_dnn_device,2048,0,,{'num_mesh_programs': '1'},HiFi4,1,,,,9832418966,9832426946,7980,423039102553,423527227071,31312101,31312101,361573717,361572868,361572868,361572868,361572868,361572868,343,361572811,361468456,361572093,361572204,361572259,,,,,,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],512[512],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],512[512],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['experiments/sdpa-l2/compute-sprint-v1/fp32/resident.cpp'],['resident/6421286041653836013/'],['experiments/sdpa-l2/hybrid-mixed-v1/writer.cpp'; 'experiments/sdpa-l2/hybrid-mixed-v1/reader.cpp'],['writer/14865454192280052110/'; 'reader/17278976160020614871/'],6188307693377000938,False,760,1648,20668,14720,13664,0,0,0,0,1,1,1,[],[],0.0,,,,,,,25.64323124536912,25.64323124536912,25.64323124536912,0.1972552766214005,59.037139672169594,59.037139672169594,59.037139672169594,0.45413104165931095,64.76952005348001,64.76952005348001,64.76952005348001,0.49822619749185365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7980
GenericOpDeviceOperation,tt_dnn_device,3072,0,,{'num_mesh_programs': '1'},HiFi4,1,,,,11800231402,11800335294,103892,425695623304,426148891511,1606220258,1606220258,335754227,335753401,335753401,335753401,335753401,335753401,353,335753313,335654247,335752625,335752650,335752839,,,,,,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],512[512],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],512[512],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['experiments/sdpa-l2/compute-sprint-v1/fp32/resident.cpp'],['resident/15739050519252963314/'],['experiments/sdpa-l2/hybrid-mixed-v1/writer.cpp'; 'experiments/sdpa-l2/hybrid-mixed-v1/reader.cpp'],['writer/14865454192280052110/'; 'reader/17278976160020614871/'],11858159746381465368,False,760,1648,23012,15704,13756,0,0,0,0,1,1,1,[],[],0.0,,,,,,,27.615210562769573,27.615210562769573,27.615210562769573,0.21242424204389068,63.57712478674945,63.57712478674945,63.57712478674945,0.48905375946554563,69.8189907958751,69.8189907958751,69.8189907958751,0.5370680106302873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103892
