layer_kind,mode,baseline_wall_ms,multichip_wall_ms,wall_speedup,four_chip_efficiency,baseline_device_ms_sum,multichip_device_ms_sum,device_time_speedup,baseline_op_count,multichip_op_count,multichip_ccl_ms,multichip_data_movement_ms,multichip_compute_ms,multichip_tensor_ms,multichip_other_ms,multichip_dram_modeled_op_ms
linear,prefill,19.943,22.971,0.8681816203038615,0.21704540507596537,12.143199000000001,6.236575250000005,1.9470941202866094,492,617,0.26549,0.26549,4.592350000000001,1.3141399999999996,0.06461,2.605482
linear,decode,1.540,1.397,1.1023622047244095,0.2755905511811024,1.442907,1.1609425000000002,1.2428755084769485,93,105,0.08671000000000001,0.08671000000000001,0.7289199999999999,0.29305,0.052270000000000004,0.32787999999999995
full,prefill,8.949,39.253,0.22798257458028684,0.05699564364507171,7.668609000000001,19.195260750000003,0.3995053310229193,100,972,1.5295999999999998,1.5295999999999998,10.835680000000002,6.67321,0.15675999999999998,2.8791450000000003
full,decode,1.220,1.154,1.0571923743500866,0.26429809358752165,1.1295549999999999,0.9740885000000004,1.1596020279471522,73,81,0.08587,0.09386,0.5865199999999998,0.24127,0.05244,0.23691800000000002
