GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,90,110,,,418,169062,13041637864184,13041638092418,162397,13041637873030,13041638092266,162397,13041637873030,13041638092266,162397,160850,160962,147539,161153,,0,0
2051,,,3,blackhole,,91,110,,,258,161067,13041665655203,13041665872643,148751,13041665671682,13041665872496,148751,13041665671682,13041665872496,148750,147344,147459,133604,147656,,20429182,20429182
3075,,,3,blackhole,,64,110,,,147,4254,13041672885858,13041672891601,3251,13041672887066,13041672891455,3251,13041672887066,13041672891455,3251,2838,2870,219,2909,,5195800,5195800
4099,,,3,blackhole,,96,110,,,252,120947,13041685592619,13041685755898,119907,13041685593875,13041685755750,119907,13041685593875,13041685755750,119906,118781,118820,104967,119012,,9409168,9409168
5123,,,3,blackhole,,96,110,,,230,121922,13041693216543,13041693381138,120872,13041693217815,13041693380992,120872,13041693217815,13041693380992,120870,119749,119790,106236,119978,,5527462,5527462
6147,,,3,blackhole,,96,110,,,233,63757,13041706365103,13041706451175,62701,13041706366371,13041706451017,62701,13041706366371,13041706451017,62699,49104,50376,50252,50644,,9618839,9618839
7171,,,3,blackhole,,108,110,,,439,180466,13042166778579,13042167022208,171823,13042166790100,13042167022061,171821,13042166790103,13042167022061,171821,170326,170433,156981,170647,,340991987,340992430
8195,,,3,blackhole,,64,110,,,187,26907,13042176902521,13042176938845,25909,13042176903722,13042176938699,25909,13042176903722,13042176938699,25909,25324,25355,239,13576,,7319780,7319780
9219,,,3,blackhole,,4,110,,,120,2646,13042182606824,13042182610396,2033,13042182607500,13042182610245,2033,13042182607500,13042182610245,1984,1178,1243,183,1310,,4198423,4198423
10243,,,3,blackhole,,4,110,,,104,2651,13042182841042,13042182844621,2043,13042182841714,13042182844472,2040,13042182841718,13042182844472,2035,1180,1253,187,1350,,171462,171461
11267,,,3,blackhole,,4,110,,,281,26612,13042189741996,13042189777922,26103,13042189742537,13042189777776,25947,13042189742748,13042189777776,25861,12281,25021,25129,25289,,5109685,5109900
12291,,,3,blackhole,,80,110,,,295,63559,13042628923051,13042629008855,61761,13042628925319,13042629008696,61758,13042628925323,13042629008696,61758,52942,54127,54103,54562,,325295842,325295650
13315,,,3,blackhole,,4,110,,,76,67500,13042632138206,13042632229331,66883,13042632138891,13042632229183,66883,13042632138891,13042632229183,66883,66550,,,,,2318664,2318664
14339,,,3,blackhole,,110,110,,,423,30061,13042640447017,13042640487600,28475,13042640449013,13042640487454,28474,13042640449014,13042640487454,28472,27892,28109,27976,27995,,6088803,6088748
15363,,,3,blackhole,,16,110,,,365,8527,13042640917996,13042640929508,7835,13042640918782,13042640929359,7799,13042640918831,13042640929359,7749,7200,7410,7336,7295,,319510,319558
16387,,,3,blackhole,,16,110,,,124,2208,13042643450396,13042643453377,1520,13042643451184,13042643453236,1520,13042643451184,13042643453236,1519,816,,,,,1868019,1868019
17411,,,3,blackhole,,16,110,,,127,2193,13042643538304,13042643541264,1524,13042643539064,13042643541121,1524,13042643539064,13042643541121,1524,793,,,,,63589,63589
18435,,,3,blackhole,,110,110,,,493,23512,13042651052728,13042651084469,22809,13042651053522,13042651084314,22809,13042651053522,13042651084314,22708,21047,22189,22263,22196,,5564769,5564769
19459,,,3,blackhole,,4,110,,,76,54819,13042653626361,13042653700366,54206,13042653627039,13042653700217,54206,13042653627039,13042653700217,54206,53927,,,,,1883503,1883503
