GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,110,110,1251763,1250995,441547,1251763,1331248733194,1331250423074,1250995,1331248734067,1331250422910,,,,,,,,,,0,
2051,,,3,blackhole,,110,110,1248965,1248219,439627,1248965,1331250442900,1331252129003,1248219,1331250443746,1331252128842,,,,,,,,,,15434,
3075,,,3,blackhole,,110,110,1252693,1251952,440939,1252693,1331252149472,1331253840607,1251952,1331252150309,1331253840444,,,,,,,,,,15901,
4099,,,3,blackhole,,110,110,1250473,1249709,440638,1250473,1331253858053,1331255546191,1249709,1331253858921,1331255546028,,,,,,,,,,13687,
5123,,,3,blackhole,,110,110,1250019,1249264,440166,1250019,1331255565052,1331257252577,1249264,1331255565910,1331257252416,,,,,,,,,,14727,
6147,,,3,blackhole,,110,110,1250173,1249413,439987,1250173,1331257270504,1331258958237,1249413,1331257271366,1331258958073,,,,,,,,,,14037,
7171,,,3,blackhole,,110,110,1250331,1249558,439239,1250331,1331258975608,1331260663555,1249558,1331258976489,1331260663392,,,,,,,,,,13641,
8195,,,3,blackhole,,110,110,1251834,1251062,440984,1251834,1331260682452,1331262372428,1251062,1331260683330,1331262372264,,,,,,,,,,14769,
9219,,,3,blackhole,,110,110,1251053,1250298,439704,1251053,1331262392152,1331264081074,1250298,1331262393009,1331264080911,,,,,,,,,,15367,
10243,,,3,blackhole,,110,110,1251144,1250393,440282,1251144,1331264101786,1331265790831,1250393,1331264102638,1331265790668,,,,,,,,,,16094,
11267,,,3,blackhole,,110,110,1251056,1250293,439316,1251056,1331265843878,1331267532803,1250293,1331265844742,1331267532638,,,,,,,,,,40055,
12291,,,3,blackhole,,110,110,1250191,1249452,440027,1250191,1331267569203,1331269256961,1249452,1331267570042,1331269256802,,,,,,,,,,27707,
