GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,80,110,,,346,5515,13854833324932,13854833332377,5039,13854833325421,13854833332224,4911,13854833325594,13854833332224,4837,4162,4187,240,536,,0,0
2051,,,3,blackhole,,80,110,,,181,5779,13854833794945,13854833802746,5191,13854833795590,13854833802598,5181,13854833795603,13854833802598,5141,4106,4137,256,533,,343227,343212
3075,,,3,blackhole,,108,110,,,453,907850,13854957033357,13854958258955,899214,13854957044870,13854958258809,899214,13854957044870,13854958258809,899214,895433,895952,895829,896199,,91290564,91290564
4099,,,3,blackhole,,108,110,,,265,931453,13855067166749,13855068424210,922829,13855067178245,13855068424064,922829,13855067178245,13855068424064,922829,919043,919561,919442,919813,,80681073,80681073
5123,,,3,blackhole,,109,110,,,442,870104,13855178162491,13855179337131,868571,13855178164412,13855179336983,868571,13855178164412,13855179336983,868570,837172,852864,852753,853146,,81289136,81289136
6147,,,3,blackhole,,105,110,,,282,581036,13855269953831,13855270738229,573736,13855269963538,13855270738082,573736,13855269963538,13855270738082,573736,570505,570924,570807,571179,,67130747,67130747
7171,,,3,blackhole,,80,110,,,187,55199,13855285014463,13855285088981,54611,13855285015110,13855285088835,54592,13855285015136,13855285088835,54561,41780,50382,50283,50622,,10575555,10575624
8195,,,3,blackhole,,80,110,,,165,54343,13855290470177,13855290543540,53753,13855290470826,13855290543393,53738,13855290470847,13855290543393,53701,41370,49821,49749,50079,,3986635,3986692
9219,,,3,blackhole,,99,110,,,283,332730,13855339616518,13855340065703,321758,13855339631189,13855340065562,321756,13855339631192,13855340065562,321750,319399,319634,319529,319901,,36361355,36361383
10243,,,3,blackhole,,1,110,,,122,10987,13855346587397,13855346602230,10467,13855346587953,13855346602083,10448,13855346587978,13855346602083,10344,9190,9219,132,9325,,4831555,4831351
11267,,,3,blackhole,,1,110,,,104,10996,13855346946476,13855346961321,10467,13855346947043,13855346961173,10465,13855346947045,13855346961173,10384,9186,9214,111,9317,,255534,255523
12291,,,3,blackhole,,86,110,,,239,26967,13855352644894,13855352681299,25516,13855352646704,13855352681150,25516,13855352646704,13855352681150,25515,24230,24290,22836,24476,,4211578,4211578
13315,,,3,blackhole,,86,110,,,187,26752,13855353278590,13855353314705,25324,13855353280370,13855353314558,25324,13855353280370,13855353314558,25324,24051,24115,22716,24303,,443859,443859
14339,,,3,blackhole,,102,110,,,248,692439,13859199685027,13859200619819,684375,13859199695766,13859200619672,684375,13859199695766,13859200619672,684373,681042,681455,681344,681717,,2849172036,2849172036
15363,,,3,blackhole,,110,110,,,271,840147,13859205618209,13859206752408,839567,13859205618842,13859206752258,839567,13859205618842,13859206752258,839557,839253,,,,,3703087,3703087
16387,,,3,blackhole,,102,110,,,251,655567,13859222716340,13859223601355,647492,13859222727092,13859223601206,647492,13859222727092,13859223601206,647492,644149,644575,644459,644839,,11833213,11833213
17411,,,3,blackhole,,99,110,,,264,333809,13859243034929,13859243485571,323901,13859243048156,13859243485423,323901,13859243048156,13859243485423,323901,321571,321806,321703,322059,,14405127,14405127
18435,,,3,blackhole,,80,110,,,190,55418,13859245157842,13859245232656,54834,13859245158482,13859245232508,54820,13859245158501,13859245232508,54772,41442,51001,50904,51234,,1239301,1239317
19459,,,3,blackhole,,80,110,,,171,54729,13859246261803,13859246335687,54127,13859246262468,13859246335540,54122,13859246262475,13859246335540,54087,41182,48353,48262,48590,,762928,762935
20483,,,3,blackhole,,99,110,,,275,331770,13859254842519,13859255290409,321864,13859254855745,13859255290261,321859,13859254855751,13859255290261,321859,319518,319769,319661,320015,,6311269,6311262
21507,,,3,blackhole,,99,110,,,290,335116,13859291570989,13859292023395,324161,13859291585629,13859292023247,324149,13859291585646,13859292023247,324149,321818,322064,321959,322309,,26885418,26885480
22531,,,3,blackhole,,110,110,,,170,350003,13859295510282,13859295982786,349422,13859295510920,13859295982640,349422,13859295510920,13859295982640,349412,349111,,,,,2583460,2583460
23555,,,3,blackhole,,99,110,,,279,331627,13859303012981,13859303460677,320659,13859303027639,13859303460528,320655,13859303027644,13859303460528,320644,318349,318592,318488,318840,,5218526,5218524
24579,,,3,blackhole,,80,110,,,206,14867,13859390593777,13859390613847,14283,13859390594399,13859390613681,14275,13859390594410,13859390613681,14200,13695,13704,259,543,,64543776,64544454
25603,,,3,blackhole,,8,110,,,84,1867,13859458429483,13859458432004,1366,13859458430005,13859458431849,1366,13859458430005,13859458431849,1311,1354,,,,,50237038,50237038
26627,,,3,blackhole,,8,110,,,393,10621,13859468432561,13859468446900,9635,13859468433711,13859468446718,9581,13859468433784,13859468446718,6437,8104,9579,9263,9510,,7408929,7409041
27651,,,3,blackhole,,1,110,,,19,1422,13859473818293,13859473820213,892,13859473818867,13859473820071,891,13859473818868,13859473820071,873,423,536,143,201,,3980031,3978874
28675,,,3,blackhole,,80,110,,,230,295989,13859479843993,13859480243578,295407,13859479844628,13859480243428,295399,13859479844640,13859480243428,295315,285853,293201,293261,293670,,4462629,4462651
29699,,,3,blackhole,,110,110,,,166,5418,13859482652439,13859482659753,4830,13859482653092,13859482659612,4830,13859482653092,13859482659612,4813,3464,,,,,1785073,1785073
30723,,,3,blackhole,,110,110,,,170,5054,13859484449222,13859484456045,4473,13859484449866,13859484455904,4473,13859484449866,13859484455904,4473,4172,,,,,1326235,1326235
31747,,,3,blackhole,,5,110,,,37,2708,13859486878695,13859486882351,2200,13859486879230,13859486882200,2200,13859486879230,13859486882200,2196,67,,,,,1795056,1795056
32771,,,3,blackhole,,32,110,,,187,16127,13859489489017,13859489510789,15532,13859489489676,13859489510644,15532,13859489489676,13859489510644,15469,15494,,,,,1931482,1931482
33795,,,3,blackhole,,32,110,,,149,3106,13859491146447,13859491150640,2545,13859491147056,13859491150492,2545,13859491147056,13859491150492,2529,186,,,,,1212069,1212069
34819,,,3,blackhole,,110,110,,,176,12914,13859497275087,13859497292521,12315,13859497275751,13859497292376,12315,13859497275751,13859497292376,12300,11158,,,,,4537297,4537297
35843,,,3,blackhole,,24,110,,,256,7974,13859502815839,13859502826604,7167,13859502816779,13859502826455,7161,13859502816788,13859502826455,7159,2995,5673,5614,6006,,4091918,4092305
36867,,,3,blackhole,,110,110,,,171,14581,13859508819414,13859508839099,13975,13859508820059,13859508838925,13975,13859508820059,13859508838925,13938,12909,,,,,4439765,4439765
37891,,,3,blackhole,,32,110,,,146,3160,13859509132121,13859509136387,2607,13859509132719,13859509136239,2607,13859509132719,13859509136239,2585,185,,,,,217591,217591
38915,,,3,blackhole,,32,110,,,98,9316,13859510056356,13859510068932,8344,13859510057525,13859510068790,8344,13859510057525,13859510068790,8342,7715,,,,,682398,682398
39939,,,3,blackhole,,4,110,,,253,6566,13859510337490,13859510346354,6041,13859510338052,13859510346207,5916,13859510338221,13859510346207,5834,2098,4973,5071,5272,,199462,199594
40963,,,3,blackhole,,110,110,,,167,6811,13859513482088,13859513491283,6214,13859513482753,13859513491142,6214,13859513482753,13859513491142,6177,5601,,,,,2323340,2323340
41987,,,3,blackhole,,64,110,,,136,2972,13859515995501,13859515999513,1976,13859515996702,13859515999370,1976,13859515996702,13859515999370,1976,1719,,,,,1855692,1855692
43011,,,3,blackhole,,110,110,,,162,3704,13859516492510,13859516497511,3116,13859516493162,13859516497369,3116,13859516493162,13859516497369,3108,2833,,,,,365737,365737
44035,,,3,blackhole,,1,110,,,41,2868,13859521420667,13859521424539,2316,13859521421262,13859521424389,2316,13859521421262,13859521424389,2276,1722,1790,139,446,,3646862,3646862
45059,,,3,blackhole,,1,110,,,31,2858,13859521529023,13859521532881,2307,13859521529621,13859521532735,2301,13859521529628,13859521532735,2276,1706,1789,107,423,,77961,77939
46083,,,3,blackhole,,110,110,,,169,3707,13859524081556,13859524086561,3116,13859524082200,13859524086407,3116,13859524082200,13859524086407,3099,870,,,,,1888313,1888313
47107,,,3,blackhole,,110,110,,,164,3707,13859524198611,13859524203616,3110,13859524199266,13859524203465,3110,13859524199266,13859524203465,3107,867,,,,,83589,83589
48131,,,3,blackhole,,32,110,,,111,2827,13859529792028,13859529795845,1856,13859529793191,13859529795697,1855,13859529793193,13859529795697,1854,1321,1376,1361,1661,,4139877,4140953
49155,,,3,blackhole,,110,110,,,164,2351,13859531554828,13859531558002,1741,13859531555476,13859531557827,1741,13859531555476,13859531557827,,1741,,,,,1303180,1303180
50179,,,3,blackhole,,32,110,,,132,4024,13859536090651,13859536096083,3049,13859536091820,13859536095936,3047,13859536091822,13859536095936,3047,2030,2074,213,585,,3358636,3358066
51203,,,3,blackhole,,32,110,,,114,2877,13859536254807,13859536258691,1899,13859536255977,13859536258541,1899,13859536255978,13859536258541,1899,1416,1457,1452,1759,,118533,118580
52227,,,3,blackhole,,110,110,,,164,2324,13859536276433,13859536279570,1710,13859536277096,13859536279404,1710,13859536277096,13859536279404,,1710,,,,,13747,13747
53251,,,3,blackhole,,32,110,,,153,3959,13859536313337,13859536318681,2973,13859536314490,13859536318504,2973,13859536314491,13859536318504,2964,1996,2040,207,579,,25987,25994
54275,,,3,blackhole,,110,110,,,181,2980,13859541652191,13859541656214,2399,13859541652828,13859541656067,2399,13859541652828,13859541656067,2339,1381,1446,1956,413,,3950924,3950924
55299,,,3,blackhole,,32,110,,,104,2035,13859542093231,13859542095978,1066,13859542094398,13859542095837,1066,13859542094398,13859542095837,1066,713,,,,,324712,324712
56323,,,3,blackhole,,110,110,,,181,1856,13859547385077,13859547387582,1274,13859547385716,13859547387436,1274,13859547385716,13859547387436,1254,713,727,798,426,,3918201,3918201
57347,,,3,blackhole,,32,110,,,104,2114,13859547770148,13859547773002,1154,13859547771301,13859547772859,1154,13859547771301,13859547772859,1154,886,,,,,284326,284326
58371,,,3,blackhole,,64,110,,,130,2316,13859550318232,13859550321358,1296,13859550319461,13859550321211,1296,13859550319461,13859550321211,1296,902,,,,,1885941,1885941
59395,,,3,blackhole,,110,110,,,182,3013,13859550506709,13859550510777,2417,13859550507362,13859550510625,2416,13859550507363,13859550510625,2376,1387,1469,1965,402,,137888,137873
60419,,,3,blackhole,,110,110,,,183,2411,13859554224677,13859554227932,1822,13859554225324,13859554227784,1822,13859554225324,13859554227784,1808,1383,1383,290,419,,2751293,2751293
61443,,,3,blackhole,,110,110,,,170,3802,13859554714727,13859554719860,3209,13859554715381,13859554719713,3209,13859554715381,13859554719713,3206,2929,,,,,361195,361195
62467,,,3,blackhole,,32,110,,,152,2582,13859556385325,13859556388811,2024,13859556385909,13859556388641,2024,13859556385909,13859556388641,1993,2016,,,,,1234400,1234400
63491,,,3,blackhole,,64,110,,,135,3085,13859556835993,13859556840158,2092,13859556837192,13859556840016,2092,13859556837192,13859556840016,2092,1855,,,,,332284,332284
64515,,,3,blackhole,,110,110,,,167,3818,13859557289834,13859557294988,3233,13859557290483,13859557294847,3233,13859557290483,13859557294847,3216,2967,,,,,333721,333721
65539,,,3,blackhole,,1,110,,,23,2868,13859557393051,13859557396923,2306,13859557393658,13859557396771,2304,13859557393660,13859557396771,2295,1711,1790,114,421,,73196,73181
66563,,,3,blackhole,,1,110,,,36,2912,13859557417566,13859557421497,2354,13859557418163,13859557421341,2347,13859557418172,13859557421341,2330,1748,1823,110,444,,15845,15850
67587,,,3,blackhole,,110,110,,,164,3718,13859557481572,13859557486591,3126,13859557482214,13859557486434,3126,13859557482214,13859557486434,3096,873,,,,,45092,45092
68611,,,3,blackhole,,110,110,,,164,3725,13859557513439,13859557518468,3120,13859557514103,13859557518315,3120,13859557514103,13859557518315,3109,862,,,,,20496,20496
69635,,,3,blackhole,,32,110,,,110,2787,13859557695300,13859557699063,1829,13859557696448,13859557698917,1828,13859557696449,13859557698917,1828,1311,1359,1359,1633,,131958,131940
