Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
49.67,MatmulDeviceOperation (in0:width_sharded),409.85,15,Compute,29.01,50.02,41.12,7.34,44.42
7.65,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),63.14,6,TM,,,,,
5.87,AllReduceAsyncDeviceOperation (in0:width_sharded),48.47,6,Other,,,,,
5.21,BinaryNgDeviceOperation (in0:width_sharded),43.02,9,Compute,,,,,
4.85,RotaryEmbeddingDeviceOperation (in0:height_sharded),40.00,6,Other,,,,,
4.78,UntilizeDeviceOperation (in0:dram_interleaved),39.46,6,TM,,,,,
4.27,LayerNormDeviceOperation (in0:width_sharded),35.22,6,Compute,,,,,
3.31,ReshardDeviceOperation (in0:width_sharded),27.34,18,DM,,,,,
3.16,SdpaDecodeDeviceOperation (in0:dram_interleaved),26.11,3,Other,,,,,
2.06,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),17.00,6,DM,,,,,
1.31,TypecastDeviceOperation (in0:width_sharded),10.77,6,TM,,,,,
1.11,CopyDeviceOperation (in0:dram_interleaved),9.13,6,DM,,,,,
0.94,SliceDeviceOperation (in0:l1_interleaved),7.78,6,TM,,,,,
0.87,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),7.19,3,Other,,,,,
0.85,ShardedToInterleavedDeviceOperation (in0:width_sharded),7.04,3,DM,,,,,
0.79,EmbeddingsDeviceOperation (in0:dram_interleaved),6.48,6,Compute,,,,,
0.67,InterleavedToShardedDeviceOperation (in0:dram_interleaved),5.51,6,DM,,,,,
0.62,SliceDeviceOperation (in0:width_sharded),5.14,3,TM,,,,,
0.51,ShardedToInterleavedDeviceOperation (in0:height_sharded),4.24,6,DM,,,,,
0.48,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),3.97,3,TM,,,,,
0.44,CopyDeviceOperation (in0:l1_interleaved),3.62,3,DM,,,,,
0.35,TypecastDeviceOperation (in0:dram_interleaved),2.92,3,TM,,,,,
0.22,InterleavedToShardedDeviceOperation (in0:l1_interleaved),1.83,3,DM,,,,,
