Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
45.11,MatmulDeviceOperation (in0:width_sharded),4490.70,100,Compute,40.44,51.14,47.77,3.65,48.65
11.66,SdpaDecodeDeviceOperation (in0:height_sharded),1160.21,20,Other,,,,,
11.27,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),1121.68,40,DM,,,,,
7.35,UntilizeWithUnpaddingDeviceOperation (in0:l1_interleaved),731.55,80,TM,,,,,
4.01,BinaryNgDeviceOperation (in0:height_sharded),399.31,120,Compute,,,,,
3.24,NLPCreateQKVHeadsDecodeDeviceOperation (in0:width_sharded),322.50,20,Other,,,,,
2.90,BinaryNgDeviceOperation (in0:width_sharded),288.76,60,Compute,,,,,
2.81,TilizeWithValPaddingDeviceOperation (in0:l1_interleaved),280.19,80,TM,,,,,
2.63,LayerNormDeviceOperation (in0:width_sharded),262.15,40,Compute,,,,,
2.08,ConcatDeviceOperation (in0:l1_interleaved),206.86,40,TM,,,,,
1.28,UntilizeDeviceOperation (in0:height_sharded),127.46,40,TM,,,,,
1.06,SliceDeviceOperation (in0:l1_interleaved),105.21,40,TM,,,,,
0.96,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),95.26,20,TM,,,,,
0.92,EmbeddingsDeviceOperation (in0:dram_interleaved),91.32,38,Compute,,,,,
0.81,InterleavedToShardedDeviceOperation (in0:dram_interleaved),80.53,78,DM,,,,,
0.56,SliceDeviceOperation (in0:height_sharded),55.34,40,TM,,,,,
0.49,UnaryDeviceOperation (in0:l1_interleaved),48.88,40,Compute,,,,,
0.40,InterleavedToShardedDeviceOperation (in0:l1_interleaved),39.82,40,DM,,,,,
0.30,ReshardDeviceOperation (in0:width_sharded),30.03,20,DM,,,,,
0.17,TypecastDeviceOperation (in0:dram_interleaved),16.72,19,TM,,,,,
