label,ctx,chunk,layer,min_head_pcc,layer_pcc,relative_rmse
base_c8192_rep,8k,8192,44,0.965591,0.971037,0.241029
base_c8192_rep,8k,8192,45,0.967239,0.972468,0.235003
base_c8192_rep,8k,8192,46,0.964315,0.973294,0.231451
base_c8192_rep,8k,8192,47,0.973406,0.975435,0.221981
base_c8192_rep,8k,8192,48,0.964293,0.972575,0.234547
base_c8192_rep,8k,8192,49,0.967402,0.979034,0.205056
base_c8192_rep,8k,8192,50,0.957159,0.962432,0.274511
base_c8192_rep,8k,8192,51,0.954710,0.967734,0.254405
base_c8192_rep,8k,8192,52,0.957121,0.964413,0.267182
base_c8192_rep,8k,8192,53,0.972040,0.973313,0.231394
base_c8192_rep,8k,8192,54,0.969011,0.975129,0.223332
base_c8192_rep,8k,8192,55,0.964748,0.972019,0.236874
base_c8192_rep,8k,8192,56,0.968286,0.973478,0.230660
base_c8192_rep,8k,8192,57,0.959268,0.970941,0.241424
base_c8192_rep,8k,8192,58,0.973951,0.979757,0.201492
base_c8192_rep,8k,8192,59,0.984444,0.986548,0.164332
dram_only_c4096,8k,4096,0,0.999850,0.999874,0.016192
dram_only_c4096,8k,4096,1,0.999690,0.999757,0.022280
dram_only_c4096,8k,4096,2,0.999696,0.999760,0.022114
dram_only_c4096,8k,4096,3,0.999557,0.999654,0.026509
dram_only_c4096,8k,4096,4,0.999464,0.999529,0.030949
dram_only_c4096,8k,4096,5,0.999536,0.999554,0.030031
dram_only_c4096,8k,4096,6,0.999146,0.999362,0.035942
dram_only_c4096,8k,4096,7,0.999042,0.999491,0.032104
dram_only_c4096,8k,4096,8,0.998936,0.999499,0.031865
dram_only_c4096,8k,4096,9,0.999234,0.999471,0.032733
dram_only_c4096,8k,4096,10,0.999039,0.999367,0.035771
dram_only_c4096,8k,4096,11,0.999176,0.999337,0.036587
dram_only_c4096,8k,4096,12,0.999257,0.999620,0.027750
dram_only_c4096,8k,4096,13,0.999325,0.999450,0.033380
dram_only_c4096,8k,4096,14,0.999144,0.999345,0.036399
dram_only_c4096,8k,4096,15,0.999137,0.999381,0.035376
dram_only_c4096,8k,4096,16,0.998842,0.999119,0.042171
dram_only_c4096,8k,4096,17,0.999133,0.999257,0.038735
dram_only_c4096,8k,4096,18,0.997875,0.998416,0.056485
dram_only_c4096,8k,4096,19,0.997612,0.998660,0.051930
dram_only_c4096,8k,4096,20,0.997541,0.998284,0.058741
dram_only_c4096,8k,4096,21,0.995607,0.996236,0.086955
dram_only_c4096,8k,4096,22,0.994492,0.995613,0.093849
dram_only_c4096,8k,4096,23,0.992457,0.995814,0.091662
dram_only_c4096,8k,4096,24,0.990612,0.992623,0.121676
dram_only_c4096,8k,4096,25,0.985675,0.990451,0.138418
dram_only_c4096,8k,4096,26,0.982114,0.986642,0.163708
dram_only_c4096,8k,4096,27,0.973954,0.978838,0.206034
dram_only_c4096,8k,4096,28,0.960079,0.972084,0.236624
dram_only_c4096,8k,4096,29,0.943761,0.967924,0.253638
dram_only_c4096,8k,4096,30,0.907921,0.937542,0.353938
dram_only_c4096,8k,4096,31,0.893326,0.940210,0.346285
dram_only_c4096,8k,4096,32,0.898628,0.932496,0.367943
dram_only_c4096,8k,4096,33,0.875034,0.914913,0.413067
dram_only_c4096,8k,4096,34,0.878713,0.918098,0.405268
dram_only_c4096,8k,4096,35,0.897967,0.918344,0.404652
dram_only_c4096,8k,4096,36,0.860902,0.909759,0.425421
dram_only_c4096,8k,4096,37,0.865766,0.911914,0.420320
dram_only_c4096,8k,4096,38,0.871471,0.907879,0.429814
dram_only_c4096,8k,4096,39,0.851405,0.911648,0.420956
dram_only_c4096,8k,4096,40,0.905013,0.940741,0.344743
dram_only_c4096,8k,4096,41,0.930694,0.947501,0.324482
dram_only_c4096,8k,4096,42,0.928450,0.944537,0.333523
dram_only_c4096,8k,4096,43,0.923379,0.949046,0.319679
dram_only_c4096,8k,4096,44,0.937324,0.948794,0.320469
dram_only_c4096,8k,4096,45,0.940584,0.952043,0.310135
dram_only_c4096,8k,4096,46,0.934933,0.954004,0.303732
dram_only_c4096,8k,4096,47,0.950662,0.956413,0.295661
dram_only_c4096,8k,4096,48,0.940670,0.955558,0.298560
dram_only_c4096,8k,4096,49,0.940169,0.966355,0.259756
dram_only_c4096,8k,4096,50,0.929182,0.935839,0.358727
dram_only_c4096,8k,4096,51,0.923702,0.945034,0.332033
dram_only_c4096,8k,4096,52,0.928596,0.940279,0.346098
dram_only_c4096,8k,4096,53,0.953076,0.956906,0.294014
dram_only_c4096,8k,4096,54,0.946505,0.960751,0.280543
dram_only_c4096,8k,4096,55,0.940766,0.954224,0.302958
dram_only_c4096,8k,4096,56,0.948961,0.957647,0.291458
dram_only_c4096,8k,4096,57,0.931050,0.952125,0.309868
dram_only_c4096,8k,4096,58,0.954292,0.967780,0.254201
dram_only_c4096,8k,4096,59,0.974837,0.976737,0.216017
final_993720c_c8192,256k,8192,0,0.999910,0.999938,0.011490
final_993720c_c8192,256k,8192,1,0.999835,0.999869,0.016441
final_993720c_c8192,256k,8192,2,0.999836,0.999868,0.016514
final_993720c_c8192,256k,8192,3,0.999713,0.999779,0.021256
final_993720c_c8192,256k,8192,4,0.999644,0.999694,0.024940
final_993720c_c8192,256k,8192,5,0.999668,0.999694,0.024938
final_993720c_c8192,256k,8192,6,0.997921,0.998639,0.052316
final_993720c_c8192,256k,8192,7,0.998036,0.999061,0.043493
final_993720c_c8192,256k,8192,8,0.998463,0.999386,0.035210
final_993720c_c8192,256k,8192,9,0.998640,0.999289,0.037858
final_993720c_c8192,256k,8192,10,0.998813,0.999216,0.039748
final_993720c_c8192,256k,8192,11,0.998899,0.999055,0.043622
final_993720c_c8192,256k,8192,12,0.998679,0.999443,0.033541
final_993720c_c8192,256k,8192,13,0.999216,0.999411,0.034486
final_993720c_c8192,256k,8192,14,0.998977,0.999280,0.038107
final_993720c_c8192,256k,8192,15,0.998627,0.999175,0.040771
final_993720c_c8192,256k,8192,16,0.998533,0.998831,0.048484
final_993720c_c8192,256k,8192,17,0.998537,0.998817,0.048769
final_993720c_c8192,256k,8192,18,0.993077,0.997181,0.075236
final_993720c_c8192,256k,8192,19,0.994542,0.997351,0.072945
final_993720c_c8192,256k,8192,20,0.995208,0.996939,0.078391
final_993720c_c8192,256k,8192,21,0.992811,0.994382,0.106183
final_993720c_c8192,256k,8192,22,0.992675,0.994070,0.109084
final_993720c_c8192,256k,8192,23,0.990586,0.995271,0.097415
final_993720c_c8192,256k,8192,24,0.987437,0.990457,0.138364
final_993720c_c8192,256k,8192,25,0.980987,0.987176,0.160380
final_993720c_c8192,256k,8192,26,0.980223,0.985056,0.173139
final_993720c_c8192,256k,8192,27,0.975788,0.980118,0.199702
final_993720c_c8192,256k,8192,28,0.963092,0.975495,0.221701
final_993720c_c8192,256k,8192,29,0.948240,0.977456,0.212648
final_993720c_c8192,256k,8192,30,0.949496,0.961392,0.278270
final_993720c_c8192,256k,8192,31,0.936743,0.959890,0.283629
final_993720c_c8192,256k,8192,32,0.939919,0.954235,0.302956
final_993720c_c8192,256k,8192,33,0.929920,0.943335,0.337111
final_993720c_c8192,256k,8192,34,0.923098,0.942376,0.339949
final_993720c_c8192,256k,8192,35,0.932229,0.943923,0.335349
final_993720c_c8192,256k,8192,36,0.920741,0.944298,0.334240
final_993720c_c8192,256k,8192,37,0.921966,0.945043,0.331998
final_993720c_c8192,256k,8192,38,0.919542,0.940620,0.345074
final_993720c_c8192,256k,8192,39,0.911844,0.938287,0.351812
final_993720c_c8192,256k,8192,40,0.934196,0.950570,0.314859
final_993720c_c8192,256k,8192,41,0.946112,0.957403,0.292277
final_993720c_c8192,256k,8192,42,0.936635,0.948836,0.320333
final_993720c_c8192,256k,8192,43,0.929158,0.950982,0.313531
final_993720c_c8192,256k,8192,44,0.938747,0.950009,0.316633
final_993720c_c8192,256k,8192,45,0.943731,0.950944,0.313664
final_993720c_c8192,256k,8192,46,0.936379,0.952981,0.307088
final_993720c_c8192,256k,8192,47,0.952041,0.956978,0.293737
final_993720c_c8192,256k,8192,48,0.940122,0.955093,0.300108
final_993720c_c8192,256k,8192,49,0.949987,0.966713,0.258363
final_993720c_c8192,256k,8192,50,0.930878,0.938689,0.350640
final_993720c_c8192,256k,8192,51,0.929564,0.947127,0.325640
final_993720c_c8192,256k,8192,52,0.931760,0.942584,0.339344
final_993720c_c8192,256k,8192,53,0.951436,0.954199,0.303078
final_993720c_c8192,256k,8192,54,0.946027,0.959960,0.283350
final_993720c_c8192,256k,8192,55,0.939963,0.953994,0.303714
final_993720c_c8192,256k,8192,56,0.944373,0.957797,0.290933
final_993720c_c8192,256k,8192,57,0.934260,0.951339,0.312389
final_993720c_c8192,256k,8192,58,0.957443,0.970226,0.244339
final_993720c_c8192,256k,8192,59,0.976477,0.982278,0.188536
fp32acc_c4096,8k,4096,0,0.999850,0.999874,0.016192
fp32acc_c4096,8k,4096,1,0.999772,0.999808,0.019857
fp32acc_c4096,8k,4096,2,0.999781,0.999818,0.019353
fp32acc_c4096,8k,4096,3,0.999673,0.999736,0.023204
fp32acc_c4096,8k,4096,4,0.999636,0.999670,0.025967
fp32acc_c4096,8k,4096,5,0.999655,0.999676,0.025643
fp32acc_c4096,8k,4096,6,0.999419,0.999571,0.029502
fp32acc_c4096,8k,4096,7,0.999388,0.999644,0.026866
fp32acc_c4096,8k,4096,8,0.999326,0.999661,0.026279
fp32acc_c4096,8k,4096,9,0.999416,0.999628,0.027483
fp32acc_c4096,8k,4096,10,0.999380,0.999574,0.029408
fp32acc_c4096,8k,4096,11,0.999519,0.999564,0.029709
fp32acc_c4096,8k,4096,12,0.999424,0.999688,0.025180
fp32acc_c4096,8k,4096,13,0.999544,0.999617,0.027892
fp32acc_c4096,8k,4096,14,0.999403,0.999517,0.031292
fp32acc_c4096,8k,4096,15,0.999313,0.999505,0.031658
fp32acc_c4096,8k,4096,16,0.999151,0.999276,0.038256
fp32acc_c4096,8k,4096,17,0.999191,0.999270,0.038383
fp32acc_c4096,8k,4096,18,0.998313,0.998606,0.053012
fp32acc_c4096,8k,4096,19,0.998223,0.998850,0.048131
fp32acc_c4096,8k,4096,20,0.997974,0.998543,0.054146
fp32acc_c4096,8k,4096,21,0.996480,0.997010,0.077523
fp32acc_c4096,8k,4096,22,0.995772,0.996611,0.082509
fp32acc_c4096,8k,4096,23,0.993378,0.996657,0.081943
fp32acc_c4096,8k,4096,24,0.992760,0.993967,0.110046
fp32acc_c4096,8k,4096,25,0.988431,0.991823,0.128093
fp32acc_c4096,8k,4096,26,0.985624,0.988536,0.151666
fp32acc_c4096,8k,4096,27,0.979363,0.983227,0.183435
fp32acc_c4096,8k,4096,28,0.968964,0.978640,0.206992
fp32acc_c4096,8k,4096,29,0.959209,0.978243,0.208903
fp32acc_c4096,8k,4096,30,0.949005,0.963017,0.272363
fp32acc_c4096,8k,4096,31,0.940651,0.963902,0.269072
fp32acc_c4096,8k,4096,32,0.943708,0.960073,0.282985
fp32acc_c4096,8k,4096,33,0.931093,0.951114,0.313109
fp32acc_c4096,8k,4096,34,0.933811,0.951558,0.311685
fp32acc_c4096,8k,4096,35,0.946878,0.953319,0.305962
fp32acc_c4096,8k,4096,36,0.926893,0.950058,0.316494
fp32acc_c4096,8k,4096,37,0.930080,0.950297,0.315736
fp32acc_c4096,8k,4096,38,0.931672,0.950330,0.315615
fp32acc_c4096,8k,4096,39,0.920500,0.952172,0.309725
fp32acc_c4096,8k,4096,40,0.951619,0.967241,0.256329
fp32acc_c4096,8k,4096,41,0.966050,0.972612,0.234382
fp32acc_c4096,8k,4096,42,0.964374,0.972186,0.236209
fp32acc_c4096,8k,4096,43,0.964229,0.973923,0.228708
fp32acc_c4096,8k,4096,44,0.969055,0.973690,0.229724
fp32acc_c4096,8k,4096,45,0.971060,0.975311,0.222542
fp32acc_c4096,8k,4096,46,0.968340,0.975729,0.220652
fp32acc_c4096,8k,4096,47,0.976374,0.977899,0.210541
fp32acc_c4096,8k,4096,48,0.970937,0.976384,0.217658
fp32acc_c4096,8k,4096,49,0.972461,0.981007,0.195173
fp32acc_c4096,8k,4096,50,0.966411,0.969421,0.247667
fp32acc_c4096,8k,4096,51,0.964745,0.972986,0.232783
fp32acc_c4096,8k,4096,52,0.966693,0.971193,0.240399
fp32acc_c4096,8k,4096,53,0.976307,0.977411,0.212878
fp32acc_c4096,8k,4096,54,0.973754,0.978557,0.207378
fp32acc_c4096,8k,4096,55,0.970440,0.976229,0.218332
fp32acc_c4096,8k,4096,56,0.973123,0.977364,0.213097
fp32acc_c4096,8k,4096,57,0.969345,0.976577,0.216761
fp32acc_c4096,8k,4096,58,0.977590,0.981875,0.190669
fp32acc_c4096,8k,4096,59,0.988462,0.990133,0.140716
mlp256k_c8192,256k,8192,0,0.999853,0.999873,0.016228
mlp256k_c8192,256k,8192,1,0.999767,0.999812,0.019667
mlp256k_c8192,256k,8192,2,0.999770,0.999809,0.019791
mlp256k_c8192,256k,8192,3,0.999649,0.999721,0.023869
mlp256k_c8192,256k,8192,4,0.999541,0.999597,0.028641
mlp256k_c8192,256k,8192,5,0.999595,0.999620,0.027816
mlp256k_c8192,256k,8192,6,0.997714,0.998500,0.054948
mlp256k_c8192,256k,8192,7,0.997797,0.998941,0.046191
mlp256k_c8192,256k,8192,8,0.998340,0.999298,0.037658
mlp256k_c8192,256k,8192,9,0.998466,0.999204,0.040068
mlp256k_c8192,256k,8192,10,0.998710,0.999118,0.042191
mlp256k_c8192,256k,8192,11,0.998741,0.998910,0.046874
mlp256k_c8192,256k,8192,12,0.998496,0.999344,0.036384
mlp256k_c8192,256k,8192,13,0.999092,0.999309,0.037367
mlp256k_c8192,256k,8192,14,0.998810,0.999146,0.041517
mlp256k_c8192,256k,8192,15,0.998386,0.999015,0.044559
mlp256k_c8192,256k,8192,16,0.998282,0.998622,0.052692
mlp256k_c8192,256k,8192,17,0.998362,0.998666,0.051821
mlp256k_c8192,256k,8192,18,0.992727,0.996899,0.078937
mlp256k_c8192,256k,8192,19,0.993867,0.997080,0.076592
mlp256k_c8192,256k,8192,20,0.994728,0.996618,0.082410
mlp256k_c8192,256k,8192,21,0.992155,0.993815,0.111426
mlp256k_c8192,256k,8192,22,0.991920,0.993455,0.114610
mlp256k_c8192,256k,8192,23,0.989905,0.994777,0.102382
mlp256k_c8192,256k,8192,24,0.986650,0.989855,0.142678
mlp256k_c8192,256k,8192,25,0.979666,0.986243,0.166123
mlp256k_c8192,256k,8192,26,0.978815,0.983926,0.179576
mlp256k_c8192,256k,8192,27,0.974287,0.978700,0.206707
mlp256k_c8192,256k,8192,28,0.961339,0.974217,0.227414
mlp256k_c8192,256k,8192,29,0.945888,0.976507,0.217101
mlp256k_c8192,256k,8192,30,0.947414,0.959784,0.284015
mlp256k_c8192,256k,8192,31,0.934416,0.958271,0.289304
mlp256k_c8192,256k,8192,32,0.937669,0.952410,0.308944
mlp256k_c8192,256k,8192,33,0.927326,0.941154,0.343542
mlp256k_c8192,256k,8192,34,0.920431,0.940397,0.345740
mlp256k_c8192,256k,8192,35,0.929984,0.941917,0.341297
mlp256k_c8192,256k,8192,36,0.918307,0.942480,0.339656
mlp256k_c8192,256k,8192,37,0.919576,0.943247,0.337384
mlp256k_c8192,256k,8192,38,0.917098,0.938658,0.350739
mlp256k_c8192,256k,8192,39,0.908846,0.936210,0.357689
mlp256k_c8192,256k,8192,40,0.931877,0.948910,0.320109
mlp256k_c8192,256k,8192,41,0.943550,0.955603,0.298422
mlp256k_c8192,256k,8192,42,0.934177,0.946932,0.326246
mlp256k_c8192,256k,8192,43,0.926612,0.949118,0.319452
mlp256k_c8192,256k,8192,44,0.936583,0.948242,0.322190
mlp256k_c8192,256k,8192,45,0.941935,0.949321,0.318814
mlp256k_c8192,256k,8192,46,0.934274,0.951309,0.312511
mlp256k_c8192,256k,8192,47,0.950113,0.955084,0.300139
mlp256k_c8192,256k,8192,48,0.937417,0.953043,0.306897
mlp256k_c8192,256k,8192,49,0.947761,0.965502,0.263028
mlp256k_c8192,256k,8192,50,0.927975,0.936218,0.357655
mlp256k_c8192,256k,8192,51,0.926664,0.945041,0.332013
mlp256k_c8192,256k,8192,52,0.928985,0.940219,0.346269
mlp256k_c8192,256k,8192,53,0.949628,0.952459,0.308787
mlp256k_c8192,256k,8192,54,0.944168,0.958491,0.288505
mlp256k_c8192,256k,8192,55,0.937615,0.952215,0.309529
mlp256k_c8192,256k,8192,56,0.942279,0.956041,0.296936
mlp256k_c8192,256k,8192,57,0.931757,0.949553,0.318086
mlp256k_c8192,256k,8192,58,0.955920,0.969092,0.248956
mlp256k_c8192,256k,8192,59,0.975127,0.981292,0.193767
mlp_only_c4096,8k,4096,0,0.999850,0.999874,0.016192
mlp_only_c4096,8k,4096,1,0.999726,0.999780,0.021240
mlp_only_c4096,8k,4096,2,0.999728,0.999781,0.021149
mlp_only_c4096,8k,4096,3,0.999598,0.999690,0.025105
mlp_only_c4096,8k,4096,4,0.999514,0.999569,0.029614
mlp_only_c4096,8k,4096,5,0.999592,0.999609,0.028137
mlp_only_c4096,8k,4096,6,0.999272,0.999448,0.033436
mlp_only_c4096,8k,4096,7,0.999192,0.999562,0.029769
mlp_only_c4096,8k,4096,8,0.999121,0.999579,0.029207
mlp_only_c4096,8k,4096,9,0.999337,0.999555,0.030022
mlp_only_c4096,8k,4096,10,0.999162,0.999445,0.033509
mlp_only_c4096,8k,4096,11,0.999341,0.999434,0.033819
mlp_only_c4096,8k,4096,12,0.999339,0.999653,0.026551
mlp_only_c4096,8k,4096,13,0.999347,0.999473,0.032676
mlp_only_c4096,8k,4096,14,0.999133,0.999338,0.036580
mlp_only_c4096,8k,4096,15,0.999055,0.999338,0.036571
mlp_only_c4096,8k,4096,16,0.998696,0.998946,0.046121
mlp_only_c4096,8k,4096,17,0.998975,0.999094,0.042735
mlp_only_c4096,8k,4096,18,0.997676,0.998179,0.060553
mlp_only_c4096,8k,4096,19,0.997704,0.998586,0.053348
mlp_only_c4096,8k,4096,20,0.997506,0.998195,0.060240
mlp_only_c4096,8k,4096,21,0.995419,0.996039,0.089196
mlp_only_c4096,8k,4096,22,0.994470,0.995691,0.093012
mlp_only_c4096,8k,4096,23,0.992823,0.996063,0.088906
mlp_only_c4096,8k,4096,24,0.991600,0.993185,0.116954
mlp_only_c4096,8k,4096,25,0.987069,0.990822,0.135704
mlp_only_c4096,8k,4096,26,0.983287,0.986713,0.163272
mlp_only_c4096,8k,4096,27,0.977405,0.981225,0.194071
mlp_only_c4096,8k,4096,28,0.967879,0.977684,0.211577
mlp_only_c4096,8k,4096,29,0.952643,0.977718,0.211403
mlp_only_c4096,8k,4096,30,0.942296,0.959106,0.286399
mlp_only_c4096,8k,4096,31,0.933652,0.961754,0.276962
mlp_only_c4096,8k,4096,32,0.938643,0.957632,0.291505
mlp_only_c4096,8k,4096,33,0.925733,0.947985,0.322968
mlp_only_c4096,8k,4096,34,0.928676,0.949289,0.318900
mlp_only_c4096,8k,4096,35,0.943492,0.950559,0.314878
mlp_only_c4096,8k,4096,36,0.922172,0.947694,0.323901
mlp_only_c4096,8k,4096,37,0.925986,0.948577,0.321151
mlp_only_c4096,8k,4096,38,0.927653,0.948342,0.321871
mlp_only_c4096,8k,4096,39,0.915759,0.950246,0.315902
mlp_only_c4096,8k,4096,40,0.950167,0.966785,0.258114
mlp_only_c4096,8k,4096,41,0.964387,0.971326,0.239821
mlp_only_c4096,8k,4096,42,0.964481,0.972903,0.233145
mlp_only_c4096,8k,4096,43,0.963937,0.974458,0.226349
mlp_only_c4096,8k,4096,44,0.969490,0.974253,0.227253
mlp_only_c4096,8k,4096,45,0.971034,0.975882,0.219954
mlp_only_c4096,8k,4096,46,0.968009,0.976641,0.216468
mlp_only_c4096,8k,4096,47,0.976585,0.978228,0.208975
mlp_only_c4096,8k,4096,48,0.969692,0.976388,0.217640
mlp_only_c4096,8k,4096,49,0.971654,0.981609,0.192056
mlp_only_c4096,8k,4096,50,0.964363,0.968341,0.252003
mlp_only_c4096,8k,4096,51,0.962379,0.972410,0.235259
mlp_only_c4096,8k,4096,52,0.965221,0.970351,0.243880
mlp_only_c4096,8k,4096,53,0.976638,0.977584,0.212058
mlp_only_c4096,8k,4096,54,0.973562,0.978761,0.206388
mlp_only_c4096,8k,4096,55,0.970420,0.976370,0.217686
mlp_only_c4096,8k,4096,56,0.973166,0.977638,0.211797
mlp_only_c4096,8k,4096,57,0.968244,0.976219,0.218414
mlp_only_c4096,8k,4096,58,0.977990,0.982853,0.185456
mlp_only_c4096,8k,4096,59,0.987472,0.989503,0.145136
mlp_only_c8192,8k,8192,0,0.999850,0.999874,0.016192
mlp_only_c8192,8k,8192,1,0.999724,0.999778,0.021311
mlp_only_c8192,8k,8192,2,0.999726,0.999780,0.021196
mlp_only_c8192,8k,8192,3,0.999595,0.999688,0.025200
mlp_only_c8192,8k,8192,4,0.999511,0.999567,0.029678
mlp_only_c8192,8k,8192,5,0.999577,0.999595,0.028659
mlp_only_c8192,8k,8192,6,0.999248,0.999422,0.034196
mlp_only_c8192,8k,8192,7,0.999169,0.999547,0.030279
mlp_only_c8192,8k,8192,8,0.999119,0.999572,0.029451
mlp_only_c8192,8k,8192,9,0.999313,0.999547,0.030296
mlp_only_c8192,8k,8192,10,0.999143,0.999434,0.033844
mlp_only_c8192,8k,8192,11,0.999312,0.999403,0.034785
mlp_only_c8192,8k,8192,12,0.999339,0.999655,0.026458
mlp_only_c8192,8k,8192,13,0.999377,0.999499,0.031863
mlp_only_c8192,8k,8192,14,0.999196,0.999384,0.035310
mlp_only_c8192,8k,8192,15,0.999165,0.999404,0.034724
mlp_only_c8192,8k,8192,16,0.998881,0.999145,0.041554
mlp_only_c8192,8k,8192,17,0.999161,0.999286,0.038001
mlp_only_c8192,8k,8192,18,0.997863,0.998427,0.056285
mlp_only_c8192,8k,8192,19,0.997878,0.998794,0.049283
mlp_only_c8192,8k,8192,20,0.997777,0.998374,0.057197
mlp_only_c8192,8k,8192,21,0.995222,0.996015,0.089462
mlp_only_c8192,8k,8192,22,0.994378,0.995736,0.092525
mlp_only_c8192,8k,8192,23,0.991842,0.996040,0.089172
mlp_only_c8192,8k,8192,24,0.991491,0.992834,0.119920
mlp_only_c8192,8k,8192,25,0.986650,0.990202,0.140204
mlp_only_c8192,8k,8192,26,0.983085,0.986299,0.165791
mlp_only_c8192,8k,8192,27,0.976676,0.980524,0.197660
mlp_only_c8192,8k,8192,28,0.967726,0.977194,0.213886
mlp_only_c8192,8k,8192,29,0.957647,0.978494,0.207695
mlp_only_c8192,8k,8192,30,0.946312,0.962040,0.275934
mlp_only_c8192,8k,8192,31,0.938148,0.964431,0.267098
mlp_only_c8192,8k,8192,32,0.942231,0.960488,0.281510
mlp_only_c8192,8k,8192,33,0.929337,0.951296,0.312523
mlp_only_c8192,8k,8192,34,0.933326,0.952532,0.308536
mlp_only_c8192,8k,8192,35,0.947091,0.953526,0.305289
mlp_only_c8192,8k,8192,36,0.927702,0.951285,0.312585
mlp_only_c8192,8k,8192,37,0.931159,0.952154,0.309782
mlp_only_c8192,8k,8192,38,0.932104,0.951657,0.311374
mlp_only_c8192,8k,8192,39,0.920310,0.953413,0.305684
mlp_only_c8192,8k,8192,40,0.952238,0.968749,0.250365
mlp_only_c8192,8k,8192,41,0.966535,0.973179,0.231953
mlp_only_c8192,8k,8192,42,0.966098,0.973767,0.229395
mlp_only_c8192,8k,8192,43,0.966007,0.975213,0.222979
mlp_only_c8192,8k,8192,44,0.970771,0.975100,0.223488
mlp_only_c8192,8k,8192,45,0.972832,0.976689,0.216245
mlp_only_c8192,8k,8192,46,0.969368,0.977175,0.213980
mlp_only_c8192,8k,8192,47,0.977406,0.978902,0.205728
mlp_only_c8192,8k,8192,48,0.971688,0.977181,0.213957
mlp_only_c8192,8k,8192,49,0.973122,0.981810,0.191005
mlp_only_c8192,8k,8192,50,0.966940,0.970403,0.243662
mlp_only_c8192,8k,8192,51,0.965117,0.974112,0.227884
mlp_only_c8192,8k,8192,52,0.967496,0.972238,0.235994
mlp_only_c8192,8k,8192,53,0.977408,0.978364,0.208347
mlp_only_c8192,8k,8192,54,0.975308,0.979184,0.204324
mlp_only_c8192,8k,8192,55,0.971698,0.977133,0.214138
mlp_only_c8192,8k,8192,56,0.973992,0.977948,0.210329
mlp_only_c8192,8k,8192,57,0.969532,0.976905,0.215240
mlp_only_c8192,8k,8192,58,0.978078,0.982710,0.186223
mlp_only_c8192,8k,8192,59,0.988255,0.990295,0.139598
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,0,0.999834,0.999852,0.017480
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,1,0.999751,0.999800,0.020258
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,2,0.999757,0.999795,0.020478
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,3,0.999626,0.999704,0.024562
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,4,0.999545,0.999596,0.028676
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,5,0.999537,0.999580,0.029191
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,6,0.997777,0.998514,0.054682
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,7,0.997902,0.998963,0.045696
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,8,0.998231,0.999241,0.039143
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,9,0.998449,0.999148,0.041462
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,10,0.998619,0.999060,0.043537
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,11,0.998733,0.998883,0.047427
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,12,0.998331,0.999296,0.037678
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,13,0.999057,0.999284,0.038009
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,14,0.998773,0.999128,0.041932
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,15,0.998395,0.999016,0.044538
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,16,0.998283,0.998614,0.052819
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,17,0.998312,0.998600,0.053070
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,18,0.992110,0.996747,0.080846
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,19,0.993856,0.996934,0.078479
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,20,0.994587,0.996489,0.083965
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,21,0.992013,0.993726,0.112220
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,22,0.991742,0.993306,0.115896
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,23,0.989352,0.994652,0.103595
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,24,0.986422,0.989437,0.145583
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,25,0.978790,0.985590,0.170015
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,26,0.977945,0.983257,0.183272
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,27,0.973144,0.977849,0.210793
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,28,0.959720,0.973109,0.232248
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,29,0.943217,0.975333,0.222453
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,30,0.943817,0.957378,0.292386
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,31,0.929511,0.955727,0.297991
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,32,0.932946,0.949335,0.318767
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,33,0.921893,0.937183,0.354944
