GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,80,110,,,347,5627,4922562748057,4922562755654,5144,4922562748556,4922562755501,5023,4922562748720,4922562755501,4939,4159,4183,234,538,,0,0
2051,,,3,blackhole,,80,110,,,176,5804,4922563219665,4922563227500,5223,4922563220301,4922563227352,5210,4922563220318,4922563227352,5173,4108,4129,261,522,,344299,344284
3075,,,3,blackhole,,108,110,,,458,906139,4922684653370,4922685876657,897516,4922684664865,4922685876511,897516,4922684664865,4922685876511,897516,893729,894250,894132,894501,,89953758,89953758
4099,,,3,blackhole,,108,110,,,276,896590,4922793850398,4922795060794,887954,4922793861910,4922795060648,887954,4922793861910,4922795060648,887953,884178,884692,884569,884940,,79989178,79989178
5123,,,3,blackhole,,109,110,,,427,875196,4922903037570,4922904219084,873656,4922903039501,4922904218936,873655,4922903039502,4922904218936,873654,842941,857965,857839,858228,,79984376,79984353
6147,,,3,blackhole,,105,110,,,263,574183,4922992983824,4922993758971,566885,4922992993527,4922993758822,566884,4922992993528,4922993758822,566884,563624,564038,563928,564297,,65758935,65758905
7171,,,3,blackhole,,80,110,,,179,54630,4923008355484,4923008429235,54044,4923008356129,4923008429089,54043,4923008356131,4923008429089,54001,42030,49400,49293,49630,,10812731,10812829
8195,,,3,blackhole,,80,110,,,163,55452,4923013967699,4923014042559,54872,4923013968336,4923014042413,54867,4923013968343,4923014042413,54824,40761,50660,50580,50913,,4103157,4103176
9219,,,3,blackhole,,99,110,,,272,332485,4923063363493,4923063812348,321517,4923063378159,4923063812207,321517,4923063378159,4923063812207,321517,319268,319493,319387,319761,,36544993,36544993
10243,,,3,blackhole,,1,110,,,113,10997,4923070496615,4923070511461,10470,4923070497171,4923070511305,10460,4923070497184,4923070511305,10357,9196,9220,130,9333,,4952000,4951835
11267,,,3,blackhole,,1,110,,,94,11004,4923070877022,4923070891877,10467,4923070877599,4923070891730,10467,4923070877599,4923070891730,10376,9184,9202,113,9327,,271318,271318
12291,,,3,blackhole,,86,110,,,223,26949,4923076516121,4923076552502,25513,4923076517913,4923076552355,25512,4923076517914,4923076552355,25512,24208,24275,22976,24464,,4167610,4167568
13315,,,3,blackhole,,86,110,,,181,27516,4923077146300,4923077183447,26067,4923077148109,4923077183300,26067,4923077148109,4923077183300,26066,24805,24861,23644,25048,,441292,441292
14339,,,3,blackhole,,102,110,,,256,701099,4926868386591,4926869333075,693021,4926868397348,4926869332926,693019,4926868397351,4926869332926,693019,689679,690112,689992,690364,,2808307753,2808308656
15363,,,3,blackhole,,110,110,,,293,872421,4926873183977,4926874361745,871831,4926873184624,4926874361596,871831,4926873184624,4926874361596,871821,871516,,,,,2853109,2853109
16387,,,3,blackhole,,102,110,,,253,661534,4926889832924,4926890725995,653467,4926889843670,4926890725850,653467,4926889843670,4926890725850,653467,650207,650636,650518,650884,,11468209,11468209
17411,,,3,blackhole,,99,110,,,250,331458,4926909665633,4926910113101,321565,4926909678841,4926910112954,321553,4926909678857,4926910112954,321553,319283,319524,319425,319775,,14039245,14039250
18435,,,3,blackhole,,80,110,,,163,54600,4926912044761,4926912118471,54009,4926912045411,4926912118323,53991,4926912045435,4926912118323,53956,41733,49734,49637,49973,,1431453,1431464
19459,,,3,blackhole,,80,110,,,186,54519,4926913160664,4926913234264,53941,4926913161295,4926913234115,53930,4926913161309,4926913234115,53896,40825,49020,48921,49265,,772576,772577
20483,,,3,blackhole,,99,110,,,285,331105,4926920237844,4926920684836,321196,4926920251076,4926920684690,321193,4926920251079,4926920684690,321192,318935,319174,319070,319427,,5197756,5197746
21507,,,3,blackhole,,99,110,,,267,331984,4926956615502,4926957063681,321018,4926956630161,4926957063535,321010,4926956630171,4926957063535,321010,318674,318924,318818,319172,,26626293,26626252
22531,,,3,blackhole,,110,110,,,161,347236,4926960821295,4926961290064,346658,4926960821929,4926961289917,346658,4926960821929,4926961289917,346641,346347,,,,,2783997,2783997
23555,,,3,blackhole,,99,110,,,274,331830,4926968353825,4926968801796,320865,4926968368479,4926968801647,320862,4926968368483,4926968801647,320856,318605,318844,318740,319089,,5243376,5243379
24579,,,3,blackhole,,80,110,,,214,15006,4927072642765,4927072663023,14413,4927072643405,4927072662862,14391,4927072643434,4927072662862,14334,13813,13841,257,550,,76921995,76919248
25603,,,3,blackhole,,8,110,,,87,1851,4927076078965,4927076081464,1357,4927076079479,4927076081311,1357,4927076079479,4927076081311,1302,1340,,,,,2530758,2530758
26627,,,3,blackhole,,8,110,,,380,10632,4927086678261,4927086692614,9634,4927086679428,4927086692434,9579,4927086679503,4927086692434,6426,8126,9580,9273,9526,,7850397,7850907
27651,,,3,blackhole,,1,110,,,21,1500,4927092053830,4927092055855,961,4927092054414,4927092055711,960,4927092054415,4927092055711,940,493,604,145,199,,3972909,3971838
28675,,,3,blackhole,,80,110,,,209,295962,4927098077839,4927098477388,295382,4927098078479,4927098477245,295365,4927098078502,4927098477245,295300,285780,293114,293176,293596,,4461306,4461324
29699,,,3,blackhole,,110,110,,,165,5722,4927100990151,4927100997876,5130,4927100990808,4927100997734,5130,4927100990808,4927100997734,5113,3450,,,,,1861764,1861764
30723,,,3,blackhole,,110,110,,,168,5090,4927102998619,4927103005490,4485,4927102999294,4927103005349,4485,4927102999294,4927103005349,4484,4182,,,,,1482576,1482576
31747,,,3,blackhole,,5,110,,,39,2712,4927105475792,4927105479453,2188,4927105476347,4927105479301,2188,4927105476347,4927105479301,2171,79,,,,,1830245,1830245
32771,,,3,blackhole,,32,110,,,188,16141,4927108051812,4927108073602,15543,4927108052453,4927108073436,15543,4927108052453,4927108073436,15427,15543,,,,,1906043,1906043
33795,,,3,blackhole,,32,110,,,156,3150,4927109703632,4927109707885,2596,4927109704229,4927109707733,2596,4927109704229,4927109707733,2566,187,,,,,1208202,1208202
34819,,,3,blackhole,,110,110,,,165,12994,4927115839236,4927115856778,12404,4927115839889,4927115856635,12404,4927115839889,4927115856635,12392,11023,,,,,4542175,4542175
35843,,,3,blackhole,,24,110,,,267,8000,4927121618019,4927121628819,7200,4927121618954,4927121628674,7193,4927121618963,4927121628674,7188,3035,5683,5620,6011,,4268384,4268193
36867,,,3,blackhole,,110,110,,,175,14559,4927127755704,4927127775359,13950,4927127756347,4927127775179,13950,4927127756347,4927127775179,13906,12970,,,,,4539138,4539138
37891,,,3,blackhole,,32,110,,,150,3010,4927128086549,4927128090612,2455,4927128087150,4927128090464,2455,4927128087150,4927128090464,2425,187,,,,,231107,231107
38915,,,3,blackhole,,32,110,,,100,9230,4927129178810,4927129191271,8260,4927129179982,4927129191133,8260,4927129179982,4927129191133,8256,7625,,,,,807050,807050
39939,,,3,blackhole,,4,110,,,254,6542,4927129996879,4927130005711,6021,4927129997434,4927130005562,5899,4927129997598,4927130005562,5800,2074,4942,5042,5221,,597286,597355
40963,,,3,blackhole,,110,110,,,167,6650,4927133702845,4927133711822,6079,4927133703475,4927133711682,6079,4927133703475,4927133711682,6033,5473,,,,,2739078,2739078
41987,,,3,blackhole,,64,110,,,129,2921,4927136390521,4927136394465,1921,4927136391728,4927136394322,1921,4927136391728,4927136394322,1919,1684,,,,,1984722,1984722
43011,,,3,blackhole,,110,110,,,170,3690,4927136997751,4927137002732,3106,4927136998397,4927137002590,3106,4927136998397,4927137002590,3099,2841,,,,,447474,447474
44035,,,3,blackhole,,1,110,,,82,2813,4927142343258,4927142347055,2293,4927142343814,4927142346910,2293,4927142343814,4927142346910,2211,1699,1747,139,465,,3955887,3955887
45059,,,3,blackhole,,1,110,,,36,2855,4927142461564,4927142465418,2301,4927142462164,4927142465271,2294,4927142462174,4927142465271,2266,1701,1789,110,416,,85355,85378
46083,,,3,blackhole,,110,110,,,170,3697,4927145132273,4927145137264,3111,4927145132912,4927145137112,3111,4927145132912,4927145137112,3079,872,,,,,1975960,1975960
47107,,,3,blackhole,,110,110,,,170,3733,4927145273808,4927145278847,3125,4927145274471,4927145278690,3125,4927145274471,4927145278690,3115,876,,,,,101741,101741
48131,,,3,blackhole,,32,110,,,121,2853,4927150657066,4927150660917,1885,4927150658225,4927150660770,1884,4927150658227,4927150660770,1880,1357,1403,1391,1679,,3984449,3985469
49155,,,3,blackhole,,110,110,,,167,2370,4927152435758,4927152438958,1764,4927152436417,4927152438799,1764,4927152436417,4927152438799,,1764,,,,,1314963,1314963
50179,,,3,blackhole,,32,110,,,150,3970,4927157058300,4927157063659,2993,4927157059469,4927157063510,2993,4927157059469,4927157063510,2993,2016,2059,213,578,,3422337,3422337
51203,,,3,blackhole,,32,110,,,115,2833,4927157213917,4927157217741,1858,4927157215085,4927157217593,1858,4927157215085,4927157217593,1858,1333,1364,1366,1676,,112291,112291
52227,,,3,blackhole,,110,110,,,161,2326,4927157235836,4927157238976,1721,4927157236484,4927157238808,1721,4927157236484,4927157238808,,1721,,,,,13989,13989
53251,,,3,blackhole,,32,110,,,151,3968,4927157273785,4927157279142,2973,4927157274955,4927157278969,2969,4927157274961,4927157278969,2957,1985,2041,206,570,,26773,26781
54275,,,3,blackhole,,110,110,,,180,3027,4927162738640,4927162742726,2439,4927162739286,4927162742579,2437,4927162739289,4927162742579,2396,1380,1455,1972,407,,4044249,4044620
55299,,,3,blackhole,,32,110,,,100,2005,4927163195065,4927163197772,1028,4927163196242,4927163197630,1028,4927163196242,4927163197630,1027,722,,,,,335998,335998
56323,,,3,blackhole,,110,110,,,175,1884,4927168735829,4927168738372,1287,4927168736488,4927168738226,1287,4927168736488,4927168738226,1251,732,747,825,413,,4101559,4101559
57347,,,3,blackhole,,32,110,,,105,2117,4927169192169,4927169195027,1159,4927169193319,4927169194883,1159,4927169193319,4927169194883,1159,894,,,,,337246,337246
58371,,,3,blackhole,,64,110,,,125,2350,4927171859550,4927171862723,1347,4927171860757,4927171862575,1347,4927171860757,4927171862575,1344,896,,,,,1975210,1975210
59395,,,3,blackhole,,110,110,,,181,3022,4927172032084,4927172036164,2435,4927172032721,4927172036008,2435,4927172032721,4927172036008,2396,1407,1477,1987,419,,126044,126044
60419,,,3,blackhole,,110,110,,,171,2455,4927175951405,4927175954719,1859,4927175952058,4927175954567,1859,4927175952058,4927175954567,1840,1396,1385,293,419,,2901529,2901529
61443,,,3,blackhole,,110,110,,,168,4121,4927176449866,4927176455430,3521,4927176450522,4927176455275,3521,4927176450522,4927176455275,3519,3246,,,,,367401,367401
62467,,,3,blackhole,,32,110,,,146,2567,4927178207396,4927178210861,1999,4927178208009,4927178210708,1999,4927178208009,4927178210708,1979,1986,,,,,1298153,1298153
63491,,,3,blackhole,,64,110,,,122,2936,4927178657108,4927178661072,1928,4927178658327,4927178660930,1928,4927178658327,4927178660930,1928,1677,,,,,331544,331544
64515,,,3,blackhole,,110,110,,,159,3540,4927179117186,4927179121965,2944,4927179117851,4927179121825,2944,4927179117851,4927179121825,2942,2679,,,,,338494,338494
65539,,,3,blackhole,,1,110,,,59,2831,4927179221975,4927179225797,2307,4927179222531,4927179225646,2301,4927179222539,4927179225646,2259,1694,1777,117,410,,74584,74587
66563,,,3,blackhole,,1,110,,,16,2885,4927179247931,4927179251826,2331,4927179248531,4927179251678,2330,4927179248533,4927179251678,2317,1736,1812,111,444,,16951,16956
67587,,,3,blackhole,,110,110,,,165,3727,4927179314068,4927179319100,3126,4927179314722,4927179318942,3126,4927179314722,4927179318942,3111,869,,,,,46700,46700
68611,,,3,blackhole,,110,110,,,176,3723,4927179347660,4927179352686,3130,4927179348306,4927179352531,3130,4927179348306,4927179352531,3121,882,,,,,21754,21754
69635,,,3,blackhole,,32,110,,,109,2783,4927179530127,4927179533884,1807,4927179531296,4927179533736,1807,4927179531296,4927179533736,1807,1298,1337,1336,1608,,132389,132389
70659,,,3,blackhole,,110,110,,,162,1685,4927179830978,4927179833253,1087,4927179831631,4927179833098,1087,4927179831631,4927179833098,,1087,,,,,220731,220731
71683,,,3,blackhole,,32,110,,,148,4542,4927180299018,4927180305150,3568,4927180300186,4927180305003,3567,4927180300187,4927180305003,3561,2591,2635,204,522,,345977,345952
72707,,,3,blackhole,,32,110,,,104,2785,4927180428945,4927180432705,1802,4927180430123,4927180432556,1801,4927180430125,4927180432556,1801,1289,1339,1331,1610,,92670,92696
73731,,,3,blackhole,,110,110,,,163,1661,4927180441585,4927180443828,1051,4927180442237,4927180443656,1051,4927180442237,4927180443656,,1051,,,,,7170,7170
74755,,,3,blackhole,,32,110,,,160,4536,4927180475212,4927180481336,3567,4927180476375,4927180481190,3559,4927180476385,4927180481190,3559,2596,2645,207,567,,24239,24242
75779,,,3,blackhole,,110,110,,,181,3026,4927180547870,4927180551955,2430,4927180548527,4927180551808,2423,4927180548537,4927180551808,2383,1376,1459,1970,381,,49872,49887
76803,,,3,blackhole,,32,110,,,99,1975,4927180849995,4927180852661,1020,4927180851141,4927180852518,1020,4927180851141,4927180852518,1020,716,,,,,221728,221728
77827,,,3,blackhole,,110,110,,,176,1878,4927181000067,4927181002602,1281,4927181000722,4927181002451,1281,4927181000722,4927181002451,1261,739,777,844,423,,109803,109803
78851,,,3,blackhole,,32,110,,,102,2102,4927181269798,4927181272636,1139,4927181270953,4927181272490,1139,4927181270953,4927181272490,1138,890,,,,,198974,198974
79875,,,3,blackhole,,64,110,,,126,2319,4927181622737,4927181625867,1321,4927181623935,4927181625719,1321,4927181623935,4927181625719,1321,902,,,,,260235,260235
80899,,,3,blackhole,,110,110,,,181,3129,4927181761182,4927181765406,2547,4927181761820,4927181765258,2547,4927181761820,4927181765258,2499,1501,1561,2069,396,,100829,100829
81923,,,3,blackhole,,110,110,,,173,2476,4927181821618,4927181824960,1884,4927181822268,4927181824812,1881,4927181822273,4927181824812,1864,1406,1410,274,419,,42220,42239
82947,,,3,blackhole,,110,110,,,166,3982,4927182187635,4927182193011,3395,4927182188282,4927182192865,3395,4927182188282,4927182192865,3390,3113,,,,,269252,269252
