Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
24.88,LayerNormDeviceOperation (in0:dram_interleaved),298.52,7,Compute,,,,,
20.57,MatmulDeviceOperation (in0:dram_interleaved),246.84,3,Compute,6.97,11.24,9.44,2.21,9.18
18.54,SparseMatmulDeviceOperation (in0:l1_interleaved),222.43,3,Compute,8.47,19.28,15.67,6.24,16.88
5.58,TransposeDeviceOperation (in0:l1_interleaved),67.01,4,TM,,,,,
4.75,LayerNormDeviceOperation (in0:l1_interleaved),57.03,4,Compute,,,,,
4.67,UnaryDeviceOperation (in0:l1_interleaved),55.98,4,Compute,,,,,
4.05,MatmulDeviceOperation (in0:width_sharded),48.61,2,Compute,33.65,36.35,35.00,1.91,35.40
3.66,SdpaDecodeDeviceOperation (in0:height_sharded),43.86,1,Other,,,,,
2.30,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),27.60,1,Other,,,,,
2.05,TopKDeviceOperation (in0:dram_interleaved),24.55,1,Other,,,,,
1.62,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),19.48,2,DM,,,,,
1.54,BinaryNgDeviceOperation (in0:dram_interleaved),18.50,7,Compute,,,,,
0.57,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),6.87,4,TM,,,,,
0.56,InterleavedToShardedDeviceOperation (in0:dram_interleaved),6.71,8,DM,,,,,
0.56,BinaryNgDeviceOperation (in0:l1_interleaved),6.68,2,Compute,,,,,
0.47,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),5.61,1,TM,,,,,
0.45,SliceDeviceOperation (in0:dram_interleaved),5.43,5,TM,,,,,
0.44,SoftmaxDeviceOperation (in0:dram_interleaved),5.32,1,Compute,,,,,
0.44,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),5.27,2,Other,,,,,
0.38,TypecastDeviceOperation (in0:dram_interleaved),4.55,3,TM,,,,,
0.37,ShardedToInterleavedDeviceOperation (in0:width_sharded),4.49,3,DM,,,,,
0.32,FillPadDeviceOperation (in0:dram_interleaved),3.89,1,TM,,,,,
0.29,ReshapeViewDeviceOperation (in0:dram_interleaved),3.49,1,Other,,,,,
0.25,ScatterDeviceOperation (in0:dram_interleaved),3.04,1,Other,,,,,
0.21,ReduceDeviceOperation (in0:l1_interleaved),2.47,1,Compute,,,,,
0.16,ShardedToInterleavedDeviceOperation (in0:height_sharded),1.88,3,DM,,,,,
0.11,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.37,1,TM,,,,,
0.11,CopyDeviceOperation (in0:dram_interleaved),1.30,1,DM,,,,,
0.09,UnaryDeviceOperation (in0:dram_interleaved),1.08,1,Compute,,,,,
