ARCH: blackhole, CHIP_FREQ[MHz]: 1350, Max Compute Cores: 130
PCIe slot, core_x, core_y, RISC processor type, timer_id, time[cycles since reset], data, run host ID, trace id, trace id counter, zone name, type, source line, source file, meta data
0,1,2,BRISC,55593,484815929488,0,1024,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,484815930415,0,1024,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,485212807522,0,1024,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,485212807655,1704570982677163520,1024,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":396876359;"value":216608256}
0,1,2,BRISC,9090,485212807726,1704570982615175894,1024,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":396876359;"value":154620630}
0,1,2,BRISC,9090,485212807794,1704570982708791339,1024,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":396876359;"value":248236075}
0,1,2,BRISC,55593,485212807971,0,1024,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,485254647278,0,2048,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,485254648105,0,2048,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,485651520509,0,2048,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,485651520613,1704550646007016960,2048,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":396871624;"value":216608256}
0,1,2,BRISC,9090,485651520685,1704550645945029328,2048,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":396871624;"value":154620624}
0,1,2,BRISC,9090,485651520752,1704550646038644783,2048,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":396871624;"value":248236079}
0,1,2,BRISC,55593,485651520911,0,2048,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,487866889099,0,3072,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,487866889918,0,3072,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,488196530127,0,3072,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
