Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
78.31,SparseMatmulDeviceOperation (in0:dram_interleaved),74170.69,96,Compute,0.61,2.35,1.54,0.63,1.62
7.32,UnaryDeviceOperation (in0:dram_interleaved),6928.35,162,Compute,,,,,
6.48,BinaryNgDeviceOperation (in0:dram_interleaved),6135.50,72,Compute,,,,,
2.66,PermuteDeviceOperation (in0:dram_interleaved),2519.17,96,TM,,,,,
1.97,FastReduceNCDeviceOperation (in0:dram_interleaved),1863.78,32,Compute,,,,,
1.06,MatmulDeviceOperation (in0:dram_interleaved),1004.46,5,Compute,21.04,80.00,51.97,23.96,67.13
0.76,SDPAOperation (in0:dram_interleaved),719.36,1,Compute,,,,,
0.51,LayerNormDeviceOperation (in0:dram_interleaved),487.66,11,Compute,,,,,
0.21,RotaryEmbeddingHfDeviceOperation (in0:dram_interleaved),200.37,2,Other,,,,,
0.15,SliceDeviceOperation (in0:dram_interleaved),144.26,68,TM,,,,,
0.12,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),117.19,1,TM,,,,,
0.10,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),96.45,34,TM,,,,,
0.07,ReduceDeviceOperation (in0:dram_interleaved),66.57,32,Compute,,,,,
0.06,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),59.52,1,TM,,,,,
0.06,TypecastDeviceOperation (in0:dram_interleaved),52.46,3,TM,,,,,
0.05,PagedFillCacheDeviceOperation (in0:dram_interleaved),44.35,2,Other,,,,,
0.03,ConcatDeviceOperation (in0:dram_interleaved),31.57,1,TM,,,,,
0.03,ScatterDeviceOperation (in0:dram_interleaved),27.55,1,Other,,,,,
0.03,TopKDeviceOperation (in0:dram_interleaved),25.81,1,Other,,,,,
0.01,SoftmaxDeviceOperation (in0:dram_interleaved),6.37,1,Compute,,,,,
0.01,UntilizeDeviceOperation (in0:dram_interleaved),4.97,1,TM,,,,,
0.00,TilizeDeviceOperation (in0:dram_interleaved),3.54,1,TM,,,,,
