Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
30.74,MatmulDeviceOperation (in0:width_sharded),215.12,4,Compute,43.99,52.38,49.46,3.75,50.78
27.46,SdpaDecodeDeviceOperation (in0:height_sharded),192.19,1,Other,,,,,
5.80,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),40.62,4,TM,,,,,
5.63,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),39.42,1,Other,,,,,
5.51,PermuteDeviceOperation (in0:dram_interleaved),38.56,6,TM,,,,,
3.67,BinaryNgDeviceOperation (in0:dram_interleaved),25.71,7,Compute,,,,,
3.50,ConcatDeviceOperation (in0:dram_interleaved),24.47,2,TM,,,,,
3.23,SliceDeviceOperation (in0:dram_interleaved),22.60,6,TM,,,,,
3.11,NLPCreateQKVHeadsDecodeDeviceOperation (in0:width_sharded),21.75,1,Other,,,,,
2.19,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),15.33,4,TM,,,,,
1.82,LayerNormDeviceOperation (in0:width_sharded),12.74,2,Compute,,,,,
1.19,UnaryDeviceOperation (in0:dram_interleaved),8.33,3,Compute,,,,,
1.15,TransposeDeviceOperation (in0:dram_interleaved),8.07,2,TM,,,,,
1.14,UntilizeDeviceOperation (in0:dram_interleaved),7.95,2,TM,,,,,
0.71,EmbeddingsDeviceOperation (in0:dram_interleaved),4.94,2,Compute,,,,,
0.68,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),4.78,1,TM,,,,,
0.66,InterleavedToShardedDeviceOperation (in0:dram_interleaved),4.60,4,DM,,,,,
0.54,ShardedToInterleavedDeviceOperation (in0:width_sharded),3.77,1,DM,,,,,
0.48,BinaryNgDeviceOperation (in0:width_sharded),3.33,2,Compute,,,,,
0.35,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.44,2,DM,,,,,
0.19,ReshardDeviceOperation (in0:width_sharded),1.36,1,DM,,,,,
0.13,TypecastDeviceOperation (in0:dram_interleaved),0.89,1,TM,,,,,
0.12,ReshardDeviceOperation (in0:height_sharded),0.81,1,DM,,,,,
