GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,80,110,,,350,5761,4678585326591,4678585334368,5270,4678585327099,4678585334214,5159,4678585327250,4678585334214,5073,4172,4195,235,555,,0,0
2051,,,3,blackhole,,80,110,,,189,5661,4678585803658,4678585811300,5087,4678585804286,4678585811153,5073,4678585804304,4678585811153,5044,4099,4126,259,527,,348224,348192
3075,,,3,blackhole,,108,110,,,453,900264,4678695134699,4678696350056,891636,4678695146202,4678696349910,891633,4678695146206,4678696349910,891633,887856,888376,888255,888620,,80988966,80988965
4099,,,3,blackhole,,108,110,,,272,915304,4678796908499,4678798144160,906659,4678796920025,4678798144014,906659,4678796920025,4678798144014,906659,902876,903391,903274,903644,,74496421,74496421
5123,,,3,blackhole,,109,110,,,421,874271,4678902488943,4678903669209,872739,4678902490863,4678903669061,872739,4678902490863,4678903669061,872737,841171,857044,856926,857314,,77293939,77293939
6147,,,3,blackhole,,105,110,,,281,581600,4678990187927,4678990973087,574293,4678990197644,4678990972940,574293,4678990197644,4678990972940,574292,571065,571481,571364,571738,,64095209,64095209
7171,,,3,blackhole,,80,110,,,176,55253,4679004884193,4679004958784,54647,4679004884855,4679004958628,54647,4679004884855,4679004958628,54604,41625,49753,49653,49976,,10305185,10305185
8195,,,3,blackhole,,80,110,,,188,55110,4679010083134,4679010157532,54515,4679010083786,4679010157381,54511,4679010083791,4679010157381,54481,41056,50750,50659,50993,,3796426,3796409
9219,,,3,blackhole,,99,110,,,274,331625,4679056328197,4679056775891,320666,4679056342850,4679056775749,320666,4679056342850,4679056775749,320666,318418,318643,318541,318907,,34211466,34211466
10243,,,3,blackhole,,1,110,,,97,11005,4679063191056,4679063205913,10459,4679063191646,4679063205765,10444,4679063191665,4679063205765,10369,9190,9256,132,9331,,4752735,4752328
11267,,,3,blackhole,,1,110,,,75,11047,4679063547547,4679063562461,10490,4679063548151,4679063562313,10487,4679063548155,4679063562313,10416,9199,9252,116,9372,,253610,253612
12291,,,3,blackhole,,86,110,,,238,27117,4679069342459,4679069379067,25678,4679069344253,4679069378918,25678,4679069344253,4679069378918,25678,24402,24460,23143,24651,,4282956,4282956
13315,,,3,blackhole,,86,110,,,203,27013,4679069979924,4679070016392,25578,4679069981713,4679070016243,25576,4679069981715,4679070016243,25576,24289,24356,22792,24542,,446519,446511
14339,,,3,blackhole,,102,110,,,252,655967,4683682362598,4683683248153,647894,4683682373347,4683683248004,647894,4683682373347,4683683248004,647893,644561,644972,644862,645236,,3416560427,3416560427
15363,,,3,blackhole,,110,110,,,258,829296,4684007377935,4684008497484,828704,4684007378586,4684008497336,828704,4684007378586,4684008497336,828693,828389,,,,,240096813,240096813
16387,,,3,blackhole,,102,110,,,238,659824,4684024436009,4684025326772,651753,4684024446757,4684025326624,651753,4684024446757,4684025326624,651753,648416,648844,648723,649106,,11814380,11814380
17411,,,3,blackhole,,99,110,,,264,330858,4684045340836,4684045787494,320959,4684045354055,4684045787349,320953,4684045354062,4684045787349,320953,318659,318899,318804,319151,,14835156,14835124
18435,,,3,blackhole,,80,110,,,171,55082,4684047738702,4684047813063,54489,4684047739357,4684047812917,54462,4684047739393,4684047812917,54430,40524,50056,49961,50291,,1445935,1445953
19459,,,3,blackhole,,80,110,,,177,55040,4684049021145,4684049095449,54457,4684049021780,4684049095297,54451,4684049021788,4684049095297,54409,41942,50027,49930,50261,,895453,895458
20483,,,3,blackhole,,99,110,,,298,329464,4684056269118,4684056713895,319580,4684056282314,4684056713747,319571,4684056282326,4684056713747,319568,317301,317553,317445,317793,,5323716,5323723
21507,,,3,blackhole,,99,110,,,294,331421,4684090330445,4684090777864,320459,4684090345098,4684090777717,320448,4684090345112,4684090777717,320448,318117,318366,318260,318614,,24912149,24912111
22531,,,3,blackhole,,110,110,,,166,347573,4684096024450,4684096493673,346978,4684096025104,4684096493524,346978,4684096025104,4684096493524,346964,346667,,,,,3886956,3886956
23555,,,3,blackhole,,99,110,,,274,330978,4684103695675,4684104142495,319985,4684103710369,4684104142349,319979,4684103710377,4684104142349,319979,317636,317885,317777,318128,,5345808,5345813
24579,,,3,blackhole,,80,110,,,221,14921,4684185594905,4684185615048,14321,4684185595551,4684185614884,14307,4684185595569,4684185614884,14253,13726,13744,262,542,,60336797,60334000
25603,,,3,blackhole,,8,110,,,90,1887,4684188995214,4684188997761,1388,4684188995737,4684188997611,1388,4684188995737,4684188997611,1337,1374,,,,,2504068,2504068
26627,,,3,blackhole,,8,110,,,364,10691,4684200561678,4684200576111,9702,4684200562827,4684200575925,9650,4684200562898,4684200575925,6431,8196,9650,9338,9584,,8566630,8567208
27651,,,3,blackhole,,1,110,,,10,1433,4684206212829,4684206214764,901,4684206213407,4684206214623,898,4684206213411,4684206214623,891,429,543,143,208,,4177115,4176949
28675,,,3,blackhole,,80,110,,,228,295452,4684656454277,4684656853137,294862,4684656454930,4684656852994,294849,4684656454948,4684656852994,294782,285293,292607,292668,293076,,333511087,333511478
29699,,,3,blackhole,,110,110,,,159,5444,4684978541683,4684978549032,4856,4684978542335,4684978548890,4856,4684978542335,4684978548890,4847,3455,,,,,238310212,238310212
30723,,,3,blackhole,,110,110,,,170,5065,4685299781546,4685299788384,4482,4685299782191,4685299788242,4482,4685299782191,4685299788242,4482,4173,,,,,237938796,237938796
31747,,,3,blackhole,,5,110,,,43,2684,4685303054775,4685303058399,2196,4685303055285,4685303058249,2196,4685303055285,4685303058249,2179,76,,,,,2420522,2420522
32771,,,3,blackhole,,32,110,,,205,16111,4685306120727,4685306142477,15498,4685306121390,4685306142312,15498,4685306121390,4685306142312,15433,15498,,,,,2269026,2269026
33795,,,3,blackhole,,32,110,,,143,3142,4685308088296,4685308092538,2576,4685308088908,4685308092385,2576,4685308088908,4685308092385,2557,182,,,,,1442172,1442172
34819,,,3,blackhole,,110,110,,,162,12990,4685314662136,4685314679672,12396,4685314662793,4685314679528,12396,4685314662793,4685314679528,12389,11024,,,,,4866853,4866853
35843,,,3,blackhole,,24,110,,,262,8026,4685320791169,4685320802004,7212,4685320792122,4685320801858,7212,4685320792122,4685320801858,7207,3010,5647,5589,5987,,4527940,4527940
36867,,,3,blackhole,,110,110,,,177,14668,4685327103199,4685327123001,14044,4685327103840,4685327122800,14044,4685327103840,4685327122800,14007,13064,,,,,4667987,4667987
