GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,102,110,1434497,1417299,294966,1434497,4768577909165,4768579845736,1417299,4768577932197,4768579845551,,,,,,,,,,0,
2051,,,3,blackhole,,102,110,1435495,1418688,294753,1435495,4768579865792,4768581803710,1418688,4768579888288,4768581803517,,,,,,,,,,31657,
3075,,,3,blackhole,,102,110,1437665,1420726,294985,1437665,4768581821950,4768583762798,1420726,4768581844629,4768583762609,,,,,,,,,,30453,
4099,,,3,blackhole,,102,110,1437343,1420308,295128,1437343,4768583783455,4768585723868,1420308,4768583806265,4768585723681,,,,,,,,,,32338,
5123,,,3,blackhole,,102,110,1437876,1420996,295056,1437876,4768585744221,4768587685354,1420996,4768585766811,4768587685155,,,,,,,,,,31948,
6147,,,3,blackhole,,102,110,1437659,1420565,294933,1437659,4768587705065,4768589645905,1420565,4768587727952,4768589645715,,,,,,,,,,31701,
7171,,,3,blackhole,,102,110,1437127,1420191,295073,1437127,4768589665199,4768591605321,1420191,4768589687868,4768591605126,,,,,,,,,,31224,
8195,,,3,blackhole,,102,110,1436908,1420194,295207,1436908,4768591623508,4768593563334,1420194,4768591645879,4768593563141,,,,,,,,,,30187,
9219,,,3,blackhole,,102,110,1437697,1420821,294958,1437697,4768593582729,4768595523620,1420821,4768593605319,4768595523428,,,,,,,,,,31243,
10243,,,3,blackhole,,102,110,1437190,1420041,294814,1437190,4768595542597,4768597482804,1420041,4768595565564,4768597482619,,,,,,,,,,31212,
11267,,,3,blackhole,,102,110,1436801,1419686,294859,1436801,4768597547040,4768599486722,1419686,4768597569953,4768599486529,,,,,,,,,,64692,
12291,,,3,blackhole,,102,110,1437919,1421047,295277,1437919,4768599508548,4768601449738,1421047,4768599531132,4768601449546,,,,,,,,,,33039,
13315,,,3,blackhole,,102,110,1436893,1419756,294926,1436893,4768601468832,4768603408638,1419756,4768601491758,4768603408428,,,,,,,,,,31268,
14339,,,3,blackhole,,102,110,1436395,1419448,295039,1436395,4768603430005,4768605369138,1419448,4768603452697,4768605368952,,,,,,,,,,32792,
15363,,,3,blackhole,,102,110,1437433,1420216,295142,1437433,4768605387698,4768607328233,1420216,4768605410735,4768607328027,,,,,,,,,,30950,
16387,,,3,blackhole,,102,110,1437892,1420784,295090,1437892,4768607347286,4768609288440,1420784,4768607370195,4768609288253,,,,,,,,,,31236,
17411,,,3,blackhole,,102,110,1436772,1419528,294950,1436772,4768609308751,4768611248393,1419528,4768609331843,4768611248206,,,,,,,,,,32289,
18435,,,3,blackhole,,102,110,1435482,1418471,295248,1435482,4768611270975,4768613208876,1418471,4768611293754,4768613208690,,,,,,,,,,33739,
19459,,,3,blackhole,,102,110,1435995,1418952,294865,1435995,4768613229003,4768615167596,1418952,4768613251805,4768615167390,,,,,,,,,,31937,
20483,,,3,blackhole,,102,110,1434959,1418061,295043,1434959,4768615187503,4768617124697,1418061,4768615210125,4768617124507,,,,,,,,,,31656,
21507,,,3,blackhole,,102,110,1434288,1417180,294861,1434288,4768617144489,4768619080778,1417180,4768617167399,4768619080592,,,,,,,,,,31772,
22531,,,3,blackhole,,102,110,1437366,1420132,294837,1437366,4768619102810,4768621043254,1420132,4768619125891,4768621043069,,,,,,,,,,33555,
23555,,,3,blackhole,,102,110,1436069,1419099,295041,1436069,4768621062917,4768623001610,1419099,4768621085639,4768623001423,,,,,,,,,,31533,
24579,,,3,blackhole,,102,110,1437020,1419941,294916,1437020,4768623023328,4768624963305,1419941,4768623046191,4768624963111,,,,,,,,,,33161,
25603,,,3,blackhole,,102,110,1435779,1418799,295334,1435779,4768624982268,4768626920569,1418799,4768625005006,4768626920385,,,,,,,,,,31033,
26627,,,3,blackhole,,102,110,1437205,1420335,295124,1437205,4768626941735,4768628881962,1420335,4768626964325,4768628881777,,,,,,,,,,32548,
27651,,,3,blackhole,,102,110,1437140,1419899,295094,1437140,4768628901645,4768630841784,1419899,4768628924718,4768630841582,,,,,,,,,,31808,
28675,,,3,blackhole,,102,110,1436083,1419176,294887,1436083,4768630861519,4768632800231,1419176,4768630884151,4768632800039,,,,,,,,,,31533,
29699,,,3,blackhole,,102,110,1437291,1420114,294869,1437291,4768632820239,4768634760582,1420114,4768632843243,4768634760397,,,,,,,,,,32003,
