GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,80,110,,,319,5757,4866505879604,4866505887376,5275,4866505880102,4866505887223,5154,4866505880265,4866505887223,5088,4137,4159,237,524,,0,0
2051,,,3,blackhole,,80,110,,,190,5699,4866506408316,4866506416010,5119,4866506408951,4866506415862,5116,4866506408956,4866506415862,5062,4105,4127,262,535,,386446,386502
3075,,,3,blackhole,,108,110,,,460,925473,4866631379961,4866632629349,916839,4866631391471,4866632629203,916839,4866631391471,4866632629203,916837,913062,913576,913457,913822,,92574574,92574574
4099,,,3,blackhole,,108,110,,,279,913505,4866743909609,4866745142841,904870,4866743921121,4866745142695,904870,4866743921121,4866745142695,904870,901084,901604,901488,901853,,82438492,82438492
5123,,,3,blackhole,,109,110,,,450,870472,4866859527283,4866860702420,868934,4866859529211,4866860702272,868934,4866859529211,4866860702272,868927,837476,853241,853122,853507,,84730745,84730745
6147,,,3,blackhole,,105,110,,,292,580675,4866952502545,4866953286456,573370,4866952512251,4866953286300,573367,4866952512255,4866953286300,573363,570142,570567,570447,570814,,68007436,68007434
7171,,,3,blackhole,,80,110,,,184,54244,4866968747336,4866968820565,53664,4866968747971,4866968820417,53649,4866968747991,4866968820417,53613,42123,48599,48494,48824,,11453153,11453128
8195,,,3,blackhole,,80,110,,,159,54527,4866974602154,4866974675766,53928,4866974602813,4866974675616,53908,4866974602840,4866974675616,53884,40913,49074,48994,49327,,4283245,4283265
9219,,,3,blackhole,,99,110,,,293,332170,4867024786403,4867025234833,321198,4867024801075,4867025234692,321198,4867024801075,4867025234692,321198,318948,319177,319069,319438,,37129995,37129995
10243,,,3,blackhole,,1,110,,,118,10990,4867031747577,4867031762414,10459,4867031748146,4867031762265,10456,4867031748150,4867031762265,10341,9199,9219,134,9332,,4825003,4824989
11267,,,3,blackhole,,1,110,,,102,11004,4867032140091,4867032154947,10474,4867032140659,4867032154799,10473,4867032140661,4867032154799,10372,9193,9222,116,9333,,280290,280304
12291,,,3,blackhole,,86,110,,,213,26858,4867037860231,4867037896489,25410,4867037862036,4867037896340,25410,4867037862036,4867037896340,25410,24117,24179,22864,24361,,4227521,4227521
13315,,,3,blackhole,,86,110,,,198,26776,4867038498551,4867038534699,25334,4867038500346,4867038534547,25333,4867038500348,4867038534547,25329,24049,24112,22845,24293,,447411,447421
14339,,,3,blackhole,,102,110,,,244,656119,4870817556046,4870818441807,648050,4870817566792,4870818441660,648050,4870817566792,4870818441660,648048,644718,645130,645019,645393,,2799281545,2799281545
15363,,,3,blackhole,,110,110,,,267,860984,4870822812742,4870823975071,860384,4870822813397,4870823974916,860384,4870822813397,4870823974916,860368,860070,,,,,3238322,3238322
16387,,,3,blackhole,,102,110,,,239,653663,4870839754138,4870840636583,645594,4870839764879,4870840636431,645587,4870839764888,4870840636431,645587,642257,642693,642561,642945,,11696268,11696268
17411,,,3,blackhole,,99,110,,,261,332110,4870860501872,4870860950220,322224,4870860515069,4870860950072,322219,4870860515076,4870860950072,322219,319891,320131,320028,320376,,14724897,14724910
18435,,,3,blackhole,,80,110,,,193,55479,4870862952681,4870863027577,54886,4870862953332,4870863027428,54884,4870862953335,4870863027428,54836,41366,50714,50613,50946,,1483898,1483907
19459,,,3,blackhole,,80,110,,,174,55256,4870864082332,4870864156927,54670,4870864082975,4870864156780,54670,4870864082975,4870864156780,54621,40996,50984,50896,51225,,781881,781881
20483,,,3,blackhole,,99,110,,,281,333307,4870871588993,4870872038957,323392,4870871602219,4870872038798,323390,4870871602222,4870872038798,323388,321055,321293,321191,321551,,5515143,5515149
21507,,,3,blackhole,,99,110,,,281,331677,4870906426362,4870906874126,320699,4870906441036,4870906873980,320699,4870906441037,4870906873980,320699,318410,318655,318545,318907,,25483119,25483178
22531,,,3,blackhole,,110,110,,,159,336789,4870910623412,4870911078077,336187,4870910624076,4870911077929,336187,4870910624076,4870911077929,336176,335879,,,,,2777846,2777846
23555,,,3,blackhole,,99,110,,,308,331017,4870918313755,4870918760628,320056,4870918328401,4870918760476,320056,4870918328401,4870918760476,320048,317795,318033,317923,318279,,5370727,5370727
24579,,,3,blackhole,,80,110,,,204,129107,4871373329646,4871373503941,128524,4871373330288,4871373503795,128519,4871373330294,4871373503795,128449,127979,127997,116252,124388,,336719156,336717704
