GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,80,110,,,340,5634,12740878425719,12740878433325,5149,12740878426219,12740878433170,5034,12740878426374,12740878433170,4961,4173,4196,227,550,,0,0
2051,,,3,blackhole,,80,110,,,190,5618,12740878863463,12740878871047,5041,12740878864092,12740878870898,5028,12740878864110,12740878870898,4985,4107,4137,258,534,,319171,319205
3075,,,3,blackhole,,108,110,,,464,931076,12741003145261,12741004402213,922445,12741003156766,12741004402067,922445,12741003156766,12741004402067,922445,918663,919182,919059,919431,,92063587,92063587
4099,,,3,blackhole,,108,110,,,274,940373,12741113925490,12741115194993,931739,12741113936996,12741115194844,931738,12741113936998,12741115194844,931734,927961,928477,928358,928722,,81136962,81137005
5123,,,3,blackhole,,109,110,,,430,875654,12741225929017,12741227111150,874129,12741225930928,12741227111002,874129,12741225930928,12741227111002,874127,844191,858428,858315,858704,,82026739,82026739
6147,,,3,blackhole,,105,110,,,296,581280,12741326836390,12741327621118,573973,12741326846109,12741327620972,573970,12741326846113,12741327620972,573967,570745,571170,571048,571421,,73877909,73877908
7171,,,3,blackhole,,80,110,,,171,55493,12741343210476,12741343285392,54893,12741343211137,12741343285243,54888,12741343211144,12741343285243,54844,41796,50819,50715,51039,,11548200,11548244
8195,,,3,blackhole,,80,110,,,175,54448,12741348810606,12741348884111,53857,12741348811258,12741348883965,53855,12741348811261,12741348883965,53809,41384,48959,48876,49207,,4093342,4093361
9219,,,3,blackhole,,99,110,,,274,332553,12741398054307,12741398503253,321584,12741398068973,12741398503112,321573,12741398068988,12741398503112,321573,319204,319447,319344,319701,,36433289,36433313
10243,,,3,blackhole,,1,110,,,109,11000,12741404960840,12741404975690,10460,12741404961422,12741404975543,10455,12741404961429,12741404975543,10351,9196,9227,131,9331,,4783933,4784023
11267,,,3,blackhole,,1,110,,,104,11021,12741405295974,12741405310852,10491,12741405296541,12741405310704,10473,12741405296565,12741405310704,10390,9187,9223,112,9340,,237774,237787
12291,,,3,blackhole,,86,110,,,229,27248,12741411098785,12741411135570,25796,12741411100596,12741411135421,25796,12741411100596,12741411135421,25795,24504,24552,23377,24747,,4288760,4288760
13315,,,3,blackhole,,86,110,,,180,27483,12741411700151,12741411737253,26043,12741411701946,12741411737104,26041,12741411701948,12741411737104,26033,24768,24831,23483,25017,,419649,419642
14339,,,3,blackhole,,102,110,,,259,670677,12745272675102,12745273580516,662604,12745272685853,12745273580369,662604,12745272685854,12745273580369,662604,659264,659694,659576,659947,,2859960118,2859963316
15363,,,3,blackhole,,110,110,,,272,845117,12745279374212,12745280515120,844525,12745279374860,12745280514969,844525,12745279374860,12745280514969,844517,844210,,,,,4292215,4292215
16387,,,3,blackhole,,102,110,,,255,669491,12745297395163,12745298298976,661417,12745297405913,12745298298826,661414,12745297405917,12745298298826,661411,658162,658593,658468,658835,,12511810,12511812
17411,,,3,blackhole,,99,110,,,271,330573,12745319958344,12745320404618,320694,12745319971533,12745320404470,320688,12745319971541,12745320404470,320688,318346,318593,318495,318842,,16053853,16053856
18435,,,3,blackhole,,80,110,,,206,55261,12745322489501,12745322564103,54667,12745322490155,12745322563955,54657,12745322490168,12745322563955,54612,41067,50996,50902,51229,,1544961,1544960
19459,,,3,blackhole,,80,110,,,184,54261,12745323641431,12745323714684,53668,12745323642086,12745323714538,53646,12745323642116,12745323714538,53619,41742,48659,48565,48893,,798613,798639
20483,,,3,blackhole,,99,110,,,273,331688,12745332251387,12745332699166,321789,12745332264603,12745332699018,321788,12745332264604,12745332699018,321784,319453,319701,319583,319946,,6333384,6333379
21507,,,3,blackhole,,99,110,,,255,333938,12745369918702,12745370369518,322954,12745369933384,12745370369372,322950,12745369933389,12745370369372,322950,320620,320857,320760,321112,,27581006,27580984
22531,,,3,blackhole,,110,110,,,163,341718,12745374886956,12745375348275,341118,12745374887619,12745375348128,341118,12745374887619,12745375348128,341102,340807,,,,,3346852,3346852
