Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
71.14,MatmulDeviceOperation (in0:width_sharded),903.03,5,Compute,46.40,55.08,51.35,4.34,52.08
8.02,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),101.78,1,TM,,,,,
5.79,ReshapeViewDeviceOperation (in0:l1_interleaved),73.56,6,Other,,,,,
2.67,RotaryEmbeddingDeviceOperation (in0:l1_interleaved),33.95,2,Other,,,,,
2.67,SdpaDecodeDeviceOperation (in0:height_sharded),33.83,1,Other,,,,,
1.94,LayerNormDeviceOperation (in0:l1_interleaved),24.59,3,Compute,,,,,
1.87,LayerNormDeviceOperation (in0:width_sharded),23.78,4,Compute,,,,,
1.24,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),15.68,2,DM,,,,,
1.03,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),13.04,1,Other,,,,,
0.90,TransposeDeviceOperation (in0:dram_interleaved),11.40,1,TM,,,,,
0.73,BinaryNgDeviceOperation (in0:width_sharded),9.25,3,Compute,,,,,
0.62,EmbeddingsDeviceOperation (in0:dram_interleaved),7.92,2,Compute,,,,,
0.51,InterleavedToShardedDeviceOperation (in0:l1_interleaved),6.50,4,DM,,,,,
0.46,ShardedToInterleavedDeviceOperation (in0:height_sharded),5.83,3,DM,,,,,
0.22,ReshardDeviceOperation (in0:width_sharded),2.74,3,DM,,,,,
0.10,ShardedToInterleavedDeviceOperation (in0:width_sharded),1.30,1,DM,,,,,
0.10,InterleavedToShardedDeviceOperation (in0:dram_interleaved),1.21,1,DM,,,,,
