Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
29.19,SparseMatmulDeviceOperation (in0:dram_interleaved),241.49,1,Compute,2.51,2.51,2.51,,2.51
17.94,SparseMatmulDeviceOperation (in0:l1_interleaved),148.44,1,Compute,0.77,0.77,0.77,,0.77
8.26,MatmulDeviceOperation (in0:dram_interleaved),68.35,2,Compute,3.47,6.17,4.82,1.91,4.44
7.50,TypecastDeviceOperation (in0:l1_interleaved),62.07,6,TM,,,,,
5.43,UnaryDeviceOperation (in0:l1_interleaved),44.96,3,Compute,,,,,
4.80,TransposeDeviceOperation (in0:l1_interleaved),39.72,2,TM,,,,,
3.82,ReshapeViewDeviceOperation (in0:l1_interleaved),31.59,1,Other,,,,,
3.70,MatmulDeviceOperation (in0:width_sharded),30.57,1,Compute,9.93,9.93,9.93,,9.93
3.16,LayerNormDeviceOperation (in0:dram_interleaved),26.12,1,Compute,,,,,
3.08,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),25.46,1,Other,,,,,
2.98,TopKDeviceOperation (in0:dram_interleaved),24.63,1,Other,,,,,
1.46,BinaryNgDeviceOperation (in0:l1_interleaved),12.09,2,Compute,,,,,
1.25,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),10.30,2,DM,,,,,
1.17,SdpaDecodeDeviceOperation (in0:height_sharded),9.67,1,Other,,,,,
0.86,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),7.10,4,TM,,,,,
0.68,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),5.65,1,TM,,,,,
0.59,UnaryDeviceOperation (in0:dram_interleaved),4.87,2,Compute,,,,,
0.58,FillPadDeviceOperation (in0:dram_interleaved),4.79,1,TM,,,,,
0.57,BinaryNgDeviceOperation (in0:dram_interleaved),4.68,2,Compute,,,,,
0.50,TransposeDeviceOperation (in0:dram_interleaved),4.10,2,TM,,,,,
0.46,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),3.79,2,Other,,,,,
0.40,SliceDeviceOperation (in0:l1_interleaved),3.31,2,TM,,,,,
0.38,SliceDeviceOperation (in0:dram_interleaved),3.15,3,TM,,,,,
0.37,ScatterDeviceOperation (in0:dram_interleaved),3.02,1,Other,,,,,
0.27,ReduceDeviceOperation (in0:l1_interleaved),2.23,1,Compute,,,,,
0.24,TypecastDeviceOperation (in0:dram_interleaved),2.02,1,TM,,,,,
0.21,InterleavedToShardedDeviceOperation (in0:dram_interleaved),1.77,3,DM,,,,,
0.16,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.33,1,TM,,,,,
