GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1024,,,0,blackhole,,105,110,,,431,100169,4904623350252,4904623485480,85624,4904623369732,4904623485325,85621,4904623369737,4904623485325,85621,84692,84758,71520,84910,,0,0
2048,,,0,blackhole,,40,110,,,142,3670,4904629876756,4904629881710,3086,4904629877395,4904629881561,3080,4904629877403,4904629881561,3041,2661,2695,210,2726,,4734980,4734873
3072,,,0,blackhole,,90,110,,,287,85934,4904647206130,4904647322141,83947,4904647208663,4904647321991,83947,4904647208663,4904647321991,83946,82961,83018,69861,83174,,12834941,12834941
4096,,,0,blackhole,,90,110,,,202,4103,4904651003033,4904651008572,3514,4904651003682,4904651008426,3511,4904651003686,4904651008426,3458,3125,3130,252,3161,,2727121,2727095
5120,,,0,blackhole,,16,110,,,107,3053,4904657010494,4904657014616,2093,4904657011639,4904657014464,2091,4904657011641,4904657014464,2091,1593,1603,186,1661,,4447690,4446590
6144,,,0,blackhole,,1,110,,,82,2500,4904659316798,4904659320173,1955,4904659317372,4904659320011,1955,4904659317372,4904659320011,1873,1523,1519,99,1553,,1706019,1706019
7168,,,0,blackhole,,90,110,,,233,6414,4904662238245,4904662246904,5829,4904662238888,4904662246757,5812,4904662238911,4904662246757,5764,5333,5376,257,5420,,2162172,2162203
8192,,,0,blackhole,,1,110,,,84,3522,4904668019630,4904668024385,2963,4904668020237,4904668024237,2963,4904668020237,4904668024237,2879,2476,2531,149,2544,,4276705,4276705
9216,,,0,blackhole,,5,110,,,130,3804,4904673003800,4904673008935,3186,4904673004482,4904673008783,3184,4904673004485,4904673008783,3125,2627,2663,187,492,,3689156,3689416
10240,,,0,blackhole,,5,110,,,101,3823,4904673350619,4904673355780,3213,4904673351297,4904673355635,3208,4904673351304,4904673355635,3201,2638,2703,188,523,,253688,253708
