Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL'.
Using operations until 'PERF_PREFILL_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID   Total %  Bound  OP Code                                   Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 59    2.2 %         LayerNormDeviceOperation                        3        44 μs                    4                                                 BF16, BF16 => BF16
 60    9.3 %   DRAM  MatmulDeviceOperation 128 x 3072 x 9216         3       163 μs         23 μs     96  367 GB/s  71.8 %  44.6 TFLOPs   16.8 %  HiFi2 BF16 x BF16 => BF16
 61    6.0 %         NlpCreateHeadsDeviceOperation                   3       120 μs          1 μs      4                                                       BF16 => BF16
 62    0.2 %         SliceDeviceOperation                            3         3 μs          0 μs    110                                                       BF16 => BF16
 63    0.4 %         UntilizeDeviceOperation                         3         7 μs          0 μs     64                                                       BF16 => BF16
 64    1.2 %         SliceDeviceOperation                            3        24 μs          0 μs    110                                                       BF16 => BF16
 65    0.5 %         TilizeWithValPaddingDeviceOperation             3         9 μs          1 μs     64                                                       BF16 => BF16
 66    0.2 %         UnaryDeviceOperation                            3         3 μs          1 μs    110                                                       BF16 => BF16
 67    1.1 %         UntilizeWithUnpaddingDeviceOperation            3        21 μs          1 μs     64                                                       BF16 => BF16
 68    1.3 %         UntilizeWithUnpaddingDeviceOperation            3        21 μs          6 μs     64                                                       BF16 => BF16
 69    0.9 %         PermuteDeviceOperation                          3        17 μs          0 μs    110                                                       BF16 => BF16
 70    1.8 %         PermuteDeviceOperation                          3        18 μs         19 μs    110                                                       BF16 => BF16
 71    1.9 %         ConcatDeviceOperation                           3        13 μs         25 μs    110                                                 BF16, BF16 => BF16
 72    1.7 %         PermuteDeviceOperation                          3        25 μs          9 μs    110                                                       BF16 => BF16
 73    1.7 %         TilizeWithValPaddingDeviceOperation             3        10 μs         24 μs     64                                                       BF16 => BF16
 74    0.2 %         TilizeDeviceOperation                           3         3 μs          1 μs      4                                                       BF16 => BF16
 75    3.4 %         BinaryNgDeviceOperation                         3        10 μs         57 μs    110                                                 BF16, BF16 => BF16
 76    0.2 %         TilizeDeviceOperation                           3         3 μs          1 μs      4                                                       BF16 => BF16
 77    2.1 %         BinaryNgDeviceOperation                         3        10 μs         32 μs    110                                                 BF16, BF16 => BF16
 78    1.7 %         BinaryNgDeviceOperation                         3         8 μs         26 μs    110                                                 BF16, BF16 => BF16
 79    1.9 %         SliceDeviceOperation                            3         3 μs         36 μs    110                                                       BF16 => BF16
 80    1.2 %         UntilizeDeviceOperation                         3         6 μs         19 μs     64                                                       BF16 => BF16
 81    2.5 %         SliceDeviceOperation                            3        23 μs         26 μs    110                                                       BF16 => BF16
 82    1.3 %         TilizeWithValPaddingDeviceOperation             3        10 μs         16 μs     64                                                       BF16 => BF16
 83    0.7 %         UnaryDeviceOperation                            3         3 μs         10 μs    110                                                       BF16 => BF16
 84    3.2 %         UntilizeWithUnpaddingDeviceOperation            3        21 μs         43 μs     64                                                       BF16 => BF16
 85    1.3 %         UntilizeWithUnpaddingDeviceOperation            3        21 μs          6 μs     64                                                       BF16 => BF16
 86    0.9 %         PermuteDeviceOperation                          3        17 μs          0 μs    110                                                       BF16 => BF16
 87    0.9 %         PermuteDeviceOperation                          3        18 μs          1 μs    110                                                       BF16 => BF16
 88    0.7 %         ConcatDeviceOperation                           3        13 μs          1 μs    110                                                 BF16, BF16 => BF16
 89    1.3 %         PermuteDeviceOperation                          3        26 μs          1 μs    110                                                       BF16 => BF16
 90    0.5 %         TilizeWithValPaddingDeviceOperation             3        10 μs          1 μs     64                                                       BF16 => BF16
 91    0.2 %         TilizeDeviceOperation                           3         3 μs          1 μs      4                                                       BF16 => BF16
 92    0.5 %         BinaryNgDeviceOperation                         3        10 μs          1 μs    110                                                 BF16, BF16 => BF16
 93    0.2 %         TilizeDeviceOperation                           3         3 μs          1 μs      4                                                       BF16 => BF16
 94    1.1 %         BinaryNgDeviceOperation                         3        11 μs         11 μs    110                                                 BF16, BF16 => BF16
 95    1.5 %         BinaryNgDeviceOperation                         3         9 μs         21 μs    110                                                 BF16, BF16 => BF16
 96    1.8 %         PagedFillCacheDeviceOperation                   3         5 μs         32 μs    110                                                 BF16, BF16 => BF16
 97    0.9 %         PagedFillCacheDeviceOperation                   3         4 μs         13 μs    110                                                 BF16, BF16 => BF16
 98    2.2 %         SDPAOperation                                   3        19 μs         25 μs    110                                                 BF16, BF16 => BF16
 99    2.1 %         NLPConcatHeadsDeviceOperation                   3        41 μs          1 μs      4                                                       BF16 => BF16
100    4.3 %   SLOW  MatmulDeviceOperation 128 x 3072 x 3072         3        86 μs          0 μs     96  238 GB/s  46.5 %  28.1 TFLOPs   10.6 %  HiFi2 BF16 x BF16 => BF16
101    0.5 %         BinaryNgDeviceOperation                         3         9 μs          1 μs    110                                                 BF16, BF16 => BF16
102    2.3 %         LayerNormDeviceOperation                        3        45 μs          1 μs      4                                                 BF16, BF16 => BF16
103   14.3 %   DRAM  MatmulDeviceOperation 128 x 3072 x 16384        3       286 μs          1 μs    103  370 GB/s  72.2 %  45.1 TFLOPs   15.8 %  HiFi2 BF16 x BF16 => BF16
104    0.6 %         SliceDeviceOperation                            3        12 μs          1 μs    110                                                       BF16 => BF16
