Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
49.87,MatmulDeviceOperation (in0:dram_interleaved),752.75,4,Compute,10.60,16.79,13.58,3.18,14.07
8.07,PermuteDeviceOperation (in0:dram_interleaved),121.78,6,TM,,,,,
7.98,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),120.49,1,TM,,,,,
6.14,BinaryNgDeviceOperation (in0:dram_interleaved),92.65,9,Compute,,,,,
5.89,LayerNormDeviceOperation (in0:dram_interleaved),88.89,2,Compute,,,,,
5.47,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),82.55,4,TM,,,,,
5.07,SliceDeviceOperation (in0:dram_interleaved),76.55,6,TM,,,,,
2.69,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),40.59,1,TM,,,,,
2.55,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),38.45,4,TM,,,,,
1.68,ConcatDeviceOperation (in0:dram_interleaved),25.42,2,TM,,,,,
1.25,SDPAOperation (in0:dram_interleaved),18.93,1,Compute,,,,,
1.20,UnaryDeviceOperation (in0:dram_interleaved),18.08,3,Compute,,,,,
0.83,UntilizeDeviceOperation (in0:dram_interleaved),12.57,2,TM,,,,,
0.73,TilizeDeviceOperation (in0:dram_interleaved),10.97,4,TM,,,,,
0.59,PagedFillCacheDeviceOperation (in0:dram_interleaved),8.86,2,Other,,,,,
