name,src_file,src_line,zone_name,zone_text,ns_since_start,exec_time_ns,thread,special_parent_text
PY_FUNC__escape,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/sre_parse.py,425,,,4092871506,990,1,
PY_FUNC__escape,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/sre_parse.py,425,,,4094298362,910,1,
PY_FUNC__escape,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/sre_parse.py,425,,,4097391848,890,1,
PY_FUNC___and__,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/enum.py,987,,,1551732206,690,1,
PY_FUNC___and__,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/enum.py,987,,,4093219412,1150,1,
PY_FUNC___and__,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/enum.py,987,,,4094612787,780,1,
PY_FUNC___and__,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/enum.py,987,,,4097652783,820,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,4336222069,5130,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,4336250119,2600,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,6123287132,5870,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,6123307502,2720,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,7968683768,6030,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,7968704248,2790,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,8167459269,6060,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,8167480139,2960,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,9910916478,5900,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,9910937278,2930,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,11686906850,6090,1,
PY_FUNC___new__,/opt/venv/lib/python3.10/site-packages/torch/storage.py,697,,,11686927620,2840,1,
PY_FUNC__expand_lang,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/gettext.py,233,,,1549629528,980,1,
PY_FUNC__expand_lang,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/gettext.py,233,,,1549773240,910,1,
PY_FUNC__expand_lang,/usr/local/share/uv/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/gettext.py,233,,,1549903403,850,1,
readControlBufferForCore,/localdev/cglagovich/tt-metal-blackhole-20260908/tt_metal/impl/profiler/profiler.cpp,1487,,,11700917385,43641,1,
readControlBufferForCore,/localdev/cglagovich/tt-metal-blackhole-20260908/tt_metal/impl/profiler/profiler.cpp,1487,,,11700961206,23550,1,
readControlBufferForCore,/localdev/cglagovich/tt-metal-blackhole-20260908/tt_metal/impl/profiler/profiler.cpp,1487,,,11700984926,22150,1,
readControlBufferForCore,/localdev/cglagovich/tt-metal-blackhole-20260908/tt_metal/impl/profiler/profiler.cpp,1487,,,11701007236,22141,1,
readControlBufferForCore,/localdev/cglagovich/tt-metal-blackhole-20260908/tt_metal/impl/profiler/profiler.cpp,1487,,,11701029567,21810,1,
readControlBufferForCore,/localdev/cglagovich/tt-metal-blackhole-20260908/tt_metal/impl/profiler/profiler.cpp,1487,,,11701051557,22171,1,
