GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,64,110,,,323,4236,2535324599692,2535324605411,3373,2535324600705,2535324605259,3373,2535324600706,2535324605259,3373,2967,2994,224,3040,,0,0
2051,,,3,blackhole,,64,110,,,141,4284,2535521797434,2535521803217,3279,2535521798640,2535521803066,3279,2535521798640,2535521803066,3279,2827,2850,221,2901,,146090623,146090623
3075,,,3,blackhole,,1,110,,,99,6099,2535529829264,2535529837497,5564,2535529829840,2535529837351,5564,2535529829840,2535529837351,5469,4762,4764,107,4813,,5946075,5946075
4099,,,3,blackhole,,1,110,,,81,6115,2535530050289,2535530058544,5572,2535530050876,2535530058398,5564,2535530050886,2535530058398,5493,4763,4782,109,4839,,158171,158161
5123,,,3,blackhole,,1,110,,,187,26633,2535539773601,2535539809555,26086,2535539774190,2535539809406,25968,2535539774349,2535539809406,25899,12383,25041,25122,25310,,7196903,7196960
6147,,,3,blackhole,,80,110,,,452,44985,2535546544908,2535546605638,43174,2535546547181,2535546605466,43174,2535546547181,2535546605466,43173,40576,40802,40724,40920,,4990936,4990936
7171,,,3,blackhole,,1,110,,,87,25933,2535549358181,2535549393190,25343,2535549358809,2535549393022,25343,2535549358809,2535549393022,25249,25343,,,,,2039516,2039516
8195,,,3,blackhole,,1,110,,,6,1107,2535551881568,2535551883063,577,2535551882136,2535551882915,577,2535551882136,2535551882915,577,557,,,,,1843670,1843670
9219,,,3,blackhole,,1,110,,,1,1158,2535552005915,2535552007478,576,2535552006519,2535552007297,576,2535552006519,2535552007297,576,569,,,,,91511,91511
10243,,,3,blackhole,,1,110,,,190,2289,2535556310069,2535556313159,1734,2535556310636,2535556312977,1593,2535556310826,2535556312977,,52,1559,1396,1507,,3187522,3187132
11267,,,3,blackhole,,1,110,,,182,2314,2535556608490,2535556611614,1762,2535556609056,2535556611435,1623,2535556609244,2535556611435,,52,1601,1432,1544,,219290,219462
12291,,,3,blackhole,,1,110,,,250,5679,2535562107563,2535562115229,5142,2535562108137,2535562115079,4996,2535562108335,2535562115079,4892,2910,4278,4290,4450,,4071455,4072140
13315,,,3,blackhole,,1,110,,,234,5627,2535562219820,2535562227416,5076,2535562220403,2535562227256,4952,2535562220571,2535562227256,4877,2817,4250,4215,4378,,78013,78145
14339,,,3,blackhole,,64,110,,,764,9619,2535569175482,2535569188467,8979,2535569176205,2535569188326,8719,2535569176555,2535569188326,8574,2953,6113,6413,6327,,5147646,5147476
15363,,,3,blackhole,,1,110,,,9,1103,2535569332304,2535569333793,571,2535569332866,2535569333637,571,2535569332866,2535569333637,562,564,,,,,107046,107046
16387,,,3,blackhole,,32,110,,,173,2252,2535571828331,2535571831371,1321,2535571829446,2535571831230,1321,2535571829446,2535571831230,1315,1201,,,,,1848074,1848074
17411,,,3,blackhole,,32,110,,,201,30919,2535577149566,2535577191307,29985,2535577150667,2535577191147,29984,2535577150669,2535577191147,29979,28419,28650,28579,28827,,3940299,3940364
18435,,,3,blackhole,,64,110,,,131,2234,2535579800215,2535579803231,1238,2535579801418,2535579803089,1238,2535579801418,2535579803089,1237,843,,,,,1933881,1933881
19459,,,3,blackhole,,110,110,,,294,2228,2535582540653,2535582543661,1645,2535582541296,2535582543517,1645,2535582541296,2535582543517,1636,1173,,,,,2028073,2028073
20483,,,3,blackhole,,96,110,,,270,50567,2535585560972,2535585629238,48669,2535585563378,2535585629081,48669,2535585563378,2535585629081,48667,45453,45688,45601,45805,,2236939,2236939
21507,,,3,blackhole,,96,110,,,167,2427,2535586053053,2535586056330,1376,2535586054327,2535586056185,1376,2535586054327,2535586056185,1376,944,,,,,314929,314929
22531,,,3,blackhole,,96,110,,,164,2438,2535586435553,2535586438844,1400,2535586436812,2535586438702,1400,2535586436812,2535586438702,1397,928,,,,,281946,281946
23555,,,3,blackhole,,110,110,,,179,3097,2535591797368,2535591801549,2511,2535591798012,2535591801402,2510,2535591798013,2535591801402,2482,967,1030,1984,390,,3969684,3969274
24579,,,3,blackhole,,110,110,,,191,3284,2535597267404,2535597271838,2688,2535597268062,2535597271691,2688,2535597268062,2535597271691,2647,1672,1743,2250,376,,4049155,4049155
25603,,,3,blackhole,,64,110,,,269,56814,2535603450816,2535603527515,54959,2535603453146,2535603527340,54957,2535603453148,2535603527340,54956,53652,53870,53789,53925,,4578896,4578854
26627,,,3,blackhole,,110,110,,,173,2413,2535607295703,2535607298961,1826,2535607296346,2535607298811,1821,2535607296352,2535607298811,1807,1354,1364,272,425,,2791970,2791123
27651,,,3,blackhole,,110,110,,,173,2479,2535607462089,2535607465436,1879,2535607462734,2535607465270,1879,2535607462734,2535607465270,1854,1381,1363,267,390,,121456,121456
28675,0,1,3,blackhole,,1,110,,,220,26550,2535620048469,2535620084312,26010,2535620049053,2535620084166,25880,2535620049228,2535620084166,25790,12256,24990,25050,25257,,9321453,9321450
28675,0,2,3,blackhole,,1,110,,,214,26639,2535620466279,2535620502242,26109,2535620466852,2535620502099,25995,2535620467006,2535620502099,25895,12453,25102,25147,25344,,14565,14679
28675,0,3,3,blackhole,,1,110,,,238,26570,2535620881045,2535620916915,26037,2535620881619,2535620916769,25921,2535620881775,2535620916769,25799,12333,24974,25072,25271,,13092,13207
28675,0,4,3,blackhole,,1,110,,,229,26574,2535621295119,2535621330994,26056,2535621295673,2535621330848,25927,2535621295847,2535621330848,25827,12307,24996,25090,25273,,13019,13148
28675,0,5,3,blackhole,,1,110,,,182,26578,2535621709173,2535621745053,26049,2535621709741,2535621744907,25950,2535621709875,2535621744907,25867,12353,25008,25076,25276,,12888,12988
28675,0,6,3,blackhole,,1,110,,,184,26530,2535622123428,2535622159244,25973,2535622124034,2535622159097,25878,2535622124162,2535622159097,25789,12256,24967,25005,25221,,12621,12716
28675,0,7,3,blackhole,,1,110,,,222,26620,2535622536747,2535622572684,26094,2535622537314,2535622572541,25983,2535622537464,2535622572541,25872,12429,25019,25128,25319,,12396,12507
28675,0,8,3,blackhole,,1,110,,,223,26626,2535622949768,2535622985713,26100,2535622950332,2535622985567,25968,2535622950510,2535622985567,25877,12452,25074,25139,25327,,12216,12347
28675,0,9,3,blackhole,,1,110,,,227,26539,2535623364863,2535623400690,25999,2535623365443,2535623400541,25890,2535623365590,2535623400541,25771,12290,24924,25034,25219,,13058,13167
28675,0,10,3,blackhole,,1,110,,,183,26624,2535623780493,2535623816436,26081,2535623781082,2535623816291,25976,2535623781224,2535623816291,25898,12430,25076,25117,25324,,13792,13897
28675,0,11,3,blackhole,,1,110,,,206,26526,2535624226261,2535624262071,25993,2535624226834,2535624261925,25883,2535624226983,2535624261925,25787,12264,24987,25037,25230,,36022,36133
28675,0,12,3,blackhole,,1,110,,,227,26645,2535624643109,2535624679080,26121,2535624643669,2535624678932,25997,2535624643836,2535624678932,25893,12435,25062,25159,25351,,14753,14876
28675,0,13,3,blackhole,,1,110,,,211,26588,2535625057745,2535625093639,26059,2535625058314,2535625093493,25958,2535625058450,2535625093493,25847,12410,25031,25097,25303,,13072,13173
28675,0,14,3,blackhole,,1,110,,,181,26515,2535625471984,2535625507779,25967,2535625472578,2535625507633,25874,2535625472703,2535625507633,25786,12298,24973,25005,25226,,12858,12950
28675,0,15,3,blackhole,,1,110,,,243,26536,2535625886310,2535625922133,26026,2535625886855,2535625921990,25901,2535625887023,2535625921990,25783,12273,24979,25057,25233,,13284,13409
28675,0,16,3,blackhole,,1,110,,,192,26621,2535626300526,2535626336465,26090,2535626301097,2535626336319,25967,2535626301263,2535626336319,25899,12381,25058,25124,25322,,12995,13118
28675,0,17,3,blackhole,,1,110,,,230,26563,2535626714180,2535626750040,26020,2535626714765,2535626749892,25899,2535626714928,2535626749892,25790,12310,24976,25056,25247,,12826,12947
28675,0,18,3,blackhole,,1,110,,,227,26550,2535627128839,2535627164682,26026,2535627129400,2535627164535,25909,2535627129558,2535627164535,25799,12307,24997,25057,25253,,12876,12993
28675,0,19,3,blackhole,,1,110,,,207,26551,2535627542629,2535627578473,26015,2535627543205,2535627578325,25907,2535627543350,2535627578325,25808,12307,24968,25053,25249,,12379,12486
28675,0,20,3,blackhole,,1,110,,,207,26540,2535627956772,2535627992601,26016,2535627957330,2535627992451,25880,2535627957513,2535627992451,25809,12236,24984,25050,25224,,12869,13004
28675,0,21,3,blackhole,,1,110,,,200,26533,2535628370843,2535628406663,25984,2535628371436,2535628406514,25889,2535628371564,2535628406514,25784,12296,24979,25020,25229,,12705,12800
28675,0,22,3,blackhole,,1,110,,,233,26516,2535628784805,2535628820602,25992,2535628785365,2535628820454,25880,2535628785516,2535628820454,25759,12262,24934,25020,25205,,12873,12984
28675,0,23,3,blackhole,,1,110,,,206,26637,2535629198098,2535629234058,26099,2535629198679,2535629233912,25987,2535629198830,2535629233912,25893,12371,25087,25137,25344,,12477,12589
28675,0,24,3,blackhole,,1,110,,,207,26538,2535629612557,2535629648383,26013,2535629613119,2535629648237,25904,2535629613267,2535629648237,25806,12289,24960,25044,25232,,12392,12502
28675,0,25,3,blackhole,,1,110,,,207,26535,2535630026401,2535630062223,26018,2535630026952,2535630062076,25889,2535630027126,2535630062076,25810,12290,24972,25052,25233,,12777,12906
28675,0,26,3,blackhole,,1,110,,,179,26604,2535630441350,2535630477265,26062,2535630441933,2535630477117,25956,2535630442077,2535630477117,25884,12410,25056,25098,25306,,13475,13582
28675,0,27,3,blackhole,,1,110,,,232,26547,2535630855207,2535630891045,26033,2535630855752,2535630890897,25887,2535630855950,2535630890897,25801,12258,24970,25069,25227,,12759,12906
28675,0,28,3,blackhole,,1,110,,,220,26595,2535631269563,2535631305466,26060,2535631270139,2535631305320,25960,2535631270274,2535631305320,25840,12379,25014,25101,25293,,12810,12910
