Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
18.62,MatmulDeviceOperation (in0:dram_interleaved),97.36,2,Compute,2.84,6.90,4.87,2.87,4.67
14.42,SparseMatmulDeviceOperation (in0:dram_interleaved),75.42,1,Compute,16.09,16.09,16.09,,16.09
10.41,UnaryDeviceOperation (in0:l1_interleaved),54.43,6,Compute,,,,,
7.55,TransposeDeviceOperation (in0:l1_interleaved),39.51,2,TM,,,,,
7.49,SparseMatmulDeviceOperation (in0:l1_interleaved),39.16,1,Compute,11.62,11.62,11.62,,11.62
6.79,ReshapeViewDeviceOperation (in0:l1_interleaved),35.52,2,TM,,,,,
5.86,MatmulDeviceOperation (in0:width_sharded),30.64,1,Compute,19.81,19.81,19.81,,19.81
5.00,LayerNormDeviceOperation (in0:dram_interleaved),26.14,1,Compute,,,,,
4.91,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),25.70,1,Other,,,,,
4.62,TopKDeviceOperation (in0:l1_interleaved),24.17,1,Other,,,,,
2.17,TilizeWithValPaddingDeviceOperation (in0:l1_interleaved),11.34,2,TM,,,,,
1.76,SdpaDecodeDeviceOperation (in0:height_sharded),9.18,1,Compute,,,,,
1.71,UntilizeWithUnpaddingDeviceOperation (in0:l1_interleaved),8.94,7,TM,,,,,
1.51,BinaryNgDeviceOperation (in0:l1_interleaved),7.88,2,Compute,,,,,
1.03,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),5.41,1,Other,,,,,
0.95,FillPadDeviceOperation (in0:l1_interleaved),4.95,1,TM,,,,,
0.88,ScatterDeviceOperation (in0:l1_interleaved),4.58,2,Other,,,,,
0.85,BinaryNgDeviceOperation (in0:dram_interleaved),4.44,2,Compute,,,,,
0.78,SliceDeviceOperation (in0:l1_interleaved),4.06,4,TM,,,,,
0.71,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),3.72,2,Other,,,,,
0.61,ReduceDeviceOperation (in0:l1_interleaved),3.17,1,Compute,,,,,
0.42,TransposeDeviceOperation (in0:dram_interleaved),2.21,1,TM,,,,,
0.33,InterleavedToShardedDeviceOperation (in0:dram_interleaved),1.71,3,DM,,,,,
0.33,SliceDeviceOperation (in0:dram_interleaved),1.71,1,TM,,,,,
0.25,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.30,1,TM,,,,,
0.06,ReshardDeviceOperation (in0:height_sharded),0.32,1,DM,,,,,
