call_id,source_id,category,area,source_path,line,end_line,api,template_arguments,arguments,migration_flags
R233,S073,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/kernels/moreh_softmax_w_large.cpp,54,55,compute_kernel_lib::reduce,"PoolType::MAX, ReduceDim::REDUCE_ROW, dfb_in0, dfb_max_scaler, dfb_max",compute_kernel_lib::ReduceInputBlockShape::row(Wt - 1),
R234,S073,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/kernels/moreh_softmax_w_large.cpp,59,62,compute_kernel_lib::reduce,"PoolType::MAX, ReduceDim::REDUCE_ROW, dfb_tmp, dfb_max_scaler, dfb_max","compute_kernel_lib::ReduceInputBlockShape::row(1), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::Accumulate::at(dfb_max, 1)",cross-call accumulation
R235,S073,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/kernels/moreh_softmax_w_large.cpp,111,124,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb_add, dfb_sum_scaler, dfb_recipsumexps, compute_kernel_lib::ReduceInputPolicy::BulkWaitBulkPop","compute_kernel_lib::ReduceInputBlockShape::single(), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::NoAccumulation{}, [](std::uint32_t dst_idx) { log_tile_init(); log_tile(dst_idx); }",inline post-op callback
R236,S073,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/kernels/moreh_softmax_w_large.cpp,127,140,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb_add, dfb_sum_scaler, dfb_recipsumexps, compute_kernel_lib::ReduceInputPolicy::BulkWaitBulkPop","compute_kernel_lib::ReduceInputBlockShape::single(), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::NoAccumulation{}, [](std::uint32_t dst_idx) { recip_tile_init(); recip_tile(dst_idx); }",inline post-op callback
R237,S074,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_h.cpp,37,38,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_COL, dfb::dy_m_sum, dfb::scaler, dfb::sum",compute_kernel_lib::ReduceInputBlockShape::single(),
R238,S074,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_h.cpp,43,50,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_COL, dfb::dy, dfb::scaler, dfb_inter0, compute_kernel_lib::ReduceInputPolicy::WaitUpfrontNoPop",compute_kernel_lib::ReduceInputBlockShape::col(Ht - 1),
R239,S074,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_h.cpp,57,58,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_COL, dfb_inter1, dfb::scaler, dfb::dy_m_sum",compute_kernel_lib::ReduceInputBlockShape::single(),
R240,S074,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_h.cpp,93,99,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_COL, dfb::ydy, dfb::scaler, dfb::sum, compute_kernel_lib::ReduceInputPolicy::BulkWaitBulkPop",compute_kernel_lib::ReduceInputBlockShape::col(Ht),
R241,S075,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_h_large.cpp,55,56,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_COL, dfb::add, dfb::scaler, dfb::sum",compute_kernel_lib::ReduceInputBlockShape::single(),
R242,S075,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_h_large.cpp,90,91,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_COL, dfb::add, dfb::scaler, dfb::sum",compute_kernel_lib::ReduceInputBlockShape::single(),
R243,S076,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_w.cpp,37,38,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb::dy_m_sum, dfb::scaler, dfb::sum",compute_kernel_lib::ReduceInputBlockShape::single(),
R244,S076,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_w.cpp,43,50,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb::dy, dfb::scaler, dfb_inter0, compute_kernel_lib::ReduceInputPolicy::WaitUpfrontNoPop",compute_kernel_lib::ReduceInputBlockShape::row(Wt - 1),
R245,S076,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_w.cpp,57,58,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb_inter1, dfb::scaler, dfb::dy_m_sum",compute_kernel_lib::ReduceInputBlockShape::single(),
R246,S076,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_w.cpp,93,99,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb::ydy, dfb::scaler, dfb::sum, compute_kernel_lib::ReduceInputPolicy::BulkWaitBulkPop",compute_kernel_lib::ReduceInputBlockShape::row(Wt),
R247,S077,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_w_large.cpp,55,56,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb::add, dfb::scaler, dfb::sum",compute_kernel_lib::ReduceInputBlockShape::single(),
R248,S077,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/moreh_softmax_backward_w_large.cpp,88,89,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb::add, dfb::scaler, dfb::sum",compute_kernel_lib::ReduceInputBlockShape::single(),
R249,S078,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_impl_kernels/moreh_sum_h.cpp,45,46,compute_kernel_lib::reduce,"REDUCE_OP, REDUCE_DIM, dfb::input, dfb::scaler, dfb::accum_dst",compute_kernel_lib::ReduceInputBlockShape::col(Ht - 1),
R250,S078,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_impl_kernels/moreh_sum_h.cpp,75,78,compute_kernel_lib::reduce,"REDUCE_OP, REDUCE_DIM, dfb::masked_input, dfb::scaler, dfb::out","compute_kernel_lib::ReduceInputBlockShape::single(), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::Accumulate::at(dfb::accum_dst, is_h_single_tile ? 0 : 1)",cross-call accumulation
R251,S078,explicit_helper,Moreh,ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_impl_kernels/moreh_sum_h.cpp,83,86,compute_kernel_lib::reduce,"REDUCE_OP, REDUCE_DIM, dfb::input, dfb::scaler, dfb::out","compute_kernel_lib::ReduceInputBlockShape::single(), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::Accumulate::at(dfb::accum_dst, is_h_single_tile ? 0 : 1)",cross-call accumulation
R252,S079,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/compute/groupnorm.cpp,386,394,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_SCALAR, dfb_x_id, dfb_scaler_id, dfb_ex_partial_id, compute_kernel_lib::ReduceInputPolicy::NoWaitNoPop, compute_kernel_lib::ReduceDataFormatReconfigMode::NONE","compute_kernel_lib::ReduceInputBlockShape::of(out_block_h_actual, block_w)",
R253,S079,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/compute/groupnorm.cpp,402,410,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_SCALAR, dfb_ex_external_id, dfb_scaler_global_id, dfb_ex_global_id, compute_kernel_lib::ReduceInputPolicy::WaitAndPopPerTile, compute_kernel_lib::ReduceDataFormatReconfigMode::NONE",compute_kernel_lib::ReduceInputBlockShape::col(dfb_ex_external_tiles_required),
R254,S079,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/compute/groupnorm.cpp,550,558,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_SCALAR, dfb_xmm_id, dfb_scaler_id, dfb_ex2_partial_id, compute_kernel_lib::ReduceInputPolicy::NoWaitNoPop, compute_kernel_lib::ReduceDataFormatReconfigMode::NONE","compute_kernel_lib::ReduceInputBlockShape::of(out_block_h_actual, block_w)",
R255,S079,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/compute/groupnorm.cpp,564,572,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_SCALAR, dfb_ex_external_id, dfb_scaler_global_id, dfb_ex2_global_id, compute_kernel_lib::ReduceInputPolicy::WaitAndPopPerTile, compute_kernel_lib::ReduceDataFormatReconfigMode::NONE",compute_kernel_lib::ReduceInputBlockShape::col(dfb_ex_external_tiles_required),
R256,S080,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/compute/groupnorm_sharded_v2.cpp,363,364,reduce,"PoolType::SUM, ReduceDim::REDUCE_SCALAR, dfb_ex2pe_id, dfb_scaler_id, dfb_ex_partial_id",compute_kernel_lib::ReduceInputBlockShape::single(),
R257,S080,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/compute/groupnorm_sharded_v2.cpp,367,375,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_SCALAR, dfb_ex_external_id, dfb_scaler_global_id, dfb_ex_global_id, compute_kernel_lib::ReduceInputPolicy::WaitAndPopPerTile, compute_kernel_lib::ReduceDataFormatReconfigMode::NONE",compute_kernel_lib::ReduceInputBlockShape::single(),
R258,S080,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/compute/groupnorm_sharded_v2.cpp,502,503,reduce,"PoolType::SUM, ReduceDim::REDUCE_SCALAR, dfb_ex2pe_id, dfb_scaler_id, dfb_ex_partial_id",compute_kernel_lib::ReduceInputBlockShape::single(),
R259,S080,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/compute/groupnorm_sharded_v2.cpp,507,515,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_SCALAR, dfb_ex_external_id, dfb_scaler_global_id, dfb_ex_global_id, compute_kernel_lib::ReduceInputPolicy::WaitAndPopPerTile, compute_kernel_lib::ReduceDataFormatReconfigMode::NONE",compute_kernel_lib::ReduceInputBlockShape::single(),
R266,S083,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm_sharded.cpp,268,277,compute_kernel_lib::reduce,"PoolType::AVG, ReduceDim::REDUCE_ROW, dfb_ex_reduce_input, dfb_scaler_id, dfb_ex_partial_id, compute_kernel_lib::ReduceInputPolicy::NoWaitNoPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT","compute_kernel_lib::ReduceInputBlockShape::of(block_h, num_reduce_tiles_per_block_h, 1), compute_kernel_lib::ReduceInputMemoryLayout::with_row_stride(block_w)",strided input
R270,S083,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm_sharded.cpp,412,421,compute_kernel_lib::reduce,"PoolType::AVG, ReduceDim::REDUCE_ROW, dfb_xmm2_id, dfb_scaler_id, dfb_ex_partial2_id, compute_kernel_lib::ReduceInputPolicy::NoWaitNoPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT","compute_kernel_lib::ReduceInputBlockShape::of(block_h, num_reduce_tiles_per_block_h, 1), compute_kernel_lib::ReduceInputMemoryLayout::with_row_stride(block_w)",strided input
R277,S085,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm_sharded_pre_allgather.cpp,176,185,compute_kernel_lib::reduce,"PoolType::AVG, ReduceDim::REDUCE_ROW, dfb_x2_id, dfb_scaler_id, dfb_ex_partial2_id, compute_kernel_lib::ReduceInputPolicy::NoWaitNoPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT","compute_kernel_lib::ReduceInputBlockShape::of(block_h, num_reduce_tiles_per_block_h), compute_kernel_lib::ReduceInputMemoryLayout::with_row_stride(block_w)",strided input
R278,S085,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm_sharded_pre_allgather.cpp,190,199,compute_kernel_lib::reduce,"PoolType::AVG, ReduceDim::REDUCE_ROW, dfb_in_id, dfb_scaler_id, dfb_ex_partial2_id, compute_kernel_lib::ReduceInputPolicy::NoWaitNoPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT","compute_kernel_lib::ReduceInputBlockShape::of(block_h, num_reduce_tiles_per_block_h), compute_kernel_lib::ReduceInputMemoryLayout::with_row_stride(block_w)",strided input
R279,S085,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm_sharded_pre_allgather.cpp,257,265,compute_kernel_lib::reduce,"PoolType::AVG, ReduceDim::REDUCE_ROW, dfb_x2_id, dfb_scaler_id, dfb_ex_partial2_id, compute_kernel_lib::ReduceInputPolicy::NoWaitNoPop","compute_kernel_lib::ReduceInputBlockShape::of(block_h, num_reduce_tiles_per_block_h), compute_kernel_lib::ReduceInputMemoryLayout::with_row_stride(block_w)",strided input
R287,S087,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/kernels/compute/layernorm_pre_allgather.cpp,112,120,compute_kernel_lib::reduce,"reduce_type, ReduceDim::REDUCE_ROW, dfb::x2, dfb::reduce, dfb::out, compute_kernel_lib::ReduceInputPolicy::BulkWaitBulkPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT_AND_OUTPUT, reduce_fp32_mode",compute_kernel_lib::ReduceInputBlockShape::row(Wt),
R288,S087,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/kernels/compute/layernorm_pre_allgather.cpp,127,135,compute_kernel_lib::reduce,"reduce_type, ReduceDim::REDUCE_ROW, dfb_inp_id, dfb::reduce, dfb::out, compute_kernel_lib::ReduceInputPolicy::BulkWaitBulkPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT_AND_OUTPUT, reduce_fp32_mode",compute_kernel_lib::ReduceInputBlockShape::row(Wt),
R289,S088,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/kernels/compute/layernorm_pre_allgather_2d.cpp,115,123,compute_kernel_lib::reduce,"reduce_type, ReduceDim::REDUCE_ROW, dfb::x2, dfb::reduce, dfb::out, compute_kernel_lib::ReduceInputPolicy::BulkWaitBulkPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT_AND_OUTPUT, reduce_fp32_mode",compute_kernel_lib::ReduceInputBlockShape::row(Wt),
R290,S089,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/rmsnorm_distributed/device/kernels/compute/rmsnorm_post_allgather.cpp,98,99,compute_kernel_lib::reduce,"PoolType::AVG, ReduceDim::REDUCE_ROW, cb_stats, cb_reduce_idx, cb_var_idx",compute_kernel_lib::ReduceInputBlockShape::row(stats_tiles_cols),
R291,S090,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/rmsnorm_distributed/device/kernels/compute/rmsnorm_post_allgather_metal2.cpp,101,102,compute_kernel_lib::reduce,"PoolType::AVG, ReduceDim::REDUCE_ROW, dfb::stats, dfb::reduce, dfb::var",compute_kernel_lib::ReduceInputBlockShape::row(stats_tiles_cols),
R292,S091,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/rmsnorm_distributed/device/kernels/compute/rmsnorm_pre_allgather.cpp,109,117,compute_kernel_lib::reduce,"reduce_type, ReduceDim::REDUCE_ROW, dfb::x2, dfb::reduce, dfb::out, compute_kernel_lib::ReduceInputPolicy::BulkWaitBulkPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT_AND_OUTPUT, reduce_fp32_mode",compute_kernel_lib::ReduceInputBlockShape::row(Wt),
R293,S092,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/rmsnorm_distributed/device/kernels/compute/rmsnorm_pre_allgather_2d.cpp,81,87,compute_kernel_lib::reduce,"PoolType::AVG, ReduceDim::REDUCE_ROW, cb_x2_idx, cb_reduce_idx, cb_out, compute_kernel_lib::ReduceInputPolicy::BulkWaitBulkPop",compute_kernel_lib::ReduceInputBlockShape::row(Wt),
R294,S093,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/compute/softmax.cpp,30,37,compute_kernel_lib::reduce,"PoolType::MAX, ReduceDim::REDUCE_ROW, dfb_in, dfb_max_scaler, dfb_max, compute_kernel_lib::ReduceInputPolicy::WaitUpfrontNoPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT",compute_kernel_lib::ReduceInputBlockShape::row(Wt),
R295,S093,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/compute/softmax.cpp,341,354,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb_exps, dfb_sum_scaler, dfb_recipsumexps, compute_kernel_lib::ReduceInputPolicy::WaitUpfrontNoPop","compute_kernel_lib::ReduceInputBlockShape::row(Wt), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::NoAccumulation{}, [](std::uint32_t) { recip_tile_init(); recip_tile(0); }",inline post-op callback
R296,S094,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/compute/softmax_large_tensor.cpp,260,287,compute_kernel_lib::reduce,"reduce_type, ReduceDim::REDUCE_ROW, dfb_in_id, dfb_scaler_id, dfb_out_id","compute_kernel_lib::ReduceInputBlockShape::row(dfb_length_t), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::NoAccumulation{}, [use_prev_reduce](std::uint32_t) { if (use_prev_reduce) { DataflowBuffer(dfb_prev_out_id).wait_front(1); reconfig_data_format_srca(dfb_prev_out_id); copy_init(dfb_prev_out_id); copy_tile(dfb_prev_out_id, 0, 1); if constexpr (reduce_type == PoolType::MAX) { binary_max_tile_init(); binary_max_tile(0, 1, 0); } else { add_binary_tile_init(); add_binary_tile(0, 1, 0); } DataflowBuffer(dfb_prev_out_id).pop_front(1); } }",inline post-op callback
R297,S095,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/compute/softmax_sharded.cpp,31,37,compute_kernel_lib::reduce,"PoolType::MAX, ReduceDim::REDUCE_ROW, dfb_in_id, dfb_max_scaler_id, dfb_max_id, compute_kernel_lib::ReduceInputPolicy::NoWaitNoPop",compute_kernel_lib::ReduceInputBlockShape::row(block_w),
R298,S095,explicit_helper,Normalization,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/compute/softmax_sharded.cpp,239,252,compute_kernel_lib::reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, dfb_exps, dfb_sum_scaler, dfb_recipsumexps, compute_kernel_lib::ReduceInputPolicy::NoWaitNoPop","compute_kernel_lib::ReduceInputBlockShape::row(block_w), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::NoAccumulation{}, [](std::uint32_t) { recip_tile_init(); recip_tile(0); }",inline post-op callback
R307,S099,explicit_helper,Generic / MoE / sampling reductions,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/compute/reduce.cpp,26,54,compute_kernel_lib::reduce,"REDUCE_OP, REDUCE_DIM, dfb::in0, dfb::scaler, dfb::out, compute_kernel_lib::ReduceInputPolicy::WaitAndPopPerTile, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT, fp32_mode","compute_kernel_lib::ReduceInputBlockShape::of(Ht, Wt, NC), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::NoAccumulation{}, #ifdef REDUCE_POST_MUL [](uint32_t dst_idx) { constexpr auto post_mul_scaler_bits = get_arg(args::post_mul_scaler_bits); constexpr DataFormat reduce_format = static_cast<DataFormat>(unpack_src_format[dfb::in0]); compute_kernel_lib::detail::reduce_post_mul_tile<reduce_format>(dst_idx, post_mul_scaler_bits); } #else compute_kernel_lib::NoOp{} #endif",inline post-op callback
R314,S102,explicit_helper,Generic / MoE / sampling reductions,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/compute/reduce_rm.cpp,55,76,compute_kernel_lib::reduce,"REDUCE_OP, REDUCE_DIM, dfb::tile_in, dfb::scaler, dfb::out, compute_kernel_lib::ReduceInputPolicy::WaitAndPopPerTile, rm_reconfig_mode, fp32_mode","compute_kernel_lib::ReduceInputBlockShape::of(ht_in_chunk, wt_in_chunk, NC), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::Accumulate::at(dfb::acc, chunk_idx), #ifdef REDUCE_POST_MUL [](uint32_t dst_idx) { constexpr auto post_mul_scaler_bits = get_arg(args::post_mul_scaler_bits); binop_with_scalar_tile_init(); mul_unary_tile(dst_idx, post_mul_scaler_bits); } #else compute_kernel_lib::NoOp{} #endif",cross-call accumulation; inline post-op callback; row-major staging / runtime chunk
R315,S102,explicit_helper,Generic / MoE / sampling reductions,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/compute/reduce_rm.cpp,78,90,compute_kernel_lib::reduce,"REDUCE_OP, REDUCE_DIM, dfb::tile_in, dfb::scaler, dfb::acc, compute_kernel_lib::ReduceInputPolicy::WaitAndPopPerTile, rm_reconfig_mode, fp32_mode","compute_kernel_lib::ReduceInputBlockShape::of(ht_in_chunk, wt_in_chunk, NC), compute_kernel_lib::ReduceInputMemoryLayout::contiguous(), compute_kernel_lib::Accumulate::at(dfb::acc, chunk_idx), compute_kernel_lib::NoOp{}",cross-call accumulation; row-major staging / runtime chunk
R319,S104,explicit_helper,Generic / MoE / sampling reductions,ttnn/cpp/ttnn/operations/reduction/moe/device/kernels/compute/moe.cpp,224,231,compute_kernel_lib::reduce,"pool_type, reduce_dim, in_dfb, scale_dfb, out_dfb, compute_kernel_lib::ReduceInputPolicy::WaitUpfrontNoPop","compute_kernel_lib::ReduceInputBlockShape::of(rows, cols)",
R320,S105,explicit_helper,Generic / MoE / sampling reductions,ttnn/cpp/ttnn/operations/reduction/sampling/device/kernels/compute/sampling.cpp,192,200,compute_kernel_lib::reduce,"pool_type, reduce_dim, in0_dfb, scale_dfb, out_dfb, compute_kernel_lib::ReduceInputPolicy::WaitUpfrontNoPop, compute_kernel_lib::ReduceDataFormatReconfigMode::INPUT","compute_kernel_lib::ReduceInputBlockShape::of(rows, cols)",
R330,S108,explicit_helper,Python inline examples,ttnn/ttnn/operations/examples/compute_fusion/program_descriptor_with_inline_kernels.py,271,276,reduce,"ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW, cb_x, cb_scaler, cb_out, ReduceInputPolicy::WaitUpfrontNoPop","shape, ReduceInputMemoryLayout::contiguous(), NoAccumulation{}, [](uint32_t dst) { recip_tile_init(); recip_tile(dst); }",inline post-op callback
R331,S108,explicit_helper,Python inline examples,ttnn/ttnn/operations/examples/compute_fusion/program_descriptor_with_inline_kernels.py,279,280,reduce,"ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW, cb_x, cb_scaler, cb_s1, ReduceInputPolicy::WaitUpfrontNoPop",shape,
R337,S109,explicit_helper,Python inline examples,ttnn/ttnn/operations/examples/reduce_accumulate/program_descriptor_with_inline_kernels.py,184,185,reduce,"PoolType::AVG, ReduceDim::REDUCE_ROW, cb_in, cb_scaler, cb_out, ReduceInputPolicy::BulkWaitBulkPop","ReduceInputBlockShape::of(1, num_tiles)",
R338,S109,explicit_helper,Python inline examples,ttnn/ttnn/operations/examples/reduce_accumulate/program_descriptor_with_inline_kernels.py,187,188,reduce,"PoolType::AVG, ReduceDim::REDUCE_COL, cb_in, cb_scaler, cb_out, ReduceInputPolicy::BulkWaitBulkPop","ReduceInputBlockShape::of(num_tiles, 1)",
R339,S109,explicit_helper,Python inline examples,ttnn/ttnn/operations/examples/reduce_accumulate/program_descriptor_with_inline_kernels.py,190,191,reduce,"PoolType::AVG, ReduceDim::REDUCE_SCALAR, cb_in, cb_scaler, cb_out, ReduceInputPolicy::BulkWaitBulkPop","ReduceInputBlockShape::of(1, num_tiles)",
R341,S111,explicit_helper,Python inline examples,ttnn/ttnn/operations/examples/row_reduce_accumulate/program_descriptor_with_inline_kernels.py,161,162,reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, cb_in, cb_scaler, cb_out, ReduceInputPolicy::BulkWaitBulkPop","ReduceInputBlockShape::of(1, width_tiles)",
R342,S111,explicit_helper,Python inline examples,ttnn/ttnn/operations/examples/row_reduce_accumulate/program_descriptor_with_inline_kernels.py,202,203,reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, cb_interm, cb_scaler, cb_out, ReduceInputPolicy::BulkWaitBulkPop","ReduceInputBlockShape::of(1, 1)",
R345,S111,explicit_helper,Python inline examples,ttnn/ttnn/operations/examples/row_reduce_accumulate/program_descriptor_with_inline_kernels.py,260,261,reduce,"PoolType::SUM, ReduceDim::REDUCE_ROW, cb_interm, cb_scaler, cb_out, ReduceInputPolicy::BulkWaitBulkPop","ReduceInputBlockShape::of(1, 1)",
R347,S113,explicit_helper,Python toy operations,ttnn/ttnn/operations/toy_variance/kernels/compute.cpp,62,67,ckl::reduce,"ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW, dfb::in_tiles, dfb::scaler, dfb::mean","reduce_block_shape, ckl::ReduceInputMemoryLayout::contiguous(), ckl::Accumulate::at(dfb::mean, b), ckl::NoOp{}, is_last ? partial_mode : ckl::ReducePartialMode::None",cross-call accumulation
R348,S113,explicit_helper,Python toy operations,ttnn/ttnn/operations/toy_variance/kernels/compute.cpp,96,109,ckl::reduce,"ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW, dfb::centered_sq, dfb::scaler, dfb::variance","reduce_block_shape, ckl::ReduceInputMemoryLayout::contiguous(), ckl::Accumulate::at(dfb::variance, b), [](uint32_t dst) { sqrt_tile_init(); sqrt_tile(dst); }, block_partial_mode",cross-call accumulation; inline post-op callback
R349,S113,explicit_helper,Python toy operations,ttnn/ttnn/operations/toy_variance/kernels/compute.cpp,114,124,ckl::reduce,"ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW, dfb::centered_sq, dfb::scaler, dfb::variance","reduce_block_shape, ckl::ReduceInputMemoryLayout::contiguous(), ckl::Accumulate::at(dfb::variance, b), ckl::NoOp{}, block_partial_mode",cross-call accumulation
R350,S114,explicit_helper,Python toy operations,ttnn/ttnn/operations/toy_variance/kernels/sharded_compute.cpp,113,119,ckl::reduce,"ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW, dfb::in_shard, dfb::scaler, dfb::partial, ckl::ReduceInputPolicy::WaitUpfrontNoPop",reduce_shape,
