call_id,source_path,line,end_line,api,template_arguments,arguments,source_expression
D060,ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/kernels/dataflow/reader_unary_interleaved_ln_rm_gb_post_allgather.cpp,101,105,calculate_and_prepare_reduce_scaler,"dfb::reduce, ckernel::PoolType::AVG, ckernel::ReduceDim::REDUCE_ROW, reduce_factor",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
        dfb::reduce,
        ckernel::PoolType::AVG,
        ckernel::ReduceDim::REDUCE_ROW,
        reduce_factor>()"
D061,ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/kernels/dataflow/reader_unary_interleaved_ln_rm_gb_pre_allgather.cpp,34,34,calculate_and_prepare_reduce_scaler,"dfb::reduce, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb::reduce, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>()"
D062,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_interleaved_sm.cpp,69,72,calculate_and_prepare_reduce_scaler,"dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
            dfb_max_scaler,
            ckernel::PoolType::MAX,
            ckernel::ReduceDim::REDUCE_ROW>()"
D063,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_interleaved_sm.cpp,73,76,calculate_and_prepare_reduce_scaler,"dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
            dfb_sum_scaler,
            ckernel::PoolType::SUM,
            ckernel::ReduceDim::REDUCE_ROW>()"
D064,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_interleaved_sm_large_tensor.cpp,62,65,calculate_and_prepare_reduce_scaler,"dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
            dfb_max_scaler,
            ckernel::PoolType::MAX,
            ckernel::ReduceDim::REDUCE_ROW>()"
D065,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_interleaved_sm_large_tensor.cpp,66,69,calculate_and_prepare_reduce_scaler,"dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
            dfb_sum_scaler,
            ckernel::PoolType::SUM,
            ckernel::ReduceDim::REDUCE_ROW>()"
D066,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm.cpp,62,65,calculate_and_prepare_reduce_scaler,"dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
                    dfb_max_scaler,
                    ckernel::PoolType::MAX,
                    ckernel::ReduceDim::REDUCE_ROW>()"
D067,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm.cpp,66,69,calculate_and_prepare_reduce_scaler,"dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
                    dfb_sum_scaler,
                    ckernel::PoolType::SUM,
                    ckernel::ReduceDim::REDUCE_ROW>()"
D068,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm.cpp,75,75,calculate_and_prepare_reduce_scaler,"dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW>()"
D069,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm.cpp,77,77,calculate_and_prepare_reduce_scaler,"dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>()"
D070,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm.cpp,90,90,calculate_and_prepare_reduce_scaler,"dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW>()"
D071,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm.cpp,92,92,calculate_and_prepare_reduce_scaler,"dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>()"
D072,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm.cpp,97,97,calculate_and_prepare_reduce_scaler,"dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW>()"
D073,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm.cpp,99,99,calculate_and_prepare_reduce_scaler,"dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>()"
D074,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm_causal_mask_hw_dims.cpp,48,51,calculate_and_prepare_reduce_scaler,"dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
                    dfb_max_scaler,
                    ckernel::PoolType::MAX,
                    ckernel::ReduceDim::REDUCE_ROW>()"
D075,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm_causal_mask_hw_dims.cpp,52,55,calculate_and_prepare_reduce_scaler,"dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
                    dfb_sum_scaler,
                    ckernel::PoolType::SUM,
                    ckernel::ReduceDim::REDUCE_ROW>()"
D076,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm_rm_mask.cpp,66,69,calculate_and_prepare_reduce_scaler,"dfb_max_scaler, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
            dfb_max_scaler,
            ckernel::PoolType::MAX,
            ckernel::ReduceDim::REDUCE_ROW>()"
D077,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm_rm_mask.cpp,70,73,calculate_and_prepare_reduce_scaler,"dfb_sum_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
            dfb_sum_scaler,
            ckernel::PoolType::SUM,
            ckernel::ReduceDim::REDUCE_ROW>()"
D078,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_reduce_input_rows_partitioned_sharded.cpp,28,28,prepare_reduce_scaler,"dfb::scaler, REDUCE_OP, REDUCE_DIM",scaler_f,"dataflow_kernel_lib::prepare_reduce_scaler<dfb::scaler, REDUCE_OP, REDUCE_DIM>(scaler_f)"
D079,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_reduce_rm.cpp,71,71,prepare_reduce_scaler,"dfb::scaler, REDUCE_OP, DIM","scaler_f, scaler_valid_for_reduce","dataflow_kernel_lib::prepare_reduce_scaler<dfb::scaler, REDUCE_OP, DIM>(scaler_f, scaler_valid_for_reduce)"
D080,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_reduce_universal_start_id.cpp,19,19,prepare_reduce_scaler,"dfb::scaler, REDUCE_OP, REDUCE_DIM",scaler_f,"dataflow_kernel_lib::prepare_reduce_scaler<dfb::scaler, REDUCE_OP, REDUCE_DIM>(scaler_f)"
D081,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_transpose_wh_interleaved_input_cols_partitioned_sharded.cpp,26,26,prepare_reduce_scaler,"dfb::scaler, REDUCE_OP, REDUCE_DIM",scaler_f,"dataflow_kernel_lib::prepare_reduce_scaler<dfb::scaler, REDUCE_OP, REDUCE_DIM>(scaler_f)"
D082,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_transpose_wh_universal_input_cols_partitioned.cpp,51,51,prepare_reduce_scaler,"dfb::scaler, REDUCE_OP, REDUCE_DIM",scaler_f,"dataflow_kernel_lib::prepare_reduce_scaler<dfb::scaler, REDUCE_OP, REDUCE_DIM>(scaler_f)"
D083,ttnn/cpp/ttnn/operations/reduction/moe/device/kernels/dataflow/writer_unary_interleaved.cpp,22,22,calculate_and_prepare_reduce_scaler,"dfb::scale, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb::scale, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>()"
D084,ttnn/cpp/ttnn/operations/reduction/sampling/device/kernels/dataflow/writer_interleaved.cpp,56,56,calculate_and_prepare_reduce_scaler,"dfb::scaler_max, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb::scaler_max, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW>()"
D085,ttnn/cpp/ttnn/operations/reduction/sampling/device/kernels/dataflow/writer_interleaved.cpp,58,58,calculate_and_prepare_reduce_scaler,"dfb::scaler_sum, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<dfb::scaler_sum, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>()"
D086,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/exp_ring_joint_writer.cpp,294,298,calculate_and_prepare_reduce_scaler,"cb_identity_scale_in, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW, dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
        cb_identity_scale_in,
        ckernel::PoolType::MAX,
        ckernel::ReduceDim::REDUCE_ROW,
        dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR>()"
D087,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/joint_writer.cpp,63,67,calculate_and_prepare_reduce_scaler,"cb_identity_scale_in, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW, dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
        cb_identity_scale_in,
        ckernel::PoolType::MAX,
        ckernel::ReduceDim::REDUCE_ROW,
        dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR>()"
D088,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/ring_joint_writer.cpp,562,566,calculate_and_prepare_reduce_scaler,"cb_identity_scale_in, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW, dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
        cb_identity_scale_in,
        ckernel::PoolType::MAX,
        ckernel::ReduceDim::REDUCE_ROW,
        dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR>()"
D089,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/sparse_sdpa_msa_writer.cpp,79,79,calculate_and_prepare_reduce_scaler,"cb_scale, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW",,"calculate_and_prepare_reduce_scaler<cb_scale, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW>()"
D090,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/sparse_sdpa_writer.cpp,77,81,calculate_and_prepare_reduce_scaler,"cb_scale, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW, 1",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
        cb_scale,
        ckernel::PoolType::MAX,
        ckernel::ReduceDim::REDUCE_ROW,
        /*reduce_factor=*/1>()"
D091,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/writer_interleaved.cpp,109,113,calculate_and_prepare_reduce_scaler,"cb_identity_scale_in, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW, dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
        cb_identity_scale_in,
        ckernel::PoolType::MAX,
        ckernel::ReduceDim::REDUCE_ROW,
        dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR>()"
D092,ttnn/cpp/ttnn/operations/transformer/sdpa_decode/device/kernels/dataflow/writer_decode_all.cpp,209,213,calculate_and_prepare_reduce_scaler,"cb_identity_scale_in, ckernel::PoolType::MAX, ckernel::ReduceDim::REDUCE_ROW, dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
        cb_identity_scale_in,
        ckernel::PoolType::MAX,
        ckernel::ReduceDim::REDUCE_ROW,
        dataflow_kernel_lib::SUM_AND_MAX_REDUCE_FACTOR>()"
D093,ttnn/ttnn/operations/examples/compute_fusion/program_descriptor_with_inline_kernels.py,304,305,calculate_and_prepare_reduce_scaler,"cb_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<
        cb_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>()"
D094,ttnn/ttnn/operations/examples/reduce_accumulate/program_descriptor_with_inline_kernels.py,218,219,calculate_and_prepare_reduce_scaler,"cb_scaler, PoolType::AVG, ReduceDim::REDUCE_ROW, reduce_factor",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<cb_scaler, PoolType::AVG, ReduceDim::REDUCE_ROW,
                                                                 reduce_factor>()"
D095,ttnn/ttnn/operations/examples/reduce_accumulate/program_descriptor_with_inline_kernels.py,221,222,calculate_and_prepare_reduce_scaler,"cb_scaler, PoolType::AVG, ReduceDim::REDUCE_COL, reduce_factor",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<cb_scaler, PoolType::AVG, ReduceDim::REDUCE_COL,
                                                                 reduce_factor>()"
D096,ttnn/ttnn/operations/examples/reduce_accumulate/program_descriptor_with_inline_kernels.py,224,225,calculate_and_prepare_reduce_scaler,"cb_scaler, PoolType::AVG, ReduceDim::REDUCE_SCALAR, reduce_factor",,"dataflow_kernel_lib::calculate_and_prepare_reduce_scaler<cb_scaler, PoolType::AVG, ReduceDim::REDUCE_SCALAR,
                                                                 reduce_factor>()"
D097,ttnn/ttnn/operations/examples/row_reduce_accumulate/program_descriptor_with_inline_kernels.py,303,304,prepare_reduce_scaler,"cb_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",scaler,"dataflow_kernel_lib::prepare_reduce_scaler<cb_scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>(
            scaler)"
D098,ttnn/ttnn/operations/toy_variance/kernels/reader.cpp,51,55,prepare_partial_reduce_scalers,"dfb::scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW, partial_w",scaler_f,"dataflow_kernel_lib::prepare_partial_reduce_scalers<
            dfb::scaler,
            ckernel::PoolType::SUM,
            ckernel::ReduceDim::REDUCE_ROW,
            partial_w>(scaler_f)"
D099,ttnn/ttnn/operations/toy_variance/kernels/reader.cpp,57,58,prepare_reduce_scaler,"dfb::scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",scaler_f,"dataflow_kernel_lib::prepare_reduce_scaler<dfb::scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>(
            scaler_f)"
D100,ttnn/ttnn/operations/toy_variance/kernels/sharded_reader.cpp,49,50,prepare_reduce_scaler,"dfb::scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW",scaler_f,"dataflow_kernel_lib::prepare_reduce_scaler<dfb::scaler, ckernel::PoolType::SUM, ckernel::ReduceDim::REDUCE_ROW>(
        scaler_f)"
